predictedUtility,realUtility,award,lostUtility,correctDecision
119.22088186252728,107.29879367627454,0.0,0.0,1.0
152.06493962536896,136.85844566283208,0.0,0.0,1.0
2368.7830695649322,2131.904762608439,1631.904762608439,0.0,1.0
16.976280158684673,15.278652142816206,0.0,0.0,1.0
11590.891041231649,10431.801937108485,9931.801937108485,0.0,1.0
137.13551118890754,123.42196007001681,0.0,0.0,1.0
135.60807535464386,122.04726781917944,0.0,0.0,1.0
2352.7463964910717,2117.4717568419646,1617.4717568419646,0.0,1.0
17.06521987240724,15.358697885166517,0.0,0.0,1.0
8771.644801213057,7894.480321091753,7394.480321091753,0.0,1.0
128.05212892445127,115.24691603200614,0.0,0.0,1.0
131.29232190398253,118.16308971358428,0.0,0.0,1.0
2338.843245959104,2104.958921363194,1604.958921363194,0.0,1.0
17.251214842670105,15.526093358403095,0.0,0.0,1.0
8508.073752928884,7657.266377635995,7157.266377635995,0.0,1.0
136.76298160005612,123.0866834400505,0.0,0.0,1.0
140.01709621265556,126.01538659139001,0.0,0.0,1.0
2389.720445107579,2150.7484005968213,1650.7484005968213,0.0,1.0
59.75834416535268,53.78250974881741,0.0,0.0,1.0
2480.488078115923,2232.439270304331,1732.4392703043309,0.0,1.0
121.62593709239513,109.46334338315563,0.0,0.0,1.0
103.39707752591654,93.05736977332491,0.0,0.0,1.0
2426.196664218161,2183.576997796345,1683.576997796345,0.0,1.0
6536808.107390821,5883127.296651739,5882627.296651739,0.0,1.0
7476.30768779468,6728.676919015213,6228.676919015213,0.0,1.0
138.13171856569033,124.31854670912134,0.0,0.0,1.0
128.65768682989523,115.79191814690569,0.0,0.0,1.0
2479.8482853414343,2231.8634568072907,1731.8634568072907,0.0,1.0
17.041336203776375,15.337202583398735,0.0,0.0,1.0
10446.315868646612,9401.684281781949,8901.684281781949,0.0,1.0
122.19099493559693,109.97189544203724,0.0,0.0,1.0
155.97616457489212,140.3785481174029,0.0,0.0,1.0
2347.847346799515,2113.0626121195637,1613.0626121195637,0.0,1.0
17.8863336057371,16.097700245163395,0.0,0.0,1.0
4677.704598374546,4209.934138537091,3709.934138537091,0.0,1.0
122.51161800658083,110.26045620592275,0.0,0.0,1.0
104.135676152988,93.7221085376892,0.0,0.0,1.0
2423.3029959520554,2180.9726963568496,1680.9726963568496,0.0,1.0
6084620.42344296,5476158.381098663,5475658.381098663,0.0,1.0
510.96215428915866,459.86593886024275,-40.13406113975725,0.0,0.0
134.02755836690994,120.62480253021893,0.0,0.0,1.0
170.52684957812863,153.47416462031575,0.0,0.0,1.0
2307.7896630474465,2077.010696742702,1577.0106967427018,0.0,1.0
1746.9563491621775,1572.2607142459597,1072.2607142459597,0.0,1.0
0.0,0.0,0.0,0.0,1.0
154399.8031532561,138959.8228379305,138459.8228379305,0.0,1.0
170.32751225406125,153.2947610286551,0.0,0.0,1.0
6630064.597959078,5967058.13816317,5966558.13816317,0.0,1.0
2364.8174092877107,2128.3356683589395,1628.3356683589395,0.0,1.0
15.170098438197165,13.653088594377449,0.0,0.0,1.0
10121.250326011716,9109.125293410545,8609.125293410545,0.0,1.0
141.51858964091878,127.3667306768269,0.0,0.0,1.0
180.91860297045366,162.8267426734083,0.0,0.0,1.0
2400.446207583543,2160.401586825189,1660.401586825189,0.0,1.0
15.715963589943081,14.144367230948774,0.0,0.0,1.0
2703.607090356421,2433.2463813207796,1933.2463813207796,0.0,1.0
113.35332547057659,102.01799292351893,0.0,0.0,1.0
164.07836636975836,147.6705297327825,0.0,0.0,1.0
2450.29407057551,2205.2646635179585,1705.2646635179585,0.0,1.0
17.04551556688335,15.340964010195012,0.0,0.0,1.0
10458.557010513547,9412.701309462194,8912.701309462194,0.0,1.0
122.15215388373542,109.93693849536186,0.0,0.0,1.0
140.33333843216644,126.3000045889498,0.0,0.0,1.0
2375.549791097651,2137.9948119878854,1637.9948119878854,0.0,1.0
16.92222724225923,15.230004518033306,0.0,0.0,1.0
17932.598842992375,16139.338958693139,15639.338958693139,0.0,1.0
136.01850792287266,122.4166571305854,0.0,0.0,1.0
155.70243172848365,140.13218855563528,0.0,0.0,1.0
2411.834550427802,2170.6510953850216,1670.6510953850216,0.0,1.0
15.437943205030077,13.89414888452707,0.0,0.0,1.0
4551.726015537261,4096.553413983535,3596.5534139835354,0.0,1.0
89.75109348856846,80.77598413971161,0.0,0.0,1.0
84.57623768139787,76.11861391325807,0.0,0.0,1.0
2430.2936824737476,2187.264314226373,1687.2643142263728,0.0,1.0
16.081775480318342,14.47359793228651,0.0,0.0,1.0
697.264040484495,627.5376364360455,127.53763643604555,0.0,1.0
128.96424411127498,116.06781970014745,0.0,0.0,1.0
144.11880246641957,129.70692221977762,0.0,0.0,1.0
2460.138240195329,2214.124416175797,1714.1244161757968,0.0,1.0
15.718409243416001,14.146568319074401,0.0,0.0,1.0
25068.06487257145,22561.258385314304,22061.258385314304,0.0,1.0
128.97110757080893,116.07399681372803,0.0,0.0,1.0
149.28055995630376,134.3525039606734,0.0,0.0,1.0
2426.9160866686784,2184.2244780018104,1684.2244780018104,0.0,1.0
16.240693255422325,14.616623929880092,0.0,0.0,1.0
7209.980378987058,6488.982341088353,5988.982341088353,0.0,1.0
134.26118518175795,120.83506666358217,0.0,0.0,1.0
114.95094152527551,103.45584737274797,0.0,0.0,1.0
2417.0142605088517,2175.312834457967,1675.3128344579668,0.0,1.0
15.416988884959629,13.875289996463664,0.0,0.0,1.0
10391.806668071886,9352.626001264698,8852.626001264698,0.0,1.0
122.56431782089574,110.30788603880615,0.0,0.0,1.0
141.92933262973816,127.73639936676435,0.0,0.0,1.0
2403.985283711795,2163.586755340615,1663.5867553406151,0.0,1.0
790.5418099120683,711.4876289208614,211.48762892086143,0.0,1.0
2654.4793791275238,2389.0314412147713,1889.0314412147713,0.0,1.0
101.86096296594874,91.67486666935389,0.0,0.0,1.0
86.8584224047093,78.17258016423837,0.0,0.0,1.0
2330.5313165486505,2097.478184893785,1597.478184893785,0.0,1.0
20.7814226907505,18.703280421675448,0.0,0.0,1.0
10152.90318312416,9137.612864811743,8637.612864811743,0.0,1.0
135.14486237137467,121.63037613423724,0.0,0.0,1.0
140.1785485102998,126.16069365926984,0.0,0.0,1.0
2421.489778603618,2179.3408007432563,1679.3408007432563,0.0,1.0
15.090655723190322,13.58159015087129,0.0,0.0,1.0
17193.927768355716,15474.534991520144,14974.534991520144,0.0,1.0
132.56132502353478,119.30519252118131,0.0,0.0,1.0
169.55558324476132,152.60002492028516,0.0,0.0,1.0
2497.823664942879,2248.0412984485915,1748.0412984485915,0.0,1.0
420.10324309835767,378.0929187885219,0.0,0.0,1.0
5438.674489792017,4894.807040812816,4394.807040812816,0.0,1.0
121.94993660005449,109.75494294004906,0.0,0.0,1.0
139.56608279558282,125.60947451602452,0.0,0.0,1.0
2459.8423569644747,2213.8581212680274,1713.8581212680274,0.0,1.0
17.817761339659445,16.035985205693496,0.0,0.0,1.0
477.6771752828892,429.9094577546003,0.0,0.0,1.0
565.5722485251188,509.01502367260684,9.015023672606844,0.0,1.0
1.2127169230330992,1.091445230729789,0.0,0.0,1.0
2305.864750144082,2075.2782751296736,1575.2782751296736,0.0,1.0
18.693968139334704,16.824571325401234,0.0,0.0,1.0
177316.58694166903,159584.92824750213,159084.92824750213,0.0,1.0
149.77284142372224,134.79555728135003,0.0,0.0,1.0
140.95727924337933,126.86155131904137,0.0,0.0,1.0
2440.915143886073,2196.8236294974654,1696.8236294974654,0.0,1.0
611.270338452729,550.1433046074561,50.143304607456116,0.0,1.0
7618.3170900535,6856.48538104815,6356.48538104815,0.0,1.0
117.51278799734698,105.76150919761228,0.0,0.0,1.0
136.8713519638125,123.18421676743124,0.0,0.0,1.0
2429.9374544844036,2186.943709035963,1686.943709035963,0.0,1.0
16.069915521178807,14.462923969060927,0.0,0.0,1.0
9626.884684755685,8664.196216280117,8164.196216280117,0.0,1.0
123.91355477452159,111.52219929706943,0.0,0.0,1.0
116.63006564644405,104.96705908179963,0.0,0.0,1.0
2430.6489484279823,2187.5840535851844,1687.5840535851844,0.0,1.0
67.06077781948284,60.35470003753455,0.0,0.0,1.0
2669.9850563156942,2402.986550684125,1902.9865506841252,0.0,1.0
133.1482111900347,119.83339007103123,0.0,0.0,1.0
112.64899006373743,101.38409105736368,0.0,0.0,1.0
2432.5928066660126,2189.333525999412,1689.333525999412,0.0,1.0
789.5432467289423,710.5889220560481,210.5889220560481,0.0,1.0
9714.226752790082,8742.804077511071,8242.804077511071,0.0,1.0
128.97331009147067,116.0759790823236,0.0,0.0,1.0
99.2576822354674,89.33191401192065,0.0,0.0,1.0
2435.6855064425945,2192.1169557983353,1692.1169557983353,0.0,1.0
26.999996136042565,24.299996522438306,0.0,0.0,1.0
17555.073392121238,15799.566052909115,15299.566052909115,0.0,1.0
119.87532163773444,107.88778947396102,0.0,0.0,1.0
101.9246995390592,91.73222958515329,0.0,0.0,1.0
2379.5512695209136,2141.596142568822,1641.596142568822,0.0,1.0
24.504462977322238,22.054016679590013,0.0,0.0,1.0
5399.69481597651,4859.72533437886,4359.72533437886,0.0,1.0
121.52577611065074,109.37319849958567,0.0,0.0,1.0
93.72279786261912,84.3505180763572,0.0,0.0,1.0
2481.420800813221,2233.2787207318993,1733.2787207318993,0.0,1.0
15.274437136003712,13.746993422403342,0.0,0.0,1.0
