timestamp,latency,cost,reliability,predicted_latency,predicted_cost,predicted_reliability
2020-04-19 07:13:46.000156,3.5423226356506348,25.1,1,3.5423226356506348,25.1,1
2020-04-19 07:14:21.000363,3.5006589889526367,25.2,1,3.5006589889526367,25.2,1
2020-04-19 07:16:07.000107,3.4757399559021,25.1,1,3.4757399559021,25.1,1
2020-04-19 07:17:36.000602,3.584159135818481,25.1,1,3.584159135818481,25.1,1
2020-04-19 07:19:35.000607,3.612452745437622,25.7,1,3.612452745437622,25.7,1
2020-04-19 07:19:46.000029,3.523534774780273,25.1,1,3.523534774780273,25.1,1
2020-04-19 07:19:46.000593,3.449608564376831,25.4,1,3.449608564376831,25.4,1
2020-04-19 07:20:14.000952,3.528879404067993,25.0,1,3.528879404067993,25.0,1
2020-04-19 07:21:04.000961,3.44944429397583,25.1,1,3.44944429397583,25.1,1
2020-04-19 07:21:38.000211,3.5029115676879883,24.7,1,3.5029115676879883,24.7,1
2020-04-19 07:22:18.000285,3.5197925567626958,25.0,1,3.5197925567626958,25.0,1
2020-04-19 07:22:51.000017,3.4610505104064937,25.7,1,3.4610505104064937,25.7,1
2020-04-19 07:24:39.000220,3.53626012802124,25.0,1,3.53626012802124,25.0,1
2020-04-19 07:24:39.000550,3.6509521007537837,24.2,1,3.6509521007537837,24.2,1
2020-04-19 07:27:20.000726,4.453765869140625,21.0,1,4.453765869140625,21.0,1
2020-04-19 07:28:40.000415,3.5708112716674805,24.3,1,3.5708112716674805,24.3,1
2020-04-19 07:29:01.000094,3.564519166946411,24.9,1,3.564519166946411,24.9,1
2020-04-19 07:30:43.000061,3.63617467880249,24.4,1,3.63617467880249,24.4,1
2020-04-19 07:32:56.000906,3.590224266052246,24.4,1,3.590224266052246,24.4,1
2020-04-19 07:33:58.000565,3.7589282989501953,23.9,1,3.7589282989501953,23.9,1
2020-04-19 07:35:36.000807,3.5561447143554688,25.9,1,3.5561447143554688,25.9,1
2020-04-19 07:36:44.000849,3.7600193023681636,26.0,1,3.7600193023681636,26.0,1
2020-04-19 07:37:01.000236,3.5596413612365723,25.8,1,3.5596413612365723,25.8,1
2020-04-19 07:38:45.000777,3.5354721546173096,25.1,1,3.5354721546173096,25.1,1
2020-04-19 07:39:38.000959,3.5382466316223145,25.0,1,3.5382466316223145,25.0,1
2020-04-19 07:40:02.000590,3.4619622230529785,25.2,1,3.4619622230529785,25.2,1
2020-04-19 07:40:13.000393,3.601710796356201,25.3,1,3.601710796356201,25.3,1
2020-04-19 07:40:27.000464,3.489882230758667,25.2,1,3.489882230758667,25.2,1
2020-04-19 07:40:38.000806,3.723689556121826,25.2,1,3.723689556121826,25.2,1
2020-04-19 07:43:50.000529,3.6257538795471187,24.8,1,3.6257538795471187,24.8,1
2020-04-19 07:49:03.000616,3.4636652469635014,26.1,1,3.4636652469635014,26.1,1
2020-04-19 07:49:09.000149,3.585934400558472,24.9,1,3.585934400558472,24.9,1
2020-04-19 07:50:44.000491,3.562227964401245,25.6,1,3.562227964401245,25.6,1
2020-04-19 07:52:40.000702,3.5126423835754395,25.3,1,3.5126423835754395,25.3,1
2020-04-19 07:55:05.000764,3.5261898040771484,25.0,1,3.5261898040771484,25.0,1
2020-04-19 07:55:24.000921,5.0104620456695566,18.0,1,5.0104620456695566,18.0,1
2020-04-19 07:57:33.000293,3.5641322135925293,24.4,1,3.5641322135925293,24.4,1
2020-04-19 07:58:26.000940,3.585903644561768,24.8,1,3.585903644561768,24.8,1
2020-04-19 07:58:33.000203,3.5366947650909424,25.5,1,3.5366947650909424,25.5,1
2020-04-19 08:00:35.000300,3.505924701690674,25.9,1,3.505924701690674,25.9,1
2020-04-19 08:01:44.000450,3.5477080345153813,25.2,1,3.5477080345153813,25.2,1
2020-04-19 08:02:20.000522,3.5738353729248047,25.2,1,3.5738353729248047,25.2,1
2020-04-19 08:02:38.000682,3.552602529525757,24.8,1,3.552602529525757,24.8,1
2020-04-19 08:03:40.000349,3.5447494983673096,25.5,1,3.5447494983673096,25.5,1
2020-04-19 08:04:08.000016,3.5220940113067627,25.1,1,3.5220940113067627,25.1,1
2020-04-19 08:04:21.000019,3.520042181015014,25.1,1,3.520042181015014,25.1,1
2020-04-19 08:04:38.000433,3.479957103729248,25.2,1,3.479957103729248,25.2,1
2020-04-19 08:05:45.000250,3.540492534637451,25.2,1,3.540492534637451,25.2,1
2020-04-19 08:06:05.000781,3.4951887130737305,25.5,1,3.4951887130737305,25.5,1
2020-04-19 08:07:17.000884,3.4812500476837163,25.2,1,3.4812500476837163,25.2,1
2020-04-19 08:08:27.000647,3.53091049194336,25.1,1,3.53091049194336,25.1,1
2020-04-19 08:09:48.000554,3.5405452251434326,26.1,1,3.5405452251434326,26.1,1
2020-04-19 08:10:29.000251,3.5051255226135254,24.8,1,3.5051255226135254,24.8,1
2020-04-19 08:12:26.000143,3.644203186035156,25.2,1,3.644203186035156,25.2,1
2020-04-19 08:14:38.000370,3.5816903114318848,24.9,1,3.5816903114318848,24.9,1
2020-04-19 08:14:44.000997,3.470354557037353,25.2,1,3.470354557037353,25.2,1
2020-04-19 08:15:43.000494,3.5867764949798584,24.4,1,3.5867764949798584,24.4,1
2020-04-19 08:17:32.000947,3.4902129173278813,25.3,1,3.4902129173278813,25.3,1
2020-04-19 08:18:26.000306,3.58829665184021,25.5,1,3.58829665184021,25.5,1
2020-04-19 08:22:43.000796,3.5255861282348637,25.1,1,3.5255861282348637,25.1,1
2020-04-19 08:23:10.000077,3.5284090042114262,25.0,1,3.5284090042114262,25.0,1
2020-04-19 08:23:22.000745,3.5725340843200684,25.8,1,3.5725340843200684,25.8,1
2020-04-19 08:23:40.000843,3.5207841396331787,25.1,1,3.5207841396331787,25.1,1
2020-04-19 08:24:34.000938,3.609887361526489,25.5,1,3.609887361526489,25.5,1
2020-04-19 08:25:46.000515,3.5084173679351807,25.7,1,3.5084173679351807,25.7,1
2020-04-19 08:25:48.000735,3.6635282039642334,24.7,1,3.6635282039642334,24.7,1
2020-04-19 08:27:42.000479,3.501819133758545,24.8,1,3.501819133758545,24.8,1
2020-04-19 08:28:19.000764,3.4279694557189937,25.1,1,3.4279694557189937,25.1,1
2020-04-19 08:29:14.000544,3.542000532150269,25.6,1,3.542000532150269,25.6,1
2020-04-19 08:29:17.000409,3.5748450756073,24.5,1,3.5748450756073,24.5,1
2020-04-19 08:30:16.000897,3.5397067070007324,25.8,1,3.5397067070007324,25.8,1
2020-04-19 08:30:29.000730,3.5261876583099365,25.1,1,3.5261876583099365,25.1,1
2020-04-19 08:31:41.000777,3.5435166358947754,25.7,1,3.5435166358947754,25.7,1
2020-04-19 08:32:01.000278,3.52994704246521,25.0,1,3.52994704246521,25.0,1
2020-04-19 08:35:22.000966,3.4791386127471924,25.3,1,3.4791386127471924,25.3,1
2020-04-19 08:37:42.000048,3.465219259262085,26.0,1,3.465219259262085,26.0,1
2020-04-19 08:38:53.000230,3.7403738498687744,25.3,1,3.7403738498687744,25.3,1
2020-04-19 08:39:19.000445,3.5643651485443115,26.7,1,3.5643651485443115,26.7,1
2020-04-19 08:39:40.000725,3.5805532932281494,24.9,1,3.5805532932281494,24.9,1
2020-04-19 08:46:38.000390,3.4829766750335693,25.1,1,3.4829766750335693,25.1,1
2020-04-19 08:47:24.000592,3.503587484359741,26.3,1,3.503587484359741,26.3,1
2020-04-19 08:47:27.000550,5.616666078567505,16.2,1,5.616666078567505,16.2,1
2020-04-19 08:48:11.000962,3.453076839447021,25.1,1,3.453076839447021,25.1,1
2020-04-19 08:50:35.000837,3.5857362747192383,25.3,1,3.5857362747192383,25.3,1
2020-04-19 08:50:44.000805,3.5328176021575928,25.2,1,3.5328176021575928,25.2,1
2020-04-19 08:51:36.000512,3.5906264781951904,26.0,1,3.5906264781951904,26.0,1
2020-04-19 08:51:53.000751,3.475104570388794,26.3,1,3.475104570388794,26.3,1
2020-04-19 08:53:02.000983,3.5932350158691406,24.9,1,3.5932350158691406,24.9,1
2020-04-19 08:54:20.000016,3.5237081050872803,25.7,1,3.5237081050872803,25.7,1
2020-04-19 08:54:24.000479,3.571041345596313,26.0,1,3.571041345596313,26.0,1
2020-04-19 08:54:53.000249,3.461055278778076,26.0,1,3.461055278778076,26.0,1
2020-04-19 08:55:26.000314,3.5459203720092773,25.1,1,3.5459203720092773,25.1,1
2020-04-19 08:56:15.000664,3.564124345779419,25.3,1,3.564124345779419,25.3,1
2020-04-19 08:56:54.000745,3.525000095367432,24.8,1,3.525000095367432,24.8,1
2020-04-19 08:57:31.000020,3.522064685821533,24.8,1,3.522064685821533,24.8,1
2020-04-19 08:57:58.000035,3.649236440658569,25.0,1,3.649236440658569,25.0,1
2020-04-19 08:58:43.000738,3.593214511871338,24.7,1,3.593214511871338,24.7,1
2020-04-19 09:01:29.000683,3.5637741088867188,26.0,1,3.5637741088867188,26.0,1
2020-04-19 09:03:58.000002,3.568356990814209,25.6,1,3.568356990814209,25.6,1
2020-04-19 09:06:50.000771,3.4924309253692627,27.4,1,3.4924309253692627,27.4,1
2020-04-19 09:07:00.000900,3.6433289051055913,25.0,1,3.6433289051055913,25.0,1
2020-04-19 09:07:02.000595,3.556046485900879,24.9,1,3.556046485900879,24.9,1
2020-04-19 09:07:12.000545,3.527144193649292,25.1,1,3.527144193649292,25.1,1
2020-04-19 09:07:32.000355,3.565869808197021,25.7,1,3.565869808197021,25.7,1
2020-04-19 09:07:50.000883,3.5374293327331543,25.8,1,3.5374293327331543,25.8,1
2020-04-19 09:09:43.000164,3.559666633605957,24.9,1,3.559666633605957,24.9,1
2020-04-19 09:11:53.000866,3.514246940612793,25.1,1,3.514246940612793,25.1,1
2020-04-19 09:12:51.000254,3.666907787322998,25.9,1,3.666907787322998,25.9,1
2020-04-19 09:13:43.000711,3.5373563766479488,24.9,1,3.5373563766479488,24.9,1
2020-04-19 09:16:29.000103,3.4403653144836426,25.1,1,3.4403653144836426,25.1,1
2020-04-19 09:17:41.000987,3.604595184326172,24.5,1,3.604595184326172,24.5,1
2020-04-19 09:19:44.000186,3.6966979503631587,26.2,1,3.6966979503631587,26.2,1
2020-04-19 09:22:30.000791,3.5709774494171143,25.3,1,3.5709774494171143,25.3,1
2020-04-19 09:22:35.000838,3.749744415283203,24.7,1,3.749744415283203,24.7,1
2020-04-19 09:22:46.000141,3.4634714126586914,25.9,1,3.4634714126586914,25.9,1
2020-04-19 09:22:46.000247,3.6965956687927246,24.4,1,3.6965956687927246,24.4,1
2020-04-19 09:24:10.000288,3.4588396549224854,25.2,1,3.4588396549224854,25.2,1
2020-04-19 09:24:12.000884,3.5387179851531982,25.0,1,3.5387179851531982,25.0,1
2020-04-19 09:25:33.000554,3.5162966251373287,25.0,1,3.5162966251373287,25.0,1
2020-04-19 09:26:58.000642,3.4404890537261963,25.1,1,3.4404890537261963,25.1,1
2020-04-19 09:30:11.000385,3.5895979404449463,24.9,1,3.5895979404449463,24.9,1
2020-04-19 09:33:25.000197,3.639957189559937,24.9,1,3.639957189559937,24.9,1
2020-04-19 09:34:10.000778,3.5338339805603027,24.8,1,3.5338339805603027,24.8,1
2020-04-19 09:35:16.000553,3.538170576095581,26.9,1,3.538170576095581,26.9,1
2020-04-19 09:35:57.000746,3.6733825206756587,24.2,1,3.6733825206756587,24.2,1
2020-04-19 09:37:20.000119,3.5434865951538086,25.2,1,3.5434865951538086,25.2,1
2020-04-19 09:38:42.000220,3.5522241592407227,25.2,1,3.5522241592407227,25.2,1
2020-04-19 09:39:58.000923,3.4707317352294917,25.1,1,3.4707317352294917,25.1,1
2020-04-19 09:40:39.000422,3.558201551437378,26.1,1,3.558201551437378,26.1,1
2020-04-19 09:40:50.000540,3.5414412021636963,25.3,1,3.5414412021636963,25.3,1
2020-04-19 09:41:06.000723,3.4699501991271973,25.2,1,3.4699501991271973,25.2,1
2020-04-19 09:41:16.000522,4.62036395072937,20.8,1,4.62036395072937,20.8,1
2020-04-19 09:41:25.000315,3.5520513057708736,26.0,1,3.5520513057708736,26.0,1
2020-04-19 09:45:41.000181,3.5959417819976807,25.5,1,3.5959417819976807,25.5,1
2020-04-19 09:46:31.000235,3.5513923168182373,25.8,1,3.5513923168182373,25.8,1
2020-04-19 09:48:27.000954,3.5433783531188965,25.1,1,3.5433783531188965,25.1,1
2020-04-19 09:50:37.000545,3.4806203842163086,27.1,1,3.4806203842163086,27.1,1
2020-04-19 09:52:25.000446,3.461663246154785,25.3,1,3.461663246154785,25.3,1
2020-04-19 09:53:20.000607,3.4754455089569087,25.2,1,3.4754455089569087,25.2,1
2020-04-19 09:56:01.000019,3.5475046634674072,25.1,1,3.5475046634674072,25.1,1
2020-04-19 09:56:42.000547,3.663499593734741,24.5,1,3.663499593734741,24.5,1
2020-04-19 09:57:37.000619,3.4838674068450928,25.5,1,3.4838674068450928,25.5,1
2020-04-19 09:59:01.000027,3.564812421798706,25.1,1,3.564812421798706,25.1,1
2020-04-19 09:59:54.000839,3.578110218048096,25.9,1,3.578110218048096,25.9,1
2020-04-19 10:00:07.000144,3.5559999942779537,24.7,1,3.5559999942779537,24.7,1
2020-04-19 10:02:31.000757,5.612245082855225,16.2,1,5.612245082855225,16.2,1
2020-04-19 10:03:55.000745,3.5307221412658687,25.6,1,3.5307221412658687,25.6,1
2020-04-19 10:05:22.000734,3.633426189422608,28.0,1,3.633426189422608,28.0,1
2020-04-19 10:05:45.000844,3.6058216094970703,24.9,1,3.6058216094970703,24.9,1
2020-04-19 10:06:17.000078,3.702784299850464,25.3,1,3.702784299850464,25.3,1
2020-04-19 10:06:24.000484,3.489716053009033,26.9,1,3.489716053009033,26.9,1
2020-04-19 10:07:03.000205,3.522454023361206,24.8,1,3.522454023361206,24.8,1
2020-04-19 10:07:16.000604,3.5422391891479488,25.0,1,3.5422391891479488,25.0,1
2020-04-19 10:09:02.000503,3.4704372882843018,25.5,1,3.4704372882843018,25.5,1
2020-04-19 10:09:07.000335,3.575636386871338,24.7,1,3.575636386871338,24.7,1
2020-04-19 10:10:34.000321,3.587758779525757,24.9,1,3.587758779525757,24.9,1
2020-04-19 10:11:07.000014,3.556361675262451,25.3,1,3.556361675262451,25.3,1
2020-04-19 10:11:37.000203,3.5814526081085205,24.7,1,3.5814526081085205,24.7,1
2020-04-19 10:11:53.000930,3.5851836204528813,25.6,1,3.5851836204528813,25.6,1
2020-04-19 10:14:32.000608,3.656169414520264,24.6,1,3.656169414520264,24.6,1
2020-04-19 10:16:02.000230,3.546825170516968,24.9,1,3.546825170516968,24.9,1
2020-04-19 10:18:00.000527,3.5467205047607417,25.5,1,3.5467205047607417,25.5,1
2020-04-19 10:22:53.000123,3.522979021072388,25.1,1,3.522979021072388,25.1,1
2020-04-19 10:23:03.000237,3.553239583969116,25.0,1,3.553239583969116,25.0,1
2020-04-19 10:25:41.000605,3.549733638763428,25.2,1,3.549733638763428,25.2,1
2020-04-19 10:26:11.000637,3.6751892566680913,24.6,1,3.6751892566680913,24.6,1
2020-04-19 10:26:36.000164,3.479701042175293,25.1,1,3.479701042175293,25.1,1
2020-04-19 10:31:56.000912,3.5192050933837886,25.5,1,3.5192050933837886,25.5,1
2020-04-19 10:32:57.000755,3.576438665390014,25.0,1,3.576438665390014,25.0,1
2020-04-19 10:33:29.000414,3.4636657238006587,25.2,1,3.4636657238006587,25.2,1
2020-04-19 10:34:26.000501,3.554393768310547,25.8,1,3.554393768310547,25.8,1
2020-04-19 10:34:40.000642,3.4321689605712886,25.3,1,3.4321689605712886,25.3,1
2020-04-19 10:35:39.000522,3.4738063812255864,25.5,1,3.4738063812255864,25.5,1
2020-04-19 10:38:28.000676,3.438805341720581,25.2,1,3.438805341720581,25.2,1
2020-04-19 10:40:02.000290,3.601505756378174,24.6,1,3.601505756378174,24.6,1
2020-04-19 10:40:20.000919,3.539602041244507,25.5,1,3.539602041244507,25.5,1
2020-04-19 10:40:46.000325,3.434173107147217,25.1,1,3.434173107147217,25.1,1
2020-04-19 10:44:25.000102,3.611385345458984,24.6,1,3.611385345458984,24.6,1
2020-04-19 10:44:31.000503,3.560330629348755,24.6,1,3.560330629348755,24.6,1
2020-04-19 10:46:08.000173,3.4631106853485107,25.7,1,3.4631106853485107,25.7,1
2020-04-19 10:47:18.000275,5.171608924865723,17.5,1,5.171608924865723,17.5,1
2020-04-19 10:48:33.000751,3.5485429763793945,25.4,1,3.5485429763793945,25.4,1
2020-04-19 10:49:01.000478,3.5930745601654053,26.0,1,3.5930745601654053,26.0,1
2020-04-19 10:50:11.000709,3.5724146366119385,25.7,1,3.5724146366119385,25.7,1
2020-04-19 10:50:58.000907,3.516448974609375,24.7,1,3.516448974609375,24.7,1
2020-04-19 10:54:09.000759,3.4345715045928955,25.2,1,3.4345715045928955,25.2,1
2020-04-19 10:54:31.000171,3.4684579372406006,25.0,1,3.4684579372406006,25.0,1
2020-04-19 10:56:10.000214,3.4459924697875977,25.1,1,3.4459924697875977,25.1,1
2020-04-19 10:56:58.000655,3.5893323421478267,24.6,1,3.5893323421478267,24.6,1
2020-04-19 10:57:40.000551,3.599912166595459,24.7,1,3.599912166595459,24.7,1
2020-04-19 10:58:18.000416,3.658738613128662,24.4,1,3.658738613128662,24.4,1
2020-04-19 10:58:58.000513,3.606335878372192,24.6,1,3.606335878372192,24.6,1
2020-04-19 10:59:42.000463,3.519580364227295,25.3,1,3.519580364227295,25.3,1
2020-04-19 11:00:39.000374,3.563624382019043,25.3,1,3.563624382019043,25.3,1
2020-04-19 11:03:49.000715,3.490506410598755,25.7,1,3.490506410598755,25.7,1
2020-04-19 11:04:27.000548,3.5469467639923096,25.2,1,3.5469467639923096,25.2,1
2020-04-19 11:04:49.000315,3.5797367095947266,25.3,1,3.5797367095947266,25.3,1
2020-04-19 11:05:02.000652,3.5673654079437256,24.6,1,3.5673654079437256,24.6,1
2020-04-19 11:08:01.000561,3.6831843852996826,24.0,1,3.6831843852996826,24.0,1
2020-04-19 11:08:35.000710,3.6306190490722656,24.4,1,3.6306190490722656,24.4,1
2020-04-19 11:12:35.000019,3.6531307697296143,25.0,1,3.6531307697296143,25.0,1
2020-04-19 11:13:57.000339,3.544739246368408,25.5,1,3.544739246368408,25.5,1
2020-04-19 11:14:51.000245,3.4262683391571045,25.1,1,3.4262683391571045,25.1,1
2020-04-19 11:14:53.000290,3.5565369129180913,24.6,1,3.5565369129180913,24.6,1
2020-04-19 11:16:01.000775,3.560380697250366,25.4,1,3.560380697250366,25.4,1
2020-04-19 11:16:57.000449,3.4969351291656494,25.3,1,3.4969351291656494,25.3,1
2020-04-19 11:17:06.000088,3.5837862491607666,24.8,1,3.5837862491607666,24.8,1
2020-04-19 11:17:29.000713,3.5983927249908447,26.1,1,3.5983927249908447,26.1,1
2020-04-19 11:20:31.000063,3.553855657577514,24.8,1,3.553855657577514,24.8,1
2020-04-19 11:22:12.000209,3.638655185699463,24.5,1,3.638655185699463,24.5,1
2020-04-19 11:22:54.000838,3.6173279285430913,25.4,1,3.6173279285430913,25.4,1
2020-04-19 11:22:58.000462,3.436739444732666,25.3,1,3.436739444732666,25.3,1
2020-04-19 11:23:37.000711,3.557801485061645,25.0,1,3.557801485061645,25.0,1
2020-04-19 11:24:48.000502,3.4982111454010014,26.1,1,3.4982111454010014,26.1,1
2020-04-19 11:25:02.000349,3.5360236167907715,25.6,1,3.5360236167907715,25.6,1
2020-04-19 11:26:41.000934,3.481436014175415,25.8,1,3.481436014175415,25.8,1
2020-04-19 11:27:07.000474,3.5487582683563232,24.8,1,3.5487582683563232,24.8,1
2020-04-19 11:27:41.000366,3.688265323638916,24.4,1,3.688265323638916,24.4,1
2020-04-19 11:28:05.000072,3.482147216796875,25.2,1,3.482147216796875,25.2,1
2020-04-19 11:29:52.000263,3.4704189300537114,26.5,1,3.4704189300537114,26.5,1
2020-04-19 11:32:18.000073,3.4550173282623287,25.3,1,3.4550173282623287,25.3,1
2020-04-19 11:32:27.000006,3.55029034614563,24.7,1,3.55029034614563,24.7,1
2020-04-19 11:32:35.000768,3.5298340320587163,25.1,1,3.5298340320587163,25.1,1
2020-04-19 11:36:32.000997,3.5413169860839844,25.2,1,3.5413169860839844,25.2,1
2020-04-19 11:36:42.000298,3.5316438674926762,25.1,1,3.5316438674926762,25.1,1
2020-04-19 11:37:22.000418,3.477177381515503,26.7,1,3.477177381515503,26.7,1
2020-04-19 11:37:42.000933,3.490305185317993,25.4,1,3.490305185317993,25.4,1
2020-04-19 11:37:45.000299,3.539888858795166,25.4,1,3.539888858795166,25.4,1
2020-04-19 11:40:21.000628,3.5429723262786865,25.1,1,3.5429723262786865,25.1,1
2020-04-19 11:43:55.000617,3.4510176181793213,25.1,1,3.4510176181793213,25.1,1
2020-04-19 11:44:10.000422,3.455044984817505,25.3,1,3.455044984817505,25.3,1
2020-04-19 11:44:55.000188,3.5038726329803467,26.0,1,3.5038726329803467,26.0,1
2020-04-19 11:45:58.000965,3.6518287658691406,24.9,1,3.6518287658691406,24.9,1
2020-04-19 11:49:19.000451,3.4862148761749268,25.2,1,3.4862148761749268,25.2,1
2020-04-19 11:49:55.000514,3.527878999710083,25.0,1,3.527878999710083,25.0,1
2020-04-19 11:52:22.000702,3.5330502986907963,25.1,1,3.5330502986907963,25.1,1
2020-04-19 11:54:50.000446,3.5418922901153564,24.8,1,3.5418922901153564,24.8,1
2020-04-19 11:56:33.000140,3.6692790985107417,24.4,1,3.6692790985107417,24.4,1
2020-04-19 11:56:45.000760,3.4988503456115723,24.9,1,3.4988503456115723,24.9,1
2020-04-19 12:00:16.000473,3.461491346359253,25.9,1,3.461491346359253,25.9,1
2020-04-19 12:01:06.000590,3.637633800506592,24.4,1,3.637633800506592,24.4,1
2020-04-19 12:01:25.000084,3.4503765106201167,25.9,1,3.4503765106201167,25.9,1
2020-04-19 12:01:33.000221,3.4417834281921387,25.2,1,3.4417834281921387,25.2,1
2020-04-19 12:02:21.000998,3.4833669662475586,25.5,1,3.4833669662475586,25.5,1
2020-04-19 12:03:02.000075,3.435593843460083,25.2,1,3.435593843460083,25.2,1
2020-04-19 12:03:56.000019,3.55171537399292,25.1,1,3.55171537399292,25.1,1
2020-04-19 12:05:06.000463,3.5359673500061035,25.0,1,3.5359673500061035,25.0,1
