Prediction File,latency_mae,cost_mae,latency_mse,cost_mse,latency_rmse,cost_rmse
lstm_model_0_predictions_server_1_tactic_1_sampleRate_0.csv,0.002230476031385327,0.01750070991548217,1.6531505789052014e-05,0.000441474344566757,0.004065895447383272,0.0210112908829219
lstm_model_1_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,0.004114825044799046,0.013144733592393381,3.240372893434074e-05,0.00034923145023833287,0.005692427332372433,0.018687735289176506
lstm_model_2_predictions_server_1_tactic_1_sampleRate_10.csv,0.0026289897580219815,0.009076403416988427,3.851567675550307e-05,0.00016439831765963802,0.006206099963383048,0.012821790735292712
lstm_model_0_predictions_server_1_tactic_1_sampleRate_5.csv,0.0018570650568435283,0.021220201676300614,2.227460609473142e-05,0.0005813996142440764,0.004719598086143716,0.02411222955771773
lstm_model_3_predictions_server_1_tactic_1_sampleRate_10.csv,0.003090747691351091,0.009108433378378388,3.4788333878682595e-05,0.00016270739827588945,0.005898163602231003,0.012755681019682542
lstm_model_0_predictions_server_1_tactic_1_sampleRate_10.csv,0.002428357246495035,0.016104110173745145,3.75071539684987e-05,0.00036919135547035925,0.006124308448184065,0.01921435285067804
lstm_model_0_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,0.0017512181321224123,0.013208052232808295,1.4747403716576768e-05,0.0003811732909946778,0.0038402348517475814,0.019523659774608803
lstm_model_2_predictions_server_1_tactic_1_sampleRate_5.csv,0.0010819792351041734,0.008866882736030838,1.7967576072305753e-05,0.00014770007980901355,0.0042388177682351185,0.0121531921653948
lstm_model_1_predictions_server_1_tactic_1_sampleRate_10.csv,0.0017864685188858794,0.010046764806949831,3.183385813078175e-05,0.00017819036554581492,0.005642150133661967,0.01334879640813414
lstm_model_2_predictions_server_1_tactic_1_sampleRate_0.csv,0.0013118802438455478,0.017530502401075718,1.1197370113612584e-05,0.0004454382390353527,0.003346247168637216,0.021105407814950003
lstm_model_3_predictions_server_1_tactic_1_sampleRate_0.csv,0.002955798461455082,0.016343254967345407,1.8617325441240527e-05,0.000394503040341753,0.00431477988328959,0.019862100602447693
lstm_model_1_predictions_server_1_tactic_1_sampleRate_20.csv,0.003099923973663962,0.009785251744186063,5.8317379226059935e-05,0.00019468576743988654,0.007636581645347605,0.013952984176866487
lstm_model_3_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,0.0050429515686964636,0.016982317099500606,3.772811288068831e-05,0.0005150920013237519,0.006142321456964648,0.022695638376651842
lstm_model_3_predictions_server_1_tactic_1_sampleRate_5.csv,0.0017368980728207652,0.019229792601156103,1.9956482465884457e-05,0.0004874490688473052,0.004467267897259404,0.022078248772203497
lstm_model_0_predictions_server_1_tactic_1_sampleRate_20.csv,0.002184464537707979,0.00990060453488373,6.383055109996646e-05,0.00020993514535288957,0.007989402424459946,0.014489138875478058
lstm_model_3_predictions_server_1_tactic_1_sampleRate_20.csv,0.0019260070212010535,0.010605036472868215,5.508293826672872e-05,0.00021277324034923124,0.007421788077460089,0.014586748792970668
lstm_model_1_predictions_server_1_tactic_1_sampleRate_5.csv,0.002631963629928449,0.01899149938342971,2.3004441011602805e-05,0.00046621354407189484,0.004796294508430733,0.021591978697467606
lstm_model_2_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,0.0019116554356304332,0.01207505523626587,1.3684537647711096e-05,0.0002826406575375543,0.003699261770638987,0.0168119201026401
lstm_model_1_predictions_server_1_tactic_1_sampleRate_0.csv,0.0011055256794945717,0.016733945601229386,1.119092470914958e-05,0.0004125808333948942,0.0033452839504516775,0.020312085894730117
lstm_model_2_predictions_server_1_tactic_1_sampleRate_20.csv,0.0020001745591490985,0.009138868333333341,5.716078546354733e-05,0.00017225554194456326,0.007560475214134845,0.013124615877981468
