,predictionType,utilDif,reward,negativeReward,numOfUpdates,lostUtil,wrongDecisions,correctDecisions,decisionShouldHaveDid,decisionShouldHaveDidNot,decisionNotHaveDid,decisionNotHaveDidNot
0,svr_rbf_predictions_server_1_tactic_1_sampleRate_20.csv,669433.3730042987,1618484.3847970306,0.0,128,0.0,0,128,128,0,0,0
1,svr_rbf_predictions_server_1_tactic_1_sampleRate_5.csv,730801.0013900434,1560461.9753436467,190.07258392725134,517,440.07258392725134,1,517,517,1,0,0
2,svr_rbf_predictions_server_1_tactic_1_sampleRate_0.csv,11043879.760056272,21289274.699510314,75096.94722471765,1505,216096.94722471747,564,2038,1505,564,0,533
3,svr_rbf_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,11087460.410900375,21289368.488993876,76602.86018241635,1504,218352.86018241616,567,2035,1504,567,0,531
4,svr_rbf_predictions_server_1_tactic_1_sampleRate_10.csv,687063.6910229509,1612447.9942072285,0.0,258,0.0,0,258,258,0,0,0
5,svr_rbf_predictions_server_3_tactic_1_sampleRate_5.csv,1081871.30153153,1751520.6370125485,0.0,518,0.0,0,518,518,0,0,0
6,svr_rbf_predictions_server_3_tactic_1_sampleRate_0.csv,9990597.775467364,17233486.19872536,92706.51107468773,1509,236706.51107468762,576,2026,1509,576,0,517
7,svr_rbf_predictions_server_3_tactic_1_sampleRate_0_no_ping.csv,10276422.271079773,17238576.02376078,103357.82155202272,1489,253357.82155202274,600,2002,1489,600,0,513
8,svr_rbf_predictions_server_3_tactic_1_sampleRate_10.csv,931647.0043802231,1811611.1213579779,0.0,258,0.0,0,258,258,0,0,0
9,svr_rbf_predictions_server_3_tactic_1_sampleRate_20.csv,903181.1541902132,1832691.977795342,0.0,128,0.0,0,128,128,0,0,0
10,svr_rbf_predictions_server_2_tactic_1_sampleRate_0_no_ping.csv,16756385.759307094,25131302.471611805,158070.98235948157,1515,333570.98235948116,702,1900,1515,702,0,385
11,svr_rbf_predictions_server_2_tactic_1_sampleRate_10.csv,202491.506144312,2315315.000735705,0.0,258,0.0,0,258,258,0,0,0
12,svr_rbf_predictions_server_2_tactic_1_sampleRate_0.csv,16197578.987061637,25120118.781815376,133321.35779558207,1557,296321.35779558204,652,1950,1557,652,0,393
13,svr_rbf_predictions_server_2_tactic_1_sampleRate_5.csv,265409.29093265685,2254917.5975158997,0.0,518,0.0,0,518,518,0,0,0
14,svr_rbf_predictions_server_2_tactic_1_sampleRate_20.csv,385662.17474560195,2337572.2464201036,0.0,128,0.0,0,128,128,0,0,0
15,arima_predictions_server_1_tactic_1_sampleRate_0.csv,1107701.4029677464,21184324.90564829,294.8215889831815,1933,2834.099589847015,33,2571,1911,11,22,660
16,arima_predictions_server_1_tactic_1_sampleRate_5.csv,81166.40257959571,1565341.9283866028,0.0,520,0.0,0,520,520,0,0,0
17,arima_predictions_server_1_tactic_1_sampleRate_20.csv,92015.48444325145,1645215.5248907262,0.0,130,0.0,0,130,130,0,0,0
18,arima_predictions_server_1_tactic_1_sampleRate_10.csv,86283.90336167418,1624510.854423833,0.0,260,0.0,0,260,260,0,0,0
19,arima_predictions_server_3_tactic_1_sampleRate_0.csv,2901642.327408376,17112092.555517834,7963.474063229544,1954,21928.045896347066,158,2446,1869,73,85,577
20,arima_predictions_server_3_tactic_1_sampleRate_5.csv,381469.6329202603,1758767.8079567302,0.0,520,0.0,0,520,520,0,0,0
21,arima_predictions_server_3_tactic_1_sampleRate_10.csv,445907.2042154864,1826484.4590752595,0.0,260,0.0,0,260,260,0,0,0
22,arima_predictions_server_3_tactic_1_sampleRate_20.csv,444298.2700098355,1860551.2436178005,0.0,130,0.0,0,130,130,0,0,0
23,arima_predictions_server_2_tactic_1_sampleRate_10.csv,233484.15540408785,2334130.520015933,0.0,260,0.0,0,260,260,0,0,0
24,arima_predictions_server_2_tactic_1_sampleRate_5.csv,232559.05465900915,2267597.9763132758,0.0,520,0.0,0,520,520,0,0,0
25,arima_predictions_server_2_tactic_1_sampleRate_0.csv,2654934.9204055257,24991432.852573518,825.3278158948823,2083,5672.885893476176,43,2561,2061,21,22,500
26,arima_predictions_server_2_tactic_1_sampleRate_20.csv,242449.2987547754,2371457.3282350367,0.0,130,0.0,0,130,130,0,0,0
27,svr_linear_predictions_server_1_tactic_1_sampleRate_0.csv,10940628.851213288,21288040.173217043,73551.81166895546,1510,213801.81166895526,561,2041,1510,561,0,531
28,svr_linear_predictions_server_1_tactic_1_sampleRate_5.csv,699190.7170576078,1560231.8107528093,0.0,518,0.0,0,518,518,0,0,0
29,svr_linear_predictions_server_1_tactic_1_sampleRate_10.csv,686988.184755333,1612447.9942072285,0.0,258,0.0,0,258,258,0,0,0
30,svr_linear_predictions_server_1_tactic_1_sampleRate_20.csv,669540.3778494871,1618484.3847970306,0.0,128,0.0,0,128,128,0,0,0
31,svr_linear_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,10832131.578258714,21283227.514262974,64857.98674459245,1531,197857.98674459237,532,2070,1531,532,0,539
32,svr_linear_predictions_server_3_tactic_1_sampleRate_0.csv,9950066.228314172,17233642.19354946,93594.02099721954,1505,238094.02099721952,578,2024,1505,578,0,519
33,svr_linear_predictions_server_3_tactic_1_sampleRate_20.csv,895356.8002161365,1832691.977795342,0.0,128,0.0,0,128,128,0,0,0
34,svr_linear_predictions_server_3_tactic_1_sampleRate_5.csv,1131017.1663466976,1751520.6370125485,0.0,518,0.0,0,518,518,0,0,0
