,RMSE,MSE,MAE
Plain Ping,0.08168455337007093,0.006672366259267965,0.08014965694770876
All Servers,0.08168455337007093,0.006672366259267965,0.08014965694770876
5 sample Sampling Rate,159.3751128597644,25400.42659906264,116.29553558144634
10 sample Sampling Rate,17.59100768051673,309.4435512159985,12.817416100409654
20 sample Sampling Rate,11.01354471056398,121.29816709159182,7.903432919176498
