,RMSE 0,MSE 0,MAE 0,RMSE 1,MSE 1,MAE 1,RMSE 2,MSE 2,MAE 2,RMSE 3,MSE 3,MAE 3,RMSE 4,MSE 4,MAE 4,RMSE 5,MSE 5,MAE 5,RMSE 6,MSE 6,MAE 6,RMSE 7,MSE 7,MAE 7,RMSE 8,MSE 8,MAE 8,RMSE 9,MSE 9,MAE 9
Plain Ping,0.010137867417523224,0.00010277635577527902,0.007982146223630698,0.008721232304752677,7.605989291346167e-05,0.00553145357493011,0.005802378830059602,3.3667600087523836e-05,0.003475066586284921,0.0089142720298067,7.946424582139407e-05,0.006254339950446189,0.007822087370724824,6.11850508352528e-05,0.005025096816802479,0.005909979609170783,3.492785898081445e-05,0.00348400163897518,0.005885109812637233,3.4634517506799045e-05,0.00373822823043844,0.006086422608605934,3.7044540170549464e-05,0.0032868576406068213,0.005935491597413514,3.5230060502966427e-05,0.0034841510554949606,0.006139221198767461,3.7690036927395786e-05,0.004100875985874085
All Servers,0.007191758835499599,5.172139514798654e-05,0.005002294647268029,0.005949989921380521,3.540238006452978e-05,0.003392647510571433,0.006130273014460115,3.75802472318179e-05,0.0038936727314156767,0.005890935022541598,3.470311543980717e-05,0.003380741381080717,0.006262448295285668,3.9218258651126365e-05,0.003669488980161235,0.007351285778646446,5.404140259932948e-05,0.004563050291746327,0.010453282220740793,0.00010927110918645558,0.007701098798057081,0.006676849153624334,4.4580314620253986e-05,0.003931654751660317,0.00746079614633455,5.566347913716047e-05,0.004074318614817935,0.006812016101446501,4.640356336636639e-05,0.004490853316085406
5 sample Sampling Rate,0.00688312937917071,4.737747005040296e-05,0.004868352715162697,0.008436034159318283,7.116667233718492e-05,0.005663334178848134,0.006069595511454908,3.683998967267356e-05,0.003998377269323979,0.008676787726189655,7.528664524535546e-05,0.005382654369359813,0.004509177069959892,2.033267784825207e-05,0.0031302312732277987,0.005950503869534198,3.540849630134147e-05,0.004093886979038272,0.0037837465985601014,1.4316738322115138e-05,0.0026647392490627766,0.007414624050286927,5.497664980709332e-05,0.004139023149775211,0.004417177249938302,1.9511454857372504e-05,0.0030396959269110755,0.004605160759593743,2.1207505621702017e-05,0.0031795241246077473
10 sample Sampling Rate,0.00881044787126928,7.762399169235337e-05,0.004878658402188186,0.008519558499013563,7.258287701811422e-05,0.006116254782815324,0.007781254923616156,6.0547928186300675e-05,0.005317039430551719,0.007669827807109203,5.882625859070556e-05,0.004876371135265269,0.006680702585714936,4.463178703877823e-05,0.003896752467183996,0.008824401624919776,7.78700640378868e-05,0.005858483484323276,0.007233231670716704,5.231964040225916e-05,0.004758393659907591,0.007816923992410648,6.110430070312523e-05,0.004735240882794971,0.005209548880976368,2.7139399543282125e-05,0.0036596358821346466,0.00914735973089576,8.367419004641335e-05,0.006356690863074388
20 sample Sampling Rate,0.006773139807733718,4.587542285510714e-05,0.004534082206445013,0.007881862510404484,6.212375663291969e-05,0.00520838087679184,0.00816849118274765,6.67242482026261e-05,0.005246810091414626,0.007305893758053461,5.337608360396452e-05,0.005038073360522013,0.010196097997319626,0.00010396041437094529,0.0061612441725244355,0.009982855712251926,9.965740817164091e-05,0.0064579275654813246,0.009921894555022782,9.844399156099074e-05,0.006847193886593858,0.007594874086512412,5.768211238997775e-05,0.0046140697049890855,0.00860405980978925,7.402984521043063e-05,0.005382925777208193,0.007873538682819838,6.199261138986035e-05,0.005218280199199752
