,RMSE,MSE,MAE
Plain Ping,0.006683209278893489,4.466528626548803e-05,0.0034050069888851564
All Servers,0.006683209278893489,4.466528626548803e-05,0.0034050069888851564
5 sample Sampling Rate,0.208123695043132,0.04331547243840661,0.06256179273869165
10 sample Sampling Rate,0.20946562736928362,0.043875849049207584,0.06215064456864101
20 sample Sampling Rate,0.2122588019740152,0.0450537990154442,0.06282836654125572
