,RMSE,MSE,MAE
Plain Ping,0.08374038635729891,0.007012452307269694,0.08199103855978124
All Servers,0.08374038635729891,0.007012452307269694,0.08199103855978124
5 sample Sampling Rate,0.23165809596223869,0.053665473424849786,0.11034544873089859
10 sample Sampling Rate,0.228449903872703,0.05218935857944724,0.10065417160576917
20 sample Sampling Rate,0.22650910107491481,0.05130637286976597,0.09877208714443086
