timestamp,time_since_last_recording,latency,cost,reliability,ping_timestamp,time_since_last_ping,ping_success,ping_time,day1,day2,day3,day4,day5,day6,day7
2020-04-07 16:35:33.000928,0.0,0.015235164735327947,0.10546875,1,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:38:42.000819,0.012577774804308555,0.015042226925966488,0.103515625,1,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:38:58.000822,0.0010704489195156222,0.014882768482273212,0.115234375,1,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:41:47.000568,0.01123971365491403,0.015058433324034512,0.0859375,1,,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:45:18.000446,0.014049642068642535,0.014863311986497029,0.115234375,1,2020-04-07 16:44:15.000163,0.004281636536631779,1,0.3773792897485222,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:46:30.000990,0.004817020137820298,0.015046335738120796,0.09765625,1,2020-04-07 16:44:15.000163,0.009174935435639528,1,0.3773792897485222,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:47:59.000522,0.00588746905733592,0.015058307351255127,0.099609375,1,2020-04-07 16:47:38.000031,0.0014272121788772598,1,0.37741003276327,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:49:42.000421,0.006824111861912089,0.015040767741271931,0.10546875,1,2020-04-07 16:48:23.000786,0.005301073807258394,1,0.3774056409040204,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:50:18.000830,0.002408510068910149,0.015251427821146697,0.123046875,1,2020-04-07 16:48:23.000786,0.007815685741470709,1,0.3774056409040204,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:51:00.000035,0.002743025356258781,0.01505692165068188,0.111328125,1,2020-04-07 16:48:23.000786,0.010602147614516787,1,0.3774056409040204,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:51:24.000749,0.0016056733792734327,0.015060390101207645,0.08007812499999999,1,2020-04-07 16:48:23.000786,0.012233247247519369,1,0.3774056409040204,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:53:16.000831,0.007493142436609353,0.014855682235158875,0.13671875,1,2020-04-07 16:48:23.000786,0.0199130080195732,1,0.3774056409040204,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:54:43.000467,0.005753662942396468,0.015053589670667115,0.11328125,1,2020-04-07 16:54:20.000619,0.0014951746635857009,1,0.3767380782980668,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:54:51.000128,0.0004683214022880847,0.015040753044447668,0.126953125,1,2020-04-07 16:54:45.000686,0.00033981242354220466,1,0.3768874015125563,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:54:52.000633,6.690305746972637e-05,0.015232489913312315,0.099609375,1,2020-04-07 16:54:45.000686,0.0004077749082506457,1,0.3768874015125563,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:56:09.000984,0.00515153542516893,0.01505908838248732,0.099609375,1,2020-04-07 16:54:45.000686,0.005708848715509039,1,0.3768874015125563,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:58:32.000765,0.009500234160701143,0.015067448775945912,0.09765625,1,2020-04-07 16:57:34.000571,0.003941824113089574,1,0.3773529385930241,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 16:59:34.000025,0.004081086505653309,0.015070749262765831,0.111328125,1,2020-04-07 16:59:32.000188,6.796248470844094e-05,1,0.3773002362820277,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 17:01:05.000315,0.006088178229745099,0.01485604335712645,0.10546875,1,2020-04-07 17:00:54.000739,0.0006796248470844093,1,0.3773748978892725,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 17:02:16.000609,0.0047501170803505716,0.01504988397140684,0.119140625,1,2020-04-07 17:01:37.000252,0.002650536903629197,1,0.3776559768812529,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 17:02:51.000037,0.002274703953970697,0.015235527956841844,0.107421875,1,2020-04-07 17:01:37.000252,0.004961261383716189,1,0.3776559768812529,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 17:03:14.000650,0.0015387703218037064,0.015074761495789275,0.091796875,1,2020-04-07 17:01:37.000252,0.006592361016718771,1,0.3776559768812529,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-07 17:03:47.000083,0.0021408978390312443,0.02186399095668291,0.08398437499999999,1,2020-04-07 17:03:29.000307,0.001155362240043496,1,0.3772475339710313,0.0,1.0,0.0,0.0,0.0,0.0,0.0
