,predictionType,utilDif,reward,negativeReward,numOfUpdates,lostUtil,wrongDecisions,correctDecisions,decisionShouldHaveDid,decisionShouldHaveDidNot,decisionNotHaveDid,decisionNotHaveDidNot
0,0,0.0,1067044983.5666564,0.0,5289,0.0,0,11488,5289,0,0,6199
1,-10,118705252.45193738,1067011262.3111775,2916.4228052810263,5593,0.0,339,11149,5254,0,339,5895
2,-30,457713164.79540014,1066863102.9143081,68856.69996924084,7115,0.0,2012,9476,5103,0,2012,4373
3,-50,1067935401.715838,1066840990.5870625,86973.65533665498,7361,0.0,2261,9227,5100,0,2261,4127
4,10,97128546.48953554,1067067417.0078993,30247.224152036135,5109,30247.224152036135,187,11301,5109,187,0,6192
5,30,246559813.35614282,1067077318.9073213,44203.81645928513,5031,44203.81645928513,265,11223,5031,265,0,6192
6,50,356143878.1502491,1067081216.0154625,50857.28244672427,5000,50857.28244672427,296,11192,5000,296,0,6192
7,80,474861047.0677544,1067084280.2772928,57518.47231650965,4974,57518.47231650965,322,11166,4974,322,0,6192
8,110,559661887.2886105,1067088634.9416655,65841.54089676177,4950,65841.54089676177,350,11138,4950,350,0,6188
