ID,ActionTime,Tactic,Server,
416,2019-06-24T05:30:22.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:30:22.000Z', 0,6);"
417,2019-06-24T05:30:23.633Z,4,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:30:23.633Z', 4,6);"
418,2019-06-24T05:32:02.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:32:02.000Z', 0,6);"
419,2019-06-24T05:32:03.386Z,5,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:32:03.386Z', 5,6);"
420,2019-06-24T05:32:03.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:32:03.000Z', 0,6);"
421,2019-06-24T05:32:04.395Z,1,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:32:04.395Z', 1,7);"
422,2019-06-24T05:38:14.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:38:14.000Z', 0,7);"
423,2019-06-24T05:38:15.888Z,2,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:38:15.888Z', 2,7);"
424,2019-06-24T05:38:30.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:38:30.000Z', 0,7);"
425,2019-06-24T05:38:31.637Z,3,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:38:31.637Z', 3,7);"
426,2019-06-24T05:38:36.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:38:36.000Z', 0,7);"
427,2019-06-24T05:38:37.159Z,4,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:38:37.159Z', 4,7);"
428,2019-06-24T05:41:41.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:41:41.000Z', 0,7);"
429,2019-06-24T05:41:42.686Z,5,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:41:42.686Z', 5,7);"
430,2019-06-24T05:41:42.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:41:42.000Z', 0,7);"
431,2019-06-24T05:41:43.715Z,1,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:41:43.715Z', 1,8);"
432,2019-06-24T05:48:34.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:48:34.000Z', 0,8);"
433,2019-06-24T05:48:35.500Z,2,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:48:35.500Z', 2,8);"
434,2019-06-24T05:49:23.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:49:23.000Z', 0,8);"
435,2019-06-24T05:49:24.581Z,3,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:49:24.581Z', 3,8);"
436,2019-06-24T05:49:34.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:49:34.000Z', 0,8);"
437,2019-06-24T05:49:35.148Z,4,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:49:35.148Z', 4,8);"
438,2019-06-24T05:53:31.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:53:31.000Z', 0,8);"
439,2019-06-24T05:53:32.639Z,5,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:53:32.639Z', 5,8);"
440,2019-06-24T05:53:32.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:53:32.000Z', 0,8);"
441,2019-06-24T05:53:33.680Z,1,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:53:33.680Z', 1,9);"
442,2019-06-24T05:55:27.000Z,0,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:55:27.000Z', 0,9);"
443,2019-06-24T05:55:28.413Z,2,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:55:28.413Z', 2,9);"
444,2019-06-24T05:55:31.000Z,0,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:55:31.000Z', 0,9);"
445,2019-06-24T05:55:32.606Z,3,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:55:32.606Z', 3,9);"
446,2019-06-24T05:55:34.000Z,0,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:55:34.000Z', 0,9);"
447,2019-06-24T05:55:35.591Z,4,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:55:35.591Z', 4,9);"
448,2019-06-24T05:57:37.000Z,0,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:57:37.000Z', 0,9);"
449,2019-06-24T05:57:38.055Z,5,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:57:38.055Z', 5,9);"
450,2019-06-24T05:57:38.000Z,0,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:57:38.000Z', 0,9);"
451,2019-06-24T05:58:09.064Z,1,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:58:09.064Z', 1,1);"
452,2019-06-24T05:58:49.000Z,0,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:58:49.000Z', 0,1);"
453,2019-06-24T05:58:50.258Z,2,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:58:50.258Z', 2,1);"
454,2019-06-24T05:59:56.000Z,0,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:59:56.000Z', 0,1);"
455,2019-06-24T05:59:57.647Z,3,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T05:59:57.647Z', 3,1);"
456,2019-06-24T06:01:11.000Z,0,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:01:11.000Z', 0,1);"
457,2019-06-24T06:01:12.472Z,4,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:01:12.472Z', 4,1);"
458,2019-06-24T06:03:47.000Z,0,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:03:47.000Z', 0,1);"
459,2019-06-24T06:03:48.103Z,5,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:03:48.103Z', 5,1);"
460,2019-06-24T06:04:06.000Z,0,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:04:06.000Z', 0,1);"
461,2019-06-24T06:04:07.182Z,1,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:04:07.182Z', 1,2);"
462,2019-06-24T06:05:29.000Z,0,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:05:29.000Z', 0,2);"
463,2019-06-24T06:05:30.472Z,2,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:05:30.472Z', 2,2);"
464,2019-06-24T06:05:38.000Z,0,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:05:38.000Z', 0,2);"
465,2019-06-24T06:05:39.116Z,3,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:05:39.116Z', 3,2);"
466,2019-06-24T06:05:43.000Z,0,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:05:43.000Z', 0,2);"
467,2019-06-24T06:05:44.101Z,4,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:05:44.101Z', 4,2);"
468,2019-06-24T06:07:33.000Z,0,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:07:33.000Z', 0,2);"
469,2019-06-24T06:07:34.015Z,5,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:07:34.015Z', 5,2);"
470,2019-06-24T06:07:34.000Z,0,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:07:34.000Z', 0,2);"
471,2019-06-24T06:07:35.023Z,1,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:07:35.023Z', 1,3);"
472,2019-06-24T06:08:59.000Z,0,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:08:59.000Z', 0,3);"
473,2019-06-24T06:09:00.416Z,2,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:09:00.416Z', 2,3);"
474,2019-06-24T06:10:28.000Z,0,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:10:28.000Z', 0,3);"
475,2019-06-24T06:10:29.325Z,3,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:10:29.325Z', 3,3);"
476,2019-06-24T06:11:18.000Z,0,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:11:18.000Z', 0,3);"
477,2019-06-24T06:11:19.042Z,4,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:11:19.042Z', 4,3);"
478,2019-06-24T06:13:42.000Z,0,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:13:42.000Z', 0,3);"
479,2019-06-24T06:13:43.627Z,5,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:13:43.627Z', 5,3);"
480,2019-06-24T06:13:53.000Z,0,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:13:53.000Z', 0,3);"
481,2019-06-24T06:13:54.713Z,1,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:13:54.713Z', 1,4);"
482,2019-06-24T06:17:51.000Z,0,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:17:51.000Z', 0,4);"
483,2019-06-24T06:17:52.972Z,2,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:17:52.972Z', 2,4);"
484,2019-06-24T06:19:01.000Z,0,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:19:01.000Z', 0,4);"
485,2019-06-24T06:19:02.296Z,3,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:19:02.296Z', 3,4);"
486,2019-06-24T06:19:06.000Z,0,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:19:06.000Z', 0,4);"
487,2019-06-24T06:19:07.117Z,4,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:19:07.117Z', 4,4);"
488,2019-06-24T06:21:31.000Z,0,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:21:31.000Z', 0,4);"
489,2019-06-24T06:21:32.358Z,5,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:21:32.358Z', 5,4);"
490,2019-06-24T06:21:50.000Z,0,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:21:50.000Z', 0,4);"
491,2019-06-24T06:21:51.374Z,1,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:21:51.374Z', 1,5);"
492,2019-06-24T06:23:03.000Z,0,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:23:03.000Z', 0,5);"
493,2019-06-24T06:23:04.736Z,2,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:23:04.736Z', 2,5);"
494,2019-06-24T06:25:56.000Z,0,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:25:56.000Z', 0,5);"
495,2019-06-24T06:25:57.219Z,3,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:25:57.219Z', 3,5);"
496,2019-06-24T06:26:08.000Z,0,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:26:08.000Z', 0,5);"
497,2019-06-24T06:26:09.337Z,4,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:26:09.337Z', 4,5);"
498,2019-06-24T06:28:43.000Z,0,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:28:43.000Z', 0,5);"
499,2019-06-24T06:28:44.556Z,5,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:28:44.556Z', 5,5);"
500,2019-06-24T06:28:55.000Z,0,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:28:55.000Z', 0,5);"
501,2019-06-24T06:28:56.064Z,1,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:28:56.064Z', 1,6);"
502,2019-06-24T06:34:04.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:34:04.000Z', 0,6);"
503,2019-06-24T06:34:05.462Z,2,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:34:05.462Z', 2,6);"
504,2019-06-24T06:34:09.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:34:09.000Z', 0,6);"
505,2019-06-24T06:34:10.221Z,3,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:34:10.221Z', 3,6);"
506,2019-06-24T06:36:42.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:36:42.000Z', 0,6);"
507,2019-06-24T06:36:43.458Z,4,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:36:43.458Z', 4,6);"
508,2019-06-24T06:39:22.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:39:22.000Z', 0,6);"
509,2019-06-24T06:39:23.884Z,5,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:39:23.884Z', 5,6);"
510,2019-06-24T06:39:31.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:39:31.000Z', 0,6);"
511,2019-06-24T06:39:32.085Z,1,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:39:32.085Z', 1,7);"
512,2019-06-24T06:45:10.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:45:10.000Z', 0,7);"
513,2019-06-24T06:45:11.719Z,2,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:45:11.719Z', 2,7);"
514,2019-06-24T06:45:21.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:45:21.000Z', 0,7);"
515,2019-06-24T06:45:22.719Z,3,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:45:22.719Z', 3,7);"
516,2019-06-24T06:45:31.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:45:31.000Z', 0,7);"
517,2019-06-24T06:45:32.487Z,4,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:45:32.487Z', 4,7);"
518,2019-06-24T06:48:33.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:48:33.000Z', 0,7);"
519,2019-06-24T06:48:34.815Z,5,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:48:34.815Z', 5,7);"
520,2019-06-24T06:48:34.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:48:34.000Z', 0,7);"
521,2019-06-24T06:48:35.823Z,1,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:48:35.823Z', 1,8);"
522,2019-06-24T06:54:19.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:54:19.000Z', 0,8);"
523,2019-06-24T06:54:20.610Z,2,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:54:20.610Z', 2,8);"
524,2019-06-24T06:54:26.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:54:26.000Z', 0,8);"
525,2019-06-24T06:54:27.221Z,3,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:54:27.221Z', 3,8);"
526,2019-06-24T06:54:31.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:54:31.000Z', 0,8);"
527,2019-06-24T06:54:32.120Z,4,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:54:32.120Z', 4,8);"
528,2019-06-24T06:56:55.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:56:55.000Z', 0,8);"
529,2019-06-24T06:56:56.585Z,5,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:56:56.585Z', 5,8);"
530,2019-06-24T06:56:56.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:56:56.000Z', 0,8);"
531,2019-06-24T06:56:57.593Z,1,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:56:57.593Z', 1,9);"
532,2019-06-24T06:58:45.000Z,0,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:58:45.000Z', 0,9);"
533,2019-06-24T06:58:46.110Z,2,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:58:46.110Z', 2,9);"
534,2019-06-24T06:59:27.000Z,0,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:59:27.000Z', 0,9);"
535,2019-06-24T06:59:28.638Z,3,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T06:59:28.638Z', 3,9);"
536,2019-06-24T07:00:44.000Z,0,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:00:44.000Z', 0,9);"
537,2019-06-24T07:00:45.720Z,4,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:00:45.720Z', 4,9);"
538,2019-06-24T07:03:42.000Z,0,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:03:42.000Z', 0,9);"
539,2019-06-24T07:03:43.559Z,5,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:03:43.559Z', 5,9);"
540,2019-06-24T07:03:43.000Z,0,9,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:03:43.000Z', 0,9);"
541,2019-06-24T07:04:14.985Z,1,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:04:14.985Z', 1,1);"
542,2019-06-24T07:05:25.000Z,0,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:05:25.000Z', 0,1);"
543,2019-06-24T07:05:26.947Z,2,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:05:26.947Z', 2,1);"
544,2019-06-24T07:06:53.000Z,0,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:06:53.000Z', 0,1);"
545,2019-06-24T07:06:54.391Z,3,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:06:54.391Z', 3,1);"
546,2019-06-24T07:07:03.000Z,0,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:07:03.000Z', 0,1);"
547,2019-06-24T07:07:04.142Z,4,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:07:04.142Z', 4,1);"
548,2019-06-24T07:09:47.000Z,0,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:09:47.000Z', 0,1);"
549,2019-06-24T07:09:48.704Z,5,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:09:48.704Z', 5,1);"
550,2019-06-24T07:10:04.000Z,0,1,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:10:04.000Z', 0,1);"
551,2019-06-24T07:10:05.377Z,1,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:10:05.377Z', 1,2);"
552,2019-06-24T07:11:37.000Z,0,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:11:37.000Z', 0,2);"
553,2019-06-24T07:11:38.107Z,2,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:11:38.107Z', 2,2);"
554,2019-06-24T07:11:39.000Z,0,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:11:39.000Z', 0,2);"
555,2019-06-24T07:11:40.693Z,3,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:11:40.693Z', 3,2);"
556,2019-06-24T07:11:45.000Z,0,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:11:45.000Z', 0,2);"
557,2019-06-24T07:11:46.143Z,4,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:11:46.143Z', 4,2);"
558,2019-06-24T07:14:36.000Z,0,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:14:36.000Z', 0,2);"
559,2019-06-24T07:14:37.696Z,5,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:14:37.696Z', 5,2);"
560,2019-06-24T07:14:37.000Z,0,2,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:14:37.000Z', 0,2);"
561,2019-06-24T07:14:38.704Z,1,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:14:38.704Z', 1,3);"
562,2019-06-24T07:15:43.000Z,0,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:15:43.000Z', 0,3);"
563,2019-06-24T07:15:44.734Z,2,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:15:44.734Z', 2,3);"
564,2019-06-24T07:17:15.000Z,0,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:17:15.000Z', 0,3);"
565,2019-06-24T07:17:16.149Z,3,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:17:16.149Z', 3,3);"
566,2019-06-24T07:18:10.000Z,0,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:18:10.000Z', 0,3);"
567,2019-06-24T07:18:11.049Z,4,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:18:11.049Z', 4,3);"
568,2019-06-24T07:20:59.000Z,0,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:20:59.000Z', 0,3);"
569,2019-06-24T07:21:00.175Z,5,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:21:00.175Z', 5,3);"
570,2019-06-24T07:21:00.000Z,0,3,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:21:00.000Z', 0,3);"
571,2019-06-24T07:21:01.184Z,1,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:21:01.184Z', 1,4);"
572,2019-06-24T07:28:51.000Z,0,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:28:51.000Z', 0,4);"
573,2019-06-24T07:28:52.989Z,2,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:28:52.989Z', 2,4);"
574,2019-06-24T07:28:53.000Z,0,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:28:53.000Z', 0,4);"
575,2019-06-24T07:28:54.000Z,3,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:28:54.000Z', 3,4);"
576,2019-06-24T07:28:59.000Z,0,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:28:59.000Z', 0,4);"
577,2019-06-24T07:29:00.917Z,4,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:29:00.917Z', 4,4);"
578,2019-06-24T07:31:53.000Z,0,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:31:53.000Z', 0,4);"
579,2019-06-24T07:31:54.333Z,5,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:31:54.333Z', 5,4);"
580,2019-06-24T07:31:59.000Z,0,4,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:31:59.000Z', 0,4);"
581,2019-06-24T07:32:00.534Z,1,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:32:00.534Z', 1,5);"
582,2019-06-24T07:33:21.000Z,0,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:33:21.000Z', 0,5);"
583,2019-06-24T07:33:22.837Z,2,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:33:22.837Z', 2,5);"
584,2019-06-24T07:34:10.000Z,0,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:34:10.000Z', 0,5);"
585,2019-06-24T07:34:11.931Z,3,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:34:11.931Z', 3,5);"
586,2019-06-24T07:36:36.000Z,0,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:36:36.000Z', 0,5);"
587,2019-06-24T07:36:37.434Z,4,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:36:37.434Z', 4,5);"
588,2019-06-24T07:38:54.000Z,0,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:38:54.000Z', 0,5);"
589,2019-06-24T07:38:55.444Z,5,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:38:55.444Z', 5,5);"
590,2019-06-24T07:38:55.000Z,0,5,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:38:55.000Z', 0,5);"
591,2019-06-24T07:38:56.456Z,1,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:38:56.456Z', 1,6);"
592,2019-06-24T07:45:07.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:45:07.000Z', 0,6);"
593,2019-06-24T07:45:08.955Z,2,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:45:08.955Z', 2,6);"
594,2019-06-24T07:45:16.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:45:16.000Z', 0,6);"
595,2019-06-24T07:45:17.760Z,3,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:45:17.760Z', 3,6);"
596,2019-06-24T07:46:09.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:46:09.000Z', 0,6);"
597,2019-06-24T07:46:10.722Z,4,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:46:10.722Z', 4,6);"
598,2019-06-24T07:48:09.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:48:09.000Z', 0,6);"
599,2019-06-24T07:48:10.268Z,5,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:48:10.268Z', 5,6);"
600,2019-06-24T07:48:10.000Z,0,6,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:48:10.000Z', 0,6);"
601,2019-06-24T07:48:11.276Z,1,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:48:11.276Z', 1,7);"
602,2019-06-24T07:54:48.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:54:48.000Z', 0,7);"
603,2019-06-24T07:54:49.835Z,2,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:54:49.835Z', 2,7);"
604,2019-06-24T07:55:55.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:55:55.000Z', 0,7);"
605,2019-06-24T07:55:56.940Z,3,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:55:56.940Z', 3,7);"
606,2019-06-24T07:57:58.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:57:58.000Z', 0,7);"
607,2019-06-24T07:57:59.169Z,4,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T07:57:59.169Z', 4,7);"
608,2019-06-24T08:00:11.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T08:00:11.000Z', 0,7);"
609,2019-06-24T08:00:12.676Z,5,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T08:00:12.676Z', 5,7);"
610,2019-06-24T08:00:20.000Z,0,7,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T08:00:20.000Z', 0,7);"
611,2019-06-24T08:00:21.926Z,1,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T08:00:21.926Z', 1,8);"
612,2019-06-24T08:05:50.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T08:05:50.000Z', 0,8);"
613,2019-06-24T08:05:51.238Z,2,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T08:05:51.238Z', 2,8);"
614,2019-06-24T08:07:09.000Z,0,8,"insert into down (ActionTime, Tactic, Server) values ('2019-06-24T08:07:09.000Z', 0,8);"
