,RMSE 0,MSE 0,MAE 0,RMSE 1,MSE 1,MAE 1,RMSE 2,MSE 2,MAE 2,RMSE 3,MSE 3,MAE 3,RMSE 4,MSE 4,MAE 4,RMSE 5,MSE 5,MAE 5,RMSE 6,MSE 6,MAE 6,RMSE 7,MSE 7,MAE 7,RMSE 8,MSE 8,MAE 8,RMSE 9,MSE 9,MAE 9
Plain Ping,0.012316304318466104,0.0001516913520650668,0.0062601115360476365,0.009121593450712378,8.320346708007896e-05,0.004828824580512112,0.008878788391790807,7.883288330619917e-05,0.004405977517139758,0.008732127368885765,7.625004838644383e-05,0.004703791822333488,0.00978808852835628,9.58066770389398e-05,0.005246508383489703,0.010661007876534297,0.0001136570889435263,0.005548888506879583,0.011839864793232227,0.00014018239832202001,0.0063195843754523294,0.008621324432214528,7.432723496549915e-05,0.004379354805705377,0.009938568670992241,9.877514722802849e-05,0.005380152903396316,0.009335713213218494,8.715554119946236e-05,0.005020359261220187
All Servers,0.008881289309841611,7.887729980510687e-05,0.004598659267515162,0.00969101774927721,9.391582501680591e-05,0.004813588544837484,0.00823330016619625,6.77872316266872e-05,0.0039008303598377127,0.008015540584004426,6.424889085382202e-05,0.003909469494016333,0.007817323751093591,6.111055062941198e-05,0.003590147157976408,0.007757179650118262,6.017383612420888e-05,0.0036784922538183567,0.008566163086274956,7.337915002065966e-05,0.004594345462084507,0.009944900383890912,9.890104364551362e-05,0.004980961835266863,0.007790896656267463,6.0698070708639546e-05,0.003755482053535903,0.0076622163064773855,5.870955872724794e-05,0.0035192695248312694
5 sample Sampling Rate,0.0068987397260434746,4.7592609807690395e-05,0.004041331709982807,0.007579629233813283,5.745077932207694e-05,0.004242393901535406,0.005182897031367928,2.6862421637762483e-05,0.003183176488192513,0.006843165805523599,4.682891824188745e-05,0.004149258275093894,0.006644906714752431,4.415478524776195e-05,0.003582626588869498,0.005560025145683768,3.0913879620635804e-05,0.00349456857260176,0.006034427386184467,3.641431387913311e-05,0.0033758616588205684,0.006247025034570674,3.902532178255274e-05,0.0033925731225479265,0.005451885756125514,2.9723058297844267e-05,0.0032636761921935194,0.006655606594820469,4.429709914501771e-05,0.004155696744389444
10 sample Sampling Rate,0.010126311640126413,0.00010254218743295966,0.0059274536578492005,0.00687077462116613,4.7207543894860584e-05,0.003910251495918144,0.007913809950493799,6.262838793253467e-05,0.004461960884106193,0.007461322644663435,5.5671335607767355e-05,0.004124072702601193,0.007367854061821255,5.4285273476295964e-05,0.0038151286880347486,0.007846014567525598,6.15599445938239e-05,0.004343285174279549,0.007922392368073813,6.27643008337142e-05,0.004627365532579566,0.008574882028423847,7.352860180138628e-05,0.004760834650759357,0.007834254321085183,6.137554076744185e-05,0.004713586480408881,0.007403071280450986,5.48054643834382e-05,0.0038850750753612016
20 sample Sampling Rate,0.009256708139203304,8.568664557439268e-05,0.005860067580964609,0.00993299090360196,9.866430829103927e-05,0.005448596158661746,0.00930027088282915,8.649503849399969e-05,0.004760109195583023,0.010314555179066596,0.00010639004854200953,0.004938620000912886,0.007556345307337739,5.709835440372507e-05,0.004516653115882737,0.009350117971436504,8.742470607977987e-05,0.004866969112077974,0.010021025562776443,0.00010042095332981894,0.005929657758119714,0.009060278863619547,8.208865308655111e-05,0.005171017586014599,0.008767401764239515,7.686733369559016e-05,0.004713857994997988,0.009263878835931421,8.581945108681809e-05,0.005312511720343415
