,RMSE,MSE,MAE
Plain Ping,0.06196279066552675,0.0038393874270598884,0.04587645854263875
All Servers,0.06196279066552675,0.0038393874270598884,0.04587645854263875
5 sample Sampling Rate,133.66610246811356,17866.626949016234,70.95338494920718
10 sample Sampling Rate,18.67484166672376,348.74971127720187,9.126338180181602
20 sample Sampling Rate,3.2151872835656428,10.337429268402216,1.5936042423173935
