ID,ActionTime,Cost1,Cost2,,0
9733,2019-07-22T02:44:26.000Z,1135.83,1390.62,,
9734,2019-07-22T02:44:27.000Z,275.81,1407.56,,
9735,2019-07-22T02:44:28.000Z,1135.83,1398.32,,
9736,2019-07-22T02:44:29.000Z,271.66,1387.54,,
9737,2019-07-22T02:44:30.000Z,1135.83,1398.32,,
9738,2019-07-22T02:44:31.000Z,1135.83,1395.24,,
9739,2019-07-22T02:44:32.000Z,1135.83,1395.24,,
9740,2019-07-22T02:44:33.000Z,273.43,1395.24,,
9741,2019-07-22T02:44:34.000Z,1135.83,1398.32,,
9742,2019-07-22T02:44:35.000Z,1135.83,1390.62,,
9743,2019-07-22T02:44:36.000Z,1135.83,1384.46,,
9744,2019-07-22T02:44:37.000Z,273.12,1395.24,,
9745,2019-07-22T02:44:38.000Z,1135.83,1384.46,,
9746,2019-07-22T02:44:39.000Z,1135.83,1390.62,,
9747,2019-07-22T02:44:40.000Z,1135.83,1398.32,,
9748,2019-07-22T02:44:41.000Z,271.66,1387.54,,
9749,2019-07-22T02:44:42.000Z,1135.83,1384.46,,
9750,2019-07-22T02:44:43.000Z,270.96,1382.92,,
9751,2019-07-22T02:44:44.000Z,270.42,1407.56,,
9752,2019-07-22T02:44:45.000Z,297.68,1516.9,,
9753,2019-07-22T02:44:46.000Z,271.04,1720.18,,
9754,2019-07-22T02:44:47.000Z,271.04,1382.92,,
9755,2019-07-22T02:44:48.000Z,274.89,1392.16,,
9756,2019-07-22T02:44:49.000Z,273.43,1406.02,,
9757,2019-07-22T02:44:50.000Z,275.43,1521.52,,
9758,2019-07-22T02:44:51.000Z,273.66,1395.24,,
9759,2019-07-22T02:44:52.000Z,270.65,1384.46,,
9760,2019-07-22T02:44:53.000Z,274.2,1395.24,,
9761,2019-07-22T02:44:54.000Z,272.81,1390.62,,
9762,2019-07-22T02:44:55.000Z,296.3,1509.2,,
9763,2019-07-22T02:44:56.000Z,293.99,1498.42,,
9764,2019-07-22T02:44:57.000Z,271.35,1392.16,,
9765,2019-07-22T02:44:58.000Z,275.51,1410.64,,
9766,2019-07-22T02:44:59.000Z,273.12,1392.16,,
9767,2019-07-22T02:45:00.000Z,275.2,1395.24,,
9768,2019-07-22T02:45:01.000Z,270.73,1387.54,,
9769,2019-07-22T02:45:02.000Z,273.66,1398.32,,
9770,2019-07-22T02:45:03.000Z,273.43,1395.24,,
9771,2019-07-22T02:45:04.000Z,295.53,1510.74,,
9772,2019-07-22T02:45:05.000Z,273.73,1399.86,,
9773,2019-07-22T02:45:06.000Z,271.5,1387.54,,
9774,2019-07-22T02:45:08.000Z,272.66,1392.16,,
9775,2019-07-22T02:45:09.000Z,294.91,1498.42,,
9776,2019-07-22T02:45:10.000Z,270.5,1382.92,,
9777,2019-07-22T02:45:11.000Z,273.2,1387.54,,
9778,2019-07-22T02:45:12.000Z,299.45,1399.86,,
9779,2019-07-22T02:45:13.000Z,274.04,1398.32,,
9780,2019-07-22T02:45:14.000Z,272.73,1395.24,,
9781,2019-07-22T02:45:15.000Z,273.81,1390.62,,
9782,2019-07-22T02:45:16.000Z,273.43,1395.24,,
9783,2019-07-22T02:45:17.000Z,272.89,1392.16,,
9784,2019-07-22T02:45:18.000Z,272.81,1392.16,,
9785,2019-07-22T02:45:19.000Z,270.96,1382.92,,
9786,2019-07-22T02:45:20.000Z,273.35,1392.16,,
9787,2019-07-22T02:45:21.000Z,272.73,1392.16,,
9788,2019-07-22T02:45:22.000Z,270.73,1379.84,,
9789,2019-07-22T02:45:23.000Z,272.66,1398.32,,
9790,2019-07-22T02:45:24.000Z,273.5,1398.32,,
9791,2019-07-22T02:45:25.000Z,273.5,1392.16,,
9792,2019-07-22T02:45:26.000Z,282.82,1398.32,,
9793,2019-07-22T02:45:27.000Z,273.35,1402.94,,
9794,2019-07-22T02:45:28.000Z,273.43,1395.24,,
9795,2019-07-22T02:45:29.000Z,273.2,1395.24,,
9796,2019-07-22T02:45:30.000Z,273.35,1398.32,,
9797,2019-07-22T02:45:31.000Z,273.5,1392.16,,
9798,2019-07-22T02:45:32.000Z,272.5,1433.74,,
9799,2019-07-22T02:45:33.000Z,269.35,1370.6,,
9800,2019-07-22T02:45:34.000Z,270.42,1379.84,,
9801,2019-07-22T02:45:35.000Z,271.19,1382.92,,
9802,2019-07-22T02:45:36.000Z,270.81,1379.84,,
9803,2019-07-22T02:45:37.000Z,271.19,1382.92,,
9804,2019-07-22T02:45:38.000Z,271.35,1384.46,,
9805,2019-07-22T02:45:39.000Z,273.43,1395.24,,
9806,2019-07-22T02:45:40.000Z,274.35,1392.16,,
9807,2019-07-22T02:45:41.000Z,276.2,1402.94,,
9808,2019-07-22T02:45:42.000Z,271.12,1382.92,,
9809,2019-07-22T02:45:43.000Z,273.04,1392.16,,
9810,2019-07-22T02:45:44.000Z,292.83,1490.72,,
9811,2019-07-22T02:45:45.000Z,271.12,1384.46,,
9812,2019-07-22T02:45:46.000Z,273.43,1395.24,,
9813,2019-07-22T02:45:47.000Z,1135.83,1387.54,,
9814,2019-07-22T02:45:48.000Z,1135.83,1392.16,,
9815,2019-07-22T02:45:49.000Z,1135.83,1387.54,,
9816,2019-07-22T02:45:50.000Z,1135.83,1395.24,,
9817,2019-07-22T02:45:51.000Z,272.5,1395.24,,
9818,2019-07-22T02:45:52.000Z,1135.83,1392.16,,
9819,2019-07-22T02:45:53.000Z,1135.83,1384.46,,
9820,2019-07-22T02:45:54.000Z,1135.83,1382.92,,
9821,2019-07-22T02:45:55.000Z,270.42,1379.84,,
9822,2019-07-22T02:45:56.000Z,272.35,1392.16,,
9823,2019-07-22T02:45:57.000Z,274.04,1395.24,,
9824,2019-07-22T02:45:58.000Z,273.04,1384.46,,
9825,2019-07-22T02:45:59.000Z,270.81,1384.46,,
9826,2019-07-22T02:46:00.000Z,273.89,1395.24,,
9827,2019-07-22T02:46:01.000Z,280.13,1382.92,,
9828,2019-07-22T02:46:02.000Z,273.12,1390.62,,
9829,2019-07-22T02:46:03.000Z,272.73,1392.16,,
9830,2019-07-22T02:46:04.000Z,270.19,1382.92,,
9831,2019-07-22T02:46:05.000Z,272.19,1387.54,,
9832,2019-07-22T02:46:06.000Z,272.81,1392.16,,
9833,2019-07-22T02:46:07.000Z,272.81,1392.16,,
9834,2019-07-22T02:46:08.000Z,274.66,1395.24,,
9835,2019-07-22T02:46:09.000Z,271.04,1390.62,,
9836,2019-07-22T02:46:10.000Z,270.81,1415.26,,
9837,2019-07-22T02:46:11.000Z,1135.83,1532.3,,
9838,2019-07-22T02:46:12.000Z,271.19,1382.92,,
9839,2019-07-22T02:46:13.000Z,269.04,1382.92,,
9840,2019-07-22T02:46:14.000Z,1135.83,1364.44,,
9841,2019-07-22T02:46:15.000Z,1135.83,1364.44,,
9842,2019-07-22T02:46:16.000Z,270.81,1382.92,,
9843,2019-07-22T02:46:17.000Z,1135.83,1367.52,,
9844,2019-07-22T02:46:18.000Z,1135.83,1379.84,,
9845,2019-07-22T02:46:19.000Z,1135.83,2106.72,,
9846,2019-07-22T02:46:20.000Z,415.49,2075.92,,
9847,2019-07-22T02:46:21.000Z,1135.83,2245.32,,
9848,2019-07-22T02:46:22.000Z,1135.83,2257.64,,
9849,2019-07-22T02:46:23.000Z,351.58,1786.4,,
9850,2019-07-22T02:46:24.000Z,1135.83,1852.62,,
9851,2019-07-22T02:46:25.000Z,1135.83,1624.7,,
9852,2019-07-22T02:46:26.000Z,1135.83,2082.08,,
9853,2019-07-22T02:46:27.000Z,1135.83,2086.7,,
9854,2019-07-22T02:46:28.000Z,1135.83,2265.34,,
9855,2019-07-22T02:46:29.000Z,418.57,2134.44,,
9856,2019-07-22T02:46:30.000Z,414.18,2106.72,,
9857,2019-07-22T02:46:31.000Z,1135.83,2194.5,,
9858,2019-07-22T02:46:32.000Z,1135.83,2086.7,,
9859,2019-07-22T02:46:33.000Z,414.18,2129.82,,
9860,2019-07-22T02:46:34.000Z,1135.83,2222.22,,
9861,2019-07-22T02:46:35.000Z,1135.83,2437.82,,
9862,2019-07-22T02:46:36.000Z,1135.83,1758.68,,
9863,2019-07-22T02:46:37.000Z,331.87,1624.7,,
9864,2019-07-22T02:46:38.000Z,298.84,1524.6,,
9865,2019-07-22T02:46:39.000Z,313.08,1703.24,,
9866,2019-07-22T02:46:40.000Z,1135.83,1564.64,,
9867,2019-07-22T02:46:41.000Z,304.3,1538.46,,
9868,2019-07-22T02:46:42.000Z,1135.83,1652.42,,
9869,2019-07-22T02:46:43.000Z,305.61,1690.92,,
9870,2019-07-22T02:46:44.000Z,1135.83,1604.68,,
9871,2019-07-22T02:46:45.000Z,1135.83,1667.82,,
9872,2019-07-22T02:46:46.000Z,299.14,1521.52,,
9873,2019-07-22T02:46:47.000Z,329.1,1561.56,,
9874,2019-07-22T02:46:48.000Z,319.01,1617,,
9875,2019-07-22T02:46:49.000Z,419.96,2051.28,,
9876,2019-07-22T02:46:50.000Z,413.41,2099.02,,
9877,2019-07-22T02:46:51.000Z,414.72,2079,,
9878,2019-07-22T02:46:52.000Z,411.56,2071.3,,
9879,2019-07-22T02:46:53.000Z,425.96,2099.02,,
9880,2019-07-22T02:46:54.000Z,418.26,2102.1,,
9881,2019-07-22T02:46:55.000Z,426.2,2091.32,,
9882,2019-07-22T02:46:56.000Z,1135.83,2091.32,,
9883,2019-07-22T02:46:57.000Z,411.72,2106.72,,
9884,2019-07-22T02:46:58.000Z,1135.83,2103.64,,
9885,2019-07-22T02:46:59.000Z,418.8,2106.72,,
9886,2019-07-22T02:47:00.000Z,381.07,1837.22,,
9887,2019-07-22T02:47:01.000Z,321.01,1632.4,,
9888,2019-07-22T02:47:02.000Z,379.38,1801.8,,
9889,2019-07-22T02:47:03.000Z,322.01,1629.32,,
9890,2019-07-22T02:47:04.000Z,369.06,1872.64,,
9891,2019-07-22T02:47:05.000Z,347.5,1755.6,,
9892,2019-07-22T02:47:06.000Z,375.37,1803.34,,
9893,2019-07-22T02:47:07.000Z,459.15,2268.42,,
9894,2019-07-22T02:47:08.000Z,409.49,1607.76,,
9895,2019-07-22T02:47:09.000Z,331.1,1715.56,,
9896,2019-07-22T02:47:10.000Z,309.23,1715.56,,
9897,2019-07-22T02:47:11.000Z,328.1,1564.64,,
9898,2019-07-22T02:47:12.000Z,392.78,2000.46,,
9899,2019-07-22T02:47:13.000Z,322.78,1640.1,,
9900,2019-07-22T02:47:14.000Z,323.09,1637.02,,
9901,2019-07-22T02:47:15.000Z,322.63,1637.02,,
9902,2019-07-22T02:47:16.000Z,323.78,1643.18,,
9903,2019-07-22T02:47:17.000Z,421.19,2094.4,,
9904,2019-07-22T02:47:18.000Z,411.8,2079,,
9905,2019-07-22T02:47:19.000Z,424.19,2291.52,,
9906,2019-07-22T02:47:20.000Z,416.65,2086.7,,
9907,2019-07-22T02:47:21.000Z,356.89,1710.94,,
9908,2019-07-22T02:47:22.000Z,332.79,1672.44,,
9909,2019-07-22T02:47:23.000Z,325.32,1647.8,,
9910,2019-07-22T02:47:24.000Z,1135.83,1655.5,,
9911,2019-07-22T02:47:25.000Z,1135.83,1972.74,,
9912,2019-07-22T02:47:26.000Z,1135.83,1803.34,,
9913,2019-07-22T02:47:27.000Z,320.7,1692.46,,
9914,2019-07-22T02:47:28.000Z,300.15,1516.9,,
9915,2019-07-22T02:47:29.000Z,1135.83,2212.98,,
9916,2019-07-22T02:47:30.000Z,1135.83,1838.76,,
9917,2019-07-22T02:47:31.000Z,1135.83,1774.08,,
9918,2019-07-22T02:47:32.000Z,1135.83,1829.52,,
9919,2019-07-22T02:47:33.000Z,357.28,1814.12,,
9920,2019-07-22T02:47:34.000Z,1135.83,1811.04,,
9921,2019-07-22T02:47:35.000Z,366.52,1814.12,,
9922,2019-07-22T02:47:36.000Z,1135.83,2303.84,,
9923,2019-07-22T02:47:37.000Z,302.92,1584.66,,
9924,2019-07-22T02:47:38.000Z,306.38,1552.32,,
9925,2019-07-22T02:47:39.000Z,1135.83,1680.14,,
9926,2019-07-22T02:47:40.000Z,1135.83,1560.02,,
9927,2019-07-22T02:47:41.000Z,1135.83,1564.64,,
9928,2019-07-22T02:47:42.000Z,1135.83,1546.16,,
9929,2019-07-22T02:47:43.000Z,1135.83,1493.8,,
9930,2019-07-22T02:47:44.000Z,1135.83,1657.04,,
9931,2019-07-22T02:47:45.000Z,1135.83,1544.62,,
9932,2019-07-22T02:47:46.000Z,1135.83,1581.58,,
9933,2019-07-22T02:47:47.000Z,1135.83,1524.6,,
9934,2019-07-22T02:47:48.000Z,305,1546.16,,
9935,2019-07-22T02:47:49.000Z,297.3,1509.2,,
9936,2019-07-22T02:47:51.000Z,306.69,1506.12,,
9937,2019-07-22T02:47:52.000Z,299.84,1538.46,,
9938,2019-07-22T02:47:53.000Z,334.41,1581.58,,
9939,2019-07-22T02:47:54.000Z,269.42,1372.14,,
9940,2019-07-22T02:47:55.000Z,292.83,1483.02,,
9941,2019-07-22T02:47:56.000Z,1135.83,1418.34,,
9942,2019-07-22T02:47:57.000Z,1135.83,1384.46,,
9943,2019-07-22T02:47:58.000Z,1135.83,1387.54,,
9944,2019-07-22T02:47:59.000Z,275.51,1390.62,,
9945,2019-07-22T02:48:00.000Z,1135.83,1398.32,,
9946,2019-07-22T02:48:01.000Z,273.89,1399.86,,
9947,2019-07-22T02:48:02.000Z,1135.83,1382.92,,
9948,2019-07-22T02:48:03.000Z,269.5,1375.22,,
9949,2019-07-22T02:48:04.000Z,1135.83,1384.46,,
9950,2019-07-22T02:48:05.000Z,1135.83,1372.14,,
9951,2019-07-22T02:48:06.000Z,1135.83,1384.46,,
9952,2019-07-22T02:48:07.000Z,1135.83,1367.52,,
9953,2019-07-22T02:48:08.000Z,1135.83,1382.92,,
9954,2019-07-22T02:48:09.000Z,1135.83,1438.36,,
9955,2019-07-22T02:48:10.000Z,273.2,1395.24,,
9956,2019-07-22T02:48:11.000Z,1135.83,1398.32,,
9957,2019-07-22T02:48:12.000Z,1135.83,1395.24,,
9958,2019-07-22T02:48:13.000Z,271.12,1379.84,,
9959,2019-07-22T02:48:14.000Z,273.35,1395.24,,
9960,2019-07-22T02:48:15.000Z,1135.83,1392.16,,
9961,2019-07-22T02:48:16.000Z,271.12,1390.62,,
9962,2019-07-22T02:48:17.000Z,1135.83,1387.54,,
9963,2019-07-22T02:48:18.000Z,1135.83,1398.32,,
9964,2019-07-22T02:48:19.000Z,275.35,1392.16,,
9965,2019-07-22T02:48:20.000Z,270.19,1384.46,,
9966,2019-07-22T02:48:21.000Z,1135.83,1384.46,,
9967,2019-07-22T02:48:22.000Z,271.73,1387.54,,
9968,2019-07-22T02:48:23.000Z,273.43,1395.24,,
9969,2019-07-22T02:48:24.000Z,1135.83,1399.86,,
9970,2019-07-22T02:48:25.000Z,271.12,1382.92,,
9971,2019-07-22T02:48:26.000Z,271.42,1415.26,,
9972,2019-07-22T02:48:27.000Z,270.96,1379.84,,
9973,2019-07-22T02:48:28.000Z,1135.83,1382.92,,
9974,2019-07-22T02:48:29.000Z,1135.83,1675.52,,
9975,2019-07-22T02:48:30.000Z,272.5,1395.24,,
9976,2019-07-22T02:48:31.000Z,273.5,1395.24,,
9977,2019-07-22T02:48:32.000Z,271.81,1387.54,,
9978,2019-07-22T02:48:33.000Z,274.89,1398.32,,
9979,2019-07-22T02:48:34.000Z,274.12,1406.02,,
9980,2019-07-22T02:48:35.000Z,271.73,1384.46,,
9981,2019-07-22T02:48:36.000Z,1135.83,1398.32,,
9982,2019-07-22T02:48:37.000Z,1135.83,1384.46,,
9983,2019-07-22T02:48:38.000Z,1135.83,1398.32,,
9984,2019-07-22T02:48:39.000Z,1135.83,1392.16,,
9985,2019-07-22T02:48:40.000Z,1135.83,1398.32,,
9986,2019-07-22T02:48:41.000Z,1135.83,1395.24,,
9987,2019-07-22T02:48:42.000Z,1135.83,1395.24,,
9988,2019-07-22T02:48:43.000Z,1135.83,1395.24,,
9989,2019-07-22T02:48:44.000Z,1135.83,1398.32,,
9990,2019-07-22T02:48:45.000Z,271.12,1384.46,,
9991,2019-07-22T02:48:46.000Z,273.89,1398.32,,
9992,2019-07-22T02:48:47.000Z,273.5,1398.32,,
9993,2019-07-22T02:48:48.000Z,271.66,1379.84,,
9994,2019-07-22T02:48:49.000Z,1135.83,1398.32,,
9995,2019-07-22T02:48:50.000Z,272.5,1406.02,,
9996,2019-07-22T02:48:51.000Z,273.43,1395.24,,
9997,2019-07-22T02:48:52.000Z,273.89,1398.32,,
9998,2019-07-22T02:48:53.000Z,273.5,1398.32,,
9999,2019-07-22T02:48:54.000Z,272.89,1402.94,,
10000,2019-07-22T02:48:55.000Z,270.81,1387.54,,
10001,2019-07-22T02:48:56.000Z,269.65,1379.84,,
10002,2019-07-22T02:48:57.000Z,269.35,1370.6,,
10003,2019-07-22T02:48:58.000Z,267.96,1364.44,,
10004,2019-07-22T02:48:59.000Z,270.12,1410.64,,
10005,2019-07-22T02:49:00.000Z,268.19,1375.22,,
10006,2019-07-22T02:49:01.000Z,270.81,1384.46,,
10007,2019-07-22T02:49:02.000Z,270.42,1384.46,,
10008,2019-07-22T02:49:03.000Z,275.12,1382.92,,
10009,2019-07-22T02:49:04.000Z,271.66,1384.46,,
10010,2019-07-22T02:49:05.000Z,270.65,1384.46,,
10011,2019-07-22T02:49:06.000Z,270.96,1382.92,,
10012,2019-07-22T02:49:07.000Z,272.43,1367.52,,
10013,2019-07-22T02:49:08.000Z,1135.83,1375.22,,
10014,2019-07-22T02:49:09.000Z,270.19,1378.3,,
10015,2019-07-22T02:49:10.000Z,1135.83,1364.44,,
10016,2019-07-22T02:49:11.000Z,1135.83,1382.92,,
10017,2019-07-22T02:49:12.000Z,1135.83,1378.3,,
10018,2019-07-22T02:49:13.000Z,268.35,1367.52,,
10019,2019-07-22T02:49:14.000Z,1135.83,1384.46,,
10020,2019-07-22T02:49:15.000Z,274.81,1379.84,,
10021,2019-07-22T02:49:16.000Z,1135.83,1382.92,,
10022,2019-07-22T02:49:17.000Z,1135.83,1378.3,,
10023,2019-07-22T02:49:18.000Z,1135.83,1392.16,,
10024,2019-07-22T02:49:19.000Z,1135.83,1372.14,,
10025,2019-07-22T02:49:20.000Z,268.11,1364.44,,
10026,2019-07-22T02:49:21.000Z,270.81,1379.84,,
10027,2019-07-22T02:49:22.000Z,278.51,1375.22,,
10028,2019-07-22T02:49:23.000Z,270.42,1379.84,,
10029,2019-07-22T02:49:24.000Z,271.04,1379.84,,
10030,2019-07-22T02:49:25.000Z,270.35,1382.92,,
10031,2019-07-22T02:49:26.000Z,269.35,1372.14,,
10032,2019-07-22T02:49:27.000Z,268.42,1378.3,,
10033,2019-07-22T02:49:28.000Z,270.42,1384.46,,
10034,2019-07-22T02:49:29.000Z,270.35,1402.94,,
10035,2019-07-22T02:49:30.000Z,268.42,1372.14,,
10036,2019-07-22T02:49:31.000Z,409.49,1364.44,,
10037,2019-07-22T02:49:32.000Z,269.81,1370.6,,
10038,2019-07-22T02:49:33.000Z,268.42,1370.6,,
10039,2019-07-22T02:49:34.000Z,270.35,1384.46,,
10040,2019-07-22T02:49:35.000Z,267.81,1362.9,,
10041,2019-07-22T02:49:36.000Z,267.19,1367.52,,
10042,2019-07-22T02:49:37.000Z,275.89,1378.3,,
10043,2019-07-22T02:49:38.000Z,270.81,1382.92,,
10044,2019-07-22T02:49:39.000Z,292.45,1478.4,,
10045,2019-07-22T02:49:40.000Z,268.19,1382.92,,
10046,2019-07-22T02:49:41.000Z,270.35,1382.92,,
10047,2019-07-22T02:49:42.000Z,273.5,1395.24,,
10048,2019-07-22T02:49:43.000Z,273.43,1398.32,,
10049,2019-07-22T02:49:44.000Z,273.04,1392.16,,
10050,2019-07-22T02:49:45.000Z,299.53,2490.18,,
10051,2019-07-22T02:49:46.000Z,270.12,1379.84,,
10052,2019-07-22T02:49:47.000Z,270.73,1378.3,,
10053,2019-07-22T02:49:48.000Z,269.65,1378.3,,
10054,2019-07-22T02:49:49.000Z,271.89,1379.84,,
10055,2019-07-22T02:49:50.000Z,267.11,1370.6,,
10056,2019-07-22T02:49:51.000Z,270.12,1378.3,,
10057,2019-07-22T02:49:52.000Z,288.9,1367.52,,
10058,2019-07-22T02:49:53.000Z,308.85,1566.18,,
10059,2019-07-22T02:49:54.000Z,270.04,1379.84,,
10060,2019-07-22T02:49:55.000Z,268.96,1370.6,,
10061,2019-07-22T02:49:56.000Z,279.05,1378.3,,
10062,2019-07-22T02:49:57.000Z,270.04,1378.3,,
10063,2019-07-22T02:49:58.000Z,291.21,1481.48,,
10064,2019-07-22T02:49:59.000Z,268.11,1367.52,,
10065,2019-07-22T02:50:00.000Z,419.8,2119.04,,
10066,2019-07-22T02:50:01.000Z,291.21,1483.02,,
10067,2019-07-22T02:50:02.000Z,268.96,1370.6,,
10068,2019-07-22T02:50:03.000Z,321.71,1609.3,,
10069,2019-07-22T02:50:04.000Z,320.09,1623.16,,
10070,2019-07-22T02:50:05.000Z,330.95,1624.7,,
10071,2019-07-22T02:50:06.000Z,311.85,1723.26,,
10072,2019-07-22T02:50:07.000Z,313.24,1589.28,,
10073,2019-07-22T02:50:08.000Z,327.33,1604.68,,
10074,2019-07-22T02:50:09.000Z,317.39,1612.38,,
10075,2019-07-22T02:50:10.000Z,316.55,1612.38,,
10076,2019-07-22T02:50:11.000Z,318.93,1612.38,,
10077,2019-07-22T02:50:12.000Z,320.09,1624.7,,
10078,2019-07-22T02:50:13.000Z,320.78,1629.32,,
10079,2019-07-22T02:50:14.000Z,321.01,1629.32,,
10080,2019-07-22T02:50:15.000Z,322.48,22716.54,,
10081,2019-07-22T02:50:16.000Z,417.19,2159.08,,
10082,2019-07-22T02:50:17.000Z,416.65,2086.7,,
10083,2019-07-22T02:50:18.000Z,433.28,2089.78,,
10084,2019-07-22T02:50:19.000Z,438.21,2097.48,,
10085,2019-07-22T02:50:20.000Z,1135.83,2097.48,,
10086,2019-07-22T02:50:21.000Z,1135.83,2075.92,,
10087,2019-07-22T02:50:22.000Z,429.58,2103.64,,
10088,2019-07-22T02:50:24.000Z,400.17,1817.2,,
10089,2019-07-22T02:50:25.000Z,344.81,1643.18,,
10090,2019-07-22T02:50:26.000Z,359.82,1814.12,,
10091,2019-07-22T02:50:27.000Z,1135.83,2798.18,,
10092,2019-07-22T02:50:28.000Z,1135.83,1789.48,,
10093,2019-07-22T02:50:29.000Z,363.98,1801.8,,
10094,2019-07-22T02:50:30.000Z,1135.83,1818.74,,
10095,2019-07-22T02:50:31.000Z,1135.83,2334.64,,
10096,2019-07-22T02:50:32.000Z,1135.83,1758.68,,
10097,2019-07-22T02:50:33.000Z,1135.83,1801.8,,
10098,2019-07-22T02:50:34.000Z,1135.83,1826.44,,
10099,2019-07-22T02:50:35.000Z,361.82,1829.52,,
10100,2019-07-22T02:50:36.000Z,361.82,2086.7,,
10101,2019-07-22T02:50:37.000Z,345.11,1734.04,,
10102,2019-07-22T02:50:38.000Z,367.91,1844.92,,
10103,2019-07-22T02:50:39.000Z,449.76,2651.88,,
10104,2019-07-22T02:50:40.000Z,1135.83,1838.76,,
10105,2019-07-22T02:50:41.000Z,1135.83,1900.36,,
10106,2019-07-22T02:50:42.000Z,1135.83,1521.52,,
10107,2019-07-22T02:50:43.000Z,1135.83,2063.6,,
10108,2019-07-22T02:50:44.000Z,412.1,2071.3,,
10109,2019-07-22T02:50:45.000Z,1135.83,2079,,
10110,2019-07-22T02:50:46.000Z,1135.83,1609.3,,
10111,2019-07-22T02:50:47.000Z,1135.83,1593.9,,
10112,2019-07-22T02:50:48.000Z,1135.83,1635.48,,
10113,2019-07-22T02:50:49.000Z,417.26,2099.02,,
10114,2019-07-22T02:50:50.000Z,1135.83,2194.5,,
10115,2019-07-22T02:50:51.000Z,1135.83,2283.82,,
10116,2019-07-22T02:50:52.000Z,1135.83,2279.2,,
10117,2019-07-22T02:50:53.000Z,1135.83,1763.3,,
10118,2019-07-22T02:50:54.000Z,1135.83,1786.4,,
10119,2019-07-22T02:50:55.000Z,1135.83,1743.28,,
10120,2019-07-22T02:50:56.000Z,1135.83,1791.02,,
10121,2019-07-22T02:50:57.000Z,347.12,1755.6,,
10122,2019-07-22T02:50:58.000Z,1135.83,1849.54,,
10123,2019-07-22T02:50:59.000Z,353.51,1806.42,,
10124,2019-07-22T02:51:00.000Z,1135.83,1831.06,,
10125,2019-07-22T02:51:01.000Z,1135.83,1831.06,,
10126,2019-07-22T02:51:02.000Z,1135.83,1798.72,,
10127,2019-07-22T02:51:03.000Z,1135.83,1937.32,,
10128,2019-07-22T02:51:04.000Z,1135.83,1817.2,,
10129,2019-07-22T02:51:05.000Z,1135.83,1637.02,,
10130,2019-07-22T02:51:06.000Z,322.09,1629.32,,
10131,2019-07-22T02:51:07.000Z,320.63,1607.76,,
10132,2019-07-22T02:51:08.000Z,1135.83,2403.94,,
10133,2019-07-22T02:51:09.000Z,439.52,2225.3,,
10134,2019-07-22T02:51:10.000Z,371.91,1683.22,,
10135,2019-07-22T02:51:11.000Z,1135.83,1811.04,,
10136,2019-07-22T02:51:12.000Z,1135.83,1968.12,,
10137,2019-07-22T02:51:13.000Z,347.81,1769.46,,
10138,2019-07-22T02:51:14.000Z,461,2263.8,,
10139,2019-07-22T02:51:15.000Z,1135.83,2208.36,,
10140,2019-07-22T02:51:16.000Z,1135.83,2285.36,,
10141,2019-07-22T02:51:17.000Z,1135.83,1769.46,,
10142,2019-07-22T02:51:18.000Z,1135.83,1532.3,,
10143,2019-07-22T02:51:19.000Z,1135.83,1592.36,,
10144,2019-07-22T02:51:20.000Z,1135.83,1566.18,,
10145,2019-07-22T02:51:21.000Z,1135.83,1627.78,,
10146,2019-07-22T02:51:22.000Z,1135.83,2139.06,,
10147,2019-07-22T02:51:23.000Z,1135.83,1754.06,,
10148,2019-07-22T02:51:24.000Z,1135.83,1601.6,,
10149,2019-07-22T02:51:25.000Z,1135.83,1498.42,,
10150,2019-07-22T02:51:26.000Z,1135.83,1504.58,,
10151,2019-07-22T02:51:27.000Z,1135.83,1544.62,,
10152,2019-07-22T02:51:28.000Z,1135.83,1687.84,,
10153,2019-07-22T02:51:29.000Z,314.39,1607.76,,
10154,2019-07-22T02:51:30.000Z,1135.83,1687.84,,
10155,2019-07-22T02:51:31.000Z,1135.83,1561.56,,
10156,2019-07-22T02:51:32.000Z,309.23,1553.86,,
10157,2019-07-22T02:51:33.000Z,306,1544.62,,
10158,2019-07-22T02:51:34.000Z,1135.83,1372.14,,
10159,2019-07-22T02:51:35.000Z,268.81,1379.84,,
10160,2019-07-22T02:51:36.000Z,273.66,1419.88,,
10161,2019-07-22T02:51:37.000Z,272.81,1392.16,,
10162,2019-07-22T02:51:38.000Z,1135.83,1395.24,,
10163,2019-07-22T02:51:39.000Z,271.73,1384.46,,
10164,2019-07-22T02:51:40.000Z,1135.83,1402.94,,
10165,2019-07-22T02:51:41.000Z,1135.83,1399.86,,
10166,2019-07-22T02:51:42.000Z,1135.83,1398.32,,
10167,2019-07-22T02:51:43.000Z,1135.83,1387.54,,
10168,2019-07-22T02:51:44.000Z,1135.83,1399.86,,
10169,2019-07-22T02:51:45.000Z,1135.83,1516.9,,
10170,2019-07-22T02:51:46.000Z,1135.83,1670.9,,
10171,2019-07-22T02:51:47.000Z,1135.83,1398.32,,
10172,2019-07-22T02:51:48.000Z,271.12,1384.46,,
10173,2019-07-22T02:51:49.000Z,1135.83,1387.54,,
10174,2019-07-22T02:51:50.000Z,272.89,1390.62,,
10175,2019-07-22T02:51:51.000Z,1135.83,1384.46,,
10176,2019-07-22T02:51:52.000Z,270.96,1387.54,,
10177,2019-07-22T02:51:53.000Z,271.66,1387.54,,
10178,2019-07-22T02:51:54.000Z,1135.83,1395.24,,
