simRun, predUpDown, predUpDownLateny, predUpDownCost, predTightLoose, predTightLooseLatency, predTightLooseCosts, realUpDown, realUpDownLateny, realUpDownCost, realTightLoose, realTightLooseLatency, realTightLooseCosts, targetsDetected, destroyed, whereDestroyed.x, missionSuccess, decisionTimeAvg, decisionTimeVar
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,0,0.0366762,0.0306558
