,RMSE,MSE,MAE
Plain Ping,0.08168455337007093,0.006672366259267965,0.08014965694770876
All Servers,0.08168455337007093,0.006672366259267965,0.08014965694770876
5 sample Sampling Rate,0.0930301566165399,0.008654610040097944,0.09273575661827287
10 sample Sampling Rate,0.05401580424237861,0.0029177071079509675,0.03459643531231488
20 sample Sampling Rate,0.011884910352706949,0.0001412510940918808,0.007593245128059943
