,predictionType,utilDif,reward,negativeReward,numOfUpdates,lostUtil,wrongDecisions,correctDecisions,decisionShouldHaveDid,decisionShouldHaveDidNot,decisionNotHaveDid,decisionNotHaveDidNot
0,lstm_model_0_predictions_server_1_tactic_1_sampleRate_0.csv,1317104.424389127,20925476.202185065,2399.764132702213,1480,44786.53133636943,91,2511,1474,85,6,1037
1,lstm_model_1_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,927768.4859223352,20905224.7480882,1968.5321867545172,1521,20564.54330606873,72,2530,1488,39,33,1042
2,lstm_model_2_predictions_server_1_tactic_1_sampleRate_10.csv,80358.39191645558,1545581.8338595086,0.0,258,0.0,0,258,258,0,0,0
3,lstm_model_0_predictions_server_1_tactic_1_sampleRate_5.csv,145046.89071034588,1428590.8554212167,0.0,517,0.0,0,518,517,0,0,1
4,lstm_model_3_predictions_server_1_tactic_1_sampleRate_10.csv,73731.30206719163,1545581.8338595086,0.0,258,0.0,0,258,258,0,0,0
5,lstm_model_0_predictions_server_1_tactic_1_sampleRate_10.csv,166180.26344793616,1545581.8338595086,0.0,258,0.0,0,258,258,0,0,0
6,lstm_model_0_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,924100.0247393304,20904227.27925594,1815.9346217048924,1523,16391.198664737323,63,2539,1491,31,32,1048
7,lstm_model_2_predictions_server_1_tactic_1_sampleRate_5.csv,68918.66390652201,1428590.8554212167,0.0,517,0.0,0,518,517,0,0,1
8,lstm_model_1_predictions_server_1_tactic_1_sampleRate_10.csv,80749.86376969574,1545581.8338595086,0.0,258,0.0,0,258,258,0,0,0
9,lstm_model_2_predictions_server_1_tactic_1_sampleRate_0.csv,1492910.0461276916,20931410.653397314,3066.2584406356627,1469,52460.44843356609,104,2498,1464,99,5,1034
10,lstm_model_3_predictions_server_1_tactic_1_sampleRate_0.csv,1181315.2323506325,20925625.806389898,3001.9210401038363,1480,46831.61907458759,96,2506,1472,88,8,1034
11,lstm_model_1_predictions_server_1_tactic_1_sampleRate_20.csv,74201.4152050555,1585664.4713795937,0.0,128,0.0,0,128,128,0,0,0
12,lstm_model_3_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,2113935.8255291325,20939219.373393364,5307.361916126848,1450,64513.44246206826,126,2476,1443,119,7,1033
13,lstm_model_3_predictions_server_1_tactic_1_sampleRate_5.csv,134067.65379788526,1428590.8554212167,0.0,517,0.0,0,518,517,0,0,1
14,lstm_model_0_predictions_server_1_tactic_1_sampleRate_20.csv,68772.54933734436,1585664.4713795937,0.0,128,0.0,0,128,128,0,0,0
15,lstm_model_3_predictions_server_1_tactic_1_sampleRate_20.csv,76874.4365055635,1585664.4713795937,0.0,128,0.0,0,128,128,0,0,0
16,lstm_model_1_predictions_server_1_tactic_1_sampleRate_5.csv,170516.6100506094,1428590.8554212167,0.0,517,0.0,0,518,517,0,0,1
17,lstm_model_2_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,755836.5582104175,20909717.0842429,1722.4479614932918,1512,24099.21583039179,65,2537,1493,46,19,1044
18,lstm_model_1_predictions_server_1_tactic_1_sampleRate_0.csv,1324852.4938597514,20927677.692661617,2769.987141022186,1476,48656.7543446894,98,2504,1470,92,6,1034
19,lstm_model_2_predictions_server_1_tactic_1_sampleRate_20.csv,66878.06212981252,1585664.4713795937,0.0,128,0.0,0,128,128,0,0,0
20,lstm_model_3_predictions_server_3_tactic_1_sampleRate_20.csv,492486.8907360366,1801395.6560055336,0.0,128,0.0,0,128,128,0,0,0
21,lstm_model_2_predictions_server_3_tactic_1_sampleRate_5.csv,386539.00600827544,1621356.8393653503,0.0,518,0.0,0,518,518,0,0,0
22,lstm_model_2_predictions_server_3_tactic_1_sampleRate_20.csv,441769.5861568584,1801395.6560055336,0.0,128,0.0,0,128,128,0,0,0
23,lstm_model_1_predictions_server_3_tactic_1_sampleRate_0_no_ping.csv,2966576.9177616592,16801700.389859244,28841.521432534388,1540,88625.2026398755,230,2372,1446,136,94,926
24,lstm_model_2_predictions_server_3_tactic_1_sampleRate_0.csv,3114803.00795009,16811587.301867343,30411.06962098011,1515,104624.92763285461,236,2366,1440,161,75,926
25,lstm_model_0_predictions_server_3_tactic_1_sampleRate_0.csv,3180403.5194132947,16812398.23112007,30254.62832351736,1516,101968.95771946509,236,2366,1438,158,78,928
26,lstm_model_1_predictions_server_3_tactic_1_sampleRate_20.csv,468747.4065956435,1801395.6560055336,0.0,128,0.0,0,128,128,0,0,0
27,lstm_model_0_predictions_server_3_tactic_1_sampleRate_0_no_ping.csv,3076599.8200592343,16794576.77347808,26399.77812069721,1559,73636.6888368968,216,2386,1456,113,103,930
28,lstm_model_0_predictions_server_3_tactic_1_sampleRate_20.csv,487156.890431528,1801395.6560055336,0.0,128,0.0,0,128,128,0,0,0
29,lstm_model_0_predictions_server_3_tactic_1_sampleRate_5.csv,431625.33613782993,1621356.8393653503,0.0,518,0.0,0,518,518,0,0,0
30,lstm_model_0_predictions_server_3_tactic_1_sampleRate_10.csv,498647.8241620397,1743537.1407591288,0.0,258,0.0,0,258,258,0,0,0
31,lstm_model_1_predictions_server_3_tactic_1_sampleRate_5.csv,512922.1153923659,1621356.8393653503,0.0,518,0.0,0,518,518,0,0,0
32,lstm_model_1_predictions_server_3_tactic_1_sampleRate_0.csv,3078066.599339638,16801535.738823716,27747.23689585986,1544,84468.12797089707,226,2376,1448,130,96,928
33,lstm_model_3_predictions_server_3_tactic_1_sampleRate_0_no_ping.csv,3428528.092785623,16793485.11624343,25924.15907681354,1565,69224.58128642822,214,2388,1458,107,107,930
34,lstm_model_1_predictions_server_3_tactic_1_sampleRate_10.csv,432381.1828829922,1743537.1407591288,0.0,258,0.0,0,258,258,0,0,0
35,lstm_model_3_predictions_server_3_tactic_1_sampleRate_0.csv,3212129.4596077865,16819172.56872674,31772.345150006895,1501,111349.1383483094,245,2357,1428,172,73,929
36,lstm_model_2_predictions_server_3_tactic_1_sampleRate_10.csv,607442.5353287706,1743537.1407591288,0.0,258,0.0,0,258,258,0,0,0
37,lstm_model_2_predictions_server_3_tactic_1_sampleRate_0_no_ping.csv,3214269.221250433,16818208.626343694,33622.2136760876,1501,116894.10020440914,250,2352,1430,179,71,922
38,lstm_model_3_predictions_server_3_tactic_1_sampleRate_10.csv,474621.1009479043,1743537.1407591288,0.0,258,0.0,0,258,258,0,0,0
39,lstm_model_3_predictions_server_3_tactic_1_sampleRate_5.csv,433338.11999047315,1621356.8393653503,0.0,518,0.0,0,518,518,0,0,0
40,lstm_model_3_predictions_server_2_tactic_1_sampleRate_5.csv,389278.12112226186,2129449.074315658,0.0,518,0.0,0,518,518,0,0,0
41,lstm_model_0_predictions_server_2_tactic_1_sampleRate_20.csv,210389.6908271378,2304765.90812608,0.0,128,0.0,0,128,128,0,0,0
42,lstm_model_0_predictions_server_2_tactic_1_sampleRate_0_no_ping.csv,4952472.746393392,24680824.90318759,10448.823881598808,1647,78248.30518019384,157,2445,1627,137,20,818
43,lstm_model_1_predictions_server_2_tactic_1_sampleRate_20.csv,208809.4196422702,2304765.90812608,0.0,128,0.0,0,128,128,0,0,0
44,lstm_model_3_predictions_server_2_tactic_1_sampleRate_0.csv,3648877.00743148,24687693.84733965,6549.484980092475,1644,69340.78475076589,134,2468,1636,126,8,832
45,lstm_model_2_predictions_server_2_tactic_1_sampleRate_20.csv,197643.614666351,2304765.90812608,0.0,128,0.0,0,128,128,0,0,0
46,lstm_model_1_predictions_server_2_tactic_1_sampleRate_0.csv,3146567.7405878343,24678344.62503183,4627.50439952244,1663,53909.90097008926,108,2494,1654,99,9,840
47,lstm_model_3_predictions_server_2_tactic_1_sampleRate_20.csv,225033.7660486945,2304765.90812608,0.0,128,0.0,0,128,128,0,0,0
48,lstm_model_1_predictions_server_2_tactic_1_sampleRate_5.csv,314817.25517982856,2129449.074315658,0.0,518,0.0,0,518,518,0,0,0
49,lstm_model_1_predictions_server_2_tactic_1_sampleRate_0_no_ping.csv,3653381.7497892203,24662082.73950602,5350.471158512694,1687,48283.469581122365,121,2481,1654,88,33,827
50,lstm_model_0_predictions_server_2_tactic_1_sampleRate_5.csv,422961.5011905844,2129449.074315658,0.0,518,0.0,0,518,518,0,0,0
51,lstm_model_3_predictions_server_2_tactic_1_sampleRate_10.csv,247205.8991141022,2250611.9117640327,0.0,258,0.0,0,258,258,0,0,0
52,lstm_model_2_predictions_server_2_tactic_1_sampleRate_0_no_ping.csv,3178551.4827856068,24653554.49543357,4169.680725226425,1707,35341.75353203304,103,2499,1669,65,38,830
53,lstm_model_0_predictions_server_2_tactic_1_sampleRate_0.csv,3088121.477786179,24674552.28012704,4002.3831960272637,1671,49155.05864359252,104,2498,1658,91,13,840
54,lstm_model_2_predictions_server_2_tactic_1_sampleRate_10.csv,202632.94702527532,2250611.9117640327,0.0,258,0.0,0,258,258,0,0,0
55,lstm_model_1_predictions_server_2_tactic_1_sampleRate_10.csv,347240.7044535704,2250611.9117640327,0.0,258,0.0,0,258,258,0,0,0
56,lstm_model_2_predictions_server_2_tactic_1_sampleRate_0.csv,3415459.9434143207,24680745.36456041,5393.712559600704,1658,59185.01233027417,116,2486,1650,108,8,836
57,lstm_model_3_predictions_server_2_tactic_1_sampleRate_0_no_ping.csv,3508573.749839566,24656898.053404238,5006.602348721295,1697,42765.32878785171,114,2488,1661,78,36,827
58,lstm_model_0_predictions_server_2_tactic_1_sampleRate_10.csv,278315.15614868316,2250611.9117640327,0.0,258,0.0,0,258,258,0,0,0
59,lstm_model_2_predictions_server_2_tactic_1_sampleRate_5.csv,236759.01336585684,2129449.074315658,0.0,518,0.0,0,518,518,0,0,0
