,RMSE 0,MSE 0,MAE 0,RMSE 1,MSE 1,MAE 1,RMSE 2,MSE 2,MAE 2,RMSE 3,MSE 3,MAE 3,RMSE 4,MSE 4,MAE 4,RMSE 5,MSE 5,MAE 5,RMSE 6,MSE 6,MAE 6,RMSE 7,MSE 7,MAE 7,RMSE 8,MSE 8,MAE 8,RMSE 9,MSE 9,MAE 9
Plain Ping,0.007916597170470243,6.267251075949745e-05,0.004145522396546063,0.008701252414568202,7.571179358202897e-05,0.004366937821417727,0.008148486673117183,6.639783506196835e-05,0.0036328367376197578,0.008190373677541656,6.708222097776722e-05,0.0036469799047712664,0.009939308275056118,9.878984898659902e-05,0.0053379834529876415,0.007965530043196582,6.344966886906735e-05,0.004203375271145954,0.007983299868553931,6.373307679125321e-05,0.003435251583598198,0.009358599164441374,8.758337832068278e-05,0.004443231268697007,0.007845948896019037,6.155891407894235e-05,0.0037427864548344523,0.007747575236099992,6.0024922039029844e-05,0.004041851324211581
All Servers,0.008881289309841611,7.887729980510687e-05,0.004598659267515162,0.00969101774927721,9.391582501680591e-05,0.004813588544837484,0.00823330016619625,6.77872316266872e-05,0.0039008303598377127,0.008015540584004426,6.424889085382202e-05,0.003909469494016333,0.007817323751093591,6.111055062941198e-05,0.003590147157976408,0.007757179650118262,6.017383612420888e-05,0.0036784922538183567,0.008566163086274956,7.337915002065966e-05,0.004594345462084507,0.009944900383890912,9.890104364551362e-05,0.004980961835266863,0.007790896656267463,6.0698070708639546e-05,0.003755482053535903,0.0076622163064773855,5.870955872724794e-05,0.0035192695248312694
5 sample Sampling Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 sample Sampling Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 sample Sampling Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
