,RMSE 0,MSE 0,MAE 0,RMSE 1,MSE 1,MAE 1,RMSE 2,MSE 2,MAE 2,RMSE 3,MSE 3,MAE 3,RMSE 4,MSE 4,MAE 4,RMSE 5,MSE 5,MAE 5,RMSE 6,MSE 6,MAE 6,RMSE 7,MSE 7,MAE 7,RMSE 8,MSE 8,MAE 8,RMSE 9,MSE 9,MAE 9
Plain Ping,0.00814423667928646,6.632859108823494e-05,0.004320536180243139,0.007794658798488346,6.075670578485179e-05,0.003659612372755397,0.008153990468893634,6.648756056680821e-05,0.00414648344524663,0.008538196041418058,7.2900791641687e-05,0.004073461733137025,0.007757477265080539,6.017845351824144e-05,0.0035918199914017016,0.007791030359285418,6.070015405930707e-05,0.004096138178563351,0.007934618515855592,6.29581709921584e-05,0.0037166341503769907,0.007736550140460445,5.985420807585854e-05,0.003519989028616464,0.007957273433393204,6.331820049378528e-05,0.0036631263593664633,0.007753404211731029,6.011527687048846e-05,0.0036972461805078374
All Servers,0.009411874860828265,8.858338839589107e-05,0.004704587401981815,0.007634884520702027,5.829146164445542e-05,0.0034415727445794866,0.008389274020241859,7.037991858670499e-05,0.0038293988046099125,0.007861553119469835,6.18040174502459e-05,0.003541152604505474,0.007958620009279938,6.333963245211098e-05,0.004375848042650922,0.008067112988081876,6.50783119624793e-05,0.0039011963243864908,0.008688109043791387,7.548323875680969e-05,0.003989682897801479,0.00854820168538637,7.307175205404238e-05,0.0038489154534019545,0.009261377323167478,8.577310992208082e-05,0.0042365780014033865,0.007769354523263708,6.036286970815824e-05,0.0036602254117385547
5 sample Sampling Rate,0.18581771024894658,0.03452822144216147,0.12315397629444529,0.2716360789580648,0.07378615939171203,0.18620854176409865,0.2069590490654453,0.042832047990073396,0.16059086915592097,0.25263718152776143,0.06382554549029108,0.15499996139164063,0.24122489541356587,0.05818945016728579,0.1806705248186463,0.13736116244103413,0.018868088947152167,0.10389664827833056,0.24609004873118484,0.060560312084516926,0.14404158822269245,0.2727479493615149,0.07439144388091151,0.1881086896398785,0.22758405594870226,0.051794502522062046,0.16209680100263615,0.19915539843359192,0.03966287272524275,0.15619205829535687
10 sample Sampling Rate,0.2345761568780965,0.05502597337569733,0.17447983112896615,0.34113646229019756,0.11637408590387137,0.23138071795917814,0.2425690691928132,0.0588397533290678,0.15968097885540883,0.32387314266791134,0.10489381254158926,0.2899485503906818,0.3411501601771589,0.11638343178890116,0.26363779669812604,0.21614800977500717,0.04671996212969659,0.16300151150858694,0.23421382804729304,0.054856117248566955,0.1763113327692912,0.2955492049514083,0.08734933254740955,0.18931335617135692,0.3065909362373118,0.09399800218287141,0.20225165486660815,0.2529817465961864,0.06399976411085707,0.14935085401309123
20 sample Sampling Rate,0.23863159282157068,0.0569450370925599,0.16858963426967355,0.358040482835501,0.12819298734907866,0.2550559673487059,0.2558276057666714,0.06544776387230745,0.14829043822305132,0.2582461092163907,0.06669105292540399,0.19056678104015537,0.2746426436035315,0.07542858168553644,0.1992543968665128,0.3444196986114999,0.11862492879163644,0.2576825707483014,0.2747892375273511,0.07550912506086299,0.20273267108516546,0.24669162496029562,0.060856757825551146,0.15570440203112154,0.26222015892250344,0.06875941174534296,0.1889303785998752,0.2706391918623501,0.07324557217190593,0.16634433993248676
