,RMSE,MSE,MAE
Plain Ping,0.059070873182567075,0.0034893680585509224,0.039485506946970776
All Servers,0.059070873182567075,0.0034893680585509224,0.039485506946970776
5 sample Sampling Rate,171.84532726596933,29530.8165031481,126.85039828998565
10 sample Sampling Rate,23.318805978290534,543.7667122531584,15.075713301863951
20 sample Sampling Rate,17.038805037457273,290.32087710447934,12.408895794572722
