predictedUtility,realUtility,award,lostUtility
214.59758735254908,107.29879367627454,0.0,0.0
273.71689132566416,136.85844566283208,0.0,0.0
4263.809525216878,2131.904762608439,1631.904762608439,0.0
30.557304285632412,15.278652142816206,0.0,0.0
20863.60387421697,10431.801937108485,9931.801937108485,0.0
246.84392014003362,123.42196007001681,0.0,0.0
244.09453563835888,122.04726781917944,0.0,0.0
4234.943513683929,2117.4717568419646,1617.4717568419646,0.0
30.717395770333034,15.358697885166517,0.0,0.0
15788.960642183505,7894.480321091753,7394.480321091753,0.0
230.49383206401228,115.24691603200614,0.0,0.0
236.32617942716857,118.16308971358428,0.0,0.0
4209.917842726388,2104.958921363194,1604.958921363194,0.0
31.05218671680619,15.526093358403095,0.0,0.0
15314.53275527199,7657.266377635995,7157.266377635995,0.0
246.173366880101,123.0866834400505,0.0,0.0
252.03077318278002,126.01538659139001,0.0,0.0
4301.496801193643,2150.7484005968213,1650.7484005968213,0.0
107.56501949763482,53.78250974881741,0.0,0.0
4464.878540608662,2232.439270304331,1732.4392703043309,0.0
218.92668676631126,109.46334338315563,0.0,0.0
186.11473954664982,93.05736977332491,0.0,0.0
4367.15399559269,2183.576997796345,1683.576997796345,0.0
11766254.593303477,5883127.296651739,5882627.296651739,0.0
13457.353838030422,6728.676919015213,6228.676919015213,0.0
248.63709341824267,124.31854670912134,0.0,0.0
231.58383629381137,115.79191814690569,0.0,0.0
4463.7269136145815,2231.8634568072907,1731.8634568072907,0.0
30.67440516679747,15.337202583398735,0.0,0.0
18803.368563563898,9401.684281781949,8901.684281781949,0.0
219.94379088407447,109.97189544203724,0.0,0.0
280.7570962348058,140.3785481174029,0.0,0.0
4226.125224239127,2113.0626121195637,1613.0626121195637,0.0
32.19540049032679,16.097700245163395,0.0,0.0
8419.868277074182,4209.934138537091,3709.934138537091,0.0
220.5209124118455,110.26045620592275,0.0,0.0
187.4442170753784,93.7221085376892,0.0,0.0
4361.945392713699,2180.9726963568496,1680.9726963568496,0.0
10952316.762197327,5476158.381098663,5475658.381098663,0.0
919.7318777204855,459.86593886024275,-40.13406113975725,0.0
241.24960506043786,120.62480253021893,0.0,0.0
306.9483292406315,153.47416462031575,0.0,0.0
4154.021393485404,2077.010696742702,1577.0106967427018,0.0
3144.5214284919193,1572.2607142459597,1072.2607142459597,0.0
0.0,0.0,0.0,0.0
277919.645675861,138959.8228379305,138459.8228379305,0.0
306.5895220573102,153.2947610286551,0.0,0.0
11934116.27632634,5967058.13816317,5966558.13816317,0.0
4256.671336717879,2128.3356683589395,1628.3356683589395,0.0
27.306177188754898,13.653088594377449,0.0,0.0
18218.25058682109,9109.125293410545,8609.125293410545,0.0
254.7334613536538,127.3667306768269,0.0,0.0
325.6534853468166,162.8267426734083,0.0,0.0
4320.803173650378,2160.401586825189,1660.401586825189,0.0
28.288734461897548,14.144367230948774,0.0,0.0
4866.492762641559,2433.2463813207796,1933.2463813207796,0.0
204.03598584703786,102.01799292351893,0.0,0.0
295.341059465565,147.6705297327825,0.0,0.0
4410.529327035917,2205.2646635179585,1705.2646635179585,0.0
30.681928020390025,15.340964010195012,0.0,0.0
18825.40261892439,9412.701309462194,8912.701309462194,0.0
219.87387699072372,109.93693849536186,0.0,0.0
252.6000091778996,126.3000045889498,0.0,0.0
4275.989623975771,2137.9948119878854,1637.9948119878854,0.0
30.460009036066612,15.230004518033306,0.0,0.0
32278.677917386278,16139.338958693139,15639.338958693139,0.0
244.8333142611708,122.4166571305854,0.0,0.0
280.26437711127056,140.13218855563528,0.0,0.0
4341.302190770043,2170.6510953850216,1670.6510953850216,0.0
27.78829776905414,13.89414888452707,0.0,0.0
8193.10682796707,4096.553413983535,3596.5534139835354,0.0
161.55196827942322,80.77598413971161,0.0,0.0
152.23722782651615,76.11861391325807,0.0,0.0
4374.528628452746,2187.264314226373,1687.2643142263728,0.0
28.94719586457302,14.47359793228651,0.0,0.0
1255.075272872091,627.5376364360455,127.53763643604555,0.0
232.1356394002949,116.06781970014745,0.0,0.0
259.41384443955525,129.70692221977762,0.0,0.0
4428.248832351594,2214.124416175797,1714.1244161757968,0.0
28.293136638148802,14.146568319074401,0.0,0.0
45122.51677062861,22561.258385314304,22061.258385314304,0.0
232.14799362745606,116.07399681372803,0.0,0.0
268.7050079213468,134.3525039606734,0.0,0.0
4368.448956003621,2184.2244780018104,1684.2244780018104,0.0
29.233247859760183,14.616623929880092,0.0,0.0
12977.964682176706,6488.982341088353,5988.982341088353,0.0
241.67013332716434,120.83506666358217,0.0,0.0
206.91169474549594,103.45584737274797,0.0,0.0
4350.625668915934,2175.312834457967,1675.3128344579668,0.0
27.750579992927328,13.875289996463664,0.0,0.0
18705.252002529396,9352.626001264698,8852.626001264698,0.0
220.6157720776123,110.30788603880615,0.0,0.0
255.4727987335287,127.73639936676435,0.0,0.0
4327.17351068123,2163.586755340615,1663.5867553406151,0.0
1422.9752578417229,711.4876289208614,211.48762892086143,0.0
4778.062882429543,2389.0314412147713,1889.0314412147713,0.0
183.34973333870778,91.67486666935389,0.0,0.0
156.34516032847674,78.17258016423837,0.0,0.0
4194.95636978757,2097.478184893785,1597.478184893785,0.0
37.406560843350896,18.703280421675448,0.0,0.0
18275.225729623486,9137.612864811743,8637.612864811743,0.0
243.26075226847448,121.63037613423724,0.0,0.0
252.32138731853968,126.16069365926984,0.0,0.0
4358.681601486513,2179.3408007432563,1679.3408007432563,0.0
27.16318030174258,13.58159015087129,0.0,0.0
30949.06998304029,15474.534991520144,14974.534991520144,0.0
238.61038504236262,119.30519252118131,0.0,0.0
305.20004984057033,152.60002492028516,0.0,0.0
4496.082596897183,2248.0412984485915,1748.0412984485915,0.0
756.1858375770438,378.0929187885219,-121.9070812114781,0.0
8893.371594137121,4446.6857970685605,3946.6857970685605,0.0
219.50988588009812,109.75494294004906,0.0,0.0
251.21894903204904,125.60947451602452,0.0,0.0
4427.716242536055,2213.8581212680274,1713.8581212680274,0.0
32.07197041138699,16.035985205693496,0.0,0.0
859.8189155092006,429.9094577546003,-70.09054224539972,0.0
225.248353274624,112.624176637312,0.0,0.0
173.34555147633918,86.67277573816959,0.0,0.0
4350.222367622472,2175.111183811236,1675.111183811236,0.0
33.64914265080247,16.824571325401234,0.0,0.0
319169.85649500426,159584.92824750213,159084.92824750213,0.0
269.59111456270006,134.79555728135003,0.0,0.0
