predictedUtility,realUtility,award,lostUtility
71.53252911751635,107.29879367627454,0.0,0.0
91.23896377522139,136.85844566283208,0.0,0.0
1421.2698417389593,2131.904762608439,1631.904762608439,0.0
10.185768095210806,15.278652142816206,0.0,0.0
6954.53462473899,10431.801937108485,9931.801937108485,0.0
82.28130671334453,123.42196007001681,0.0,0.0
81.36484521278629,122.04726781917944,0.0,0.0
1411.6478378946429,2117.4717568419646,1617.4717568419646,0.0
10.239131923444345,15.358697885166517,0.0,0.0
5262.986880727834,7894.480321091753,7394.480321091753,0.0
76.83127735467076,115.24691603200614,0.0,0.0
78.77539314238952,118.16308971358428,0.0,0.0
1403.3059475754624,2104.958921363194,1604.958921363194,0.0
10.350728905602063,15.526093358403095,0.0,0.0
5104.844251757329,7657.266377635995,7157.266377635995,0.0
82.05778896003365,123.0866834400505,0.0,0.0
84.01025772759334,126.01538659139001,0.0,0.0
1433.8322670645473,2150.7484005968213,1650.7484005968213,0.0
35.855006499211605,53.78250974881741,0.0,0.0
1488.2928468695538,2232.439270304331,1732.4392703043309,0.0
72.97556225543708,109.46334338315563,0.0,0.0
62.038246515549936,93.05736977332491,0.0,0.0
1455.7179985308965,2183.576997796345,1683.576997796345,0.0
3922084.864434493,5883127.296651739,5882627.296651739,0.0
4485.784612676809,6728.676919015213,6228.676919015213,0.0
82.8790311394142,124.31854670912134,0.0,0.0
77.19461209793714,115.79191814690569,0.0,0.0
1487.9089712048603,2231.8634568072907,1731.8634568072907,0.0
10.224801722265825,15.337202583398735,0.0,0.0
6267.789521187967,9401.684281781949,8901.684281781949,0.0
73.31459696135815,109.97189544203724,0.0,0.0
93.58569874493527,140.3785481174029,0.0,0.0
1408.7084080797088,2113.0626121195637,1613.0626121195637,0.0
10.73180016344226,16.097700245163395,0.0,0.0
2806.622759024727,4209.934138537091,3709.934138537091,0.0
73.50697080394849,110.26045620592275,0.0,0.0
62.4814056917928,93.7221085376892,0.0,0.0
1453.9817975712333,2180.9726963568496,1680.9726963568496,0.0
3650772.254065776,5476158.381098663,5475658.381098663,0.0
306.5772925734952,459.86593886024275,0.0,0.0
341.69422551396025,512.5413382709403,0.0,512.5413382709403
431.049350334916,646.5740255023741,0.0,646.5740255023741
1616.804055626182,2425.206083439273,1925.2060834392728,0.0
1048.1738094973064,1572.2607142459597,1072.2607142459597,0.0
0.0,0.0,0.0,0.0
92639.88189195366,138959.8228379305,138459.8228379305,0.0
102.19650735243673,153.2947610286551,0.0,0.0
3978038.7587754466,5967058.13816317,5966558.13816317,0.0
