predictedUtility,realUtility,award,lostUtility,correctDecision
153.28399096610647,107.29879367627454,0.0,0.0,1.0
195.51206523261726,136.85844566283208,0.0,0.0,1.0
3045.57823229777,2131.904762608439,1631.904762608439,0.0,1.0
21.82664591830887,15.278652142816206,0.0,0.0,1.0
14902.574195869265,10431.801937108485,9931.801937108485,0.0,1.0
176.3170858143097,123.42196007001681,0.0,0.0,1.0
174.35323974168492,122.04726781917944,0.0,0.0,1.0
3024.959652631378,2117.4717568419646,1617.4717568419646,0.0,1.0
21.940996978809316,15.358697885166517,0.0,0.0,1.0
11277.829030131074,7894.480321091753,7394.480321091753,0.0,1.0
164.6384514742945,115.24691603200614,0.0,0.0,1.0
168.80441387654898,118.16308971358428,0.0,0.0,1.0
3007.0841733759908,2104.958921363194,1604.958921363194,0.0,1.0
22.18013336914728,15.526093358403095,0.0,0.0,1.0
10938.95196805142,7657.266377635995,7157.266377635995,0.0,1.0
175.83811920007213,123.0866834400505,0.0,0.0,1.0
180.0219808448429,126.01538659139001,0.0,0.0,1.0
3072.4977151383155,2150.7484005968213,1650.7484005968213,0.0,1.0
76.83215678402487,53.78250974881741,0.0,0.0,1.0
3189.1989575776156,2232.439270304331,1732.4392703043309,0.0,1.0
156.3762048330795,109.46334338315563,0.0,0.0,1.0
132.93909967617844,93.05736977332491,0.0,0.0,1.0
3119.395711137636,2183.576997796345,1683.576997796345,0.0,1.0
8404467.566645343,5883127.296651739,5882627.296651739,0.0,1.0
9612.39559859316,6728.676919015213,6228.676919015213,0.0,1.0
177.59792387017336,124.31854670912134,0.0,0.0,1.0
165.417025924151,115.79191814690569,0.0,0.0,1.0
3188.3763668675583,2231.8634568072907,1731.8634568072907,0.0,1.0
21.91028940485534,15.337202583398735,0.0,0.0,1.0
13430.977545402784,9401.684281781949,8901.684281781949,0.0,1.0
157.1027077743389,109.97189544203724,0.0,0.0,1.0
200.54078302486127,140.3785481174029,0.0,0.0,1.0
3018.660874456519,2113.0626121195637,1613.0626121195637,0.0,1.0
22.996714635947708,16.097700245163395,0.0,0.0,1.0
6014.191626481558,4209.934138537091,3709.934138537091,0.0,1.0
157.51493743703253,110.26045620592275,0.0,0.0,1.0
133.88872648241315,93.7221085376892,0.0,0.0,1.0
3115.675280509786,2180.9726963568496,1680.9726963568496,0.0,1.0
7823083.40156952,5476158.381098663,5475658.381098663,0.0,1.0
656.9513412289183,459.86593886024275,-40.13406113975725,0.0,0.0
172.32114647174134,120.62480253021893,0.0,0.0,1.0
219.2488066004511,153.47416462031575,0.0,0.0,1.0
2967.15813820386,2077.010696742702,1577.0106967427018,0.0,1.0
2246.0867346370856,1572.2607142459597,1072.2607142459597,0.0,1.0
0.0,0.0,0.0,0.0,1.0
198514.032625615,138959.8228379305,138459.8228379305,0.0,1.0
218.99251575522158,153.2947610286551,0.0,0.0,1.0
8524368.768804528,5967058.13816317,5966558.13816317,0.0,1.0
3040.479526227057,2128.3356683589395,1628.3356683589395,0.0,1.0
19.50441227768207,13.653088594377449,0.0,0.0,1.0
13013.036133443633,9109.125293410545,8609.125293410545,0.0,1.0
181.952472395467,127.3667306768269,0.0,0.0,1.0
232.6096323905833,162.8267426734083,0.0,0.0,1.0
3086.2879811788416,2160.401586825189,1660.401586825189,0.0,1.0
20.20623890135539,14.144367230948774,0.0,0.0,1.0
3476.0662590296856,2433.2463813207796,1933.2463813207796,0.0,1.0
145.7399898907413,102.01799292351893,0.0,0.0,1.0
210.95789961826077,147.6705297327825,0.0,0.0,1.0
3150.3780907399414,2205.2646635179585,1705.2646635179585,0.0,1.0
21.915662871707163,15.340964010195012,0.0,0.0,1.0
13446.716156374565,9412.701309462194,8912.701309462194,0.0,1.0
157.05276927908835,109.93693849536186,0.0,0.0,1.0
180.42857798421397,126.3000045889498,0.0,0.0,1.0
3054.278302839837,2137.9948119878854,1637.9948119878854,0.0,1.0
21.757149311476155,15.230004518033306,0.0,0.0,1.0
23056.198512418767,16139.338958693139,15639.338958693139,0.0,1.0
174.88093875797918,122.4166571305854,0.0,0.0,1.0
200.18884079376468,140.13218855563528,0.0,0.0,1.0
3100.9301362643164,2170.6510953850216,1670.6510953850216,0.0,1.0
19.84878412075296,13.89414888452707,0.0,0.0,1.0
5852.219162833622,4096.553413983535,3596.5534139835354,0.0,1.0
