predictedUtility,realUtility,award,lostUtility
97.54435788752234,107.29879367627454,0.0,0.0
124.41676878439279,136.85844566283208,0.0,0.0
1938.0952387349444,2131.904762608439,1631.904762608439,0.0
13.88968376619655,15.278652142816206,0.0,0.0
9483.456306462258,10431.801937108485,9931.801937108485,0.0
112.20178188183345,123.42196007001681,0.0,0.0
110.9520616537995,122.04726781917944,0.0,0.0
1924.9743244017857,2117.4717568419646,1617.4717568419646,0.0
13.96245262287865,15.358697885166517,0.0,0.0
7176.800291901592,7894.480321091753,7394.480321091753,0.0
104.76992366546013,115.24691603200614,0.0,0.0
107.42099064871294,118.16308971358428,0.0,0.0
1913.5990194210851,2104.958921363194,1604.958921363194,0.0
14.114630325820992,15.526093358403095,0.0,0.0
6961.151252396359,7657.266377635995,7157.266377635995,0.0
111.89698494550046,123.0866834400505,0.0,0.0
114.55944235580905,126.01538659139001,0.0,0.0
1955.2258187243829,2150.7484005968213,1650.7484005968213,0.0
48.8931906807431,53.78250974881741,0.0,0.0
2029.4902457312098,2232.439270304331,1732.4392703043309,0.0
99.51213034832327,109.46334338315563,0.0,0.0
84.5976088848408,93.05736977332491,0.0,0.0
1985.0699979966769,2183.576997796345,1683.576997796345,0.0
5348297.542410672,5883127.296651739,5882627.296651739,0.0
6116.979017286557,6728.676919015213,6228.676919015213,0.0
113.01686064465574,124.31854670912134,0.0,0.0
105.26538013355061,115.79191814690569,0.0,0.0
2028.9667789157195,2231.8634568072907,1731.8634568072907,0.0
13.942911439453397,15.337202583398735,0.0,0.0
8546.985710710862,9401.684281781949,8901.684281781949,0.0
99.97445040185205,109.97189544203724,0.0,0.0
127.61686192491172,140.3785481174029,0.0,0.0
1920.966011017785,2113.0626121195637,1613.0626121195637,0.0
14.634272950148539,16.097700245163395,0.0,0.0
3827.2128532155366,4209.934138537091,3709.934138537091,0.0
100.23677836902064,110.26045620592275,0.0,0.0
85.2019168524447,93.7221085376892,0.0,0.0
1982.7024512335,2180.9726963568496,1680.9726963568496,0.0
4978325.800998785,5476158.381098663,5475658.381098663,0.0
418.0599444184025,459.86593886024275,0.0,0.0
465.9466711554004,512.5413382709403,0.0,512.5413382709403
587.7945686385218,646.5740255023741,146.57402550237407,0.0
1789.6701082008317,1968.637119020915,1468.637119020915,0.0
1429.3279220417814,1572.2607142459597,1072.2607142459597,0.0
0.0,0.0,0.0,0.0
126327.11167084589,138959.8228379305,138459.8228379305,0.0
139.35887366241377,153.2947610286551,0.0,0.0
5424598.307421063,5967058.13816317,5966558.13816317,0.0
1934.8506075990358,2128.3356683589395,1628.3356683589395,0.0
12.411898722161313,13.653088594377449,0.0,0.0
8281.022994009583,9109.125293410545,8609.125293410545,0.0
115.78793697893353,127.3667306768269,0.0,0.0
148.02431152128025,162.8267426734083,0.0,0.0
1964.0014425683532,2160.401586825189,1660.401586825189,0.0
12.858515664498885,14.144367230948774,0.0,0.0
