,predictionType,utilDif,reward,negativeReward,numOfUpdates,lostUtil,wrongDecisions,correctDecisions,decisionShouldHaveDid,decisionShouldHaveDidNot,decisionNotHaveDid,decisionNotHaveDidNot
0,svr_rbf_predictions_server_1_tactic_1_sampleRate_20.csv,669433.3730042987,1138484.3847970308,0.0,128,0.0,0,128,128,0,0,0
1,svr_rbf_predictions_server_1_tactic_1_sampleRate_5.csv,1329585.847709265,947434.6510910474,257686.97399343151,187,921686.9739934315,166,352,187,166,0,165
2,svr_rbf_predictions_server_1_tactic_1_sampleRate_0.csv,15794465.266815573,20834203.75785691,2447761.659122704,208,7211761.65912269,1191,1411,208,1191,0,1203
3,svr_rbf_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,15816158.868737046,20841050.645843085,2433356.2762257284,207,7165356.276225718,1183,1419,207,1183,0,1212
4,svr_rbf_predictions_server_1_tactic_1_sampleRate_10.csv,908990.3178886296,1047175.1614815923,146646.43149970096,157,514646.43149970094,92,166,157,92,0,9
5,svr_rbf_predictions_server_3_tactic_1_sampleRate_5.csv,2182324.926454224,1282305.7011243457,606714.8753816835,164,1494714.8753816823,222,296,164,222,0,132
6,svr_rbf_predictions_server_3_tactic_1_sampleRate_0.csv,15908689.1862047,16932883.638327766,3261135.4806219577,206,8433135.480621953,1293,1309,206,1293,0,1103
7,svr_rbf_predictions_server_3_tactic_1_sampleRate_0_no_ping.csv,16464316.243481847,16941609.530466974,3509398.4067387874,195,8629398.40673879,1280,1322,195,1280,0,1127
8,svr_rbf_predictions_server_3_tactic_1_sampleRate_10.csv,1270313.585635439,1308442.5362103686,225375.59593190183,150,601145.5223470496,95,163,149,94,1,14
9,svr_rbf_predictions_server_3_tactic_1_sampleRate_20.csv,903181.1541902132,1352691.9777953424,0.0,128,0.0,0,128,128,0,0,0
10,svr_rbf_predictions_server_2_tactic_1_sampleRate_0_no_ping.csv,25067569.20917558,24688134.92048949,5494546.686887887,214,11650546.68688787,1539,1063,214,1539,0,849
11,svr_rbf_predictions_server_2_tactic_1_sampleRate_10.csv,202491.506144312,1347815.000735704,0.0,258,0.0,0,258,258,0,0,0
12,svr_rbf_predictions_server_2_tactic_1_sampleRate_0.csv,23807120.447622158,24619799.691176515,4914612.105522687,220,10790612.105522648,1469,1133,220,1469,0,913
13,svr_rbf_predictions_server_2_tactic_1_sampleRate_5.csv,333235.57182337006,1073135.3884329835,15144.34496745094,332,162338.3880671235,40,478,329,37,3,149
14,svr_rbf_predictions_server_2_tactic_1_sampleRate_20.csv,385662.17474560195,1857572.2464201031,0.0,128,0.0,0,128,128,0,0,0
15,arima_predictions_server_1_tactic_1_sampleRate_0.csv,1315889.7909797006,20152379.43043218,14574.339183985005,381,180136.93121393857,83,2521,341,43,40,2180
16,arima_predictions_server_1_tactic_1_sampleRate_5.csv,113564.80036418344,549460.6244413467,2929.67813052746,287,49605.06644293508,22,498,277,12,10,221
17,arima_predictions_server_1_tactic_1_sampleRate_20.csv,92015.48444325145,1157715.5248907267,0.0,130,0.0,0,130,130,0,0,0
18,arima_predictions_server_1_tactic_1_sampleRate_10.csv,88037.10697822574,693613.388752879,1325.4088864349933,249,8232.406171507786,6,254,245,2,4,9
19,arima_predictions_server_3_tactic_1_sampleRate_0.csv,3745370.9656337434,15995629.588066567,198793.637465861,415,847729.4105506346,287,2317,309,181,106,2008
20,arima_predictions_server_3_tactic_1_sampleRate_5.csv,528209.2005168208,726263.506414096,71511.27529295564,301,211498.96427550455,80,440,263,42,38,177
21,arima_predictions_server_3_tactic_1_sampleRate_10.csv,476050.6172827266,918308.9408581012,37912.98731625614,246,70560.28107086467,32,228,226,12,20,2
22,arima_predictions_server_3_tactic_1_sampleRate_20.csv,444298.2700098355,1373051.2436178008,0.0,130,0.0,0,130,130,0,0,0
23,arima_predictions_server_2_tactic_1_sampleRate_10.csv,233961.73138055496,1362015.483439984,1004.812913316332,259,5004.812913316332,1,259,259,1,0,0
24,arima_predictions_server_2_tactic_1_sampleRate_5.csv,278291.188839468,961864.2379875608,15702.55141342801,363,70557.6023530078,42,478,337,16,26,141
25,arima_predictions_server_2_tactic_1_sampleRate_0.csv,3048634.5554572567,23514378.107382067,49067.449027022725,504,380572.09687143296,168,2436,424,88,80,2012
26,arima_predictions_server_2_tactic_1_sampleRate_20.csv,242449.2987547754,1883957.3282350367,0.0,130,0.0,0,130,130,0,0,0
27,svr_linear_predictions_server_1_tactic_1_sampleRate_0.csv,15606279.045067757,20824783.09165082,2374273.1026531328,209,7054273.102653123,1170,1432,209,1170,0,1223
28,svr_linear_predictions_server_1_tactic_1_sampleRate_5.csv,1251678.3845333217,924047.5620272771,237121.4853541754,192,885121.4853541756,162,356,192,162,0,164
29,svr_linear_predictions_server_1_tactic_1_sampleRate_10.csv,911668.3053517098,1051363.0520237486,149343.43347835014,156,521343.4334783501,93,165,156,93,0,9
30,svr_linear_predictions_server_1_tactic_1_sampleRate_20.csv,669540.3778494871,1138484.3847970308,0.0,128,0.0,0,128,128,0,0,0
