# timestamp,month,day,hour,minute,second,server,tactic,ping,age of ping(seconds),ping timestamp,latency,cost,reliability
2020-03-20 12:27:47.776542,3,20,12,27,47.776542,5,0,0,0,0,61.08574199676514,28.9,1
2020-03-20 12:27:47.916329,3,20,12,27,47.916329,5,0,0,0,0,0.03317475318908692,50.0,1
2020-03-20 12:28:48.054884,3,20,12,28,48.054884,5,0,0,0,0,60.138156175613396,28.8,1
2020-03-20 12:28:53.637896,3,20,12,28,53.637896,5,0,0,0,0,5.582180738449097,26.1,1
2020-03-20 12:31:05.168210,3,20,12,31,5.16821,6,1,0.025,753.9056870006025,2020-03-20 12:18:31.262523,67.46366000175476,2.6,1
2020-03-20 12:32:06.798697,3,20,12,32,6.798697,6,0,0,0,0,61.610425233840935,29.3,1
2020-03-20 12:32:06.935714,3,20,12,32,6.935714,6,0,0,0,0,0.03022480010986328,27.8,1
2020-03-20 12:33:04.992273,3,20,12,33,4.992273,6,0,0,0,0,58.05616354942322,30.2,1
2020-03-20 12:33:10.577721,3,20,12,33,10.577721,6,0,0,0,0,5.584536552429199,26.1,1
2020-03-20 12:33:34.013680,3,20,12,33,34.01368,7,1,0.083,749.2397230006754,2020-03-20 12:21:04.773957,11.89512300491333,12.2,1
2020-03-20 12:34:37.547543,3,20,12,34,37.547543,7,0,0,0,0,63.514251470565796,29.2,1
2020-03-20 12:34:37.683051,3,20,12,34,37.683051,7,0,0,0,0,0.03009319305419922,25.5,1
2020-03-20 12:35:37.766034,3,20,12,35,37.766034,7,0,0,0,0,60.082592725753784,29.0,1
2020-03-20 12:35:45.808341,3,20,12,35,45.808341,7,0,0,0,0,8.041556119918821,39.0,1
2020-03-20 12:36:51.618236,3,20,12,36,51.618236,8,1,0.065,791.1874080002308,2020-03-20 12:23:40.430828,34.007311820983894,2.7,1
2020-03-20 12:37:55.198163,3,20,12,37,55.198163,8,0,0,0,0,63.559922218322754,29.4,1
2020-03-20 12:37:55.339611,3,20,12,37,55.339611,8,0,0,0,0,0.03061079978942871,25.0,1
2020-03-20 12:38:56.820856,3,20,12,38,56.820856,8,0,0,0,0,61.480881929397576,31.9,1
2020-03-20 12:39:04.547246,3,20,12,39,4.547246,8,0,0,0,0,7.72564697265625,34.0,1
2020-03-20 12:39:28.194023,3,20,12,39,28.194023,1,1,0.105,792.9064649995416,2020-03-20 12:26:15.287558,11.987924098968506,6.3,1
2020-03-20 12:40:32.810560,3,20,12,40,32.81056,1,0,0,0,0,64.596985578537,29.4,1
2020-03-20 12:40:32.949163,3,20,12,40,32.949163,1,0,0,0,0,0.032095909118652344,48.1,1
2020-03-20 12:41:31.996353,3,20,12,41,31.996353,1,0,0,0,0,59.046737909317024,30.6,1
2020-03-20 12:41:37.582521,3,20,12,41,37.582521,1,0,0,0,0,5.585329532623291,28.8,1
2020-03-20 12:41:58.134461,3,20,12,41,58.134461,2,1,0.106,784.341237001121,2020-03-20 12:28:53.793224,10.276518583297731,11.1,1
2020-03-20 12:43:01.289181,3,20,12,43,1.2891810000000001,2,0,0,0,0,63.13441920280457,28.7,1
2020-03-20 12:43:01.425399,3,20,12,43,1.425399,2,0,0,0,0,0.029626131057739258,25.5,1
