time_since_last_recording,latency,cost,reliability
0,61.582860469818115,32.2,1
1029.0,58.856754302978516,31.8,1
1577.0,58.613523960113525,30.1,1
1356.0,60.77914118766785,30.7,1
1076.0,58.831350564956665,30.6,1
1411.0,61.13365817070007,29.1,1
1411.0,58.12838792800903,29.5,1
1607.0,60.56622791290283,28.5,1
761.0,57.982563972473145,30.3,1
1442.0,63.05027222633362,30.7,1
2088.0,59.20599102973938,28.6,1
735.0,60.04302954673767,29.7,1
1773.0,58.30522656440735,29.3,1
1879.0,58.92260932922363,29.5,1
656.0,60.434940576553345,29.2,1
1695.0,58.54975652694702,29.8,1
1430.0,58.02675414085388,30.5,1
479.0,60.709489822387695,29.8,1
1751.0,59.69169044494629,29.8,1
1441.0,61.44545531272888,29.5,1
1097.0,60.144652366638184,31.5,1
912.0,60.02590274810791,29.3,1
1298.0,59.43821859359741,29.3,1
1234.0,57.94831991195679,29.6,1
1911.0,57.57904648780823,30.0,1
426.0,61.52251100540161,31.6,1
1765.0,58.6002733707428,30.5,1
1548.0,58.20139169692993,29.6,1
849.0,60.91131234169006,29.0,1
832.0,58.04308581352234,28.9,1
1393.0,61.76616048812866,30.7,1
1873.0,57.88067960739136,30.9,1
1289.0,57.912429332733154,29.3,1
940.0,58.88023257255554,29.0,1
937.0,59.94204616546631,30.7,1
1695.0,60.54288196563721,31.3,1
940.0,58.768993616104126,29.1,1
1798.0,58.47045135498047,31.9,1
1031.0,58.289703607559204,30.1,1
1363.0,60.575700521469116,30.0,1
757.0,59.26307773590088,30.2,1
1085.0,58.41106843948364,29.8,1
1396.0,61.04268741607666,31.0,1
1490.0,59.2477011680603,31.7,1
1070.0,59.99281311035156,31.7,1
1383.0,60.66840124130249,30.6,1
1307.0,58.07034969329834,30.9,1
884.0,58.144028425216675,29.0,1
1084.0,58.036292552948,29.7,1
2223.0,58.50281071662903,29.2,1
321.0,58.33977437019348,30.3,1
1957.0,58.0591356754303,29.3,1
709.0,59.14654612541199,28.8,1
1894.0,58.81477642059326,29.7,1
266.0,58.29409980773926,30.4,1
1729.0,58.12073850631714,28.8,1
1360.0,60.278592109680176,28.9,1
1230.0,58.812225103378296,29.4,1
1346.0,58.346996545791626,29.8,1
635.0,60.97918653488159,29.3,1
1591.0,62.93094277381897,31.3,1
1240.0,60.45535492897034,29.6,1
1456.0,61.75786757469177,29.3,1
1087.0,62.174790143966675,29.6,1
996.0,60.225581407547,30.0,1
1552.0,58.30155086517334,29.8,1
1239.0,60.23507046699524,29.1,1
1315.0,60.237122535705566,28.7,1
1353.0,60.279008626937866,29.6,1
978.0,58.01079058647156,31.1,1
1387.0,58.02795100212097,30.0,1
1224.0,58.88245415687561,30.2,1
1054.0,61.1352379322052,31.2,1
1377.0,58.17958617210388,29.7,1
987.0,67.06914472579956,30.6,1
1278.0,58.30357789993286,29.3,1
1870.0,59.23809242248535,31.4,1
1097.0,59.70193338394165,29.9,1
1526.0,58.06627416610718,30.6,1
1277.0,59.757601261138916,29.0,1
1013.0,58.4273099899292,29.4,1
1323.0,58.75860810279846,30.4,1
827.0,57.729334592819214,29.7,1
1835.0,58.193927526474,29.7,1
483.0,59.133962631225586,29.2,1
1621.0,61.778459787368774,32.3,1
1540.0,63.5557758808136,32.2,1
1328.0,57.88158869743347,30.9,1
1066.0,60.55605435371399,28.8,1
1673.0,60.37130093574524,30.2,1
742.0,58.32878351211548,30.4,1
1372.0,60.28673195838928,28.6,1
928.0,59.64664888381958,28.8,1
1906.0,59.68269681930542,32.0,1
802.0,59.567803621292114,28.8,1
945.0,62.52990174293518,32.0,1
1390.0,61.172698974609375,32.6,1
1916.0,58.725218772888184,29.7,1
1241.0,61.28130125999451,34.0,1
1199.0,59.285982608795166,29.0,1
1751.0,59.16194820404053,29.9,1
1078.0,58.27948594093323,29.9,1
1591.0,58.93341279029846,29.2,1
1417.0,57.770474433898926,29.0,1
1997.0,59.95719528198242,30.0,1
1660.0,58.50569701194763,28.7,1
884.0,57.83300733566284,29.2,1
832.0,61.6806378364563,30.1,1
2136.0,61.72052550315857,30.0,1
1126.0,60.363452672958374,31.1,1
1067.0,58.8369824886322,31.7,1
1234.0,58.101253032684326,31.1,1
848.0,59.94119691848755,29.3,1
1140.0,58.465978384017944,29.6,1
2020.0,58.35743498802185,30.9,1
1164.0,58.6071891784668,29.2,1
1261.0,60.8483772277832,31.7,1
937.0,62.24532628059387,32.0,1
1542.0,61.315863609313965,31.4,1
1175.0,58.65859317779541,29.3,1
793.0,58.63538122177124,29.4,1
1969.0,60.19585418701172,29.7,1
814.0,60.53921937942505,31.6,1
944.0,59.26230478286743,29.0,1
2034.0,57.9720094203949,31.4,1
409.0,58.48328232765198,28.9,1
1885.0,59.95890021324158,29.7,1
893.0,61.44550824165344,31.5,1
1639.0,59.933032751083374,29.8,1
902.0,57.82857298851013,30.1,1
1139.0,58.67547798156738,29.9,1
1759.0,58.737003803253174,30.1,1
971.0,58.303844690322876,31.2,1
1358.0,58.92218232154846,30.8,1
804.0,58.48853778839111,29.7,1
1145.0,58.26502251625061,30.1,1
1629.0,58.1448917388916,30.0,1
1860.0,62.72065305709839,29.6,1
1352.0,59.13660955429077,30.4,1
