timestamp,time_since_last_recording,latency,cost,reliability,ping_timestamp,time_since_last_ping,ping_success,ping_time
2020-04-07 16:36:15.000314,0.0,0.04439095145671909,0.078125,1,,0.0,0,0.0
2020-04-07 16:41:11.000528,0.019803305011039003,0.04276866980469199,0.076171875,1,,0.0,0,0.0
2020-04-07 16:45:50.000046,0.01859904997658393,0.04694355888088327,0.078125,1,2020-04-07 16:44:10.000838,0.006728285986135653,1,0.038744982300807224
2020-04-07 16:45:55.000088,3.3451528734863183E-4,0.04877386778169597,0.05078125,1,2020-04-07 16:44:10.000838,0.007068098409677858,1,0.038744982300807224
2020-04-07 16:47:27.000045,0.006088178229745099,0.05120006152174618,0.076171875,1,2020-04-07 16:47:16.000587,6.796248470844094E-4,1,0.038481470745825544
2020-04-07 16:47:59.000529,0.002140897839031244,0.03874555693219775,0.08007812499999999,1,2020-04-07 16:47:16.000587,0.0028544243577545195,1,0.038481470745825544
2020-04-07 16:48:28.000392,0.0018732856091523383,0.04487834433925664,0.06640625,1,2020-04-07 16:48:26.000588,6.796248470844094E-5,1,0.040703751526171096
2020-04-07 16:48:36.000572,5.35224459757811E-4,0.07656984973418893,0.04492187499999999,1,2020-04-07 16:48:26.000588,6.116623623759684E-4,1,0.040703751526171096
2020-04-07 16:50:04.000061,0.005820565999866194,0.043686893791822716,0.06640625,1,2020-04-07 16:49:42.000549,0.0014272121788772598,1,0.038648361397313945
2020-04-07 16:50:41.000499,0.0024754131263798754,0.046199731609534694,0.08007812499999999,1,2020-04-07 16:49:42.000549,0.003941824113089574,1,0.038648361397313945
2020-04-07 16:50:55.000889,9.366428045761692E-4,0.04953443683542496,0.0625,1,2020-04-07 16:49:42.000549,0.004961261383716189,1,0.038648361397313945
2020-04-07 16:51:16.000954,0.0014049642068642537,0.03610454811009936,0.087890625,1,2020-04-07 16:49:42.000549,0.006388473562593449,1,0.038648361397313945
2020-04-07 16:52:53.000966,0.006489596574563458,0.05994280546078477,0.06445312499999999,1,2020-04-07 16:52:10.000022,0.0029223868424629604,1,0.0466547208095075
2020-04-07 16:54:29.000492,0.006355790459624005,0.058576687356093025,0.060546875,1,2020-04-07 16:52:10.000022,0.00944678537447329,1,0.0466547208095075
2020-04-07 16:54:45.000178,0.0010035458620458956,0.056663526158278084,0.068359375,1,2020-04-07 16:52:10.000022,0.010534185129808346,1,0.0466547208095075
2020-04-07 16:58:31.000598,0.015120090988158159,0.06509688724978334,0.05859375,1,2020-04-07 16:58:15.000328,0.001087399755335055,1,0.03898214270029074
2020-04-07 16:59:49.000798,0.005218438482638656,0.056496878867974505,0.05664062499999999,1,2020-04-07 16:59:48.000500,6.796248470844094E-5,1,0.04255711612954228
2020-04-07 17:00:16.000122,0.0017394794942128856,0.07253956271190866,0.052734375,1,2020-04-07 16:59:48.000500,0.0018349870871279053,1,0.04255711612954228
2020-04-07 17:01:12.000647,0.0037465712183046766,0.04628537630314668,0.06640625,1,2020-04-07 17:01:02.000301,6.796248470844094E-4,1,0.03881525204880234
