time_since_last_recording,latency,cost,reliability,time_since_last_ping,last_ping
592.0,4.903090000152588,25.2,1,162.0,0.024
1598.0,3.174166440963745,28.6,1,325.0,0.025
1698.0,3.4244513511657715,15.3,1,1178.0,0.024
910.0,2.9680395126342773,28.9,1,767.0,0.025
1705.0,3.3505821228027344,27.5,1,1139.0,0.025
491.0,2.9121038913726807,27.2,1,46.0,0.025
1697.0,2.842825174331665,31.8,1,1007.0,0.024
685.0,3.7101783752441406,23.0,1,192.0,0.025
1655.0,4.6825268268585205,20.9,1,907.0,0.025
1666.0,3.309926748275757,24.7,1,43.0,0.024
849.0,3.270996332168579,25.2,1,892.0,0.024
1549.0,3.196962594985962,25.7,1,439.0,0.025
434.0,2.937824010848999,28.4,1,873.0,0.025
2163.0,3.175767660140991,24.8,1,703.0,0.025
743.0,3.19079327583313,26.3,1,423.0,0.025
1735.0,3.081433057785034,26.2,1,624.0,0.025
1406.0,3.240060806274414,23.9,1,749.0,0.025
625.0,3.3417677879333496,24.6,1,240.0,0.024
1526.0,3.076486587524414,26.0,1,755.0,0.025
1567.0,3.507718086242676,23.1,1,899.0,0.025
1021.0,3.2809953689575195,26.4,1,59.0,0.024
1418.0,3.3857405185699463,28.7,1,1478.0,0.024
1165.0,21.820438385009766,7.1,1,1009.0,0.025
1173.0,65.60770964622498,2.1,1,436.0,0.024
