time_since_last_recording,latency,cost,reliability
848.0,63.344488859176636,28.5,1
2126.0,63.03509306907654,29.0,1
1065.0,64.94104623794556,30.9,1
633.0,64.9156289100647,30.4,1
1770.0,61.674233198165894,28.6,1
983.0,65.29350113868713,31.1,1
966.0,66.47630524635315,31.7,1
2071.0,61.770787477493286,28.6,1
1101.0,66.13544631004333,29.0,1
1314.0,65.34500551223755,29.5,1
474.0,63.60184359550476,30.0,1
1841.0,61.993218660354614,28.2,1
1507.0,61.022193908691406,28.1,1
689.0,63.33823084831238,27.7,1
901.0,61.34375476837158,28.5,1
1932.0,60.77593970298767,29.1,1
1218.0,63.29127764701843,29.8,1
1025.0,63.01279020309448,29.3,1
1536.0,63.48686671257019,28.9,1
1188.0,61.45100688934326,29.2,1
993.0,62.25390315055847,28.8,1
1800.0,67.63957142829895,31.8,1
1174.0,61.93062233924866,28.2,1
994.0,63.16290211677551,28.6,1
1657.0,61.86372351646423,30.1,1
