time_since_last_recording,latency,cost,reliability,time_since_last_ping,last_ping
1463.0,7.589200258255005,11.1,1,569.0,0.009
1506.0,10.928487777709961,7.9,1,1004.0,0.008
1301.0,9.18471884727478,7.5,1,721.0,0.009
1112.0,5.08660626411438,9.7,1,1068.0,0.009
1628.0,7.380431652069092,8.9,1,130.0,0.009
1006.0,7.00300407409668,8.3,1,1137.0,0.009
886.0,5.241822242736816,14.7,1,848.0,0.009
1390.0,6.470834970474243,9.0,1,362.0,0.008
1235.0,5.444170713424683,11.7,1,878.0,0.009
1479.0,5.131118297576904,14.1,1,590.0,0.009
1534.0,6.786578178405762,11.4,1,660.0,0.009
328.0,5.971064805984497,10.5,1,989.0,0.009
1664.0,8.626609325408936,8.8,1,663.0,0.009
1635.0,6.3769917488098145,11.3,1,1162.0,0.009
497.0,5.316655874252319,13.3,1,222.0,0.009
2119.0,7.947330713272095,11.1,1,917.0,0.009
588.0,5.949847936630249,14.1,1,1506.0,0.009
1195.0,6.7486138343811035,8.6,1,156.0,0.008
1910.0,8.341431379318237,7.4,1,757.0,0.009
789.0,10.004805326461792,6.8,1,716.0,0.009
1161.0,9.440557956695557,8.4,1,856.0,0.009
1246.0,7.379677772521973,8.5,1,2103.0,0.009
1821.0,8.94604206085205,9.0,1,1435.0,0.009
492.0,10.135427474975586,7.0,1,1928.0,0.009
