time_since_last_recording,latency,cost,reliability,time_since_last_ping,last_ping
-484.0,1.6839313507080078,9.0,1,0.0,1.0
497.0,1.6919214725494385,8.6,1,418.0,1.0
21.0,1.7229855060577393,9.0,1,440.0,1.0
132.0,1.7214181423187256,9.1,1,383.0,1.0
-166.0,1.695554256439209,10.0,1,216.0,1.0
437.0,1.6959824562072754,9.1,1,654.0,1.0
2.0,1.8172411918640137,9.1,1,657.0,1.0
-511.0,1.878037929534912,9.1,1,145.0,1.0
-46.0,1.7033607959747314,9.7,1,98.0,1.0
738.0,1.902524471282959,8.8,1,669.0,1.0
-211.0,1.716113805770874,8.6,1,457.0,1.0
-26.0,1.8539342880249023,9.9,1,430.0,1.0
-305.0,1.906175136566162,8.8,1,124.0,1.0
68.0,1.6941039562225342,8.7,1,193.0,1.0
913.0,1.8071913719177246,8.1,1,476.0,1.0
-320.0,1.696056842803955,8.0,1,155.0,1.0
262.0,1.7082746028900146,8.7,1,418.0,1.0
-710.0,1.6948745250701904,7.8,1,0.0,1.0
87.0,1.732046127319336,9.2,1,0.0,1.0
956.0,1.6832554340362549,8.5,1,410.0,1.0
-240.0,2.1611239910125732,8.0,1,170.0,1.0
-61.0,1.8562986850738525,8.4,1,109.0,1.0
299.0,1.708695411682129,8.6,1,408.0,1.0
230.0,2.022303819656372,8.5,1,103.0,1.0
168.0,1.70021390914917,9.3,1,271.0,1.0
-526.0,1.8679757118225098,9.0,1,0.0,1.0
-109.0,1.7055115699768066,8.9,1,0.0,1.0
26.0,1.705643892288208,9.0,1,0.0,1.0
32.0,1.7315948009490967,8.7,1,0.0,1.0
734.0,1.682743787765503,8.2,1,277.0,1.0
-471.0,1.698537826538086,9.2,1,0.0,1.0
711.0,1.7801308631896973,8.8,1,518.0,1.0
-457.0,1.7018234729766846,10.7,1,60.0,1.0
159.0,1.6916756629943848,9.1,1,219.0,1.0
277.0,1.6929314136505127,7.9,1,497.0,1.0
420.0,1.6925511360168457,8.8,1,789.0,1.0
-93.0,1.6959164142608643,7.9,1,696.0,1.0
-363.0,1.7060177326202393,8.2,1,332.0,1.0
-185.0,1.7269790172576904,9.2,1,146.0,1.0
645.0,1.7433624267578125,8.7,1,791.0,1.0
-539.0,1.7025060653686523,10.8,1,252.0,1.0
240.0,1.7064003944396973,9.1,1,492.0,1.0
489.0,1.6891541481018066,9.3,1,694.0,1.0
-230.0,1.6997859477996826,10.0,1,463.0,1.0
-245.0,1.7066683769226074,9.2,1,217.0,1.0
170.0,1.8434557914733887,9.8,1,388.0,1.0
739.0,1.69606614112854,9.2,1,65.0,1.0
-720.0,1.7227544784545898,8.1,1,0.0,1.0
364.0,1.6944386959075928,9.2,1,0.0,1.0
85.0,1.859276294708252,9.7,1,0.0,1.0
-104.0,1.7468397617340088,9.7,1,0.0,1.0
123.0,2.6470446586608887,8.3,1,0.0,1.0
-230.0,1.8126485347747803,8.7,1,0.0,1.0
953.0,1.848557710647583,9.5,1,367.0,1.0
5.0,1.8611376285552979,8.5,1,372.0,1.0
-774.0,2.574573278427124,7.7,1,0.0,1.0
768.0,1.6817080974578857,9.9,1,366.0,1.0
-351.0,1.7074413299560547,9.3,1,14.0,1.0
136.0,1.7043309211730957,9.5,1,151.0,1.0
410.0,1.881777286529541,9.1,1,71.0,1.0
-497.0,1.7122256755828857,8.1,1,0.0,1.0
141.0,1.7817637920379639,9.1,1,0.0,1.0
17.0,1.7039971351623535,10.0,1,0.0,1.0
525.0,1.708106279373169,10.3,1,463.0,1.0
-58.0,1.761659860610962,9.0,1,405.0,1.0
-108.0,1.7569093704223633,9.0,1,296.0,1.0
39.0,1.7595267295837402,8.3,1,336.0,1.0
210.0,1.683562994003296,10.6,1,546.0,1.0
-122.0,1.8339202404022217,9.1,1,424.0,1.0
122.0,1.712322473526001,9.1,1,546.0,1.0
-104.0,1.694655179977417,9.9,1,442.0,1.0
455.0,1.8221755027770996,9.0,1,337.0,1.0
-141.0,1.6966021060943604,8.7,1,195.0,1.0
391.0,1.7006042003631592,10.6,1,587.0,1.0
224.0,1.6966438293457031,11.0,1,159.0,1.0
-688.0,1.834975242614746,8.8,1,0.0,1.0
169.0,1.7357323169708252,10.0,1,0.0,1.0
-11.0,1.6984012126922607,9.9,1,0.0,1.0
147.0,1.6791422367095947,9.4,1,0.0,1.0
492.0,1.6804070472717285,10.0,1,269.0,1.0
51.0,1.700273036956787,8.6,1,321.0,1.0
451.0,1.6943566799163818,9.1,1,292.0,1.0
-253.0,1.852447271347046,8.0,1,38.0,1.0
-452.0,1.8717644214630127,8.4,1,0.0,1.0
601.0,1.7820310592651367,10.1,1,186.0,1.0
327.0,1.709073781967163,9.5,1,513.0,1.0
-448.0,1.750713586807251,9.3,1,65.0,1.0
636.0,1.6838033199310303,10.4,1,150.0,1.0
-223.0,1.7212626934051514,9.1,1,0.0,1.0
-390.0,1.8279297351837158,8.2,1,0.0,1.0
118.0,1.6953675746917725,9.2,1,0.0,1.0
407.0,1.7062556743621826,9.9,1,61.0,1.0
122.0,1.7460412979125977,8.3,1,184.0,1.0
317.0,1.8866245746612549,9.4,1,317.0,1.0
-1.0,1.709566354751587,9.2,1,316.0,1.0
381.0,1.7081992626190186,8.0,1,531.0,1.0
-642.0,1.8184866905212402,10.3,1,0.0,1.0
472.0,1.8748531341552734,10.0,1,361.0,1.0
439.0,1.8655221462249756,9.2,1,225.0,1.0
-419.0,1.6819038391113281,8.0,1,0.0,1.0
-243.0,1.8199687004089355,9.7,1,0.0,1.0
184.0,1.871265172958374,9.1,1,0.0,1.0
353.0,1.8231356143951416,8.9,1,99.0,1.0
501.0,1.762331485748291,8.1,1,237.0,1.0
-308.0,1.9127211570739746,9.1,1,0.0,1.0
-294.0,1.7323997020721436,8.4,1,0.0,1.0
630.0,1.69706392288208,9.6,1,264.0,1.0
-197.0,1.6992833614349365,8.7,1,67.0,1.0
310.0,1.6880419254302979,9.0,1,377.0,1.0
57.0,1.8686637878417969,9.3,1,435.0,1.0
-333.0,1.7071146965026855,10.4,1,102.0,1.0
834.0,1.7387104034423828,9.7,1,324.0,1.0
109.0,1.6885545253753662,10.1,1,433.0,1.0
-620.0,1.6988415718078613,10.2,1,0.0,1.0
721.0,1.7220051288604736,8.7,1,534.0,1.0
124.0,1.8427164554595947,10.1,1,658.0,1.0
107.0,1.697554349899292,9.6,1,369.0,1.0
-147.0,1.6813890933990479,10.3,1,222.0,1.0
240.0,1.6951422691345215,9.2,1,184.0,1.0
-124.0,1.6828193664550781,10.5,1,59.0,1.0
-613.0,1.6967194080352783,9.3,1,0.0,1.0
622.0,4.103663206100464,6.7,1,68.0,1.0
348.0,1.7063848972320557,9.1,1,253.0,1.0
-554.0,1.6918916702270508,8.3,1,0.0,1.0
435.0,1.7955882549285889,9.0,1,135.0,1.0
142.0,1.7704923152923584,9.2,1,278.0,1.0
400.0,1.6804184913635254,9.7,1,678.0,1.0
-310.0,1.7315070629119873,9.3,1,367.0,1.0
-195.0,1.6785762310028076,9.3,1,171.0,1.0
632.0,1.7477123737335205,9.7,1,108.0,1.0
175.0,1.7222177982330322,8.9,1,170.0,1.0
-361.0,1.7077744007110596,8.0,1,0.0,1.0
197.0,1.6808888912200928,7.7,1,6.0,1.0
-330.0,1.8754973411560059,8.6,1,0.0,1.0
150.0,1.8815829753875732,9.6,1,0.0,1.0
179.0,1.8268485069274902,8.5,1,6.0,1.0
797.0,1.8646283149719238,9.0,1,251.0,1.0
-353.0,1.6937580108642578,10.8,1,0.0,1.0
92.0,1.7128093242645264,8.3,1,0.0,1.0
389.0,1.760096549987793,10.4,1,380.0,1.0
-381.0,1.7140450477600098,9.5,1,0.0,1.0
509.0,1.9081125259399414,9.4,1,509.0,1.0
-647.0,1.7304747104644775,8.9,1,0.0,1.0
-43.0,1.905677318572998,8.7,1,0.0,1.0
576.0,1.8115971088409424,11.9,1,394.0,1.0
-88.0,1.684396505355835,9.0,1,306.0,1.0
210.0,1.7276813983917236,9.8,1,516.0,1.0
474.0,1.717473030090332,9.6,1,456.0,1.0
23.0,1.6966404914855957,9.9,1,353.0,1.0
-535.0,1.694514274597168,9.1,1,0.0,1.0
748.0,1.7197060585021973,10.0,1,567.0,1.0
19.0,1.6914260387420654,8.9,1,586.0,1.0
215.0,1.696666955947876,11.0,1,96.0,1.0
-423.0,1.7189953327178955,9.0,1,0.0,1.0
-117.0,1.8376641273498535,9.1,1,0.0,1.0
303.0,1.7099618911743164,8.2,1,0.0,1.0
-3.0,1.684708595275879,10.1,1,0.0,1.0
328.0,1.7065768241882324,8.9,1,185.0,1.0
-276.0,1.7053887844085693,8.5,1,0.0,1.0
-92.0,1.8845982551574707,9.6,1,0.0,1.0
490.0,1.681140422821045,10.1,1,305.0,1.0
-408.0,1.7212014198303223,9.0,1,0.0,1.0
490.0,1.8473803997039795,9.1,1,40.0,1.0
192.0,1.711519718170166,9.4,1,232.0,1.0
-450.0,1.9293625354766846,8.2,1,0.0,1.0
875.0,1.684112310409546,8.5,1,257.0,1.0
-41.0,1.6942849159240723,10.2,1,215.0,1.0
-329.0,1.683570384979248,9.3,1,0.0,1.0
333.0,1.6959466934204102,8.3,1,220.0,1.0
-473.0,1.7378144264221191,9.3,1,0.0,1.0
425.0,1.7192656993865967,8.5,1,172.0,1.0
-1.0,1.7099111080169678,8.5,1,171.0,1.0
-24.0,1.695657730102539,9.3,1,146.0,1.0
671.0,1.7872698307037354,8.7,1,817.0,1.0
-33.0,1.89504075050354,9.2,1,783.0,1.0
243.0,1.8247971534729004,9.2,1,24.0,1.0
-384.0,1.821150779724121,9.6,1,0.0,1.0
-116.0,1.8448753356933594,9.2,1,0.0,1.0
587.0,1.8634428977966309,9.5,1,111.0,1.0
62.0,1.6824426651000977,9.6,1,174.0,1.0
396.0,1.8795292377471924,8.6,1,69.0,1.0
147.0,1.8879821300506592,9.7,1,630.0,1.0
-255.0,1.6801626682281494,8.8,1,375.0,1.0
56.0,1.7137494087219238,9.6,1,432.0,1.0
-81.0,1.7531671524047852,9.0,1,350.0,1.0
-309.0,1.6899983882904053,9.5,1,40.0,1.0
425.0,1.7047369480133057,9.1,1,466.0,1.0
146.0,1.7049341201782227,9.4,1,612.0,1.0
-263.0,1.721776008605957,8.4,1,348.0,1.0
974.0,1.895517349243164,8.7,1,174.0,1.0
-236.0,1.849259376525879,9.1,1,0.0,1.0
-19.0,1.6917850971221924,8.7,1,0.0,1.0
486.0,1.8927843570709229,8.9,1,404.0,1.0
-454.0,1.840789556503296,8.9,1,0.0,1.0
82.0,1.8649170398712158,8.8,1,33.0,1.0
312.0,1.7119193077087402,9.5,1,345.0,1.0
-163.0,1.8467648029327393,8.9,1,182.0,1.0
325.0,1.695741891860962,9.4,1,507.0,1.0
91.0,1.908566951751709,9.2,1,227.0,1.0
-102.0,1.6828875541687012,8.4,1,125.0,1.0
-287.0,1.6836745738983154,9.3,1,0.0,1.0
109.0,1.6926636695861816,8.2,1,0.0,1.0
297.0,1.697545051574707,10.1,1,245.0,1.0
359.0,1.7641339302062988,7.9,1,703.0,1.0
-10.0,1.7105040550231934,9.2,1,693.0,1.0
530.0,1.702852487564087,9.7,1,905.0,1.0
138.0,1.682931900024414,9.1,1,453.0,1.0
-685.0,1.71071195602417,9.0,1,0.0,1.0
566.0,1.7085847854614258,9.2,1,334.0,1.0
-305.0,1.7564606666564941,8.2,1,28.0,1.0
324.0,1.8296105861663818,9.5,1,352.0,1.0
-160.0,1.872816562652588,8.5,1,192.0,1.0
692.0,1.7072715759277344,9.3,1,166.0,1.0
129.0,1.7068507671356201,8.1,1,295.0,1.0
-477.0,1.7055716514587402,9.0,1,0.0,1.0
251.0,1.802666187286377,9.0,1,69.0,1.0
-94.0,1.6962776184082031,7.7,1,0.0,1.0
40.0,1.6804029941558838,8.5,1,15.0,1.0
543.0,1.8478307723999023,9.6,1,929.0,1.0
127.0,1.8585808277130127,9.1,1,422.0,1.0
-69.0,1.9070980548858643,8.9,1,353.0,1.0
-474.0,1.6988775730133057,9.8,1,0.0,1.0
597.0,1.8314216136932373,8.7,1,43.0,1.0
-96.0,1.7406935691833496,8.2,1,0.0,1.0
493.0,1.797692060470581,8.3,1,440.0,1.0
-583.0,1.878638744354248,9.7,1,0.0,1.0
422.0,1.8622510433197021,9.1,1,279.0,1.0
-60.0,1.729243278503418,8.2,1,219.0,1.0
-182.0,1.830683946609497,8.6,1,36.0,1.0
733.0,1.8795487880706787,8.4,1,442.0,1.0
-71.0,1.6944968700408936,8.6,1,370.0,1.0
-79.0,1.817359447479248,8.9,1,291.0,1.0
-146.0,1.8192424774169922,9.0,1,145.0,1.0
659.0,1.7624690532684326,8.7,1,804.0,1.0
-248.0,1.8667473793029785,9.4,1,556.0,1.0
-273.0,1.7154996395111084,8.7,1,282.0,1.0
797.0,1.7690484523773193,9.0,1,607.0,1.0
-405.0,1.681267261505127,9.6,1,201.0,1.0
621.0,1.711836338043213,8.8,1,271.0,1.0
-550.0,1.7107751369476318,8.7,1,0.0,1.0
184.0,1.8589718341827393,8.6,1,0.0,1.0
699.0,1.8526954650878906,8.6,1,110.0,1.0
-6.0,1.6958348751068115,8.6,1,103.0,1.0
-112.0,1.830610752105713,9.1,1,0.0,1.0
-371.0,1.8453116416931152,9.7,1,0.0,1.0
-105.0,1.7314929962158203,8.1,1,0.0,1.0
190.0,1.8789093494415283,8.4,1,0.0,1.0
704.0,1.8570170402526855,7.9,1,76.0,1.0
-457.0,1.7035999298095703,9.0,1,0.0,1.0
233.0,1.698829174041748,11.2,1,0.0,1.0
598.0,1.6973388195037842,8.9,1,376.0,1.0
50.0,1.842653751373291,8.8,1,427.0,1.0
-572.0,1.7194452285766602,7.9,1,0.0,1.0
691.0,1.8871140480041504,8.5,1,39.0,1.0
-121.0,1.8227272033691406,9.3,1,0.0,1.0
-272.0,1.686605453491211,8.4,1,0.0,1.0
512.0,1.685577630996704,9.2,1,158.0,1.0
-188.0,1.6859874725341797,8.2,1,0.0,1.0
313.0,1.8327839374542236,9.9,1,283.0,1.0
-184.0,1.7063398361206055,9.5,1,99.0,1.0
562.0,1.9016544818878174,9.4,1,421.0,1.0
-11.0,1.7173657417297363,8.8,1,409.0,1.0
-407.0,1.8165273666381836,9.6,1,1.0,1.0
316.0,1.8863837718963623,9.2,1,317.0,1.0
181.0,1.8394403457641602,9.0,1,23.0,1.0
-169.0,1.8751282691955566,9.1,1,0.0,1.0
70.0,1.706852674484253,8.2,1,0.0,1.0
321.0,1.6813218593597412,9.2,1,39.0,1.0
-389.0,1.685455560684204,8.9,1,0.0,1.0
551.0,1.917806625366211,8.6,1,180.0,1.0
-341.0,1.7197825908660889,9.2,1,0.0,1.0
-124.0,1.6813514232635498,9.0,1,0.0,1.0
775.0,1.823014259338379,8.8,1,516.0,1.0
-207.0,1.6895456314086914,8.8,1,308.0,1.0
532.0,1.838806390762329,8.9,1,277.0,1.0
-603.0,1.6936712265014648,8.0,1,0.0,1.0
232.0,1.8734068870544434,9.6,1,0.0,1.0
184.0,1.7051050662994385,9.6,1,91.0,1.0
91.0,1.8481009006500244,8.6,1,182.0,1.0
378.0,1.697307825088501,9.2,1,42.0,1.0
243.0,1.8445193767547607,9.1,1,321.0,1.0
-641.0,1.845388650894165,8.8,1,0.0,1.0
-151.0,1.6828603744506836,10.1,1,0.0,1.0
1007.0,1.7469213008880615,9.2,1,536.0,1.0
-607.0,1.839263916015625,8.8,1,0.0,1.0
606.0,1.6831943988800049,10.0,1,534.0,1.0
216.0,1.6824686527252197,9.1,1,284.0,1.0
6.0,1.703150749206543,8.3,1,291.0,1.0
111.0,1.858100175857544,9.7,1,68.0,1.0
-751.0,1.6812984943389893,9.4,1,0.0,1.0
986.0,1.8739738464355469,8.5,1,303.0,1.0
-91.0,1.6950359344482422,10.3,1,211.0,1.0
266.0,1.6965537071228027,8.2,1,200.0,1.0
-448.0,1.7050769329071045,8.9,1,0.0,1.0
-203.0,1.8881008625030518,9.0,1,0.0,1.0
122.0,1.8276011943817139,9.4,1,0.0,1.0
186.0,1.851564884185791,10.4,1,0.0,1.0
305.0,1.7083709239959717,8.9,1,163.0,1.0
-9.0,1.831754207611084,8.8,1,154.0,1.0
-412.0,1.6862006187438965,8.9,1,0.0,1.0
843.0,1.9236853122711182,9.4,1,428.0,1.0
-336.0,1.8977949619293213,9.5,1,91.0,1.0
502.0,1.850825548171997,8.6,1,594.0,1.0
-471.0,1.7016425132751465,8.3,1,122.0,1.0
349.0,1.7108745574951172,9.3,1,472.0,1.0
88.0,1.7032115459442139,9.2,1,561.0,1.0
146.0,1.7145180702209473,8.0,1,404.0,1.0
0.0,1.824136734008789,8.7,1,404.0,1.0
-84.0,1.6978647708892822,8.3,1,320.0,1.0
269.0,1.7565722465515137,10.1,1,589.0,1.0
-260.0,1.6934726238250732,10.1,1,329.0,1.0
738.0,1.836336374282837,9.6,1,315.0,1.0
7.0,1.6923167705535889,9.1,1,322.0,1.0
39.0,1.901073694229126,9.4,1,362.0,1.0
-560.0,1.8329370021820068,8.7,1,0.0,1.0
313.0,1.7465276718139648,9.0,1,115.0,1.0
-11.0,1.7090802192687988,8.8,1,103.0,1.0
433.0,1.6995463371276855,8.6,1,13.0,1.0
353.0,1.7266478538513184,8.4,1,67.0,1.0
-86.0,1.6841011047363281,9.5,1,0.0,1.0
-43.0,1.7059979438781738,8.2,1,0.0,1.0
220.0,1.8511953353881836,8.6,1,128.0,1.0
-451.0,1.7055003643035889,9.6,1,0.0,1.0
679.0,1.7130045890808105,9.1,1,512.0,1.0
-257.0,1.825120210647583,9.2,1,254.0,1.0
88.0,1.7057616710662842,9.2,1,342.0,1.0
-109.0,1.8360865116119385,8.6,1,233.0,1.0
-8.0,1.6864938735961914,8.2,1,224.0,1.0
853.0,1.6855406761169434,10.1,1,108.0,1.0
-858.0,1.6853296756744385,9.2,1,0.0,1.0
476.0,1.8730144500732422,9.1,1,0.0,1.0
116.0,1.8650636672973633,8.6,1,0.0,1.0
422.0,1.8452682495117188,9.3,1,265.0,1.0
-37.0,1.8287265300750732,9.2,1,227.0,1.0
48.0,1.8260669708251953,8.6,1,3.0,1.0
293.0,1.6976990699768066,9.4,1,297.0,1.0
-314.0,1.7050325870513916,9.7,1,0.0,1.0
476.0,1.6996891498565674,9.7,1,459.0,1.0
-332.0,1.706639051437378,9.7,1,126.0,1.0
-146.0,1.7074732780456543,8.4,1,0.0,1.0
186.0,1.9223296642303467,8.7,1,167.0,1.0
-34.0,2.1586568355560303,9.0,1,132.0,1.0
546.0,1.6840598583221436,8.6,1,678.0,1.0
422.0,1.6949987411499023,8.7,1,109.0,1.0
-543.0,1.687528133392334,8.4,1,0.0,1.0
431.0,1.7221565246582031,8.7,1,0.0,1.0
127.0,1.8553216457366943,9.7,1,124.0,1.0
159.0,1.7225468158721924,8.8,1,105.0,1.0
178.0,1.8820226192474365,8.7,1,283.0,1.0
-214.0,1.7062489986419678,8.4,1,68.0,1.0
85.0,1.9015791416168213,8.7,1,154.0,1.0
914.0,1.8887701034545898,8.4,1,400.0,1.0
226.0,1.8802902698516846,8.4,1,626.0,1.0
102.0,1.8376598358154297,9.1,1,729.0,1.0
126.0,1.8894248008728027,8.5,1,504.0,1.0
-554.0,1.697716236114502,7.9,1,0.0,1.0
408.0,1.6946766376495361,8.6,1,358.0,1.0
-310.0,1.7121315002441406,8.8,1,47.0,1.0
29.0,1.8080031871795654,8.5,1,76.0,1.0
204.0,1.8367855548858643,9.2,1,280.0,1.0
305.0,1.7097549438476562,8.7,1,471.0,1.0
-178.0,1.76833176612854,8.7,1,293.0,1.0
481.0,1.695735216140747,8.7,1,444.0,1.0
-565.0,1.6823322772979736,8.0,1,0.0,1.0
376.0,1.7965140342712402,8.7,1,255.0,1.0
19.0,1.7096223831176758,8.3,1,274.0,1.0
681.0,1.828953504562378,8.4,1,153.0,1.0
103.0,1.8191466331481934,8.6,1,257.0,1.0
-865.0,1.6912972927093506,8.5,1,0.0,1.0
111.0,1.683297872543335,8.2,1,0.0,1.0
790.0,1.6856575012207031,9.2,1,293.0,1.0
-277.0,1.8279807567596436,9.2,1,16.0,1.0
-184.0,1.8587760925292969,8.5,1,0.0,1.0
446.0,1.8709137439727783,8.8,1,278.0,1.0
-47.0,1.6944169998168945,8.8,1,230.0,1.0
567.0,1.8353734016418457,8.9,1,120.0,1.0
54.0,1.7240259647369385,9.3,1,175.0,1.0
-349.0,1.682588815689087,8.3,1,0.0,1.0
329.0,1.6933434009552002,8.3,1,155.0,1.0
204.0,1.8317387104034424,8.6,1,721.0,1.0
-145.0,1.6955580711364746,9.1,1,576.0,1.0
-402.0,1.8807270526885986,8.9,1,173.0,1.0
240.0,1.8206799030303955,9.2,1,414.0,1.0
413.0,1.8533217906951904,9.0,1,203.0,1.0
-599.0,1.8380858898162842,8.9,1,0.0,1.0
215.0,1.7678868770599365,8.0,1,0.0,1.0
251.0,1.6960961818695068,8.8,1,70.0,1.0
-183.0,1.7281548976898193,8.0,1,0.0,1.0
678.0,1.7294723987579346,8.1,1,514.0,1.0
-200.0,1.8301668167114258,8.7,1,313.0,1.0
-170.0,1.719757080078125,8.9,1,142.0,1.0
124.0,1.7037672996520996,8.5,1,267.0,1.0
-188.0,1.8712592124938965,10.0,1,78.0,1.0
