time_since_last_recording,latency,cost,reliability
944.0,5.552030801773071,26.4,1
1435.0,5.967540264129639,27.8,1
844.0,5.5665199756622314,25.9,1
1321.0,5.760998487472534,26.3,1
1334.0,7.765294790267944,26.5,1
1583.0,8.002344131469727,33.4,1
729.0,5.650508880615234,29.5,1
1506.0,5.592862367630005,26.6,1
941.0,5.5228283405303955,26.1,1
1739.0,5.620633125305176,26.5,1
788.0,5.604228258132935,26.5,1
2005.0,5.549125671386719,26.6,1
1185.0,5.583072900772095,25.9,1
1147.0,5.646775245666504,26.2,1
1019.0,8.205557107925415,33.5,1
1535.0,6.237953424453735,28.6,1
1285.0,5.731613874435425,27.0,1
1130.0,5.656167984008789,26.0,1
1016.0,5.625959396362305,26.1,1
1423.0,5.598663330078125,26.1,1
1545.0,5.668236970901489,26.2,1
1315.0,5.862201690673828,26.0,1
632.0,5.7842912673950195,26.8,1
1749.0,5.52505898475647,25.7,1
1278.0,5.558595895767212,25.7,1
