time_since_last_recording,latency,cost,reliability,time_since_last_ping,last_ping
0,26.38834810256958,2.9,1,67.0,0.064
805.0,26.595414638519287,3.6,1,873.0,0.064
1805.0,27.026377201080322,2.8,1,1242.0,0.064
1150.0,34.00731182098389,2.7,1,978.0,0.065
1637.0,29.641143321990967,3.2,1,797.0,0.065
1325.0,26.114039659500122,3.8,1,230.0,0.065
503.0,26.63755488395691,3.2,1,734.0,0.065
1304.0,31.19392442703247,2.9,1,2038.0,0.065
1893.0,40.94750905036926,2.1,1,903.0,0.065
1733.0,36.774157762527466,2.7,1,720.0,0.065
881.0,34.824193239212036,2.9,1,377.0,0.065
1706.0,31.712957859039307,2.6,1,1337.0,0.065
1278.0,32.827940225601196,2.6,1,696.0,0.065
1501.0,38.416173458099365,2.9,1,1110.0,0.065
638.0,25.99950647354126,2.9,1,174.0,0.065
2149.0,27.547527074813843,3.9,1,1269.0,0.065
1273.0,32.662827491760254,2.4,1,9.0,0.065
436.0,33.229028940200806,2.9,1,446.0,0.065
2111.0,31.693310260772705,2.5,1,868.0,0.065
1337.0,31.64681100845337,3.1,1,202.0,0.065
306.0,36.821693897247314,2.4,1,509.0,0.065
1798.0,29.71561598777771,3.4,1,1161.0,0.065
1274.0,32.979121923446655,2.5,1,293.0,0.064
717.0,33.166032791137695,2.8,1,121.0,0.065
1279.0,35.21400284767151,2.3,1,145.0,0.065
1694.0,34.16323494911194,2.5,1,403.0,0.065
1458.0,32.9670467376709,3.7,1,1039.0,0.065
1177.0,30.831193447113037,2.7,1,13.0,0.065
919.0,31.011454582214355,2.8,1,932.0,0.065
1853.0,28.344541788101196,2.6,1,32.0,0.065
968.0,38.75976347923279,2.5,1,1001.0,0.065
1585.0,34.72016382217407,2.9,1,163.0,0.065
1200.0,37.199843645095825,2.2,1,1364.0,0.065
353.0,33.813689947128296,2.6,1,1717.0,0.065
1596.0,37.118715047836304,2.5,1,18.0,0.065
1424.0,32.91876292228699,3.4,1,685.0,0.065
1071.0,37.41979646682739,2.3,1,56.0,0.065
1808.0,35.80374789237976,3.2,1,1185.0,0.065
1015.0,32.3772668838501,2.6,1,842.0,0.065
1224.0,28.53835153579712,3.2,1,818.0,0.065
977.0,31.401634216308594,2.7,1,540.0,0.065
1060.0,36.44440770149231,2.5,1,1600.0,0.065
1515.0,34.50316333770752,3.0,1,252.0,0.065
1137.0,33.35846972465515,2.5,1,512.0,0.065
1694.0,30.80493426322937,2.7,1,620.0,0.065
888.0,33.588921308517456,2.2,1,267.0,0.065
958.0,34.30172085762024,2.8,1,1225.0,0.065
1403.0,29.327490091323853,3.2,1,1389.0,0.065
1255.0,38.44686508178711,2.7,1,381.0,0.065
1896.0,35.04968070983887,2.8,1,1195.0,0.065
1266.0,37.2327139377594,2.3,1,140.0,0.065
1108.0,27.652491092681885,2.8,1,244.0,0.065
521.0,37.674471378326416,2.7,1,766.0,0.065
1978.0,26.898825645446777,3.2,1,991.0,0.064
511.0,36.339154958724976,2.7,1,1502.0,0.064
1624.0,29.86929702758789,2.7,1,617.0,0.065
1615.0,37.724459648132324,2.6,1,1570.0,0.065
488.0,30.14394474029541,2.8,1,374.0,0.065
1465.0,33.25959658622742,3.5,1,1019.0,0.065
810.0,33.04290533065796,3.0,1,596.0,0.065
1388.0,38.36057782173157,2.4,1,663.0,0.065
1146.0,34.41326284408569,2.7,1,319.0,0.065
1613.0,27.238510847091675,4.1,1,1129.0,0.065
1364.0,32.36012530326843,2.8,1,502.0,0.064
1057.0,27.61907386779785,2.8,1,962.0,0.065
1602.0,40.06459021568298,2.6,1,1183.0,0.064
1174.0,33.59134840965271,2.5,1,700.0,0.065
1052.0,33.534409046173096,3.1,1,288.0,0.065
1174.0,36.15700912475586,2.2,1,187.0,0.064
1119.0,28.71491026878357,3.8,1,430.0,0.065
1412.0,39.34391713142395,2.5,1,1071.0,0.065
1454.0,29.33150625228882,2.5,1,606.0,0.065
1066.0,25.33635139465332,2.6,1,325.0,0.064
1605.0,38.78174448013306,2.1,1,145.0,0.065
797.0,30.93387532234192,2.9,1,942.0,0.065
978.0,32.33401560783386,2.6,1,638.0,0.065
1285.0,33.42414426803589,2.9,1,1923.0,0.065
2088.0,38.33693480491638,3.7,1,656.0,0.065
1115.0,31.38673233985901,2.9,1,909.0,0.064
1338.0,36.96715521812439,2.6,1,944.0,0.064
1440.0,27.99792170524597,2.5,1,1262.0,0.065
1054.0,34.7900550365448,2.5,1,46.0,0.065
1052.0,31.23916244506836,2.4,1,1098.0,0.065
1290.0,33.201072216033936,2.9,1,1110.0,0.065
1162.0,38.39133882522583,2.3,1,842.0,0.065
1460.0,39.77040648460388,2.7,1,433.0,0.064
1115.0,27.104438543319702,3.0,1,505.0,0.065
1022.0,30.24674892425537,2.8,1,1528.0,0.065
1625.0,36.4835479259491,2.3,1,1112.0,0.064
1631.0,28.094775676727295,2.8,1,288.0,0.065
1208.0,32.42652249336243,2.6,1,1497.0,0.065
941.0,30.53460669517517,3.9,1,540.0,0.065
1365.0,38.25723600387573,2.3,1,842.0,0.065
1119.0,27.552136421203613,3.0,1,1104.0,0.065
1399.0,35.556028604507446,2.8,1,1143.0,0.064
1597.0,38.63399910926819,2.8,1,831.0,0.065
669.0,29.278501272201538,3.8,1,532.0,0.065
1297.0,33.90748572349548,2.7,1,477.0,0.064
1556.0,31.72299599647522,3.2,1,856.0,0.065
939.0,33.737956047058105,3.0,1,750.0,0.065
1707.0,27.155677795410156,2.6,1,812.0,0.065
2059.0,28.864386796951294,2.9,1,1426.0,0.065
2138.0,35.64375901222229,2.5,1,1692.0,0.065
981.0,35.018165826797485,2.7,1,422.0,0.065
1015.0,27.3883376121521,3.2,1,684.0,0.064
2040.0,31.619981288909912,2.6,1,1207.0,0.064
1068.0,38.47750997543335,2.7,1,548.0,0.065
578.0,28.062346696853638,2.9,1,408.0,0.065
1297.0,27.849776029586792,4.9,1,509.0,0.064
1231.0,35.06532835960388,2.6,1,1740.0,0.064
1852.0,26.67531657218933,2.9,1,971.0,0.065
