time_since_last_recording,latency,cost,reliability
0,5.656682014465332,26.4,1
1161.0,5.487136602401733,26.1,1
1465.0,5.7690958976745605,26.4,1
1802.0,5.584536552429199,26.1,1
1222.0,5.697125434875488,26.2,1
1761.0,5.802891731262207,26.7,1
741.0,8.004411935806274,36.5,1
1242.0,5.466595649719238,26.7,1
1534.0,8.03158974647522,40.5,1
2097.0,5.596954822540283,26.0,1
706.0,5.591941595077515,26.7,1
1784.0,5.521366596221924,26.0,1
1638.0,8.115171432495117,28.1,1
690.0,5.749756813049316,26.6,1
1475.0,5.55539608001709,25.9,1
1188.0,5.525601625442505,26.1,1
1807.0,5.741551399230957,26.7,1
1138.0,5.650463581085205,27.7,1
1172.0,5.875255823135376,26.6,1
1456.0,5.643761873245239,26.9,1
422.0,5.6278252601623535,26.1,1
1901.0,7.626080274581909,36.7,1
1111.0,5.518566131591797,25.5,1
1679.0,5.442705869674683,25.7,1
385.0,5.726016044616699,26.3,1
1834.0,5.910898685455322,27.7,1
1165.0,5.740460395812988,26.6,1
1602.0,5.645177125930786,26.6,1
1162.0,5.498554706573486,26.2,1
1272.0,5.652967929840088,31.8,1
542.0,5.813269853591919,27.2,1
1271.0,5.562445163726807,26.3,1
1683.0,7.078337669372559,31.4,1
1219.0,5.503951549530029,25.8,1
930.0,6.513859272003174,29.5,1
1296.0,5.587198257446289,26.1,1
1822.0,5.708523988723755,26.1,1
555.0,8.022106409072876,33.8,1
1882.0,5.6143412590026855,26.8,1
567.0,5.6044557094573975,29.4,1
1499.0,5.562035083770752,27.2,1
1346.0,6.124478816986084,28.3,1
943.0,7.62578821182251,25.6,1
1603.0,5.668388843536377,26.3,1
1706.0,5.549640893936157,26.0,1
1212.0,5.561620473861694,26.0,1
1265.0,5.658016920089722,26.3,1
626.0,5.82624626159668,27.1,1
1843.0,5.5248870849609375,26.1,1
575.0,5.6600916385650635,26.8,1
1203.0,8.033877849578857,33.7,1
1705.0,5.5091612339019775,25.9,1
1107.0,5.655981063842773,26.6,1
695.0,5.614218473434448,25.8,1
1390.0,5.513753890991211,26.1,1
1570.0,5.537418842315674,26.2,1
1000.0,5.58454155921936,26.1,1
1617.0,5.564520359039307,26.1,1
1258.0,5.652223825454712,26.3,1
758.0,8.09620475769043,33.6,1
1248.0,5.509679317474365,25.7,1
1483.0,5.649049282073975,26.5,1
1392.0,5.638518571853638,25.9,1
1389.0,5.671086311340332,26.1,1
833.0,5.679523468017578,26.3,1
1083.0,5.596693754196167,26.1,1
1613.0,8.195715427398682,33.7,1
1399.0,7.647862911224365,32.3,1
699.0,5.693512916564941,26.7,1
1284.0,5.582550764083862,26.2,1
1234.0,5.549564361572266,25.9,1
1000.0,5.676043510437012,25.8,1
2184.0,7.525457143783569,25.6,1
358.0,5.537541151046753,25.7,1
1736.0,5.552159786224365,26.0,1
1038.0,5.571163892745972,26.2,1
1536.0,5.519286870956421,27.8,1
1392.0,10.140182733535767,36.9,1
944.0,5.676742792129517,26.9,1
1444.0,6.3469460010528564,28.5,1
1282.0,5.579914569854736,26.2,1
1754.0,5.985105276107788,29.2,1
407.0,5.493768692016602,28.5,1
1736.0,9.240134477615356,32.2,1
894.0,5.711120843887329,29.8,1
1651.0,7.405492782592773,25.8,1
1691.0,6.9532928466796875,31.2,1
529.0,5.536527395248413,25.8,1
1272.0,5.652644634246826,30.3,1
1170.0,5.604801654815674,26.3,1
1307.0,5.726845979690552,27.1,1
1105.0,5.729385852813721,26.2,1
1573.0,7.683393478393555,28.5,1
1756.0,6.068930625915527,25.4,1
408.0,5.669670343399048,26.5,1
1301.0,5.701645374298096,26.9,1
1806.0,5.60784649848938,26.3,1
1006.0,5.722582817077637,33.6,1
1545.0,5.704858064651489,26.4,1
1269.0,5.619095325469971,26.3,1
1951.0,5.518243789672852,26.0,1
1432.0,5.627248525619507,26.6,1
1373.0,6.07708215713501,28.7,1
1437.0,5.630446195602417,26.0,1
1993.0,5.56974720954895,27.0,1
1247.0,6.027421712875366,28.1,1
924.0,5.626542329788208,26.2,1
1190.0,5.5457212924957275,26.1,1
1717.0,5.638733148574829,25.9,1
954.0,8.070748090744019,33.0,1
1119.0,6.29010796546936,31.2,1
1828.0,5.676563501358032,27.0,1
693.0,5.628422975540161,25.7,1
1832.0,5.657259464263916,26.5,1
1283.0,5.56798243522644,25.8,1
553.0,5.64763331413269,27.0,1
1528.0,9.292748212814331,35.7,1
1429.0,6.111025810241699,28.4,1
1483.0,5.690056085586548,29.7,1
620.0,5.586752414703369,26.4,1
1134.0,5.601151704788208,26.2,1
1693.0,7.85312819480896,33.2,1
1157.0,8.224156856536865,34.0,1
1520.0,5.649392604827881,26.8,1
762.0,7.072865962982178,31.2,1
1919.0,5.524003505706787,25.9,1
781.0,5.731649875640869,26.8,1
1514.0,5.697127342224121,26.8,1
685.0,5.630352735519409,26.0,1
1862.0,5.723193883895874,26.0,1
681.0,5.528329610824585,26.0,1
1649.0,5.635713577270508,28.7,1
1463.0,5.64505934715271,26.0,1
783.0,6.027919292449951,28.6,1
1290.0,8.063603639602661,33.8,1
1799.0,5.55269193649292,27.2,1
1352.0,5.777646541595459,26.3,1
1175.0,5.661243677139282,26.2,1
1188.0,6.248911142349243,29.0,1
818.0,5.52341365814209,26.0,1
1233.0,5.557874917984009,27.2,1
2111.0,5.6428141593933105,26.6,1
1202.0,5.668118953704834,26.6,1
674.0,8.000756025314331,33.5,1
1661.0,5.4561944007873535,27.0,1
1060.0,5.561941623687744,26.3,1
1389.0,5.655492544174194,26.7,1
928.0,8.067103385925293,33.7,1
1065.0,5.611886262893677,26.3,1
1529.0,5.604901552200317,28.8,1
