timestamp,time_since_last_recording,latency,cost,reliability
2020-04-07 16:39:42.000921,0.0,0.29771995544433594,25.0,1
2020-04-07 16:40:42.000275,59.0,0.2983872890472412,25.2,1
2020-04-07 16:43:04.000767,142.0,0.2934269905090332,24.8,1
2020-04-07 16:43:36.000413,31.0,0.2939128875732422,26.1,1
2020-04-07 16:46:28.000165,171.0,0.29315996170043945,25.6,1
2020-04-07 16:46:42.000038,13.0,0.30130577087402344,25.0,1
2020-04-07 16:47:52.000590,70.0,9.365804195404053,2.1,1
2020-04-07 16:48:03.000642,11.0,0.2990913391113281,28.9,1
2020-04-07 16:48:37.000543,33.0,0.2983386516571045,25.2,1
2020-04-07 16:49:07.000250,29.0,0.29662537574768066,26.1,1
2020-04-07 16:51:32.000871,145.0,0.293687105178833,25.6,1
2020-04-07 16:54:38.000704,185.0,0.2938070297241211,25.0,1
2020-04-07 16:55:32.000429,53.0,0.29277539253234863,25.0,1
2020-04-07 16:55:42.000898,10.0,0.29892754554748535,25.0,1
2020-04-07 16:57:41.000661,118.0,0.2979271411895752,25.2,1
2020-04-07 16:59:12.000124,90.0,0.2950479984283447,25.6,1
2020-04-07 17:00:17.000323,65.0,0.29398107528686523,25.6,1
2020-04-07 17:00:26.000012,8.0,0.29579973220825195,25.4,1
2020-04-07 17:00:53.000981,27.0,1.3329286575317383,6.2,1
2020-04-07 17:02:16.000496,82.0,0.29886436462402344,25.2,1
2020-04-07 17:02:52.000033,35.0,0.30063796043395996,25.8,1
2020-04-07 17:04:10.000748,78.0,0.2930300235748291,25.6,1
2020-04-07 17:04:31.000752,21.0,0.29401254653930664,25.4,1
2020-04-07 17:08:20.000463,228.0,0.29376745223999023,24.8,1
2020-04-07 17:08:47.000253,26.0,0.29785823822021484,25.0,1
2020-04-07 17:09:04.000038,16.0,0.2934446334838867,25.4,1
2020-04-07 17:09:23.000163,19.0,0.46717262268066406,18.9,1
2020-04-07 17:10:17.000775,54.0,0.300778865814209,27.7,1
2020-04-07 17:11:44.000343,86.0,0.2936420440673828,25.4,1
2020-04-07 17:12:57.000725,73.0,0.2960498332977295,25.4,1
2020-04-07 17:13:01.000444,3.0,0.2949039936065674,25.4,1
2020-04-07 17:15:45.000744,164.0,0.2966787815093994,25.4,1
2020-04-07 17:17:31.000011,105.0,17.886327266693115,1.3,1
2020-04-07 17:19:48.000642,137.0,0.29284071922302246,24.8,1
2020-04-07 17:20:31.000265,42.0,0.29874563217163086,25.2,1
2020-04-07 17:20:41.000161,9.0,4.8569769859313965,2.0,1
2020-04-07 17:21:15.000219,34.0,0.2991809844970703,28.0,1
2020-04-07 17:21:50.000667,35.0,0.295520544052124,24.8,1
2020-04-07 17:22:55.000034,64.0,0.29324841499328613,25.6,1
2020-04-07 17:23:27.000019,31.0,0.29236865043640137,25.0,1
2020-04-07 17:23:45.000852,18.0,0.30219006538391113,28.6,1
2020-04-07 17:27:55.000134,249.0,0.29898738861083984,25.0,1
2020-04-07 17:28:47.000601,52.0,0.8089845180511475,9.3,1
2020-04-07 17:31:07.000597,139.0,3.6773645877838135,3.1,1
2020-04-07 17:31:34.000169,26.0,0.29508137702941895,25.4,1
2020-04-07 17:32:27.000490,53.0,0.7691941261291504,11.4,1
2020-04-07 17:33:18.000301,50.0,0.2937197685241699,25.4,1
2020-04-07 17:37:31.000723,253.0,0.29532504081726074,26.1,1
2020-04-07 17:38:52.000602,80.0,0.3482193946838379,25.0,1
2020-04-07 17:39:20.000411,27.0,0.2940981388092041,25.6,1
2020-04-07 17:39:43.000078,22.0,0.29292726516723633,25.0,1
2020-04-07 17:40:23.000833,40.0,6.55908989906311,2.2,1
2020-04-07 17:40:29.000645,5.0,0.2998213768005371,25.0,1
2020-04-07 17:41:02.000251,32.0,0.29320740699768066,25.0,1
2020-04-07 17:42:32.000491,90.0,0.3038012981414795,31.1,1
2020-04-07 17:42:58.000232,25.0,0.29287075996398926,25.0,1
2020-04-07 17:43:22.000620,24.0,0.2925379276275635,24.8,1
2020-04-07 17:45:38.000242,135.0,0.29947495460510254,25.2,1
2020-04-07 17:45:56.000070,17.0,0.29239368438720703,25.0,1
2020-04-07 17:46:08.000102,12.0,0.29369187355041504,25.0,1
2020-04-07 17:46:45.000661,37.0,0.2923877239227295,25.0,1
2020-04-07 17:47:02.000430,16.0,0.2932910919189453,25.4,1
2020-04-07 17:49:38.000509,156.0,12.121463775634766,2.7,1
2020-04-07 17:50:26.000948,48.0,0.2925693988800049,25.0,1
2020-04-07 17:52:00.000299,93.0,0.29774045944213867,25.8,1
2020-04-07 17:52:14.000039,13.0,0.38901805877685547,1.0,1
2020-04-07 17:52:14.000572,0.0,0.2959437370300293,25.4,1
