time_since_last_recording,latency,cost,reliability
2020-36-07 16:36:15.000250,6.475614547729492,26.0,1,0.0
2020-39-07 16:39:33.000737,6.544496059417725,27.4,1,198.0
2020-40-07 16:40:01.000476,6.402809143066406,26.3,1,27.0
2020-41-07 16:41:30.000745,6.458431959152222,26.6,1,89.0
2020-44-07 16:44:41.000679,6.429682493209839,26.0,1,190.0
2020-46-07 16:46:36.000881,6.415752172470093,25.9,1,115.0
2020-47-07 16:47:12.000535,6.39819073677063,26.7,1,35.0
2020-48-07 16:48:32.000698,6.385400772094727,27.2,1,80.0
2020-50-07 16:50:58.000494,6.3838982582092285,26.2,1,145.0
2020-52-07 16:52:24.000227,6.504648208618164,27.1,1,85.0
2020-55-07 16:55:59.000591,6.477485418319702,26.3,1,215.0
2020-56-07 16:56:21.000411,7.307549953460693,23.3,1,21.0
2020-56-07 16:56:22.000594,6.436444282531738,26.4,1,1.0
2020-57-07 16:57:49.000309,7.537175416946411,23.2,1,86.0
2020-58-07 16:58:11.000815,6.484328031539917,25.9,1,22.0
2020-58-07 16:58:59.000509,6.387298345565796,26.3,1,47.0
2020-59-07 16:59:39.000896,6.611974477767944,25.7,1,40.0
2020-02-07 17:02:01.000111,6.3990795612335205,26.1,1,141.0
2020-02-07 17:02:18.000279,6.405812501907349,26.4,1,17.0
2020-03-07 17:03:24.000019,6.468188047409058,27.3,1,65.0
2020-03-07 17:03:36.000826,6.500145673751831,26.4,1,12.0
2020-03-07 17:03:42.000679,6.387087821960449,27.3,1,5.0
2020-05-07 17:05:12.000713,6.500251054763794,26.0,1,90.0
2020-05-07 17:05:58.000541,6.4666972160339355,26.7,1,45.0
2020-07-07 17:07:01.000486,6.40229058265686,26.4,1,62.0
2020-08-07 17:08:17.000597,6.480057954788208,25.8,1,76.0
2020-09-07 17:09:19.000927,6.510946273803711,26.4,1,62.0
2020-12-07 17:12:00.000012,7.239813327789307,23.4,1,160.0
2020-12-07 17:12:18.000016,6.387899875640869,25.9,1,18.0
2020-12-07 17:12:57.000254,6.369824409484863,25.8,1,39.0
2020-14-07 17:14:43.000161,6.3995091915130615,26.8,1,105.0
2020-15-07 17:15:22.000742,6.386736154556274,25.8,1,39.0
2020-15-07 17:15:57.000148,6.418623447418213,26.2,1,34.0
2020-17-07 17:17:34.000453,6.390418291091919,26.4,1,97.0
2020-21-07 17:21:18.000202,6.464493036270142,26.3,1,223.0
2020-21-07 17:21:23.000845,6.427687883377075,25.9,1,5.0
2020-22-07 17:22:28.000096,6.511970043182373,27.1,1,64.0
2020-23-07 17:23:46.000492,6.415607690811157,26.0,1,78.0
2020-24-07 17:24:40.000452,6.426758050918579,27.1,1,53.0
2020-27-07 17:27:14.000634,6.526561498641968,26.3,1,154.0
2020-27-07 17:27:37.000779,6.552829265594482,25.5,1,23.0
2020-28-07 17:28:00.000357,6.400402784347534,26.3,1,22.0
2020-30-07 17:30:12.000697,6.378990173339844,26.2,1,132.0
2020-30-07 17:30:58.000044,6.361374616622925,26.0,1,45.0
2020-31-07 17:31:32.000287,6.439727306365967,26.3,1,34.0
2020-32-07 17:32:34.000085,6.434712648391724,26.4,1,61.0
2020-32-07 17:32:48.000403,6.419787406921387,26.0,1,14.0
2020-33-07 17:33:15.000498,6.437135457992554,26.4,1,27.0
2020-33-07 17:33:45.000592,6.402928590774536,26.2,1,30.0
2020-33-07 17:33:48.000254,6.41340970993042,25.9,1,2.0
2020-34-07 17:34:40.000325,6.435506105422974,26.4,1,52.0
2020-35-07 17:35:57.000606,6.395309209823608,26.2,1,77.0
2020-37-07 17:37:07.000206,6.55786395072937,25.9,1,69.0
