time_since_last_recording,latency,cost,reliability,time_since_last_ping,last_ping
894.0,31.147279024124146,2.4,1,395.0,0.065
1499.0,37.88283133506775,2.9,1,1000.0,0.065
1167.0,34.37597966194153,2.9,1,625.0,0.064
921.0,26.586370944976807,2.8,1,215.0,0.065
1537.0,31.560479640960693,2.5,1,1154.0,0.065
1432.0,27.133251190185547,4.3,1,1101.0,0.064
870.0,34.8123996257782,2.7,1,859.0,0.064
1817.0,26.42882013320923,3.5,1,586.0,0.064
944.0,27.57822871208191,3.2,1,259.0,0.065
1066.0,27.76193904876709,2.8,1,785.0,0.065
859.0,32.68023681640625,2.7,1,424.0,0.065
1649.0,35.319719314575195,2.5,1,605.0,0.065
824.0,41.8789279460907,2.1,1,1429.0,0.065
1227.0,34.084471702575684,2.9,1,1191.0,0.064
1688.0,31.609304904937744,3.5,1,654.0,0.065
1898.0,37.123695373535156,3.4,1,5.0,0.065
942.0,34.990246534347534,3.0,1,4.0,0.065
1272.0,36.12545418739319,2.3,1,4.0,0.064
645.0,30.053354740142822,3.1,1,650.0,0.064
2055.0,32.278810024261475,3.5,1,113.0,0.065
976.0,27.044896841049194,3.6,1,1090.0,0.065
1308.0,32.930726766586304,2.6,1,557.0,0.065
1427.0,34.61049747467041,2.9,1,735.0,0.065
522.0,28.599229097366333,3.0,1,333.0,0.065
