timestamp,time_since_last_recording,latency,cost,reliability,ping_timestamp,time_since_last_ping,ping_success,ping_time
2020-04-07 16:35:33.000928,0.0,1.730062484741211,5.4,1,,0.0,0,0.0
2020-04-07 16:38:42.000819,188.0,1.7081530094146729,5.3,1,,0.0,0,0.0
2020-04-07 16:38:58.000822,16.0,1.6900453567504883,5.9,1,,0.0,0,0.0
2020-04-07 16:41:47.000568,168.0,1.7099933624267578,4.4,1,,0.0,0,0.0
2020-04-07 16:45:18.000446,210.0,1.687835931777954,5.9,1,2020-04-07 16:44:15.000163,63.0,1,85.927
2020-04-07 16:46:30.000990,72.0,1.7086195945739746,5.0,1,2020-04-07 16:44:15.000163,135.0,1,85.927
2020-04-07 16:47:59.000522,88.0,1.7099790573120117,5.1,1,2020-04-07 16:47:38.000031,21.0,1,85.934
2020-04-07 16:49:42.000421,102.0,1.7079873085021973,5.4,1,2020-04-07 16:48:23.000786,78.0,1,85.933
2020-04-07 16:50:18.000830,36.0,1.7319092750549316,6.3,1,2020-04-07 16:48:23.000786,115.0,1,85.933
2020-04-07 16:51:00.000035,41.0,1.7098217010498047,5.7,1,2020-04-07 16:48:23.000786,156.0,1,85.933
2020-04-07 16:51:24.000749,24.0,1.7102155685424805,4.1,1,2020-04-07 16:48:23.000786,180.0,1,85.933
2020-04-07 16:53:16.000831,112.0,1.686969518661499,7.0,1,2020-04-07 16:48:23.000786,293.0,1,85.933
2020-04-07 16:54:43.000467,86.0,1.7094433307647705,5.8,1,2020-04-07 16:54:20.000619,22.0,1,85.781
2020-04-07 16:54:51.000128,7.0,1.7079856395721436,6.5,1,2020-04-07 16:54:45.000686,5.0,1,85.815
2020-04-07 16:54:52.000633,1.0,1.7297587394714355,5.1,1,2020-04-07 16:54:45.000686,6.0,1,85.815
2020-04-07 16:56:09.000984,77.0,1.7100677490234375,5.1,1,2020-04-07 16:54:45.000686,84.0,1,85.815
2020-04-07 16:58:32.000765,142.0,1.71101713180542,5.0,1,2020-04-07 16:57:34.000571,58.0,1,85.921
2020-04-07 16:59:34.000025,61.0,1.7113919258117676,5.7,1,2020-04-07 16:59:32.000188,1.0,1,85.909
2020-04-07 17:01:05.000315,91.0,1.6870105266571045,5.4,1,2020-04-07 17:00:54.000739,10.0,1,85.926
2020-04-07 17:02:16.000609,71.0,1.7090225219726562,6.1,1,2020-04-07 17:01:37.000252,39.0,1,85.99
2020-04-07 17:02:51.000037,34.0,1.7301037311553955,5.5,1,2020-04-07 17:01:37.000252,73.0,1,85.99
2020-04-07 17:03:14.000650,23.0,1.7118475437164307,4.7,1,2020-04-07 17:01:37.000252,97.0,1,85.99
2020-04-07 17:03:47.000083,32.0,2.4828133583068848,4.3,1,2020-04-07 17:03:29.000307,17.0,1,85.897
2020-04-07 17:05:12.000670,85.0,1.7084455490112305,6.4,1,2020-04-07 17:03:48.000677,83.0,1,85.947
2020-04-07 17:09:03.000795,231.0,1.6873352527618408,4.9,1,2020-04-07 17:08:11.000123,52.0,1,85.781
2020-04-07 17:10:04.000991,61.0,1.7109098434448242,5.0,1,2020-04-07 17:09:07.000477,57.0,1,85.828
2020-04-07 17:10:42.000504,37.0,1.6892144680023193,5.2,1,2020-04-07 17:09:07.000477,95.0,1,85.828
2020-04-07 17:11:45.000657,63.0,1.7112693786621094,4.6,1,2020-04-07 17:09:07.000477,158.0,1,85.828
2020-04-07 17:12:03.000830,18.0,1.7325036525726318,6.3,1,2020-04-07 17:09:07.000477,176.0,1,85.828
2020-04-07 17:13:14.000988,71.0,1.6886746883392334,6.3,1,2020-04-07 17:09:07.000477,247.0,1,85.828
2020-04-07 17:13:55.000784,40.0,1.7125482559204102,5.2,1,2020-04-07 17:13:24.000701,31.0,1,85.864
2020-04-07 17:15:46.000777,110.0,1.709824800491333,7.4,1,2020-04-07 17:14:49.000699,57.0,1,85.91
2020-04-07 17:15:58.000545,11.0,1.709280014038086,5.8,1,2020-04-07 17:14:49.000699,68.0,1,85.91
2020-04-07 17:18:02.000776,124.0,1.710951328277588,5.7,1,2020-04-07 17:14:49.000699,193.0,1,85.91
2020-04-07 17:19:23.000031,80.0,1.6875560283660889,6.4,1,2020-04-07 17:18:10.000096,72.0,1,85.879
2020-04-07 17:21:22.000502,119.0,1.6871676445007324,5.9,1,2020-04-07 17:21:00.000840,21.0,1,85.907
2020-04-07 17:22:38.000627,76.0,1.686471700668335,6.1,1,2020-04-07 17:21:47.000479,51.0,1,86.096
2020-04-07 17:23:19.000988,41.0,1.7103829383850098,5.6,1,2020-04-07 17:21:47.000479,92.0,1,86.096
2020-04-07 17:24:00.000370,40.0,1.687948226928711,5.7,1,2020-04-07 17:23:55.000980,4.0,1,85.836
2020-04-07 17:26:57.000307,176.0,1.7083730697631836,5.7,1,2020-04-07 17:26:34.000019,23.0,1,85.878
2020-04-07 17:28:12.000412,75.0,1.6969406604766846,5.9,1,2020-04-07 17:26:58.000506,73.0,1,85.81
2020-04-07 17:28:31.000084,18.0,1.7177648544311523,5.3,1,2020-04-07 17:26:58.000506,92.0,1,85.81
2020-04-07 17:28:39.000983,8.0,1.688565731048584,5.4,1,2020-04-07 17:26:58.000506,101.0,1,85.81
2020-04-07 17:29:26.000008,46.0,1.711916208267212,4.5,1,2020-04-07 17:28:54.000064,31.0,1,85.819
2020-04-07 17:29:34.000661,8.0,1.7105441093444824,5.2,1,2020-04-07 17:28:54.000064,40.0,1,85.819
2020-04-07 17:30:02.000519,27.0,1.7079954147338867,4.6,1,2020-04-07 17:28:54.000064,68.0,1,85.819
2020-04-07 17:30:37.000493,34.0,1.6910054683685303,4.9,1,2020-04-07 17:28:54.000064,103.0,1,85.819
2020-04-07 17:31:14.000526,37.0,1.692047119140625,4.3,1,2020-04-07 17:30:59.000807,14.0,1,85.795
2020-04-07 17:32:44.000083,89.0,1.6863646507263184,4.9,1,2020-04-07 17:30:59.000807,104.0,1,85.795
2020-04-07 17:33:28.000741,44.0,1.7310216426849365,5.6,1,2020-04-07 17:33:24.000708,4.0,1,85.858
2020-04-07 17:33:52.000463,23.0,1.708845853805542,6.3,1,2020-04-07 17:33:24.000708,27.0,1,85.858
2020-04-07 17:34:23.000732,31.0,1.6896228790283203,5.0,1,2020-04-07 17:34:08.000361,15.0,1,85.872
2020-04-07 17:35:55.000678,91.0,1.7306077480316162,5.0,1,2020-04-07 17:34:08.000361,107.0,1,85.872
2020-04-07 17:36:28.000747,33.0,1.7325451374053955,5.5,1,2020-04-07 17:34:08.000361,140.0,1,85.872
