time_since_last_recording,latency,cost,reliability,time_since_last_ping,last_ping
1400.0,10.65930962562561,6.6,1,858.0,0.105
1708.0,10.375667572021484,6.3,1,835.0,0.105
970.0,10.819918870925903,7.5,1,475.0,0.105
1761.0,10.36562466621399,4.8,1,726.0,0.105
875.0,10.384711503982544,7.3,1,710.0,0.105
1427.0,10.54217004776001,8.7,1,113.0,0.105
1161.0,10.189023494720459,6.8,1,1274.0,0.105
866.0,10.186362504959106,6.5,1,432.0,0.105
1226.0,10.746647596359253,6.8,1,195.0,0.105
1076.0,10.389667272567749,9.9,1,580.0,0.105
1188.0,13.745625734329224,7.4,1,486.0,0.105
1429.0,10.560050249099731,7.0,1,323.0,0.105
2001.0,10.202072620391846,7.0,1,1405.0,0.105
501.0,10.54815411567688,6.4,1,138.0,0.105
1588.0,10.696655750274658,6.7,1,794.0,0.105
890.0,14.321703672409058,5.9,1,720.0,0.104
2003.0,12.689507722854614,6.4,1,623.0,0.105
767.0,12.379361152648926,6.5,1,293.0,0.105
1522.0,12.144206762313843,7.0,1,392.0,0.105
1286.0,10.466420650482178,6.2,1,664.0,0.105
1211.0,10.536619424819946,6.7,1,283.0,0.105
852.0,10.32116961479187,6.9,1,1136.0,0.105
1497.0,10.447024583816528,8.1,1,849.0,0.105
901.0,11.463378429412842,6.7,1,479.0,0.105
1627.0,10.495689392089844,6.6,1,818.0,0.104
