time_since_last_recording,latency,cost,reliability
0,5.668332576751709,26.5,1
2138.0,5.574143171310425,26.5,1
682.0,5.533074378967285,26.1,1
1697.0,7.72564697265625,34.0,1
1375.0,5.550307273864746,25.6,1
1558.0,7.939099073410034,25.9,1
1210.0,5.538890600204468,25.7,1
688.0,5.508153200149536,26.5,1
2096.0,7.591659307479858,25.9,1
1278.0,5.613950490951538,26.4,1
1096.0,5.50576114654541,26.8,1
1582.0,5.533029079437256,25.2,1
1813.0,5.817441940307617,27.2,1
1357.0,6.9435155391693115,30.5,1
1307.0,5.5454490184783936,25.9,1
1371.0,7.13273024559021,29.5,1
672.0,7.659087896347046,33.4,1
1262.0,5.51712703704834,26.6,1
1581.0,6.703041076660156,30.4,1
1013.0,5.643537282943726,26.1,1
1777.0,5.771105766296387,26.4,1
367.0,5.5638062953948975,29.1,1
1409.0,8.246025800704956,33.1,1
1210.0,5.641461372375488,26.4,1
1971.0,5.515634775161743,25.7,1
840.0,5.6134727001190186,27.5,1
729.0,5.469189167022705,25.6,1
1932.0,5.78462815284729,27.3,1
1294.0,5.553427696228027,26.0,1
1073.0,5.567353010177612,26.3,1
1051.0,5.599170446395874,26.6,1
1439.0,5.49878716468811,25.7,1
1396.0,5.707375764846802,26.5,1
1283.0,5.592991828918457,26.0,1
920.0,5.591718673706055,25.9,1
1046.0,6.025467157363892,30.6,1
1982.0,5.80435585975647,25.9,1
1249.0,5.525997638702393,25.9,1
838.0,8.19532561302185,33.9,1
917.0,5.5344319343566895,26.0,1
2049.0,5.653217077255249,26.4,1
1252.0,5.5759758949279785,25.7,1
909.0,5.61135196685791,26.2,1
864.0,5.683154821395874,26.9,1
1950.0,5.614895582199097,26.1,1
495.0,5.636333227157593,26.5,1
1663.0,5.517751216888428,25.9,1
870.0,5.604077577590942,26.0,1
1389.0,6.5807044506073,29.4,1
1803.0,5.87500786781311,27.6,1
567.0,5.843029022216797,27.8,1
1194.0,5.879667282104492,27.5,1
2003.0,5.725544214248657,26.6,1
235.0,5.493699312210083,25.7,1
1632.0,5.62618613243103,26.5,1
1117.0,5.626502990722656,26.2,1
1153.0,5.735843181610107,26.0,1
1663.0,5.608229160308838,26.1,1
893.0,8.282324075698853,35.8,1
1922.0,5.717199087142944,26.9,1
1045.0,5.607013940811157,26.5,1
643.0,6.240633487701416,28.7,1
1138.0,5.5261547565460205,25.9,1
1972.0,5.572683811187744,25.7,1
1109.0,5.595775365829468,26.1,1
537.0,5.721526622772217,26.7,1
1308.0,6.192448377609253,28.5,1
1276.0,5.560069799423218,25.9,1
1481.0,5.579825401306152,25.9,1
1372.0,5.768526554107666,29.9,1
1741.0,8.148936748504639,33.6,1
1130.0,5.808200120925903,26.9,1
1335.0,5.542379379272461,25.8,1
804.0,5.50700569152832,29.0,1
1720.0,7.167302370071411,31.5,1
1111.0,5.591171026229858,30.5,1
1334.0,5.637614488601685,26.3,1
1305.0,5.726053953170776,26.2,1
590.0,6.0258872509002686,27.8,1
1940.0,5.509371995925903,25.6,1
1467.0,5.52927041053772,27.3,1
1084.0,5.656667947769165,26.7,1
1506.0,6.413437843322754,28.6,1
1162.0,5.9208595752716064,27.2,1
1016.0,6.1752238273620605,28.3,1
1183.0,5.5247557163238525,26.2,1
1741.0,5.607568025588989,26.0,1
