time_since_last_recording,latency,cost,reliability,time_since_last_ping,last_ping
0,13.66457986831665,5.7,1,0.0,0.0
1905.0,13.803423643112183,6.2,1,866.0,0.153
583.0,13.570932149887085,4.5,1,52.0,0.138
2045.0,13.826738595962524,5.7,1,931.0,0.187
1151.0,13.468149185180664,6.3,1,228.0,0.139
1308.0,13.824983358383179,6.3,1,182.0,0.139
1060.0,14.023968935012817,5.9,1,250.0,0.139
1342.0,13.996688842773438,5.8,1,382.0,0.139
1404.0,14.61103630065918,6.6,1,13.0,0.139
1747.0,14.455878257751465,6.4,1,507.0,0.139
1810.0,14.338352918624878,5.3,1,1576.0,0.141
1428.0,14.389071941375732,6.6,1,1349.0,0.144
711.0,15.378742218017578,5.1,1,484.0,0.144
1227.0,14.22225046157837,6.4,1,236.0,0.144
1592.0,14.275774955749512,5.8,1,165.0,0.143
1006.0,14.223206520080566,6.4,1,439.0,0.144
1351.0,14.063070297241211,5.3,1,843.0,0.143
1520.0,13.608309745788574,5.6,1,1025.0,0.139
1324.0,13.601728677749634,6.1,1,410.0,0.139
1210.0,13.745781183242798,7.4,1,380.0,0.14
1350.0,13.643493890762329,6.2,1,952.0,0.138
852.0,13.375175952911377,5.9,1,445.0,0.138
1384.0,15.742180585861206,6.0,1,745.0,0.14
1570.0,14.450331211090088,5.6,1,666.0,0.143
886.0,13.405405044555664,5.9,1,859.0,0.151
1366.0,13.468506336212158,6.4,1,686.0,0.144
942.0,13.7545325756073,5.8,1,414.0,0.143
1818.0,14.385547876358032,6.1,1,1013.0,0.142
1248.0,13.950132608413696,6.1,1,912.0,0.144
997.0,13.88948130607605,7.0,1,277.0,0.144
1258.0,13.54619550704956,6.6,1,540.0,0.143
1584.0,14.192293167114258,5.7,1,693.0,0.143
1139.0,14.778820276260376,5.7,1,4.0,0.139
1053.0,14.22955584526062,5.8,1,1057.0,0.139
1751.0,14.691868543624878,8.1,1,233.0,0.144
531.0,13.811669826507568,5.6,1,764.0,0.144
1396.0,13.6809663772583,6.1,1,349.0,0.142
1515.0,14.160017967224121,8.1,1,1185.0,0.143
1570.0,14.660721778869629,5.6,1,17.0,0.144
1168.0,15.403313159942627,5.2,1,75.0,0.141
997.0,14.317493438720703,5.6,1,1072.0,0.141
1123.0,16.876947164535522,4.8,1,665.0,0.144
1064.0,16.18153667449951,5.6,1,503.0,0.144
1183.0,15.997765302658081,5.7,1,1686.0,0.144
1188.0,15.877380132675171,5.2,1,695.0,0.169
1295.0,14.356401681900024,5.5,1,26.0,0.144
1655.0,14.192081212997437,6.0,1,652.0,0.144
1624.0,16.136452198028564,5.7,1,1158.0,0.165
506.0,16.178627014160156,5.2,1,122.0,0.165
1337.0,14.087689876556396,5.8,1,516.0,0.144
1884.0,14.51057505607605,5.8,1,1155.0,0.143
837.0,14.427923202514648,6.1,1,786.0,0.144
1384.0,15.0234215259552,6.0,1,444.0,0.164
882.0,17.13728976249695,5.2,1,764.0,0.144
1153.0,15.392228841781616,5.3,1,156.0,0.143
1364.0,14.133269786834717,6.6,1,438.0,0.144
1120.0,15.844350576400757,5.1,1,323.0,0.143
1316.0,15.486322402954102,4.9,1,1004.0,0.143
1505.0,17.08993887901306,4.8,1,1137.0,0.164
1314.0,14.199341297149658,5.9,1,1007.0,0.143
766.0,14.34028172492981,5.4,1,107.0,0.143
1718.0,14.612036943435669,5.6,1,65.0,0.143
1421.0,14.081247091293335,5.6,1,345.0,0.144
971.0,15.257839441299438,6.0,1,1316.0,0.144
710.0,14.093618392944336,6.3,1,257.0,0.144
1983.0,14.495875120162964,6.3,1,924.0,0.144
1071.0,14.298214435577393,5.7,1,14.0,0.144
582.0,14.032107830047607,6.3,1,596.0,0.144
1866.0,15.536131858825684,5.4,1,100.0,0.143
1249.0,14.209087610244751,5.7,1,1349.0,0.143
992.0,15.067599773406982,6.5,1,765.0,0.139
931.0,13.795440673828125,7.9,1,559.0,0.139
1273.0,13.99145793914795,5.4,1,736.0,0.14
1943.0,14.179787158966064,6.1,1,682.0,0.138
628.0,13.621031999588013,8.4,1,362.0,0.139
1699.0,13.406461715698242,6.0,1,724.0,0.138
1313.0,13.371510028839111,5.9,1,706.0,0.138
866.0,13.997690677642822,6.1,1,346.0,0.138
1127.0,13.305426597595215,8.4,1,1473.0,0.138
1950.0,13.529331922531128,6.6,1,1212.0,0.138
767.0,13.544250726699829,6.1,1,611.0,0.138
1795.0,14.100149631500244,5.5,1,835.0,0.138
835.0,13.948855638504028,8.0,1,352.0,0.138
1055.0,13.734516620635986,6.4,1,427.0,0.139
1310.0,13.577252388000488,5.9,1,575.0,0.14
1994.0,13.762372255325317,7.2,1,20.0,0.14
992.0,13.87565302848816,5.7,1,1012.0,0.14
1321.0,14.30935525894165,6.3,1,913.0,0.14
1575.0,16.6095449924469,6.2,1,1361.0,0.14
781.0,13.438666820526123,7.0,1,322.0,0.139
964.0,13.813398122787476,7.9,1,1287.0,0.139
2025.0,13.766488313674927,6.0,1,110.0,0.139
499.0,13.444032907485962,6.2,1,609.0,0.139
1899.0,13.501348495483398,6.6,1,1150.0,0.139
1324.0,14.397974729537964,7.0,1,82.0,0.139
980.0,13.65095591545105,6.0,1,1063.0,0.139
1156.0,13.763589143753052,5.8,1,943.0,0.14
1004.0,14.228906393051147,5.5,1,365.0,0.14
1774.0,13.528703451156616,6.4,1,862.0,0.14
1141.0,14.503382682800293,5.5,1,822.0,0.14
1499.0,13.666990756988525,6.4,1,915.0,0.14
1314.0,13.621095418930054,5.7,1,691.0,0.14
1704.0,13.669170141220093,6.0,1,2395.0,0.14
2323.0,15.180609226226807,6.3,1,625.0,0.139
1412.0,13.586223125457764,5.6,1,824.0,0.14
1607.0,13.488190650939941,6.3,1,1502.0,0.139
968.0,14.607171535491943,5.6,1,486.0,0.139
611.0,13.72021484375,6.6,1,134.0,0.139
1373.0,14.15033221244812,5.6,1,474.0,0.139
1522.0,14.376081705093384,5.4,1,202.0,0.139
1479.0,14.591304540634155,7.5,1,446.0,0.139
1514.0,13.455301523208618,6.0,1,14.0,0.139
422.0,14.167054414749146,5.9,1,436.0,0.139
1691.0,13.720641613006592,7.4,1,1114.0,0.139
1288.0,13.425746440887451,7.6,1,388.0,0.139
920.0,13.482703685760498,6.0,1,251.0,0.139
1505.0,13.604835748672485,6.5,1,5.0,0.139
1226.0,15.669333934783936,7.4,1,1231.0,0.139
790.0,13.612330436706543,5.9,1,513.0,0.139
1605.0,14.993768692016602,6.9,1,996.0,0.139
1111.0,13.440178155899048,6.5,1,741.0,0.139
1711.0,13.715938329696655,5.6,1,171.0,0.139
1480.0,15.26652216911316,5.4,1,1652.0,0.139
521.0,15.777421236038208,7.6,1,375.0,0.139
1575.0,14.524715423583984,5.5,1,848.0,0.15
1228.0,14.243219375610352,5.7,1,751.0,0.14
1583.0,14.49750280380249,5.3,1,1216.0,0.15
1376.0,14.812530279159546,6.3,1,17.0,0.15
368.0,15.343806028366089,6.0,1,385.0,0.15
1194.0,13.463722467422485,5.9,1,1580.0,0.15
1777.0,14.512709140777588,6.5,1,810.0,0.139
1541.0,24.290552616119385,3.2,1,112.0,0.259
548.0,13.571741580963135,5.7,1,661.0,0.259
1753.0,40.12411189079285,2.8,1,708.0,0.243
1013.0,23.50331211090088,4.4,1,812.0,0.302
1191.0,23.530889987945557,3.7,1,526.0,0.25
1443.0,13.812159061431885,6.9,1,763.0,0.244
1341.0,14.045353412628174,6.2,1,892.0,0.139
1846.0,13.86679744720459,5.9,1,825.0,0.14
726.0,13.406050205230713,6.1,1,566.0,0.14
1495.0,13.835250616073608,5.9,1,802.0,0.14
1443.0,13.65866470336914,6.8,1,1009.0,0.139
787.0,13.881343126296997,5.9,1,500.0,0.14
1645.0,14.20180892944336,6.8,1,1158.0,0.14
772.0,13.550205707550049,6.6,1,10.0,0.139
1905.0,13.491549253463745,6.8,1,247.0,0.139
362.0,14.227406740188599,6.9,1,610.0,0.139
2093.0,13.336057901382446,6.0,1,1188.0,0.139
837.0,14.374635934829712,6.8,1,707.0,0.139
1052.0,13.64279842376709,5.7,1,1760.0,0.139
