time_since_last_recording,latency,cost,reliability
0,57.83525633811951,29.6,1
1234.0,60.97529864311218,31.4,1
1722.0,61.17882585525513,30.5,1
1503.0,61.48088192939758,31.9,1
553.0,58.19865036010742,30.3,1
2165.0,62.45973014831543,30.6,1
614.0,60.42336416244507,30.0,1
1717.0,58.36963605880737,29.7,1
1010.0,61.599579095840454,31.1,1
2258.0,60.869641065597534,31.6,1
1204.0,57.884175539016724,29.3,1
1554.0,60.82291007041931,30.4,1
1528.0,57.85722517967224,29.5,1
1230.0,60.29871153831482,30.5,1
707.0,57.9935839176178,29.7,1
1782.0,61.64755964279175,29.9,1
1144.0,57.80746793746948,29.2,1
1406.0,61.65177941322327,32.1,1
1394.0,58.08227300643921,29.6,1
1073.0,59.28978109359741,31.5,1
650.0,58.34351086616516,30.0,1
1574.0,60.59113526344299,28.3,1
725.0,57.79703068733215,30.1,1
1816.0,57.76133894920349,30.3,1
1099.0,60.96444654464722,29.5,1
1741.0,60.25328183174133,29.1,1
874.0,59.82561135292053,29.2,1
1616.0,58.10031843185425,30.5,1
526.0,60.11151313781738,30.6,1
2058.0,60.48483943939209,28.9,1
1020.0,58.06179213523865,30.3,1
541.0,58.524383306503296,30.1,1
2186.0,58.91812801361084,30.1,1
398.0,61.11511206626892,32.1,1
1920.0,61.37209725379944,28.9,1
612.0,61.7297887802124,29.2,1
1204.0,59.41335964202881,29.5,1
1528.0,62.869938135147095,31.4,1
1165.0,59.26015830039978,29.4,1
1580.0,57.86987495422363,30.4,1
932.0,58.48276996612549,30.0,1
1329.0,62.30441880226135,29.6,1
1873.0,60.4123055934906,31.4,1
793.0,57.68288064002991,30.9,1
1019.0,58.497395277023315,30.3,1
1471.0,58.41833424568176,30.8,1
783.0,58.47909235954285,29.3,1
1783.0,57.990397453308105,29.0,1
1411.0,60.1671826839447,29.1,1
511.0,58.190858364105225,30.1,1
1595.0,58.533345222473145,30.2,1
1160.0,57.96169590950012,30.3,1
1159.0,58.296037435531616,30.0,1
1466.0,58.0633978843689,29.4,1
1498.0,57.98558306694031,29.2,1
1118.0,61.44301676750183,29.9,1
1043.0,58.26546597480774,29.5,1
791.0,58.14368796348572,30.4,1
1216.0,58.206156730651855,30.0,1
1491.0,60.72067213058472,30.5,1
1155.0,58.47187781333923,28.9,1
2006.0,59.88617181777954,29.4,1
855.0,60.27449822425842,30.5,1
926.0,58.55143070220947,30.8,1
1086.0,58.01937246322632,29.4,1
1410.0,58.148653745651245,30.4,1
1834.0,58.06934905052185,29.9,1
912.0,59.90617346763611,29.8,1
1461.0,60.530295848846436,29.2,1
1183.0,58.80618739128113,29.6,1
1358.0,61.98075985908508,31.4,1
473.0,59.73722529411316,29.1,1
1601.0,60.406708002090454,31.4,1
1839.0,62.10330367088318,29.8,1
1059.0,58.44843149185181,29.4,1
689.0,59.71760058403015,29.5,1
1287.0,58.95223951339722,31.0,1
1217.0,58.708802938461304,30.0,1
1287.0,58.93315386772156,30.2,1
1459.0,59.94284677505493,31.0,1
1447.0,57.671597719192505,29.3,1
957.0,58.813369035720825,29.9,1
1749.0,66.92872166633606,31.9,1
1655.0,58.47326374053955,30.2,1
761.0,60.205994606018066,29.5,1
1833.0,58.58998513221741,30.3,1
656.0,59.64872860908508,29.9,1
938.0,58.66037607192993,29.9,1
1794.0,57.68601727485657,30.2,1
1638.0,60.06856393814087,29.1,1
596.0,60.89669156074524,30.7,1
1716.0,58.56154990196228,31.9,1
1325.0,60.297866344451904,33.2,1
614.0,60.90432786941528,29.0,1
1190.0,58.655001640319824,29.1,1
1766.0,60.4491286277771,30.4,1
1187.0,58.345250844955444,30.3,1
943.0,61.450597286224365,30.7,1
1970.0,61.93139719963074,30.4,1
1551.0,57.52728724479675,29.4,1
1743.0,58.04846405982971,30.0,1
1051.0,57.94772219657898,29.1,1
2306.0,58.20363712310791,29.3,1
600.0,60.64527988433838,31.2,1
2220.0,58.09126424789429,29.2,1
914.0,60.22141933441162,28.8,1
1414.0,59.72173261642456,30.4,1
794.0,67.21209716796875,32.8,1
1432.0,59.37570762634277,30.6,1
1730.0,64.29792332649231,33.2,1
332.0,62.79119038581848,31.0,1
1248.0,58.980772495269775,30.1,1
2002.0,58.25432729721069,30.7,1
916.0,57.91255974769592,30.1,1
1352.0,60.402912616729736,32.2,1
982.0,61.11784553527832,31.4,1
1818.0,60.024866819381714,30.4,1
927.0,58.121644258499146,30.1,1
1362.0,59.477280616760254,29.4,1
1119.0,58.241785764694214,31.5,1
1653.0,58.48159074783325,30.1,1
850.0,59.45680618286133,31.0,1
1431.0,58.94500517845154,30.8,1
810.0,62.86505174636841,30.2,1
1939.0,58.16198658943176,30.2,1
1004.0,60.80576491355896,30.9,1
1175.0,61.7917366027832,30.5,1
1518.0,61.796932220458984,31.1,1
985.0,57.86157011985779,30.5,1
1025.0,61.902307748794556,29.7,1
1365.0,58.36454463005066,30.5,1
1211.0,57.84704804420471,30.2,1
815.0,58.44378113746643,30.7,1
1807.0,60.728198528289795,31.0,1
1254.0,58.41972279548645,30.0,1
1367.0,59.7632257938385,31.0,1
1492.0,60.90389680862427,29.2,1
1182.0,61.40015935897827,29.2,1
1375.0,58.296062707901,29.3,1
537.0,58.37637162208557,28.9,1
2199.0,58.00171971321106,30.3,1
545.0,59.46077084541321,30.7,1
1682.0,58.090811014175415,30.1,1
647.0,62.81094980239868,32.1,1
2068.0,60.938941955566406,30.4,1
1045.0,58.15437173843384,29.3,1
899.0,58.49330258369446,30.8,1
1172.0,59.80733585357666,30.8,1
1455.0,58.020073890686035,28.8,1
1305.0,60.523284673690796,30.9,1
