time_since_last_recording,latency,cost,reliability
639.0,64.90929698944092,29.2,1
1421.0,64.73261141777039,28.7,1
1448.0,64.48268461227417,29.9,1
1146.0,62.721073150634766,29.4,1
1004.0,64.01788902282715,29.9,1
1437.0,65.96287059783936,29.9,1
1162.0,64.42831039428711,28.9,1
1371.0,64.11570477485657,30.5,1
2070.0,63.530855655670166,28.8,1
655.0,64.51830983161926,29.4,1
1757.0,65.42340779304504,31.3,1
300.0,62.18041396141052,29.1,1
1572.0,61.320322036743164,28.4,1
919.0,62.074299812316895,29.2,1
1614.0,62.945191383361816,29.0,1
1945.0,65.15386867523193,29.7,1
1090.0,61.84084987640381,29.6,1
961.0,63.175774574279785,30.5,1
1265.0,61.91578030586243,27.7,1
1244.0,61.5934956073761,29.1,1
761.0,62.3326735496521,30.9,1
1299.0,61.21389365196228,27.3,1
1209.0,63.25623178482056,28.2,1
1707.0,60.793028116226196,28.3,1
