,Timestamp,Latency,Cost,Reliability,predLatency,predCost,predReliability
0,0,0.2660305,13.96396395,1,0.2660305,13.96396395,1
1,1762.557272,0.08171075,16.34491635,1,0.08171075,16.34491635,1
2,1787.950629,0.00117,13.06306305,1,0.00117,13.06306305,1
3,38664.26656,1.7267532,16.4092664,1,1.7267532,16.4092664,1
4,38916.14088,0.0117592,16.47361645,1,0.0117592,16.47361645,1
5,81828.77476,2.01422855,2.1235521,1,2.01422855,2.1235521,1
6,83913.61456,0.0966012,16.7953668,1,0.0966012,16.7953668,1
7,83949.4879,0.001645,17.37451735,1,0.001645,17.37451735,1
8,120933.3984,1.73658435,16.7310167,1,1.73658435,16.7310167,1
9,121188.5713,0.01191085,16.6023166,1,0.01191085,16.6023166,1
10,153827.2064,1.52833175,2.63835265,1,1.52833175,2.63835265,1
11,155728.4756,0.08808785,16.4092664,1,0.08808785,16.4092664,1
12,155751.0913,0.00104,16.28056625,1,0.00104,16.28056625,1
13,191945.7008,1.6996354,16.4092664,1,1.6996354,16.4092664,1
14,192198.658,0.0118258,16.28056625,1,0.0118258,16.28056625,1
15,227908.9559,1.672165,3.024453,1,1.672165,3.024453,1
16,229932.3217,0.09362715,16.34491635,1,0.09362715,16.34491635,1
17,229960.7222,0.001305,16.28056625,1,0.001305,16.28056625,1
18,266935.1655,1.7361427,16.4092664,1,1.7361427,16.4092664,1
19,267846.0317,0.0120375,16.9240669,1,0.0120375,16.9240669,1
20,281824.8436,0.6851341,5.984556,1,0.6851341,5.984556,1
21,283616.0568,0.0830231,16.28056625,1,0.0830231,16.28056625,1
22,283639.3827,0.001075,19.4980695,1,0.001075,19.4980695,1
23,321927.4417,1.76323595,16.6023166,1,1.76323595,16.6023166,1
24,86721496.68,0.01417885,14.67181465,1,0.01417885,14.67181465,1
25,86762003.02,1.90155205,4.1184041,1,1.90155205,4.1184041,1
26,86764030.68,0.0939809,16.2162162,1,0.0939809,16.2162162,1
27,86764059.71,0.00133,17.76061775,1,0.00133,17.76061775,1
28,86802499.93,1.79997055,16.34491635,1,1.79997055,16.34491635,1
29,86802752.77,0.0117888,16.47361645,1,0.0117888,16.47361645,1
30,86836968.14,1.6069719,2.05920205,1,1.6069719,2.05920205,1
31,86838774.83,0.08373565,16.34491635,1,0.08373565,16.34491635,1
32,86838802.09,0.001255,13.06306305,1,0.001255,13.06306305,1
33,86876013.91,1.7472668,16.7310167,1,1.7472668,16.7310167,1
34,86876281.37,0.01247905,16.6023166,1,0.01247905,16.6023166,1
35,86897206.2,0.9798228,4.05405405,1,0.9798228,4.05405405,1
36,86899010.51,0.08350535,16.28056625,1,0.08350535,16.28056625,1
37,86899033.7,0.001065,19.4980695,1,0.001065,19.4980695,1
38,86936936.16,1.74300775,16.47361645,1,1.74300775,16.47361645,1
39,173336403.2,0.0116207,15.76576575,1,0.0116207,15.76576575,1
40,173342845.1,0.30164925,13.7065637,1,0.30164925,13.7065637,1
41,173344827.8,0.09200175,16.34491635,1,0.09200175,16.34491635,1
42,173344850.1,0.001025,13.06306305,1,0.001025,13.06306305,1
43,173381271.5,1.7054527,16.7953668,1,1.7054527,16.7953668,1
44,173384329.5,0.14316825,1.8018018,1,0.14316825,1.8018018,1
45,173968342.8,27.39500395,0.57915055,0,27.39500395,0.57915055,1
46,173996275.8,0.67146055,3.7323037,1,0.67146055,3.7323037,1
47,173998794.2,0.0835642,16.34491635,1,0.0835642,16.34491635,1
48,260398379.3,0.001085,14.47876445,1,0.001085,14.47876445,1
49,260437352.4,1.8379218,16.47361645,1,1.8379218,16.47361645,1
50,260437601.1,1.9350923,16.28056625,1,1.9350923,16.28056625,1
51,260472610,0.8461272,3.024453,1,0.8461272,3.024453,1
52,260474712.4,0.09739895,16.4092664,1,0.09739895,16.4092664,1
53,260474737.2,0.00113,13.06306305,1,0.00113,13.06306305,1
54,260512584.4,1.77220985,16.7310167,1,1.77220985,16.7310167,1
55,260512847.7,1.8841674,16.7310167,1,1.8841674,16.7310167,1
56,260527678.9,0.347585,5.85585585,1,0.347585,5.85585585,1
57,260529355.7,0.09139995,16.34491635,1,0.09139995,16.34491635,1
58,260529608.1,0.001155,13.06306305,1,0.001155,13.06306305,1
59,260568022.5,1.82060495,16.47361645,1,1.82060495,16.47361645,1
60,260568303.8,1.92726055,16.4092664,1,1.92726055,16.4092664,1
61,260607706.3,0.93413095,3.28185325,1,0.93413095,3.28185325,1
62,260609512.4,0.0835928,16.34491635,1,0.0835928,16.34491635,1
63,260609535.1,0.001045,14.47876445,1,0.001045,14.47876445,1
64,260647264.6,1.77150715,16.7310167,1,1.77150715,16.7310167,1
65,260647547.9,1.8704223,16.7310167,1,1.8704223,16.7310167,1
66,260688293.9,0.99779055,1.54440155,1,0.99779055,1.54440155,1
67,260690298.3,0.0930225,16.28056625,1,0.0930225,16.28056625,1
68,260690323,0.001135,14.47876445,1,0.001135,14.47876445,1
69,260727724.7,1.75615875,16.4092664,1,1.75615875,16.4092664,1
70,260727975,1.8629113,16.15186615,1,1.8629113,16.15186615,1
71,260748680,0.48214425,4.63320465,1,0.48214425,4.63320465,1
72,260750007,0.08323385,16.34491635,1,0.08323385,16.34491635,1
73,260750032,0.001135,17.76061775,1,0.001135,17.76061775,1
74,260788681.1,1.8145711,16.47361645,1,1.8145711,16.47361645,1
75,260788955.6,1.91280055,17.05276705,1,1.91280055,17.05276705,1
76,260796911.2,0.18054765,12.93436295,1,0.18054765,12.93436295,1
77,260798833.6,0.0891139,16.47361645,1,0.0891139,16.47361645,1
78,260798864.5,0.00142,15.05791505,1,0.00142,15.05791505,1
79,260837708.7,1.82370305,16.6023166,1,1.82370305,16.6023166,1
80,260837968.1,1.9273361,16.4092664,1,1.9273361,16.4092664,1
81,261235279,16.8496133,0.77220075,1,16.8496133,0.77220075,1
82,261237201.5,0.089094,16.47361645,1,0.089094,16.47361645,1
83,261237224.4,0.001055,14.47876445,1,0.001055,14.47876445,1
84,261274982.3,1.76803195,16.4092664,1,1.76803195,16.4092664,1
85,261275260.8,1.87218035,17.18146715,1,1.87218035,17.18146715,1
86,261302719.2,0.6708571,3.6036036,1,0.6708571,3.6036036,1
87,261304713.2,0.09256585,16.4092664,1,0.09256585,16.4092664,1
88,261304736.5,0.00107,19.4980695,1,0.00107,19.4980695,1
89,261342545.7,1.7704346,16.53796655,1,1.7704346,16.53796655,1
90,261342816.4,1.87758455,17.6319176,1,1.87758455,17.6319176,1
91,261378815.2,0.85354875,3.024453,1,0.85354875,3.024453,1
92,261380641.7,0.0845832,16.47361645,1,0.0845832,16.47361645,1
93,261380664.8,0.001055,14.47876445,1,0.001055,14.47876445,1
94,261418433.3,1.77333985,16.53796655,1,1.77333985,16.53796655,1
95,261421365.2,1.9972504,2.1235521,1,1.9972504,2.1235521,1
96,261436519.6,0.3587678,5.984556,1,0.3587678,5.984556,1
97,261438020.1,0.0870605,16.28056625,1,0.0870605,16.28056625,1
98,261438043.9,0.001095,19.4980695,1,0.001095,19.4980695,1
99,261475579.1,1.7624077,16.85971685,1,1.7624077,16.85971685,1
100,261475886,1.86577165,14.54311455,1,1.86577165,14.54311455,1
101,261515866.1,0.9340161,3.47490345,1,0.9340161,3.47490345,1
102,261517896.9,0.09417045,16.6023166,1,0.09417045,16.6023166,1
103,261517920.2,0.00105,16.28056625,1,0.00105,16.28056625,1
104,261555782.2,1.77770945,16.53796655,1,1.77770945,16.53796655,1
105,261556026.3,1.88534255,16.0875161,1,1.88534255,16.0875161,1
106,261598493.3,1.02263765,1.73745175,1,1.02263765,1.73745175,1
107,261600461.9,0.09127275,16.4092664,1,0.09127275,16.4092664,1
108,261600486.9,0.001155,13.06306305,1,0.001155,13.06306305,1
109,261638840.7,1.7959358,16.15186615,1,1.7959358,16.15186615,1
110,261640942,1.95402495,3.6036036,1,1.95402495,3.6036036,1
111,261661793.1,0.50637855,4.1827542,1,0.50637855,4.1827542,1
112,261663589.1,0.08316145,16.28056625,1,0.08316145,16.28056625,1
113,261663611.9,0.001035,14.47876445,1,0.001035,14.47876445,1
114,261702112,1.80278595,16.4092664,1,1.80278595,16.4092664,1
115,261702407.7,1.901811,16.53796655,1,1.901811,16.53796655,1
116,261708625,0.1561366,14.993565,1,0.1561366,14.993565,1
117,261710475.5,0.0858364,16.34491635,1,0.0858364,16.34491635,1
118,261710499.1,0.001085,21.6216216,1,0.001085,21.6216216,1
119,261748942.8,1.8049553,16.7310167,1,1.8049553,16.7310167,1
120,261749255.3,1.90735785,16.66666665,1,1.90735785,16.66666665,1
121,262184352.1,2.0205354,0.7078507,1,2.0205354,0.7078507,1
122,262186577.9,0.10314725,16.4092664,1,0.10314725,16.4092664,1
123,262186605.4,0.001265,17.76061775,1,0.001265,17.76061775,1
124,262225075,1.80615645,16.7310167,1,1.80615645,16.7310167,1
125,262227390,2.0200923,2.1879022,1,2.0200923,2.1879022,1
126,262254808,0.6526384,3.34620335,1,0.6526384,3.34620335,1
127,262256566.2,0.0862289,16.53796655,1,0.0862289,16.53796655,1
128,262256591.7,0.001175,14.47876445,1,0.001175,14.47876445,1
129,262294741.6,1.78638715,16.47361645,1,1.78638715,16.47361645,1
130,262294999.7,1.88681475,15.95881595,1,1.88681475,15.95881595,1
131,262330531.3,0.848905,3.28185325,1,0.848905,3.28185325,1
132,262332370.8,0.08520745,16.4092664,1,0.08520745,16.4092664,1
133,262332395.7,0.001145,17.76061775,1,0.001145,17.76061775,1
134,262369998.2,1.76075195,16.28056625,1,1.76075195,16.28056625,1
135,262371085.3,1.8599871,16.15186615,1,1.8599871,16.15186615,1
136,262384430.1,0.3430124,5.66280565,1,0.3430124,5.66280565,1
137,262386384.2,0.0905911,16.2162162,1,0.0905911,16.2162162,1
138,262386407,0.001045,19.4980695,1,0.001045,19.4980695,1
139,262424076.3,1.7638823,16.34491635,1,1.7638823,16.34491635,1
140,262426907.2,1.9890266,1.994852,1,1.9890266,1.994852,1
141,262466699.4,0.94781945,3.6036036,1,0.94781945,3.6036036,1
142,262468606.9,0.08828555,16.34491635,1,0.08828555,16.34491635,1
143,262468631,0.00111,21.6216216,1,0.00111,21.6216216,1
144,262506261.5,1.7668741,16.28056625,1,1.7668741,16.28056625,1
145,262506596.3,1.87301785,11.9047619,1,1.87301785,11.9047619,1
146,262547573.3,1.0059911,1.6087516,1,1.0059911,1.6087516,1
147,262549338.6,0.0818044,16.28056625,1,0.0818044,16.28056625,1
148,262549362,0.001075,19.4980695,1,0.001075,19.4980695,1
149,262586903.8,1.76272395,16.6023166,1,1.76272395,16.6023166,1
150,262587242.9,1.8623704,13.5135135,1,1.8623704,13.5135135,1
151,262607744.9,0.49188075,3.7966538,1,0.49188075,3.7966538,1
152,262609541.7,0.08323995,16.34491635,1,0.08323995,16.34491635,1
153,262609568.8,0.001245,21.6216216,1,0.001245,21.6216216,1
154,262648309.7,1.8188711,16.34491635,1,1.8188711,16.34491635,1
155,262648568.7,1.9164164,16.9240669,1,1.9164164,16.9240669,1
156,262654882.9,0.1587608,14.9292149,1,0.1587608,14.9292149,1
157,262656668.5,0.0827774,16.28056625,1,0.0827774,16.28056625,1
158,262656693.4,0.00115,19.4980695,1,0.00115,19.4980695,1
159,262692939.1,1.70202995,16.7953668,1,1.70202995,16.7953668,1
160,262693926.6,1.7980927,16.47361645,1,1.7980927,16.47361645,1
161,262938025.7,0.73571185,0.83655085,1,0.73571185,0.83655085,1
162,262939902.7,0.0869519,16.28056625,1,0.0869519,16.28056625,1
163,262939926.4,0.001085,19.4980695,1,0.001085,19.4980695,1
