"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
" 82",3.62855192342166,3.55240248558125,3.70470136126206,3.51209140819709,3.74501243864622
" 83",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 84",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 85",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 86",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 87",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 88",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 89",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 90",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 91",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 92",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 93",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 94",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 95",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 96",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 97",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 98",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
" 99",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"100",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"101",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"102",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"103",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"104",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"105",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"106",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"107",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"108",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"109",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"110",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"111",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"112",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"113",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"114",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"115",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"116",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"117",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"118",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"119",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"120",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
"121",3.63980001063531,3.56252426179183,3.71707575947879,3.52161695137837,3.75798306989225
