,predictionType,utilDif,reward,negativeReward,numOfUpdates,lostUtil,wrongDecisions,correctDecisions,decisionShouldHaveDid,decisionShouldHaveDidNot,decisionNotHaveDid,decisionNotHaveDidNot
0,arima_predictions_server_1_tactic_1_sampleRate_0.csv,1194168.8163357317,20341525.925653085,6516.686891034631,666,95951.50698117987,80,2524,632,46,34,1892
1,arima_predictions_server_1_tactic_1_sampleRate_5.csv,86689.95937964806,810246.0255936891,1189.2034973163877,443,10611.4498476094,12,508,436,5,7,72
2,arima_predictions_server_1_tactic_1_sampleRate_20.csv,92015.48444325145,1417715.5248907264,0.0,130,0.0,0,130,130,0,0,0
3,arima_predictions_server_1_tactic_1_sampleRate_10.csv,86283.90336167418,1169510.8544238328,0.0,260,0.0,0,260,260,0,0,0
4,arima_predictions_server_3_tactic_1_sampleRate_0.csv,3289852.8896248993,16233314.407328412,123445.82022723451,698,430338.3245738087,295,2309,579,176,119,1730
5,arima_predictions_server_3_tactic_1_sampleRate_5.csv,414488.3820449666,988072.7024009309,31721.807506233414,459,58690.123206870056,53,467,426,20,33,41
6,arima_predictions_server_3_tactic_1_sampleRate_10.csv,445907.2042154864,1371641.6255428377,157.1664675773843,260,0.0,1,259,259,0,1,0
7,arima_predictions_server_3_tactic_1_sampleRate_20.csv,444298.2700098355,1633051.2436178008,0.0,130,0.0,0,130,130,0,0,0
8,arima_predictions_server_2_tactic_1_sampleRate_10.csv,233484.15540408785,1879130.5200159317,0.0,260,0.0,0,260,260,0,0,0
9,arima_predictions_server_2_tactic_1_sampleRate_5.csv,235709.66107255808,1405287.7867750674,1655.5360879384375,497,4441.317560005514,12,508,487,2,10,21
10,arima_predictions_server_2_tactic_1_sampleRate_0.csv,2815253.14627242,23821838.506289966,25430.30259520097,851,196033.25706064267,167,2437,775,91,76,1662
11,arima_predictions_server_2_tactic_1_sampleRate_20.csv,242449.2987547754,2143957.3282350367,0.0,130,0.0,0,130,130,0,0,0
12,mlp_predictions_server_1_tactic_1_sampleRate_10.csv,68376.96257708402,1163163.108269148,0.0,259,0.0,0,259,259,0,0,0
13,mlp_predictions_server_1_tactic_1_sampleRate_20.csv,83378.72499625111,1404677.4543360404,0.0,129,0.0,0,129,129,0,0,0
14,mlp_predictions_server_1_tactic_1_sampleRate_0.csv,751389.560799412,20352796.741256043,4883.139520942631,659,111415.74856377784,76,2527,637,54,22,1890
15,mlp_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,1019682.4954405066,20312055.044917084,9497.705623788495,675,83528.69094921334,100,2503,615,40,60,1888
16,mlp_predictions_server_1_tactic_1_sampleRate_5.csv,77266.33672063367,798172.3078825664,616.0223601235994,447,0.0,8,511,439,0,8,72
17,mlp_predictions_server_3_tactic_1_sampleRate_20.csv,399708.9163171334,1618430.4062926045,0.0,129,0.0,0,129,129,0,0,0
18,mlp_predictions_server_3_tactic_1_sampleRate_10.csv,512508.42967660015,1361553.1922643376,5947.770028028286,258,7790.6035604509025,2,257,257,1,1,0
19,mlp_predictions_server_3_tactic_1_sampleRate_0.csv,3832562.554123474,16112024.402736586,124049.49085534824,720,349520.88433639926,340,2263,530,150,190,1733
20,mlp_predictions_server_3_tactic_1_sampleRate_5.csv,423428.6299030819,940206.712283962,37120.248138230374,456,87278.1435100957,56,463,429,29,27,34
21,mlp_predictions_server_3_tactic_1_sampleRate_0_no_ping.csv,3785657.4475677256,16098622.831821753,122600.98715683064,723,306482.7891734489,325,2278,528,130,195,1750
22,lstm_predictions_server_1_tactic_1_sampleRate_5.csv,146346.81615026834,839470.0197283771,2008.8315200187362,426,37996.35380631377,19,500,425,18,1,75
23,lstm_predictions_server_1_tactic_1_sampleRate_0.csv,1324413.2860048083,20395942.635765683,18000.748590100353,635,305231.8711897983,153,2450,626,144,9,1824
24,lstm_predictions_server_1_tactic_1_sampleRate_20.csv,77934.07802406291,1404677.4543360404,0.0,129,0.0,0,129,129,0,0,0
25,lstm_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,839972.719189983,20358898.999460343,8697.724364685777,653,149796.41431811708,99,2504,626,72,27,1878
26,lstm_predictions_server_1_tactic_1_sampleRate_10.csv,73991.75432615768,1163163.108269148,0.0,259,0.0,0,259,259,0,0,0
27,lstm_predictions_server_3_tactic_1_sampleRate_10.csv,485838.02298226487,1358337.830367399,10775.89187253723,257,14775.89187253723,2,257,257,2,0,0
28,lstm_predictions_server_3_tactic_1_sampleRate_5.csv,485355.6742523656,987065.7162182087,45092.80787642961,430,132102.27422182102,59,460,417,46,13,43
29,lstm_predictions_server_3_tactic_1_sampleRate_0.csv,3630244.589391538,16220288.307066716,131863.27466394592,650,617189.7770426929,359,2244,554,263,96,1690
30,lstm_predictions_server_3_tactic_1_sampleRate_20.csv,498628.0972210184,1618430.4062926045,0.0,129,0.0,0,129,129,0,0,0
31,lstm_predictions_server_3_tactic_1_sampleRate_0_no_ping.csv,3795716.0051841047,16112988.95763197,124101.4829013348,712,363108.8851334334,340,2263,528,156,184,1735
32,lstm_predictions_server_2_tactic_1_sampleRate_10.csv,248476.04705790567,1872588.0188262276,0.0,259,0.0,0,259,259,0,0,0
33,lstm_predictions_server_2_tactic_1_sampleRate_20.csv,225539.8748093087,2126144.023150078,0.0,129,0.0,0,129,129,0,0,0
34,lstm_predictions_server_2_tactic_1_sampleRate_0.csv,3871190.127153534,23958194.709728997,47914.25951802701,777,486659.76387756853,234,2369,763,220,14,1606
35,lstm_predictions_server_2_tactic_1_sampleRate_5.csv,404160.7487548881,1443178.9632072696,3700.4701178933374,476,35516.12087227843,19,500,473,16,3,27
36,lstm_predictions_server_2_tactic_1_sampleRate_0_no_ping.csv,3674575.3755585244,23808286.680694025,31449.36113110475,837,263133.75258875673,187,2416,770,120,67,1646
37,ernn_predictions_server__server_1_tactic_1_test_weekdayOneHotsample_rate_0_predictions_noping.csv,3613283.993125086,20318352.616882008,141297.4823843928,688,377750.44623536285,315,2288,503,130,185,1785
38,ernn_predictions_server__server_1_tactic_1_test_weekdayOneHotsample_rate_5_predictions.csv,2255479.3133754875,798530.5795676182,12521.419564543865,451,40855.7388573443,50,469,420,19,31,49
39,ernn_predictions_server__server_1_tactic_1_test_weekdayOneHotsample_rate_10_predictions.csv,2543483.6732427287,1167491.8195113055,19210.860975646283,257,23210.860975646283,2,257,257,2,0,0
40,ernn_predictions_server__server_1_tactic_1_test_weekdayOneHotsample_rate_5_predictions_noping.csv,229189.94847241533,770884.7840195218,4458.96723937785,462,0.0,26,493,436,0,26,57
41,ernn_predictions_server__server_1_tactic_1_test_weekdayOneHotsample_rate_20_predictions_noping.csv,156237.1149180057,1406551.941095456,10193.054828477807,128,12193.054828477807,1,128,128,1,0,0
42,ernn_predictions_server__server_1_tactic_1_test_weekdayOneHotsample_rate_0_predictions.csv,2028884.278872119,20409108.886416398,13453.102912860317,632,273283.74114190653,133,2470,629,130,3,1841
43,ernn_predictions_server__server_1_tactic_1_test_weekdayOneHotsample_rate_20_predictions.csv,490788.14816893474,1404677.9207809037,0.0,129,0.0,0,129,129,0,0,0
44,ernn_predictions_server__server_1_tactic_1_test_weekdayOneHotsample_rate_10_predictions_noping.csv,21964747.931980994,1167436.2603992408,6990.103063134219,257,10990.103063134218,2,257,257,2,0,0
45,ernn_predictions_server__server_3_tactic_1_test_weekdayOneHotsample_rate_20_predictions_noping.csv,614844.3141749692,1620784.014266056,9738.434963055417,128,11738.434963055417,1,128,128,1,0,0
46,ernn_predictions_server__server_3_tactic_1_test_weekdayOneHotsample_rate_0_predictions.csv,3862536.535692725,16098787.650054887,142645.9924232385,805,106190.53897075573,306,2297,549,50,256,1748
47,ernn_predictions_server__server_3_tactic_1_test_weekdayOneHotsample_rate_10_predictions.csv,593540.7299842247,1365687.7828576602,157.16551398909792,259,0.0,1,258,258,0,1,0
