simRun, predUpDown, predUpDownLateny, predUpDownCost, predTightLoose, predTightLooseLatency, predTightLooseCosts, realUpDown, realUpDownLateny, realUpDownCost, realTightLoose, realTightLooseLatency, realTightLooseCosts, targetsDetected, destroyed, whereDestroyed.x, missionSuccess, decisionTimeAvg, decisionTimeVar
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,9.000000,21.000000,0,0,0,2,9.000000,21.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,11.000000,22.000000,0,0,0,1,11.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,10.000000,21.000000,0,0,0,2,10.000000,21.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,10.000000,22.000000,0,0,0,1,10.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,10.000000,21.000000,0,0,0,2,10.000000,21.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,9.000000,21.000000,0,0,0,2,9.000000,21.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,9.000000,21.000000,0,0,0,2,9.000000,21.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,10.000000,22.000000,0,0,0,1,10.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,10.000000,22.000000,0,0,0,1,10.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,10.000000,22.000000,0,0,0,1,10.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,10.000000,21.000000,0,0,0,2,10.000000,21.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,10.000000,21.000000,0,0,0,2,10.000000,21.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,10.000000,22.000000,0,0,0,1,10.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,10.000000,21.000000,0,0,0,2,10.000000,21.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,10.000000,21.000000,0,0,0,2,10.000000,21.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,10.000000,22.000000,0,0,0,1,10.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,10.000000,22.000000,0,0,0,1,10.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,10.000000,22.000000,0,0,0,1,10.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,10.000000,20.000000,0,0,0,2,10.000000,20.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,9.000000,20.000000,0,0,0,2,9.000000,20.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,9.000000,22.000000,0,0,0,1,9.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,9.000000,22.000000,0,0,0,1,9.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,10.000000,20.000000,0,0,0,2,10.000000,20.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,10.000000,22.000000,0,0,0,1,10.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,2,9.000000,21.000000,0,0,0,2,9.000000,21.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,1,9.000000,22.000000,0,0,0,1,9.000000,22.000000,0,0,0,2,1,127,0,0.0807715,0.15524
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,127,0,0.0807715,0.15524
