,predictionType,utilDif,reward,negativeReward,numOfUpdates,lostUtil,wrongDecisions,correctDecisions,decisionShouldHaveDid,decisionShouldHaveDidNot,decisionNotHaveDid,decisionNotHaveDidNot
0,svr_rbf_predictions_server_1_tactic_1_sampleRate_20.csv,674171.8658544885,1404677.454336039,0.0,129,0.0,0,129,129,0,0,0
1,svr_rbf_predictions_server_1_tactic_1_sampleRate_5.csv,952025.6273960089,1069984.695150548,117135.37898590762,313,415135.37898590765,149,370,313,149,0,57
2,svr_rbf_predictions_server_1_tactic_1_sampleRate_0.csv,13248560.13266531,20921418.12517427,1187279.772235825,372,3473279.772235829,1143,1460,372,1143,0,1088
3,svr_rbf_predictions_server_1_tactic_1_sampleRate_0_no_ping.csv,13277222.466585264,20916605.357514087,1180504.998874282,372,3442504.998874285,1131,1472,372,1131,0,1100
4,svr_rbf_predictions_server_1_tactic_1_sampleRate_10.csv,692061.555414517,1168961.655567663,2670.6137293842635,256,8670.613729384262,3,256,256,3,0,0
5,svr_rbf_predictions_server_3_tactic_1_sampleRate_5.csv,1532039.105181925,1295253.4597079975,350116.3745240711,271,762107.6232844538,207,312,270,206,1,42
6,svr_rbf_predictions_server_3_tactic_1_sampleRate_0.csv,12575413.277888676,16734794.258045342,1704607.8245717853,373,4135014.226303162,1227,1376,363,1217,10,1013
7,svr_rbf_predictions_server_3_tactic_1_sampleRate_0_no_ping.csv,13037077.33236042,16766163.65589569,1855466.0084237002,357,4387572.457460042,1274,1329,350,1267,7,979
8,svr_rbf_predictions_server_3_tactic_1_sampleRate_10.csv,954137.039509813,1360133.9207168529,23837.34891261249,252,37680.18244503511,8,251,251,7,1,0
9,svr_rbf_predictions_server_3_tactic_1_sampleRate_20.csv,921810.2549831201,1618430.4062926034,0.0,129,0.0,0,129,129,0,0,0
10,svr_rbf_predictions_server_2_tactic_1_sampleRate_0_no_ping.csv,20464609.98063514,24727521.224119708,2526226.5268351412,387,5334226.526835137,1404,1199,387,1404,0,812
11,svr_rbf_predictions_server_2_tactic_1_sampleRate_10.csv,203421.32605883243,1872588.0188262265,0.0,259,0.0,0,259,259,0,0,0
12,svr_rbf_predictions_server_2_tactic_1_sampleRate_0.csv,19597965.239441898,24708007.166987136,2264732.465225116,402,5012732.465225118,1374,1229,402,1374,0,827
13,svr_rbf_predictions_server_2_tactic_1_sampleRate_5.csv,274842.5976235037,1433511.6101982037,2774.0654987218677,481,24515.595768979525,15,504,477,11,4,27
14,svr_rbf_predictions_server_2_tactic_1_sampleRate_20.csv,387145.3983946224,2126144.023150077,0.0,129,0.0,0,129,129,0,0,0
15,arima_predictions_server_1_tactic_1_sampleRate_0.csv,1194168.8163357317,20341525.925653085,6516.686891034631,666,95951.50698117987,80,2524,632,46,34,1892
16,arima_predictions_server_1_tactic_1_sampleRate_5.csv,86689.95937964806,810246.0255936891,1189.2034973163877,443,10611.4498476094,12,508,436,5,7,72
17,arima_predictions_server_1_tactic_1_sampleRate_20.csv,92015.48444325145,1417715.5248907264,0.0,130,0.0,0,130,130,0,0,0
18,arima_predictions_server_1_tactic_1_sampleRate_10.csv,86283.90336167418,1169510.8544238328,0.0,260,0.0,0,260,260,0,0,0
19,arima_predictions_server_3_tactic_1_sampleRate_0.csv,3289852.8896248993,16233314.407328412,123445.82022723451,698,430338.3245738087,295,2309,579,176,119,1730
20,arima_predictions_server_3_tactic_1_sampleRate_5.csv,414488.3820449666,988072.7024009309,31721.807506233414,459,58690.123206870056,53,467,426,20,33,41
21,arima_predictions_server_3_tactic_1_sampleRate_10.csv,445907.2042154864,1371641.6255428377,157.1664675773843,260,0.0,1,259,259,0,1,0
22,arima_predictions_server_3_tactic_1_sampleRate_20.csv,444298.2700098355,1633051.2436178008,0.0,130,0.0,0,130,130,0,0,0
23,arima_predictions_server_2_tactic_1_sampleRate_10.csv,233484.15540408785,1879130.5200159317,0.0,260,0.0,0,260,260,0,0,0
24,arima_predictions_server_2_tactic_1_sampleRate_5.csv,235709.66107255808,1405287.7867750674,1655.5360879384375,497,4441.317560005514,12,508,487,2,10,21
25,arima_predictions_server_2_tactic_1_sampleRate_0.csv,2815253.14627242,23821838.506289966,25430.30259520097,851,196033.25706064267,167,2437,775,91,76,1662
26,arima_predictions_server_2_tactic_1_sampleRate_20.csv,242449.2987547754,2143957.3282350367,0.0,130,0.0,0,130,130,0,0,0
