2019-07-09T766:00:21.1995766Z,1,1
2019-07-09T00:00:21.000Z,0,1
2019-07-09T00:00:22.613Z,2,1
2019-07-09T00:00:22.000Z,0,1
2019-07-09T00:00:23.632Z,3,1
2019-07-09T00:00:40.000Z,0,1
2019-07-09T00:00:41.414Z,4,1
2019-07-09T00:02:59.000Z,0,1
2019-07-09T00:03:00.470Z,5,1
2019-07-09T00:03:00.000Z,0,1
2019-07-09T00:03:01.479Z,1,2
2019-07-09T00:03:01.000Z,0,2
2019-07-09T00:03:02.571Z,2,2
2019-07-09T00:03:02.000Z,0,2
2019-07-09T00:03:03.589Z,3,2
2019-07-09T00:04:03.000Z,0,2
2019-07-09T00:04:04.097Z,4,2
2019-07-09T00:05:48.000Z,0,2
2019-07-09T00:05:49.270Z,5,2
2019-07-09T00:05:55.000Z,0,2
2019-07-09T00:05:56.139Z,1,3
2019-07-09T00:06:03.000Z,0,3
2019-07-09T00:06:04.119Z,2,3
2019-07-09T00:06:04.000Z,0,3
2019-07-09T00:06:05.138Z,3,3
2019-07-09T00:06:18.000Z,0,3
2019-07-09T00:06:19.153Z,4,3
2019-07-09T00:08:08.000Z,0,3
2019-07-09T00:08:09.052Z,5,3
2019-07-09T00:08:14.000Z,0,3
2019-07-09T00:08:15.047Z,1,4
2019-07-09T00:08:16.000Z,0,4
2019-07-09T00:08:17.049Z,2,4
2019-07-09T00:08:17.000Z,0,4
2019-07-09T00:08:18.066Z,3,4
2019-07-09T00:08:29.000Z,0,4
2019-07-09T00:08:30.660Z,4,4
2019-07-09T00:09:53.000Z,0,4
2019-07-09T00:09:54.952Z,5,4
2019-07-09T00:09:55.000Z,0,4
2019-07-09T00:09:56.318Z,1,5
2019-07-09T00:09:57.000Z,0,5
2019-07-09T00:09:58.005Z,2,5
2019-07-09T00:09:58.000Z,0,5
2019-07-09T00:09:59.018Z,3,5
2019-07-09T00:10:10.000Z,0,5
2019-07-09T00:10:11.983Z,4,5
2019-07-09T00:12:19.000Z,0,5
2019-07-09T00:12:20.007Z,5,5
2019-07-09T00:12:20.000Z,0,5
2019-07-09T00:12:21.191Z,1,6
2019-07-09T00:12:21.000Z,0,6
2019-07-09T00:12:22.995Z,2,6
2019-07-09T00:12:23.000Z,0,6
2019-07-09T00:12:24.012Z,3,6
2019-07-09T00:12:37.000Z,0,6
2019-07-09T00:12:38.062Z,4,6
2019-07-09T00:14:17.000Z,0,6
2019-07-09T00:14:18.983Z,5,6
2019-07-09T00:14:18.000Z,0,6
2019-07-09T00:14:19.993Z,1,7
2019-07-09T00:14:20.000Z,0,7
2019-07-09T00:14:21.578Z,2,7
2019-07-09T00:14:21.000Z,0,7
2019-07-09T00:14:22.603Z,3,7
2019-07-09T00:14:33.000Z,0,7
2019-07-09T00:14:34.618Z,4,7
2019-07-09T00:16:28.000Z,0,7
2019-07-09T00:16:29.310Z,5,7
2019-07-09T00:16:30.000Z,0,7
2019-07-09T00:16:31.432Z,1,8
2019-07-09T00:16:32.000Z,0,8
2019-07-09T00:16:33.283Z,2,8
2019-07-09T00:16:33.000Z,0,8
2019-07-09T00:16:34.302Z,3,8
2019-07-09T00:16:57.000Z,0,8
2019-07-09T00:16:58.647Z,4,8
2019-07-09T00:18:46.000Z,0,8
2019-07-09T00:18:47.635Z,5,8
2019-07-09T00:18:47.000Z,0,8
2019-07-09T00:18:48.644Z,1,9
2019-07-09T00:18:49.000Z,0,9
2019-07-09T00:18:50.323Z,2,9
2019-07-09T00:18:50.000Z,0,9
2019-07-09T00:18:51.343Z,3,9
2019-07-09T00:19:29.000Z,0,9
2019-07-09T00:19:30.959Z,4,9
2019-07-09T00:21:02.000Z,0,9
2019-07-09T00:21:03.207Z,5,9
2019-07-09T00:21:03.000Z,0,9
2019-07-09T00:21:34.215Z,1,1
2019-07-09T00:21:57.000Z,0,1
2019-07-09T00:21:58.270Z,2,1
2019-07-09T00:21:58.000Z,0,1
2019-07-09T00:21:59.298Z,3,1
2019-07-09T00:22:27.000Z,0,1
2019-07-09T00:22:28.962Z,4,1
2019-07-09T00:24:05.000Z,0,1
2019-07-09T00:24:06.785Z,5,1
2019-07-09T00:24:07.000Z,0,1
2019-07-09T00:24:08.311Z,1,2
2019-07-09T00:24:08.000Z,0,2
2019-07-09T00:24:09.546Z,2,2
2019-07-09T00:24:09.000Z,0,2
2019-07-09T00:24:10.568Z,3,2
2019-07-09T00:24:35.000Z,0,2
2019-07-09T00:24:36.729Z,4,2
2019-07-09T00:26:18.000Z,0,2
2019-07-09T00:26:19.978Z,5,2
2019-07-09T00:26:19.000Z,0,2
2019-07-09T00:26:20.993Z,1,3
2019-07-09T00:26:22.000Z,0,3
2019-07-09T00:26:23.369Z,2,3
2019-07-09T00:26:23.000Z,0,3
2019-07-09T00:26:24.388Z,3,3
2019-07-09T00:27:23.000Z,0,3
2019-07-09T00:27:24.366Z,4,3
2019-07-09T00:29:01.000Z,0,3
2019-07-09T00:29:02.215Z,5,3
2019-07-09T00:29:06.000Z,0,3
2019-07-09T00:29:07.669Z,1,4
2019-07-09T00:29:20.000Z,0,4
2019-07-09T00:29:21.258Z,2,4
2019-07-09T00:29:21.000Z,0,4
2019-07-09T00:29:22.275Z,3,4
2019-07-09T00:29:34.000Z,0,4
2019-07-09T00:29:35.231Z,4,4
2019-07-09T00:31:14.000Z,0,4
2019-07-09T00:31:15.371Z,5,4
2019-07-09T00:31:18.000Z,0,4
2019-07-09T00:31:19.135Z,1,5
2019-07-09T00:31:19.000Z,0,5
2019-07-09T00:31:20.800Z,2,5
2019-07-09T00:31:20.000Z,0,5
2019-07-09T00:31:21.817Z,3,5
2019-07-09T00:31:34.000Z,0,5
2019-07-09T00:31:35.168Z,4,5
2019-07-09T00:32:54.000Z,0,5
2019-07-09T00:32:55.385Z,5,5
2019-07-09T00:33:09.000Z,0,5
2019-07-09T00:33:10.801Z,1,6
2019-07-09T00:33:11.000Z,0,6
2019-07-09T00:33:12.444Z,2,6
2019-07-09T00:33:12.000Z,0,6
2019-07-09T00:33:13.468Z,3,6
2019-07-09T00:33:25.000Z,0,6
2019-07-09T00:33:26.194Z,4,6
2019-07-09T00:34:51.000Z,0,6
2019-07-09T00:34:52.353Z,5,6
2019-07-09T00:34:52.000Z,0,6
2019-07-09T00:34:53.458Z,1,7
2019-07-09T00:34:53.000Z,0,7
2019-07-09T00:34:54.908Z,2,7
2019-07-09T00:34:54.000Z,0,7
2019-07-09T00:34:55.931Z,3,7
2019-07-09T00:35:05.000Z,0,7
2019-07-09T00:35:06.284Z,4,7
2019-07-09T00:36:05.000Z,0,7
2019-07-09T00:36:06.319Z,5,7
