,RMSE,MSE,MAE
Plain Ping,0.06196279066552675,0.0038393874270598884,0.04587645854263875
All Servers,0.06196279066552675,0.0038393874270598884,0.04587645854263875
5 sample Sampling Rate,0.013894356707876728,0.000193053148325719,0.00955817481614509
10 sample Sampling Rate,0.012818394106221922,0.0001643112274624249,0.007827447492018184
20 sample Sampling Rate,0.03740234506390178,0.001398935416279178,0.027602763747248602
