,RMSE,MSE,MAE
Plain Ping,0.06137866560514933,0.0037673405914687417,0.045410414199416514
All Servers,0.05935142906490181,0.0035225921320460713,0.03992371708471104
5 sample Sampling Rate,0.04114408225226809,0.001692835504381402,0.032197306506465434
10 sample Sampling Rate,0.0377087910576639,0.0014219529230305528,0.027903834776797837
20 sample Sampling Rate,0.03755795114571054,0.0014105996942635798,0.027654555214072923
