,RMSE,MSE,MAE
Plain Ping,0.009412309076422973,8.859156215011427e-05,0.004515949900986406
All Servers,0.009412309076422973,8.859156215011427e-05,0.004515949900986406
5 sample Sampling Rate,0.002289722698045132,5.242830033943078e-06,0.000983942796920849
10 sample Sampling Rate,0.004027420573220262,1.622011647359783e-05,0.0011267879601815033
20 sample Sampling Rate,0.005290869680063899,2.799330197141947e-05,0.0014538881954297247
