,RMSE,MSE,MAE
Plain Ping,0.008368155600239008,7.002602814981149e-05,0.003415536140851924
All Servers,0.008368155600239008,7.002602814981149e-05,0.003415536140851924
5 sample Sampling Rate,0.0029652827233673574,8.792901629500932e-06,0.0008308579014178523
10 sample Sampling Rate,,,
20 sample Sampling Rate,,,
