,RMSE,MSE,MAE
Plain Ping,0.059070873182567075,0.0034893680585509224,0.039485506946970776
All Servers,0.059070873182567075,0.0034893680585509224,0.039485506946970776
5 sample Sampling Rate,0.03794173867288021,0.0014395755335211338,0.028370824956225837
10 sample Sampling Rate,0.037568202377129545,0.001411369829848962,0.027833212018770995
20 sample Sampling Rate,,,
