,RMSE,MSE,MAE
Plain Ping,0.05935142906490181,0.0035225921320460713,0.03992371708471104
All Servers,0.05935142906490181,0.0035225921320460713,0.03992371708471104
5 sample Sampling Rate,0.04114408225226809,0.001692835504381402,0.032197306506465434
10 sample Sampling Rate,,,
20 sample Sampling Rate,,,
