,totalPowerConsumed,firstStartedTimestamp,latency,serverNumber,tacticNumber
398,225921.08,2019-06-24 11:44:06.026000+00:00,141.974,9,4
399,22448.58,2019-06-24 11:46:29.259000+00:00,13.741,9,5
400,96299.28,2019-06-24 11:47:14.078000+00:00,54.922,1,1
401,121633.82,2019-06-24 11:48:10.488000+00:00,68.512,1,2
402,35304.5,2019-06-24 11:49:20.067000+00:00,22.933,1,3
403,203373.94,2019-06-24 11:49:44.255000+00:00,137.745,1,4
404,48876.52,2019-06-24 11:52:04.425000+00:00,30.575,2,1
405,132669.46,2019-06-24 11:52:36.829000+00:00,81.171,2,2
406,128342.06,2019-06-24 11:53:59.513000+00:00,72.487,2,3
407,241559.78,2019-06-24 11:55:13.951000+00:00,160.049,2,4
408,184622.9,2019-06-24 11:57:56.682000+00:00,112.318,3,1
409,20509.72,2019-06-24 11:59:50.798000+00:00,12.202,3,2
410,11098.78,2019-06-24 12:00:04.469000+00:00,6.531,3,3
411,236516.28,2019-06-24 12:00:12.636000+00:00,122.364,3,4
412,37671.48,2019-06-24 12:02:16.362000+00:00,21.638,3,5
413,388660.58,2019-06-24 12:02:39.190000+00:00,191.81,4,1
414,44949.52,2019-06-24 12:05:52.800000+00:00,13.2,4,2
415,17386.6,2019-06-24 12:06:07.964000+00:00,10.036,4,3
416,351141.56,2019-06-24 12:06:19.722000+00:00,208.278,4,4
417,147408.8,2019-06-24 12:09:50.472000+00:00,66.528,5,1
418,101067.12,2019-06-24 12:10:58.325000+00:00,56.675,5,2
419,183722,2019-06-24 12:11:56.058000+00:00,97.942,5,3
420,257293.96,2019-06-24 12:13:35.044000+00:00,146.956,5,4
421,3147.76,2019-06-24 12:16:03.357000+00:00,1.643,5,5
422,721226.66,2019-06-24 12:16:06.139000+00:00,325.861,6,1
423,39102.14,2019-06-24 12:21:33.112000+00:00,19.888,6,2
424,115262.84,2019-06-24 12:21:54.848000+00:00,67.152,6,3
425,437912.86,2019-06-24 12:23:03.232000+00:00,283.768,6,4
426,689702.86,2019-06-24 12:27:49.880000+00:00,435.12,7,1
427,148135.68,2019-06-24 12:35:06.842000+00:00,85.158,7,2
428,61147.24,2019-06-24 12:36:33.697000+00:00,38.303,7,3
429,180512.64,2019-06-24 12:37:13.411000+00:00,124.589,7,4
430,1635.48,2019-06-24 12:39:19.259000+00:00,0.741,7,5
431,541624.16,2019-06-24 12:39:21.124000+00:00,330.876,8,1
432,82939.78,2019-06-24 12:44:53.841000+00:00,55.159,8,2
433,3201.66,2019-06-24 12:45:50.159000+00:00,1.841,8,3
434,236507.04,2019-06-24 12:45:53.086000+00:00,143.914,8,4
435,8108.1,2019-06-24 12:48:18.763000+00:00,4.237,8,5
436,249572.4,2019-06-24 12:48:24.645000+00:00,150.355,9,1
437,199738,2019-06-24 12:50:56.167000+00:00,128.833,9,2
438,37321.9,2019-06-24 12:53:06.650000+00:00,22.35,9,3
439,274047.62,2019-06-24 12:53:30.645000+00:00,159.355,9,4
440,5031.18,2019-06-24 12:56:11.935000+00:00,2.065,9,5
441,74659.2,2019-06-24 12:56:45.450000+00:00,52.55,1,1
442,97035.4,2019-06-24 12:57:39.168000+00:00,67.832,1,2
443,19812.1,2019-06-24 12:58:48.454000+00:00,10.546,1,3
444,274344.84,2019-06-24 12:59:00.870000+00:00,163.13,1,4
445,117006.12,2019-06-24 13:01:46.614000+00:00,64.386,2,1
446,113596.56,2019-06-24 13:02:52.969000+00:00,94.031,2,2
447,35119.7,2019-06-24 13:04:28.470000+00:00,24.53,2,3
448,291734.52,2019-06-24 13:04:54.438000+00:00,177.562,2,4
449,162437.66,2019-06-24 13:07:54.492000+00:00,86.508,3,1
450,63303.24,2019-06-24 13:09:22.854000+00:00,43.146,3,2
451,104581.4,2019-06-24 13:10:07.540000+00:00,75.46,3,3
452,245186.48,2019-06-24 13:11:24.887000+00:00,146.113,3,4
453,9654.26,2019-06-24 13:13:52.541000+00:00,5.459,3,5
454,211280.3,2019-06-24 13:13:59.115000+00:00,118.885,4,1
455,81632.32,2019-06-24 13:15:59.821000+00:00,58.179,4,2
456,5602.52,2019-06-24 13:16:59.562000+00:00,3.438,4,3
457,186369.26,2019-06-24 13:17:04.249000+00:00,119.751,4,4
458,9086,2019-06-24 13:19:05.789000+00:00,5.211,4,5
459,74061.68,2019-06-24 13:19:12.483000+00:00,44.517,5,1
460,122142.02,2019-06-24 13:19:58.730000+00:00,71.27,5,2
461,105231.28,2019-06-24 13:21:11.933000+00:00,56.067,5,3
462,331263.24,2019-06-24 13:22:09.236000+00:00,218.764,5,4
463,1532.3,2019-06-24 13:25:49.535000+00:00,0.465,5,5
464,616631.4,2019-06-24 13:25:51.520000+00:00,383.48,6,1
465,7804.72,2019-06-24 13:32:16.976000+00:00,4.024,6,2
466,11690.14,2019-06-24 13:32:22.006000+00:00,6.994,6,3
467,284040.68,2019-06-24 13:32:30.509000+00:00,167.491,6,4
468,706541.22,2019-06-24 13:35:20.186000+00:00,440.814,7,1
469,129657.22,2019-06-24 13:42:42.629000+00:00,92.371,7,2
470,47755.4,2019-06-24 13:44:16.954000+00:00,24.046,7,3
471,199166.66,2019-06-24 13:44:42.957000+00:00,123.043,7,4
472,13906.2,2019-06-24 13:46:47.517000+00:00,8.483,7,5
473,650215.72,2019-06-24 13:46:57.001000+00:00,404.999,8,1
474,93396.38,2019-06-24 13:53:43.016000+00:00,49.984,8,2
475,18926.6,2019-06-24 13:54:34.316000+00:00,9.684,8,3
476,177737.56,2019-06-24 13:54:45.484000+00:00,121.516,8,4
477,58949.66,2019-06-24 13:56:48.425000+00:00,38.575,8,5
478,236212.9,2019-06-24 13:57:28.870000+00:00,143.13,9,1
479,178221.12,2019-06-24 13:59:53.760000+00:00,101.24,9,2
480,66032.12,2019-06-24 14:01:36.463000+00:00,47.537,9,3
481,254736.02,2019-06-24 14:02:25.556000+00:00,160.444,9,4
482,20742.26,2019-06-24 14:05:07.153000+00:00,13.847,9,5
483,125029.52,2019-06-24 14:05:52.574000+00:00,68.426,1,1
484,72435.44,2019-06-24 14:07:02.135000+00:00,44.865,1,2
485,95307.52,2019-06-24 14:07:48.116000+00:00,68.884,1,3
486,364972.3,2019-06-24 14:08:58.672000+00:00,223.328,1,4
487,7068.6,2019-06-24 14:12:43.632000+00:00,3.368,1,5
488,103426.4,2019-06-24 14:12:48.215000+00:00,57.785,2,1
489,116876.76,2019-06-24 14:13:47.300000+00:00,83.7,2,2
490,87733.8,2019-06-24 14:15:12.410000+00:00,56.59,2,3
491,276032.68,2019-06-24 14:16:10.703000+00:00,164.297,2,4
492,10932.46,2019-06-24 14:18:56.528000+00:00,6.472,2,5
493,121578.38,2019-06-24 14:19:04.375000+00:00,71.625,3,1
494,77706.86,2019-06-24 14:20:17.356000+00:00,54.644,3,2
495,146866.72,2019-06-24 14:21:13.556000+00:00,96.444,3,3
496,263276.86,2019-06-24 14:22:51.205000+00:00,158.795,3,4
497,6250.86,2019-06-24 14:25:31.421000+00:00,3.579,3,5
498,188295.8,2019-06-24 14:25:36.759000+00:00,117.241,4,1
499,1384.46,2019-06-24 14:27:35.661000+00:00,0.339,4,2
500,5542.46,2019-06-24 14:27:37.813000+00:00,3.187,4,3
501,117522.02,2019-06-24 14:27:42.592000+00:00,79.408,4,4
502,146141.38,2019-06-24 14:29:04.183000+00:00,88.817,5,1
503,112159.74,2019-06-24 14:30:34.194000+00:00,68.806,5,2
504,139390.02,2019-06-24 14:31:44.011000+00:00,77.989,5,3
505,291586.68,2019-06-24 14:33:03.958000+00:00,193.042,5,4
506,23965.48,2019-06-24 14:36:18.955000+00:00,14.045,5,5
507,586342.68,2019-06-24 14:36:34.604000+00:00,365.396,6,1
508,14369.74,2019-06-24 14:42:41.543000+00:00,8.457,6,2
509,42531.72,2019-06-24 14:42:51.753000+00:00,25.247,6,3
510,178789.38,2019-06-24 14:43:18.416000+00:00,105.584,6,4
511,756922.32,2019-06-24 14:45:06.665000+00:00,470.335,7,1
512,1430.66,2019-06-24 14:52:58.890000+00:00,0.11,7,2
513,6968.5,2019-06-24 14:53:00.192000+00:00,4.808,7,3
514,224519.68,2019-06-24 14:53:06.502000+00:00,148.498,7,4
515,663250.28,2019-06-24 14:55:37.920000+00:00,413.08,8,1
516,128566.9,2019-06-24 15:02:32.844000+00:00,78.156,8,2
517,9631.16,2019-06-24 15:03:52.895000+00:00,5.105,8,3
518,278348.84,2019-06-24 15:03:59.986000+00:00,163.014,8,4
519,124145.56,2019-06-24 15:06:45.100000+00:00,88.9,9,1
520,135401.42,2019-06-24 15:08:15.566000+00:00,86.434,9,2
521,76561.1,2019-06-24 15:09:43.887000+00:00,45.113,9,3
522,283726.52,2019-06-24 15:10:30.994000+00:00,165.006,9,4
523,87987.9,2019-06-24 15:13:48.340000+00:00,62.66,1,1
524,77203.28,2019-06-24 15:14:52.009000+00:00,49.991,1,2
525,90014.54,2019-06-24 15:15:43.177000+00:00,56.823,1,3
526,294409.5,2019-06-24 15:16:41.524000+00:00,173.476,1,4
527,106417.08,2019-06-24 15:19:37.502000+00:00,68.498,2,1
528,150288.6,2019-06-24 15:20:47.335000+00:00,102.665,2,2
529,27544.44,2019-06-24 15:22:31.649000+00:00,15.351,2,3
530,244992.44,2019-06-24 15:22:48.087000+00:00,151.913,2,4
531,3113.88,2019-06-24 15:25:21.584000+00:00,1.416,2,5
532,197338.68,2019-06-24 15:25:24.134000+00:00,109.866,3,1
533,36404.06,2019-06-24 15:27:15.819000+00:00,25.181,3,2
534,93414.86,2019-06-24 15:27:42.577000+00:00,67.423,3,3
535,215727.82,2019-06-24 15:28:51.509000+00:00,134.491,3,4
536,319437.58,2019-06-24 15:31:08.972000+00:00,187.028,4,1
537,91808.64,2019-06-24 15:34:17.746000+00:00,64.254,4,2
538,26786.76,2019-06-24 15:35:23.241000+00:00,18.759,4,3
539,322956.48,2019-06-24 15:35:43.061000+00:00,202.939,4,4
540,81013.24,2019-06-24 15:39:08.354000+00:00,42.646,5,1
541,128640.82,2019-06-24 15:39:52.970000+00:00,79.03,5,2
542,109831.26,2019-06-24 15:41:13.180000+00:00,77.82,5,3
543,341960.08,2019-06-24 15:42:32.968000+00:00,205.032,5,4
544,631450.82,2019-06-24 15:46:00.418000+00:00,393.582,6,1
545,24552.22,2019-06-24 15:52:35.664000+00:00,12.336,6,2
546,56602.7,2019-06-24 15:52:49.901000+00:00,33.099,6,3
547,173114.48,2019-06-24 15:53:24.753000+00:00,118.247,6,4
548,9863.7,2019-06-24 15:55:24.283000+00:00,6.717,6,5
549,818993.56,2019-06-24 15:55:32.815000+00:00,481.185,7,1
550,96645.78,2019-06-24 16:03:35.162000+00:00,58.838,7,2
551,101958.78,2019-06-24 16:04:35.426000+00:00,58.574,7,3
552,208234.18,2019-06-24 16:05:35.475000+00:00,128.525,7,4
553,8346.8,2019-06-24 16:07:45.327000+00:00,5.673,7,5
554,644531.58,2019-06-24 16:07:52.409000+00:00,355.591,8,1
555,32518.64,2019-06-24 16:13:49.537000+00:00,23.463,8,2
556,98995.82,2019-06-24 16:14:14.048000+00:00,69.952,8,3
557,414450.96,2019-06-24 16:15:25.629000+00:00,250.371,8,4
558,237019.86,2019-06-24 16:19:38.117000+00:00,82.883,9,1
559,139222.16,2019-06-24 16:21:02.525000+00:00,93.475,9,2
560,189329.14,2019-06-24 16:22:37.178000+00:00,115.822,9,3
561,233924.46,2019-06-24 16:24:34.849000+00:00,136.151,9,4
562,22236.06,2019-06-24 16:26:52.910000+00:00,15.09,9,5
563,82417.72,2019-06-24 16:27:39.885000+00:00,59.115,1,1
564,117445.02,2019-06-24 16:28:40.800000+00:00,68.2,1,2
565,255724.7,2019-06-24 16:29:50.443000+00:00,149.557,1,3
566,234662.12,2019-06-24 16:32:21.118000+00:00,159.882,1,4
567,164969.42,2019-06-24 16:35:03.459000+00:00,89.541,2,1
568,1564.64,2019-06-24 16:36:34.753000+00:00,0.247,2,2
569,7935.62,2019-06-24 16:36:36.382000+00:00,4.618,2,3
570,251281.8,2019-06-24 16:36:42.260000+00:00,146.74,2,4
571,3320.24,2019-06-24 16:39:10.722000+00:00,1.278,2,5
572,143524.92,2019-06-24 16:39:13.125000+00:00,86.875,3,1
573,62306.86,2019-06-24 16:40:41.120000+00:00,43.88,3,2
574,128811.76,2019-06-24 16:41:26.487000+00:00,80.513,3,3
575,390650.26,2019-06-24 16:42:48.303000+00:00,233.697,3,4
576,198524.48,2019-06-24 16:46:44.648000+00:00,133.352,4,1
577,14733.18,2019-06-24 16:48:59.570000+00:00,8.43,4,2
578,86397.08,2019-06-24 16:49:09.587000+00:00,13.413,4,3
579,253203.72,2019-06-24 16:49:24.286000+00:00,149.714,4,4
580,13294.82,2019-06-24 16:51:55.944000+00:00,6.056,4,5
581,163261.56,2019-06-24 16:52:03.675000+00:00,47.325,5,1
582,116479.44,2019-06-24 16:52:52.078000+00:00,68.922,5,2
583,11217.36,2019-06-24 16:54:02.660000+00:00,7.34,5,3
584,128591.54,2019-06-24 16:54:11.933000+00:00,82.067,5,4
585,24050.18,2019-06-24 16:55:35.031000+00:00,13.969,5,5
586,598622.64,2019-06-24 16:55:50.696000+00:00,361.304,6,1
587,9763.6,2019-06-24 17:01:53.272000+00:00,6.728,6,2
588,58061.08,2019-06-24 17:02:01.072000+00:00,35.928,6,3
589,199072.72,2019-06-24 17:02:38.703000+00:00,120.297,6,4
590,692949.18,2019-06-24 17:04:41.390000+00:00,408.61,7,1
591,31824.1,2019-06-24 17:11:31.176000+00:00,19.824,7,2
592,72712.64,2019-06-24 17:11:52.517000+00:00,41.483,7,3
593,502965.54,2019-06-24 17:12:35.629000+00:00,313.371,7,4
594,604009.56,2019-06-24 17:17:51.693000+00:00,380.307,8,1
595,11046.42,2019-06-24 17:24:14.368000+00:00,6.632,8,3
596,228271.12,2019-06-24 17:24:22.412000+00:00,133.588,8,4
597,25189.78,2019-06-24 17:26:37.563000+00:00,13.437,8,5
598,137207.84,2019-06-24 17:26:52.835000+00:00,93.165,9,1
599,187528.88,2019-06-24 17:28:27.640000+00:00,120.36,9,2
600,34380.5,2019-06-24 17:30:29.317000+00:00,20.683,9,3
601,303629.48,2019-06-24 17:30:51.873000+00:00,175.127,9,4
602,3591.28,2019-06-24 17:33:48.301000+00:00,1.699,9,5
603,89429.34,2019-06-24 17:34:21.928000+00:00,64.072,1,1
604,129249.12,2019-06-24 17:35:27.712000+00:00,81.288,1,2
605,11705.54,2019-06-24 17:36:50.453000+00:00,5.547,1,3
606,582692.88,2019-06-24 17:36:57.081000+00:00,362.919,1,4
607,85162,2019-06-24 17:43:02.149000+00:00,52.851,2,1
608,197552.74,2019-06-24 17:43:56.628000+00:00,117.372,2,2
609,156961.42,2019-06-24 17:45:55.796000+00:00,102.204,2,3
610,337822.1,2019-06-24 17:47:39.591000+00:00,216.409,2,4
611,182460.74,2019-06-24 17:51:18.491000+00:00,102.509,3,1
612,162319.08,2019-06-24 17:53:02.956000+00:00,112.044,3,2
613,256725.7,2019-06-24 17:54:56.510000+00:00,164.49,3,3
614,280480.2,2019-06-24 17:57:42.333000+00:00,168.667,3,4
615,271324.9,2019-06-24 18:00:33.318000+00:00,169.682,4,1
616,9666.58,2019-06-24 18:03:24.284000+00:00,5.716,4,2
617,24345.86,2019-06-24 18:03:31.093000+00:00,14.907,4,3
618,202135.78,2019-06-24 18:03:47.302000+00:00,112.698,4,4
619,3458.84,2019-06-24 18:05:41.290000+00:00,1.71,4,5
620,84308.84,2019-06-24 18:05:44.014000+00:00,58.986,5,1
621,181328.84,2019-06-24 18:06:44.504000+00:00,117.496,5,2
622,61567.66,2019-06-24 18:08:43.900000+00:00,38.1,5,3
623,244157.76,2019-06-24 18:09:23.136000+00:00,139.864,5,4
624,3269.42,2019-06-24 18:11:44.794000+00:00,1.206,5,5
625,688262.96,2019-06-24 18:11:47.300000+00:00,425.7,6,1
626,114879.38,2019-06-24 18:18:54.290000+00:00,81.71,6,2
627,165152.68,2019-06-24 18:20:17.869000+00:00,101.131,6,3
628,202982.78,2019-06-24 18:22:00.925000+00:00,119.075,6,4
629,11590.04,2019-06-24 18:24:01.957000+00:00,5.043,6,5
630,775939.78,2019-06-24 18:24:08.535000+00:00,480.465,7,1
631,8936.62,2019-06-24 18:32:11.402000+00:00,5.598,7,3
632,254036.86,2019-06-24 18:32:18.996000+00:00,164.004,7,4
633,605760.54,2019-06-24 18:35:05.287000+00:00,377.713,8,1
634,122582.46,2019-06-24 18:41:24.100000+00:00,77.9,8,2
635,13110.02,2019-06-24 18:42:43.573000+00:00,7.427,8,3
636,280694.26,2019-06-24 18:42:52.707000+00:00,137.293,8,4
637,159229.84,2019-06-24 18:45:12.752000+00:00,87.248,9,1
638,73385.62,2019-06-24 18:46:41.135000+00:00,48.865,9,2
639,59290,2019-06-24 18:47:31.608000+00:00,33.392,9,3
640,271485.06,2019-06-24 18:48:06.498000+00:00,160.502,9,4
641,9038.26,2019-06-24 18:50:48.237000+00:00,4.763,9,5
642,66096.8,2019-06-24 18:51:24.572000+00:00,43.428,1,1
643,154047.74,2019-06-24 18:52:09.551000+00:00,107.449,1,2
644,22941.38,2019-06-24 18:53:58.755000+00:00,13.245,1,3
645,211169.42,2019-06-24 18:54:13.719000+00:00,129.281,1,4
646,17104.78,2019-06-24 18:56:24.206000+00:00,10.794,1,5
647,202528.48,2019-06-24 18:56:36.465000+00:00,64.535,2,1
648,73766,2019-06-24 18:57:42.132000+00:00,42.868,2,2
649,27824.72,2019-06-24 18:58:26.659000+00:00,16.341,2,3
650,290057.46,2019-06-24 18:58:44.202000+00:00,140.798,2,4
651,6367.9,2019-06-24 19:01:06.774000+00:00,3.226,2,5
652,113972.32,2019-06-24 19:01:11.719000+00:00,69.281,3,1
653,95338.32,2019-06-24 19:02:22.338000+00:00,58.662,3,2
654,124342.68,2019-06-24 19:03:22.400000+00:00,70.6,3,3
655,261507.4,2019-06-24 19:04:34.149000+00:00,173.851,3,4
656,172744.88,2019-06-24 19:07:30.508000+00:00,104.492,4,1
657,4810.96,2019-06-24 19:09:16.210000+00:00,2.79,4,2
658,10667.58,2019-06-24 19:09:20.141000+00:00,5.859,4,3
659,189646.38,2019-06-24 19:09:27.531000+00:00,110.469,4,4
660,202915.02,2019-06-24 19:11:20.231000+00:00,81.769,5,1
661,62246.8,2019-06-24 19:12:43.178000+00:00,50.822,5,2
662,73733.66,2019-06-24 19:13:35.344000+00:00,50.656,5,3
663,323489.32,2019-06-24 19:14:27.241000+00:00,144.759,5,4
664,1573.88,2019-06-24 19:16:53.636000+00:00,0.364,5,5
665,639039.94,2019-06-24 19:16:55.556000+00:00,391.444,6,1
666,11169.62,2019-06-24 19:23:28.016000+00:00,6.984,6,2
667,30213.26,2019-06-24 19:23:36.718000+00:00,17.282,6,3
668,152061.14,2019-06-24 19:23:55.263000+00:00,82.737,6,4
669,721482.3,2019-06-24 19:25:20.305000+00:00,438.695,7,1
670,20839.28,2019-06-24 19:32:40.412000+00:00,9.588,7,2
671,86874.48,2019-06-24 19:32:51.830000+00:00,46.17,7,3
672,175218.12,2019-06-24 19:33:39.494000+00:00,107.506,7,4
673,494763.5,2019-06-24 19:35:29.613000+00:00,308.387,8,1
674,137255.58,2019-06-24 19:40:39.802000+00:00,81.198,8,2
675,47752.32,2019-06-24 19:42:02.547000+00:00,28.453,8,3
676,276382.26,2019-06-24 19:42:32.984000+00:00,162.016,8,4
677,12589.5,2019-06-24 19:45:16.719000+00:00,8.281,8,5
678,160027.56,2019-06-24 19:45:26.493000+00:00,107.507,9,1
679,166962.18,2019-06-24 19:47:15.881000+00:00,100.119,9,2
680,44370.48,2019-06-24 19:48:57.457000+00:00,27.543,9,3
681,236644.1,2019-06-24 19:49:26.119000+00:00,139.881,9,4
682,5544,2019-06-24 19:51:47.999000+00:00,3.001,9,5
683,75897.36,2019-06-24 19:52:22.709000+00:00,53.291,1,1
684,81683.14,2019-06-24 19:53:17.747000+00:00,48.253,1,2
685,95168.92,2019-06-24 19:54:07.500000+00:00,57.5,1,3
686,253160.6,2019-06-24 19:55:06.949000+00:00,147.051,1,4
687,88027.94,2019-06-24 19:57:36.752000+00:00,52.248,2,1
688,256123.56,2019-06-24 19:58:30.571000+00:00,169.429,2,2
689,48505.38,2019-06-24 20:01:21.772000+00:00,28.228,2,3
690,249278.26,2019-06-24 20:01:51.439000+00:00,144.561,2,4
691,9717.4,2019-06-24 20:04:25.403000+00:00,5.597,2,5
692,152974.36,2019-06-24 20:04:32.153000+00:00,107.847,3,1
693,81202.66,2019-06-24 20:06:21.132000+00:00,50.868,3,2
694,110915.42,2019-06-24 20:07:13.767000+00:00,66.233,3,3
695,362599.16,2019-06-24 20:08:21.764000+00:00,144.236,3,4
696,185739.4,2019-06-24 20:10:48.062000+00:00,127.938,4,1
697,189555.52,2019-06-24 20:12:57.848000+00:00,116.152,4,2
698,126868.28,2019-06-24 20:14:55.887000+00:00,77.113,4,3
699,269031.84,2019-06-24 20:16:14.545000+00:00,165.455,4,4
700,191714.6,2019-06-24 20:19:02.237000+00:00,80.763,5,1
701,4643.1,2019-06-24 20:20:24.907000+00:00,2.093,5,2
702,32024.3,2019-06-24 20:20:28.166000+00:00,15.834,5,3
703,342948.76,2019-06-24 20:20:45.290000+00:00,127.71,5,4
704,11807.18,2019-06-24 20:22:54.743000+00:00,5.257,5,5
705,592005.26,2019-06-24 20:23:01.936000+00:00,358.064,6,1
706,51211.16,2019-06-24 20:29:01.964000+00:00,14.036,6,2
707,127815.38,2019-06-24 20:29:17.428000+00:00,73.572,6,3
708,251671.42,2019-06-24 20:30:32.092000+00:00,152.908,6,4
709,11149.6,2019-06-24 20:33:06.359000+00:00,6.641,6,5
710,742104.44,2019-06-24 20:33:14.138000+00:00,418.862,7,1
711,119122.08,2019-06-24 20:40:14.428000+00:00,74.572,7,2
712,81079.46,2019-06-24 20:41:30.965000+00:00,44.035,7,3
713,216657.98,2019-06-24 20:42:16.585000+00:00,138.415,7,4
714,1077713.56,2019-06-24 20:44:37.121000+00:00,543.879,8,1
715,11221.98,2019-06-24 20:53:42.609000+00:00,6.391,8,2
716,155710.94,2019-06-24 20:53:50.769000+00:00,94.231,8,3
717,233856.7,2019-06-24 20:55:26.227000+00:00,141.773,8,4
718,178076.36,2019-06-24 20:57:50.709000+00:00,116.291,9,1
719,60120.06,2019-06-24 20:59:48.090000+00:00,35.91,9,2
720,12564.86,2019-06-24 21:00:25.613000+00:00,7.387,9,3
721,250636.54,2019-06-24 21:00:34.795000+00:00,144.205,9,4
722,165910.36,2019-06-24 21:03:31.862000+00:00,116.138,1,1
723,134729.98,2019-06-24 21:05:29.439000+00:00,78.561,1,2
724,6504.96,2019-06-24 21:06:49.566000+00:00,3.434,1,3
725,310043.58,2019-06-24 21:06:54.534000+00:00,184.466,1,4
726,83404.86,2019-06-24 21:10:01.391000+00:00,59.609,2,1
727,140321.72,2019-06-24 21:11:02.642000+00:00,90.358,2,2
728,175352.1,2019-06-24 21:12:34.957000+00:00,106.043,2,3
729,343247.52,2019-06-24 21:14:22.025000+00:00,216.975,2,4
730,36984.64,2019-06-24 21:18:00.670000+00:00,20.33,2,5
731,125717.9,2019-06-24 21:18:22.388000+00:00,76.612,3,1
732,120506.54,2019-06-24 21:19:40.168000+00:00,68.832,3,2
733,155889.58,2019-06-24 21:20:50.328000+00:00,92.672,3,3
734,366016.42,2019-06-24 21:22:24.409000+00:00,232.591,3,4
735,1560.02,2019-06-24 21:26:18.993000+00:00,0.007,3,5
736,191015.44,2019-06-24 21:26:20.011000+00:00,107.989,4,1
737,124261.06,2019-06-24 21:28:09.035000+00:00,84.965,4,2
738,215627.72,2019-06-24 21:29:35.451000+00:00,139.549,4,3
739,282161.88,2019-06-24 21:31:56.752000+00:00,163.248,4,4
740,9751.28,2019-06-24 21:34:41.003000+00:00,5.997,4,5
741,87116.26,2019-06-24 21:34:48.246000+00:00,60.754,5,1
742,75675.6,2019-06-24 21:35:50.037000+00:00,52.963,5,2
743,137642.12,2019-06-24 21:36:44.656000+00:00,83.344,5,3
744,367796.66,2019-06-24 21:38:09.825000+00:00,223.175,5,4
745,606538.24,2019-06-24 21:41:55.216000+00:00,373.784,6,1
746,2785.86,2019-06-24 21:48:10.576000+00:00,1.424,6,2
747,11097.24,2019-06-24 21:48:13.863000+00:00,7.137,6,3
748,234309.46,2019-06-24 21:48:22.530000+00:00,159.47,6,4
749,826342.44,2019-06-24 21:51:04.530000+00:00,494.47,7,1
750,11716.32,2019-06-24 21:59:21.515000+00:00,6.485,7,3
751,258877.08,2019-06-24 21:59:29.963000+00:00,138.037,7,4
752,745765.02,2019-06-24 22:01:50.870000+00:00,431.13,8,1
753,9729.72,2019-06-24 22:09:03.406000+00:00,6.594,8,2
754,83909.98,2019-06-24 22:09:11.491000+00:00,59.509,8,3
755,289479.96,2019-06-24 22:10:12.476000+00:00,166.524,8,4
756,169684.9,2019-06-24 22:13:01.879000+00:00,92.121,9,1
757,133570.36,2019-06-24 22:14:35.241000+00:00,88.759,9,2
758,9729.72,2019-06-24 22:16:05.263000+00:00,6.737,9,3
759,206939.04,2019-06-24 22:16:13.084000+00:00,133.916,9,4
760,24621.52,2019-06-24 22:18:28.151000+00:00,14.849,9,5
761,72898.98,2019-06-24 22:19:14.789000+00:00,45.211,1,1
762,92632.54,2019-06-24 22:20:01.627000+00:00,50.373,1,2
763,107245.6,2019-06-24 22:20:53.477000+00:00,63.523,1,3
764,269107.3,2019-06-24 22:21:58.119000+00:00,178.881,1,4
765,1518.44,2019-06-24 22:24:58.532000+00:00,0.468,1,5
766,119214.48,2019-06-24 22:25:00.249000+00:00,72.751,2,1
767,122996.72,2019-06-24 22:26:14.419000+00:00,71.581,2,2
768,36970.78,2019-06-24 22:27:27.958000+00:00,19.042,2,3
769,177280.18,2019-06-24 22:27:48.783000+00:00,118.217,2,4
770,154713.02,2019-06-24 22:29:49.967000+00:00,100.033,3,1
771,86681.98,2019-06-24 22:31:31.871000+00:00,52.129,3,2
772,31254.3,2019-06-24 22:32:25.036000+00:00,19.964,3,3
773,240729.72,2019-06-24 22:32:46.016000+00:00,140.984,3,4
774,15483.16,2019-06-24 22:35:08.365000+00:00,8.635,3,5
775,95262.86,2019-06-24 22:35:18.020000+00:00,63.98,4,1
776,210351.68,2019-06-24 22:36:23.226000+00:00,136.774,4,2
777,79125.2,2019-06-24 22:38:41.456000+00:00,48.544,4,3
778,252580.02,2019-06-24 22:39:31.994000+00:00,149.006,4,4
779,23896.18,2019-06-24 22:42:02.872000+00:00,12.128,4,5
780,115136.56,2019-06-24 22:42:16.722000+00:00,79.278,5,1
781,123906.86,2019-06-24 22:43:37.074000+00:00,80.926,5,2
782,115221.26,2019-06-24 22:44:59.865000+00:00,72.135,5,3
783,389019.4,2019-06-24 22:46:13.643000+00:00,236.357,5,4
784,15506.26,2019-06-24 22:50:11.831000+00:00,10.169,5,5
785,595990.78,2019-06-24 22:50:23.247000+00:00,371.753,6,1
786,12466.3,2019-06-24 22:56:36.472000+00:00,8.528,6,2
787,46129.16,2019-06-24 22:56:46.268000+00:00,31.732,6,3
788,259576.24,2019-06-24 22:57:19.388000+00:00,160.612,6,4
789,675177.58,2019-06-24 23:00:02.936000+00:00,418.064,7,1
790,174948.62,2019-06-24 23:07:02.809000+00:00,94.191,7,2
791,141010.1,2019-06-24 23:08:38.272000+00:00,100.728,7,3
792,238821.66,2019-06-24 23:10:20.522000+00:00,147.478,7,4
793,401625.84,2019-06-24 23:12:50.841000+00:00,250.159,8,1
794,3831.52,2019-06-24 23:17:02.705000+00:00,1.295,8,2
795,8174.32,2019-06-24 23:17:05.525000+00:00,4.475,8,3
796,100683.66,2019-06-24 23:17:11.152000+00:00,60.848,8,4
