,totalPowerConsumed,firstStartedTimestamp,latency,serverNumber,tacticNumber
384,1652.42,2019-07-21 03:23:29.990000+00:00,0.01,4,4
385,76387.08,2019-07-21 03:23:34.848000+00:00,51.152,5,3
386,1375.22,2019-07-21 03:24:27.682000+00:00,0.318,5,4
387,2744.28,2019-07-21 03:24:30.221000+00:00,1.779,6,1
388,39003.58000000001,2019-07-21 03:24:34.360000+00:00,28.64,6,3
389,1382.92,2019-07-21 03:25:04.914000+00:00,0.086,6,4
390,67704.56000000003,2019-07-21 03:25:09.312000+00:00,47.688,7,3
391,1370.6,2019-07-21 03:26:00.670000+00:00,0.33,8,1
392,91397.45999999998,2019-07-21 03:26:03.464000+00:00,47.536,8,3
393,1643.18,2019-07-21 03:26:54.837000+00:00,0.163,9,1
394,79346.95999999999,2019-07-21 03:26:57.358000+00:00,48.642,9,3
395,1384.46,2019-07-21 03:27:47.972000+00:00,0.028,9,4
396,76277.74,2019-07-21 03:28:22.469000+00:00,54.531,1,3
397,110575.08000000002,2019-07-21 03:29:22.750000+00:00,48.25,2,3
398,1738.66,2019-07-21 03:30:14.686000+00:00,0.314,3,1
399,89170.61999999998,2019-07-21 03:30:17.451000+00:00,48.549,3,3
400,1382.92,2019-07-21 03:31:09.124000+00:00,0.876,4,1
401,66478.71999999999,2019-07-21 03:31:12.143000+00:00,47.857,4,3
402,1367.52,2019-07-21 03:32:03.481000+00:00,0.519,5,1
403,69085.94,2019-07-21 03:32:06.223000+00:00,50.777,5,3
404,1378.3,2019-07-21 03:32:58.958000+00:00,0.042,5,4
405,2731.96,2019-07-21 03:33:01.424000+00:00,1.576,6,1
406,51436.0,2019-07-21 03:33:05.639000+00:00,29.361,6,3
407,91820.95999999999,2019-07-21 03:33:40.459000+00:00,47.541,7,3
408,1783.32,2019-07-21 03:34:29.951000+00:00,0.049,7,4
409,73394.86,2019-07-21 03:34:34.627000+00:00,48.373,8,3
410,1384.46,2019-07-21 03:35:26.484000+00:00,0.516,9,1
411,66757.45999999998,2019-07-21 03:35:29.060000+00:00,47.94,9,3
412,1382.92,2019-07-21 03:36:18.987000+00:00,0.013,9,4
413,99434.71999999996,2019-07-21 03:36:53.538000+00:00,56.462,1,3
414,85925.84000000001,2019-07-21 03:37:55.470000+00:00,48.53,2,3
415,1384.46,2019-07-21 03:38:47.866000+00:00,0.134,3,1
416,66398.63999999997,2019-07-21 03:38:50.649000+00:00,47.351,3,3
417,1378.3,2019-07-21 03:39:41.879000+00:00,0.121,4,1
418,70615.15999999999,2019-07-21 03:39:44.859000+00:00,50.141,4,3
419,1384.46,2019-07-21 03:40:38.941000+00:00,0.059,5,1
420,103096.83999999998,2019-07-21 03:40:41.692000+00:00,57.308,5,3
421,2500.96,2019-07-21 03:41:42.411000+00:00,0.589,6,1
422,79460.92000000001,2019-07-21 03:41:45.971000+00:00,31.029,6,3
423,1532.3,2019-07-21 03:42:20.734000+00:00,0.266,7,1
424,66783.63999999998,2019-07-21 03:42:23.031000+00:00,47.969,7,3
425,1395.24,2019-07-21 03:43:14.680000+00:00,0.32,8,1
426,65637.88,2019-07-21 03:43:17.280000+00:00,47.72,8,3
427,1390.62,2019-07-21 03:44:06.892000+00:00,0.108,8,4
428,83675.9,2019-07-21 03:44:11.535000+00:00,49.465,9,3
429,83849.92000000003,2019-07-21 03:45:36.635000+00:00,55.365,1,3
430,65008.01999999999,2019-07-21 03:46:37.580000+00:00,46.42,2,3
431,1580.04,2019-07-21 03:47:27.597000+00:00,0.403,3,1
432,72945.18,2019-07-21 03:47:30.359000+00:00,47.641,3,3
433,2106.72,2019-07-21 03:48:21.707000+00:00,0.293,4,1
434,87274.87999999998,2019-07-21 03:48:24.692000+00:00,48.308,4,3
435,83412.56000000001,2019-07-21 03:49:18.899000+00:00,53.101,5,3
436,2762.76,2019-07-21 03:50:15.728000+00:00,1.272,6,1
437,42035.84,2019-07-21 03:50:19.905000+00:00,29.095,6,3
438,69038.20000000001,2019-07-21 03:50:54.717000+00:00,49.283,7,3
439,96345.48,2019-07-21 03:51:49.741000+00:00,48.259,8,3
440,2122.12,2019-07-21 03:52:41.884000+00:00,0.116,9,1
441,80173.93999999997,2019-07-21 03:52:44.407000+00:00,49.593,9,3
442,1387.54,2019-07-21 03:54:07.627000+00:00,0.373,1,1
443,79306.92000000001,2019-07-21 03:54:10.157000+00:00,56.843,1,3
444,88873.39999999998,2019-07-21 03:55:12.400000+00:00,47.6,2,3
445,1889.58,2019-07-21 03:56:03.751000+00:00,0.249,3,1
446,82162.08000000005,2019-07-21 03:56:06.537000+00:00,47.463,3,3
447,2865.94,2019-07-21 03:56:57.982000+00:00,1.018,4,1
448,66524.91999999997,2019-07-21 03:57:01.072000+00:00,47.928,4,3
449,1367.52,2019-07-21 03:57:52.597000+00:00,0.403,5,1
450,73399.47999999998,2019-07-21 03:57:55.348000+00:00,51.652,5,3
451,25470.06,2019-07-21 03:58:50.975000+00:00,2.025,6,1
452,54440.54,2019-07-21 03:58:55.209000+00:00,28.791,6,3
453,1727.88,2019-07-21 03:59:25.890000+00:00,0.11,6,4
454,88971.96000000002,2019-07-21 03:59:30.309000+00:00,47.691,7,3
455,1743.28,2019-07-21 04:00:19.916000+00:00,0.084,7,4
456,68285.13999999998,2019-07-21 04:00:24.596000+00:00,47.404,8,3
457,1387.54,2019-07-21 04:01:15.966000+00:00,0.034,9,1
458,67040.82000000002,2019-07-21 04:01:18.496000+00:00,48.504,9,3
459,1506.12,2019-07-21 04:02:40.958000+00:00,0.042,1,1
460,92515.50000000003,2019-07-21 04:02:43.432000+00:00,49.568,1,3
461,78720.18000000001,2019-07-21 04:03:38.933000+00:00,47.067,2,3
462,1387.54,2019-07-21 04:04:29.285000+00:00,0.715,3,1
463,65845.78000000003,2019-07-21 04:04:32.079000+00:00,47.921,3,3
464,1398.32,2019-07-21 04:05:23.187000+00:00,0.813,4,1
465,66019.79999999999,2019-07-21 04:05:26.177000+00:00,46.823,4,3
466,1399.86,2019-07-21 04:06:15.997000+00:00,0.003,4,5
467,64687.700000000004,2019-07-21 04:06:19.802000+00:00,34.198,5,3
468,1771.0,2019-07-21 04:06:57.821000+00:00,0.179,6,1
469,63654.36000000001,2019-07-21 04:07:00.930000+00:00,34.07,6,3
470,71708.56000000001,2019-07-21 04:07:40.604000+00:00,48.396,7,3
471,68414.50000000001,2019-07-21 04:08:34.803000+00:00,48.197,8,3
472,1399.86,2019-07-21 04:09:26.809000+00:00,0.191,9,1
473,81412.1,2019-07-21 04:09:29.312000+00:00,49.688,9,3
474,1818.74,2019-07-21 04:10:20.974000+00:00,0.026,9,4
475,82419.26000000002,2019-07-21 04:10:55.433000+00:00,45.567,1,3
476,1372.14,2019-07-21 04:11:42.938000+00:00,0.062,1,4
477,65271.36,2019-07-21 04:11:47.137000+00:00,47.863,2,3
478,1375.22,2019-07-21 04:12:38.836000+00:00,0.164,3,1
479,66851.4,2019-07-21 04:12:41.674000+00:00,47.326,3,3
480,1379.84,2019-07-21 04:13:30.912000+00:00,0.088,3,4
481,2872.1,2019-07-21 04:13:33.026000+00:00,0.974,4,1
482,84917.14000000004,2019-07-21 04:13:36.025000+00:00,46.975,4,3
483,1791.02,2019-07-21 04:14:25.994000+00:00,0.006,4,5
484,86190.72000000002,2019-07-21 04:14:29.761000+00:00,51.239,5,3
485,1387.54,2019-07-21 04:15:22.557000+00:00,0.443,5,4
486,2775.08,2019-07-21 04:15:25.550000+00:00,1.45,6,1
487,30336.459999999995,2019-07-21 04:15:29.061000+00:00,21.939,6,3
488,1390.62,2019-07-21 04:15:52.923000+00:00,0.077,6,4
489,66623.47999999997,2019-07-21 04:15:57.307000+00:00,47.693,7,3
490,1426.04,2019-07-21 04:16:48.951000+00:00,0.049,8,1
491,81114.88000000002,2019-07-21 04:16:51.548000+00:00,48.452,8,3
492,1640.1,2019-07-21 04:17:43.576000+00:00,0.424,9,1
493,89184.48000000003,2019-07-21 04:17:46.111000+00:00,48.889,9,3
494,80612.83999999998,2019-07-21 04:19:10.637000+00:00,57.363,1,3
495,65534.699999999975,2019-07-21 04:20:13.342000+00:00,47.658,2,3
496,1624.7,2019-07-21 04:21:04.751000+00:00,0.249,3,1
497,109894.39999999998,2019-07-21 04:21:07.511000+00:00,47.489,3,3
498,1566.18,2019-07-21 04:21:58.789000+00:00,0.211,4,1
499,106033.62000000002,2019-07-21 04:22:01.798000+00:00,48.202,4,3
500,1384.46,2019-07-21 04:22:53.665000+00:00,0.335,5,1
501,59916.77999999999,2019-07-21 04:22:56.408000+00:00,43.592,5,3
502,1398.32,2019-07-21 04:23:43.923000+00:00,0.077,6,1
503,54637.66,2019-07-21 04:23:46.602000+00:00,38.398,6,3
504,80369.51999999996,2019-07-21 04:24:30.729000+00:00,45.271,7,3
505,2091.32,2019-07-21 04:25:19.920000+00:00,0.08,8,1
506,91799.40000000002,2019-07-21 04:25:22.611000+00:00,38.389,8,3
507,1791.02,2019-07-21 04:26:04.969000+00:00,0.031,9,1
508,66438.68000000001,2019-07-21 04:26:07.516000+00:00,44.484,9,3
509,1382.92,2019-07-21 04:26:53.892000+00:00,0.108,9,4
510,75718.72,2019-07-21 04:27:28.406000+00:00,48.594,1,3
511,83253.94000000002,2019-07-21 04:28:22.826000+00:00,45.174,2,3
512,1620.08,2019-07-21 04:29:11.950000+00:00,0.05,3,1
513,82990.6,2019-07-21 04:29:14.847000+00:00,47.153,3,3
514,1746.36,2019-07-21 04:30:05.768000+00:00,0.232,4,1
515,65097.33999999998,2019-07-21 04:30:08.836000+00:00,47.164,4,3
516,1384.46,2019-07-21 04:30:59.591000+00:00,0.409,5,1
517,66332.41999999997,2019-07-21 04:31:02.128000+00:00,47.872,5,3
518,1382.92,2019-07-21 04:31:53.674000+00:00,0.326,6,1
519,78159.62000000001,2019-07-21 04:31:56.322000+00:00,47.678,6,3
520,1707.86,2019-07-21 04:32:47.961000+00:00,0.039,7,1
521,96932.22,2019-07-21 04:32:50.439000+00:00,52.561,7,3
522,3093.8599999999997,2019-07-21 04:33:46.468000+00:00,1.532,8,1
523,40619.04,2019-07-21 04:33:50.685000+00:00,28.315,8,3
524,67456.62,2019-07-21 04:34:24.701000+00:00,47.299,9,3
525,1392.16,2019-07-21 04:35:45.935000+00:00,0.065,1,1
526,78071.83999999998,2019-07-21 04:35:48.290000+00:00,46.71,1,3
527,87439.66000000002,2019-07-21 04:36:40.528000+00:00,47.472,2,3
528,1735.58,2019-07-21 04:37:31.967000+00:00,0.033,3,1
529,68086.48000000001,2019-07-21 04:37:34.726000+00:00,48.274,3,3
530,1384.46,2019-07-21 04:38:26.593000+00:00,0.407,4,1
531,65234.39999999998,2019-07-21 04:38:29.649000+00:00,47.351,4,3
532,1384.46,2019-07-21 04:39:20.997000+00:00,0.003,5,1
533,77779.23999999998,2019-07-21 04:39:23.533000+00:00,47.467,5,3
534,1720.18,2019-07-21 04:40:12.954000+00:00,0.046,5,4
535,89631.07999999996,2019-07-21 04:40:17.807000+00:00,47.193,6,3
536,1529.22,2019-07-21 04:41:06.981000+00:00,0.019,6,4
537,75259.80000000002,2019-07-21 04:41:11.591000+00:00,51.409,7,3
538,4185.72,2019-07-21 04:42:06.883000+00:00,2.117,8,1
539,40574.380000000005,2019-07-21 04:42:11.227000+00:00,28.773,8,3
540,1684.76,2019-07-21 04:42:43.723000+00:00,0.277,9,1
541,68734.82000000002,2019-07-21 04:42:46.299000+00:00,47.701,9,3
542,87237.92,2019-07-21 04:44:09.961000+00:00,47.039,1,3
543,75965.12000000004,2019-07-21 04:45:02.818000+00:00,48.182,2,3
544,1372.14,2019-07-21 04:45:54.848000+00:00,0.152,3,1
545,66557.25999999998,2019-07-21 04:45:57.654000+00:00,47.346,3,3
546,2790.48,2019-07-21 04:46:48.977000+00:00,1.023,4,1
547,78607.76000000001,2019-07-21 04:46:52.033000+00:00,47.967,4,3
548,90921.59999999999,2019-07-21 04:47:45.994000+00:00,48.006,5,3
549,2109.8,2019-07-21 04:48:37.922000+00:00,0.078,6,1
550,67836.99999999999,2019-07-21 04:48:40.587000+00:00,48.413,6,3
551,73628.94,2019-07-21 04:49:34.898000+00:00,52.102,7,3
552,1398.32,2019-07-21 04:50:29.927000+00:00,0.073,7,5
553,2767.38,2019-07-21 04:50:31.006000+00:00,1.994,8,1
554,48724.06000000001,2019-07-21 04:50:35.096000+00:00,28.904,8,3
555,2075.92,2019-07-21 04:51:07.591000+00:00,0.409,9,1
556,84736.95999999999,2019-07-21 04:51:10.179000+00:00,47.821,9,3
557,80237.08000000005,2019-07-21 04:52:33.606000+00:00,57.394,1,3
558,69278.43999999999,2019-07-21 04:53:36.962000+00:00,49.038,2,3
559,89360.04,2019-07-21 04:54:31.922000+00:00,48.078,3,3
560,1975.82,2019-07-21 04:55:23.788000+00:00,0.212,4,1
561,81418.26,2019-07-21 04:55:26.844000+00:00,47.156,4,3
562,1382.92,2019-07-21 04:56:17.875000+00:00,0.125,5,1
563,66828.29999999999,2019-07-21 04:56:20.425000+00:00,47.575,5,3
564,1387.54,2019-07-21 04:57:09.974000+00:00,0.026,5,4
565,65168.179999999986,2019-07-21 04:57:14.802000+00:00,47.198,6,3
566,1382.92,2019-07-21 04:58:05.990000+00:00,0.01,7,1
567,91673.12000000001,2019-07-21 04:58:08.481000+00:00,51.519,7,3
568,3186.26,2019-07-21 04:59:03.598000+00:00,1.402,8,1
569,51850.26000000001,2019-07-21 04:59:07.683000+00:00,27.317,8,3
570,1741.74,2019-07-21 04:59:38.947000+00:00,0.053,9,1
571,69778.94,2019-07-21 04:59:41.580000+00:00,48.42,9,3
572,66216.92000000001,2019-07-21 05:01:05.768000+00:00,46.232,1,3
573,88195.80000000003,2019-07-21 05:01:57.738000+00:00,48.262,2,3
574,1532.3,2019-07-21 05:02:49.669000+00:00,0.331,3,1
575,85044.95999999999,2019-07-21 05:02:52.519000+00:00,47.481,3,3
576,1655.5,2019-07-21 05:03:43.612000+00:00,0.388,4,1
577,67812.36,2019-07-21 05:03:46.717000+00:00,47.283,4,3
578,1398.32,2019-07-21 05:04:37.661000+00:00,0.339,5,1
579,87016.16000000005,2019-07-21 05:04:40.195000+00:00,47.805,5,3
580,1395.24,2019-07-21 05:05:31.574000+00:00,0.426,6,1
581,82046.58,2019-07-21 05:05:34.292000+00:00,47.708,6,3
582,1592.36,2019-07-21 05:06:25.987000+00:00,0.013,7,1
583,67776.94,2019-07-21 05:06:28.476000+00:00,35.524,7,3
584,2097.48,2019-07-21 05:07:07.421000+00:00,0.579,8,1
585,52957.52000000001,2019-07-21 05:07:10.502000+00:00,35.498,8,3
586,110716.76,2019-07-21 05:07:51.808000+00:00,48.192,9,3
587,103366.34000000003,2019-07-21 05:09:15.601000+00:00,56.399,1,3
588,2263.8,2019-07-21 05:10:15.955000+00:00,0.045,2,1
589,108950.38000000002,2019-07-21 05:10:18.052000+00:00,48.948,2,3
590,1390.62,2019-07-21 05:11:10.401000+00:00,0.599,3,1
591,67470.48000000004,2019-07-21 05:11:13.192000+00:00,47.808,3,3
592,1392.16,2019-07-21 05:12:04.794000+00:00,0.206,4,1
593,65402.26000000002,2019-07-21 05:12:07.825000+00:00,47.175,4,3
594,86597.27999999998,2019-07-21 05:13:00.883000+00:00,48.117,5,3
595,1624.7,2019-07-21 05:13:52.620000+00:00,0.38,6,1
596,85214.36,2019-07-21 05:13:55.288000+00:00,47.712,6,3
597,1378.3,2019-07-21 05:14:44.967000+00:00,0.033,6,4
598,70758.37999999998,2019-07-21 05:14:49.540000+00:00,51.46,7,3
599,1375.22,2019-07-21 05:15:42.969000+00:00,0.031,7,4
600,1415.26,2019-07-21 05:15:44.916000+00:00,0.084,7,5
601,1382.92,2019-07-21 05:15:46.045000+00:00,0.955,8,1
602,30555.14,2019-07-21 05:15:49.503000+00:00,21.497,8,3
603,1392.16,2019-07-21 05:16:12.990000+00:00,0.01,8,4
604,75341.41999999997,2019-07-21 05:16:17.689000+00:00,47.311,9,3
605,1533.84,2019-07-21 05:17:38.921000+00:00,0.079,1,1
606,94332.69999999997,2019-07-21 05:17:41.346000+00:00,55.654,1,3
607,1370.6,2019-07-21 05:18:38.902000+00:00,0.098,1,4
608,68439.14,2019-07-21 05:18:43.117000+00:00,48.883,2,3
609,1415.26,2019-07-21 05:19:35.738000+00:00,0.262,3,1
610,68873.42,2019-07-21 05:19:38.517000+00:00,48.483,3,3
611,1509.2,2019-07-21 05:20:30.567000+00:00,0.433,4,1
612,91659.26000000002,2019-07-21 05:20:33.673000+00:00,47.327,4,3
613,83617.38,2019-07-21 05:21:26.827000+00:00,48.173,5,3
614,1398.32,2019-07-21 05:22:18.595000+00:00,0.405,6,1
615,65953.58,2019-07-21 05:22:21.307000+00:00,47.693,6,3
616,1402.94,2019-07-21 05:23:10.932000+00:00,0.068,6,4
617,72538.61999999998,2019-07-21 05:23:15.540000+00:00,51.46,7,3
618,4184.179999999999,2019-07-21 05:24:10.956000+00:00,2.044,8,1
619,46159.95999999999,2019-07-21 05:24:15.111000+00:00,25.889,8,3
620,2003.54,2019-07-21 05:24:42.918000+00:00,0.082,8,4
621,90863.08000000002,2019-07-21 05:24:47.621000+00:00,47.379,9,3
622,1402.94,2019-07-21 05:26:08.685000+00:00,0.315,1,1
623,67542.86,2019-07-21 05:26:11.039000+00:00,47.961,1,3
624,65976.68000000001,2019-07-21 05:27:04.838000+00:00,46.162,2,3
625,1667.82,2019-07-21 05:27:54.902000+00:00,0.098,3,1
626,90664.42000000001,2019-07-21 05:27:57.635000+00:00,48.365,3,3
627,1952.72,2019-07-21 05:28:49.371000+00:00,0.629,4,1
628,80906.98000000005,2019-07-21 05:28:52.443000+00:00,47.557,4,3
629,1509.2,2019-07-21 05:29:43.800000+00:00,0.2,5,1
630,67444.3,2019-07-21 05:29:46.336000+00:00,48.664,5,3
631,1384.46,2019-07-21 05:30:38.375000+00:00,0.625,6,1
632,67111.66,2019-07-21 05:30:41.059000+00:00,47.941,6,3
633,1624.7,2019-07-21 05:31:32.927000+00:00,0.073,7,1
634,62021.95999999999,2019-07-21 05:31:35.410000+00:00,33.59,7,3
635,4187.26,2019-07-21 05:32:12.957000+00:00,1.043,8,1
636,70592.06000000001,2019-07-21 05:32:16.053000+00:00,36.947,8,3
637,67730.74,2019-07-21 05:32:58.753000+00:00,47.247,9,3
638,1367.52,2019-07-21 05:33:47.929000+00:00,0.071,9,4
639,63893.06,2019-07-21 05:34:22.391000+00:00,45.609,1,3
640,89397.0,2019-07-21 05:35:13.245000+00:00,48.755,2,3
641,1560.02,2019-07-21 05:36:05.873000+00:00,0.127,3,1
642,82779.62,2019-07-21 05:36:08.630000+00:00,47.37,3,3
643,1375.22,2019-07-21 05:36:57.913000+00:00,0.087,3,4
644,1375.22,2019-07-21 05:37:00.023000+00:00,0.977,4,1
645,65794.95999999999,2019-07-21 05:37:03.084000+00:00,46.916,4,3
646,1398.32,2019-07-21 05:37:53.812000+00:00,0.188,5,1
647,66983.84,2019-07-21 05:37:56.348000+00:00,48.652,5,3
648,93901.5,2019-07-21 05:38:50.783000+00:00,47.217,6,3
649,2089.78,2019-07-21 05:39:39.976000+00:00,0.024,6,4
650,86427.88,2019-07-21 05:39:44.562000+00:00,53.438,7,3
651,2755.0600000000004,2019-07-21 05:40:41.338000+00:00,1.662,8,1
652,47063.93999999999,2019-07-21 05:40:45.405000+00:00,29.595,8,3
653,1375.22,2019-07-21 05:41:18.720000+00:00,0.28,9,1
654,66357.05999999998,2019-07-21 05:41:21.347000+00:00,47.653,9,3
655,101484.45999999998,2019-07-21 05:42:44.845000+00:00,56.155,1,3
656,71702.4,2019-07-21 05:43:46.633000+00:00,48.367,2,3
657,1395.24,2019-07-21 05:44:36.952000+00:00,0.048,2,4
658,68292.83999999998,2019-07-21 05:44:41.796000+00:00,48.204,3,3
659,1426.04,2019-07-21 05:45:33.465000+00:00,0.535,4,1
660,72677.21999999997,2019-07-21 05:45:36.554000+00:00,47.446,4,3
661,1647.8,2019-07-21 05:46:27.589000+00:00,0.411,5,1
662,85702.53999999998,2019-07-21 05:46:30.141000+00:00,47.859,5,3
663,1580.04,2019-07-21 05:47:21.475000+00:00,0.525,6,1
664,81604.60000000003,2019-07-21 05:47:24.101000+00:00,47.899,6,3
665,1387.54,2019-07-21 05:48:15.559000+00:00,0.441,7,1
666,50197.840000000004,2019-07-21 05:48:18.030000+00:00,31.97,7,3
667,1418.34,2019-07-21 05:48:53.662000+00:00,0.338,8,1
668,54503.68000000001,2019-07-21 05:48:56.716000+00:00,38.284,8,3
669,1387.54,2019-07-21 05:49:38.533000+00:00,0.467,9,1
670,76744.35999999997,2019-07-21 05:49:41.130000+00:00,47.87,9,3
671,2083.62,2019-07-21 05:50:30.921000+00:00,0.079,9,4
672,88269.71999999997,2019-07-21 05:51:05.543000+00:00,54.457,1,3
673,1384.46,2019-07-21 05:52:03.936000+00:00,0.064,2,1
674,90582.80000000002,2019-07-21 05:52:06.029000+00:00,48.971,2,3
675,1375.22,2019-07-21 05:52:58.618000+00:00,0.382,3,1
676,88896.50000000001,2019-07-21 05:53:01.397000+00:00,47.603,3,3
677,2192.96,2019-07-21 05:53:50.930000+00:00,0.07,3,4
678,2089.78,2019-07-21 05:53:53.034000+00:00,0.966,4,1
679,87273.34,2019-07-21 05:53:56.111000+00:00,47.889,4,3
680,79373.13999999998,2019-07-21 05:54:49.725000+00:00,48.275,5,3
681,1390.62,2019-07-21 05:55:41.651000+00:00,0.349,6,1
682,67274.90000000001,2019-07-21 05:55:44.387000+00:00,47.613,6,3
683,1387.54,2019-07-21 05:56:35.964000+00:00,0.036,7,1
684,46560.35999999999,2019-07-21 05:56:38.456000+00:00,33.544,7,3
685,1390.62,2019-07-21 05:57:15.712000+00:00,0.288,8,1
686,61338.2,2019-07-21 05:57:18.710000+00:00,35.29,8,3
687,1629.32,2019-07-21 05:57:57.521000+00:00,0.479,9,1
688,89275.33999999997,2019-07-21 05:58:00.108000+00:00,47.892,9,3
689,1375.22,2019-07-21 05:59:21.828000+00:00,0.172,1,1
690,52772.72,2019-07-21 05:59:24.184000+00:00,38.816,1,3
691,68605.46000000002,2019-07-21 06:00:08.510000+00:00,48.49,2,3
692,94355.80000000002,2019-07-21 06:01:02.872000+00:00,48.128,3,3
693,2268.42,2019-07-21 06:01:54.361000+00:00,0.639,4,1
694,76973.81999999999,2019-07-21 06:01:57.433000+00:00,47.567,4,3
695,68608.54,2019-07-21 06:02:50.915000+00:00,48.085,5,3
696,1398.32,2019-07-21 06:03:42.990000+00:00,0.01,6,1
697,68848.78000000001,2019-07-21 06:03:45.623000+00:00,48.377,6,3
698,2082.08,2019-07-21 06:04:37.577000+00:00,0.423,7,1
699,75273.65999999999,2019-07-21 06:04:40.053000+00:00,31.947,7,3
700,1632.4,2019-07-21 06:05:15.394000+00:00,0.606,8,1
701,73294.75999999998,2019-07-21 06:05:18.499000+00:00,36.501,8,3
702,2083.62,2019-07-21 06:05:58.948000+00:00,0.052,9,1
703,69109.04,2019-07-21 06:06:01.576000+00:00,47.424,9,3
704,1370.6,2019-07-21 06:06:50.896000+00:00,0.104,9,4
705,63672.83999999998,2019-07-21 06:07:25.408000+00:00,45.592,1,3
706,105958.16000000002,2019-07-21 06:08:16.594000+00:00,48.406,2,3
707,1620.08,2019-07-21 06:09:08.590000+00:00,0.41,3,1
708,84756.97999999998,2019-07-21 06:09:11.412000+00:00,47.588,3,3
709,1375.22,2019-07-21 06:10:02.753000+00:00,0.247,4,1
710,66851.40000000001,2019-07-21 06:10:05.864000+00:00,47.136,4,3
711,1398.32,2019-07-21 06:10:56.761000+00:00,0.239,5,1
712,68526.91999999997,2019-07-21 06:10:59.297000+00:00,48.703,5,3
713,82249.86,2019-07-21 06:11:53.889000+00:00,48.111,6,3
714,63916.16000000001,2019-07-21 06:12:47.825000+00:00,34.175,7,3
715,1652.42,2019-07-21 06:13:25.371000+00:00,0.629,8,1
716,55507.76,2019-07-21 06:13:28.454000+00:00,35.546,8,3
717,1392.16,2019-07-21 06:14:07.876000+00:00,0.124,9,1
718,67462.78,2019-07-21 06:14:10.479000+00:00,47.521,9,3
719,79579.50000000001,2019-07-21 06:15:33.896000+00:00,47.104,1,3
720,84356.58,2019-07-21 06:16:26.593000+00:00,47.407,2,3
721,1824.9,2019-07-21 06:17:17.235000+00:00,0.765,3,1
722,74063.22000000004,2019-07-21 06:17:20.075000+00:00,47.925,3,3
723,2762.76,2019-07-21 06:18:11.909000+00:00,1.091,4,1
724,65018.79999999998,2019-07-21 06:18:15.090000+00:00,46.91,4,3
725,1375.22,2019-07-21 06:19:05.820000+00:00,0.18,5,1
726,77563.64,2019-07-21 06:19:08.356000+00:00,50.644,5,3
727,1663.2,2019-07-21 06:20:02.627000+00:00,0.373,6,1
728,94106.31999999998,2019-07-21 06:20:05.425000+00:00,49.575,6,3
729,2103.64,2019-07-21 06:20:58.689000+00:00,0.311,7,1
730,74805.49999999999,2019-07-21 06:21:01.189000+00:00,50.811,7,3
731,1410.64,2019-07-21 06:21:53.903000+00:00,0.097,7,4
732,2793.56,2019-07-21 06:21:56.395000+00:00,1.605,8,1
733,36525.72000000001,2019-07-21 06:22:00.568000+00:00,25.432,8,3
734,1510.74,2019-07-21 06:22:30.990000+00:00,0.01,9,2
735,66029.04,2019-07-21 06:22:32.009000+00:00,47.991,9,3
736,1640.1,2019-07-21 06:23:53.839000+00:00,0.161,1,1
737,86196.87999999999,2019-07-21 06:23:56.309000+00:00,46.691,1,3
738,85215.90000000001,2019-07-21 06:24:48.721000+00:00,51.279,2,3
739,1861.86,2019-07-21 06:25:43.654000+00:00,0.346,3,1
740,66256.95999999999,2019-07-21 06:25:46.421000+00:00,47.579,3,3
741,1406.02,2019-07-21 06:26:37.772000+00:00,0.228,4,1
742,74736.2,2019-07-21 06:26:40.829000+00:00,47.171,4,3
743,1818.74,2019-07-21 06:27:31.839000+00:00,0.161,5,1
744,86052.12,2019-07-21 06:27:34.386000+00:00,47.614,5,3
745,2086.7,2019-07-21 06:28:25.929000+00:00,0.071,6,1
746,77321.86000000002,2019-07-21 06:28:28.612000+00:00,48.388,6,3
747,55845.02000000001,2019-07-21 06:29:22.870000+00:00,39.13,7,3
748,1392.16,2019-07-21 06:30:05.618000+00:00,0.382,8,1
749,47472.04,2019-07-21 06:30:08.727000+00:00,33.273,8,3
750,1395.24,2019-07-21 06:30:45.853000+00:00,0.147,9,1
751,73328.64000000001,2019-07-21 06:30:48.493000+00:00,45.507,9,3
752,1801.8,2019-07-21 06:32:07.659000+00:00,0.341,1,1
753,95395.30000000002,2019-07-21 06:32:10.039000+00:00,56.961,1,3
754,1395.24,2019-07-21 06:33:10.854000+00:00,0.146,2,1
755,54753.16,2019-07-21 06:33:13.525000+00:00,38.475,2,3
756,22716.54,2019-07-21 06:33:55.885000+00:00,0.115,3,1
757,109920.58000000003,2019-07-21 06:33:58.761000+00:00,48.239,3,3
758,1395.24,2019-07-21 06:34:50.526000+00:00,0.474,4,1
759,88796.4,2019-07-21 06:34:53.545000+00:00,47.455,4,3
760,1580.04,2019-07-21 06:35:44.958000+00:00,0.042,5,1
761,83210.81999999999,2019-07-21 06:35:47.509000+00:00,47.491,5,3
762,1390.62,2019-07-21 06:36:38.631000+00:00,0.369,6,1
763,65725.66,2019-07-21 06:36:41.279000+00:00,47.721,6,3
764,1387.54,2019-07-21 06:37:32.890000+00:00,0.11,7,1
765,67479.72000000002,2019-07-21 06:37:35.168000+00:00,47.832,7,3
766,1395.24,2019-07-21 06:38:26.693000+00:00,0.307,8,1
767,72145.92000000001,2019-07-21 06:38:29.606000+00:00,39.394,8,3
768,1766.38,2019-07-21 06:39:12.425000+00:00,0.575,9,1
