,Unnamed: 0,Hours,Minutes,Seconds,Latency,Cost,Reliability,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Server_1.0,Server_2.0,Server_3.0,Server_4.0,Server_5.0,Server_6.0,Server_7.0,Server_8.0,Tactic_1.0,Tactic_2.0,Tactic_3.0,Tactic_4.0,Tactic_5.0
46037,46037,0.7391304347826086,0.0,0.6635624588013559,0.035360638995568905,0.32303732303732297,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
46038,46038,0.7391304347826086,0.0,0.6682033358465796,0.037443607128118915,0.33848133848133843,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46039,46039,0.7391304347826086,0.01694915254237288,0.12584166775199662,0.013417141629047698,0.06692406692406691,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
46040,46040,0.7391304347826086,0.01694915254237288,0.15907595432642127,0.0018513172514277945,0.32303732303732297,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
46041,46041,0.7391304347826086,0.01694915254237288,0.15946386831232576,2.135711530649761e-05,0.3848133848133848,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
46042,46042,0.7391304347826086,0.01694915254237288,0.7896195786724874,0.0354086923372342,0.3256113256113256,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
46043,46043,0.7391304347826086,0.01694915254237288,0.7941301994268556,0.03755169071114163,0.3474903474903475,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
46044,46044,0.7391304347826086,0.03389830508474576,0.3941088061416593,0.01707097507749879,0.055341055341055344,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
46045,46045,0.7391304347826086,0.03389830508474576,0.4245507631320738,0.0016916641642589925,0.32432432432432434,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
46046,46046,0.7391304347826086,0.03389830508474576,0.4249353714597381,2.1136805122121454e-05,0.28442728442728443,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46047,46047,0.7391304347826086,0.05084745762711865,0.054410183003410564,0.035466796743934034,0.3256113256113256,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
46048,46048,0.7391304347826086,0.05084745762711865,0.10327537473768224,0.03994500757428919,0.037323037323037316,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46049,46049,0.7391304347826086,0.05084745762711865,0.3558498355660412,0.007175355533911861,0.11454311454311453,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
46050,46050,0.7391304347826086,0.05084745762711865,0.3808576577050661,0.001741210023569403,0.3204633204633205,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
46051,46051,0.7391304347826086,0.05084745762711865,0.38125470398924,2.1899279658703725e-05,0.3848133848133848,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
46052,46052,0.7391304347826086,0.06779661016949153,0.006839557155991291,0.03524815398333248,0.33204633204633205,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
46053,46053,0.7391304347826086,0.06779661016949153,0.011954211825144235,0.0373154327739678,0.2857142857142857,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
46054,46054,0.7391304347826086,0.06779661016949153,0.6782922882716298,0.01868032241027082,0.06435006435006434,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
46055,46055,0.7391304347826086,0.06779661016949153,0.7121382384871813,0.001883408505179355,0.3268983268983269,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
46056,46056,0.7391304347826086,0.06779661016949153,0.7125270373209984,2.0994106748850725e-05,0.3204633204633205,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
46057,46057,0.7391304347826086,0.0847457627118644,0.34355976552465245,0.035554188985303964,0.3256113256113256,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46058,46058,0.7391304347826086,0.0847457627118644,0.3476275115510634,0.03770685101609023,0.3166023166023166,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
46059,46059,0.7391304347826086,0.1016949152542373,0.05541022809726362,0.020452752959162268,0.0296010296010296,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
46060,46060,0.7391304347826086,0.1016949152542373,0.08821940368296073,0.0018254550724253675,0.32303732303732297,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46061,46061,0.7391304347826086,0.1016949152542373,0.08863631730706255,2.3053391893715885e-05,0.2561132561132561,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46062,46062,0.7391304347826086,0.1016949152542373,0.7278682466132572,0.035918716229444515,0.3178893178893179,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
46063,46063,0.7391304347826086,0.1016949152542373,0.7628905603907115,0.0390804993285732,0.06692406692406691,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
46064,46064,0.7391304347826086,0.11864406779661014,0.1104072322192692,0.010127570604995756,0.0785070785070785,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46065,46065,0.7391304347826086,0.11864406779661014,0.14034018462168052,0.0016632291649052488,0.3204633204633205,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
46066,46066,0.7391304347826086,0.11864406779661014,0.14072040210026834,2.0739128464356024e-05,0.28442728442728443,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46067,46067,0.7391304347826086,0.11864406779661014,0.7823905548729334,0.03605571919293927,0.32303732303732297,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
46068,46068,0.7391304347826086,0.11864406779661014,0.7873186902801745,0.03803622014614814,0.3256113256113256,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
46069,46069,0.7391304347826086,0.11864406779661014,0.8909404579328359,0.0031227322461738877,0.2947232947232947,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
46070,46070,0.7391304347826086,0.11864406779661014,0.9217827668656646,0.0017167280822883984,0.3217503217503217,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46071,46071,0.7391304347826086,0.11864406779661014,0.9221762570629436,2.1670470198184e-05,0.4272844272844272,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
46072,46072,0.7391304347826086,0.13559322033898305,0.562904113589496,0.03609910620834838,0.32947232947232946,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
46073,46073,0.7391304347826086,0.13559322033898305,0.5681115938132704,0.038147157489246165,0.3281853281853282,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
46074,46074,0.7391304347826086,0.2542372881355932,0.8197257609228756,0.04041070780838317,0.009009009009009007,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
46075,46075,0.7391304347826086,0.2542372881355932,0.8568223752460024,0.0020629449778987487,0.32303732303732297,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
46076,46076,0.7391304347826086,0.2542372881355932,0.8572816613984549,2.526745333052286e-05,0.35006435006435005,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
46077,46077,0.7391304347826086,0.2711864406779661,0.4984404555537638,0.03612312874141654,0.32947232947232946,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
46078,46078,0.7391304347826086,0.2711864406779661,0.5370224457032696,0.04040184559249668,0.03861003861003861,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46079,46079,0.7391304347826086,0.2711864406779661,0.9939919661485904,0.013052768266554951,0.06177606177606178,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
46080,46080,0.7391304347826086,0.288135593220339,0.02329115040729967,0.0017245782821385205,0.3256113256113256,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
46081,46081,0.7391304347826086,0.288135593220339,0.02371622800553995,2.347075108566409e-05,0.28442728442728443,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
46082,46082,0.7391304347826086,0.288135593220339,0.6595500742028452,0.035727743085992025,0.32432432432432434,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
46083,46083,0.7391304347826086,0.288135593220339,0.6638511863448133,0.03773629484045685,0.31402831402831405,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
46084,46084,0.7391304347826086,0.3050847457627119,0.256043882713309,0.016978100355692673,0.06048906048906048,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
46085,46085,0.7391304347826086,0.3050847457627119,0.2867030615186839,0.0017041487062629266,0.32303732303732297,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
46086,46086,0.7391304347826086,0.3050847457627119,0.28711665278930193,2.286663148355116e-05,0.35006435006435005,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
46087,46087,0.7391304347826086,0.3050847457627119,0.9138271493677872,0.03521503901417895,0.3204633204633205,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
46088,46088,0.7391304347826086,0.3050847457627119,0.9319462635535536,0.037199741978436666,0.3178893178893179,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46089,46089,0.7391304347826086,0.3220338983050847,0.15435749448401673,0.006860247778337695,0.1081081081081081,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
46090,46090,0.7391304347826086,0.3220338983050847,0.1869260749136618,0.001811822233485453,0.3191763191763192,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
46091,46091,0.7391304347826086,0.3220338983050847,0.18730532406811864,2.0912468964761124e-05,0.3848133848133848,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
46092,46092,0.7391304347826086,0.3220338983050847,0.8151289259303662,0.03527764647162572,0.3217503217503217,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
46093,46093,0.7391304347826086,0.3220338983050847,0.8623115877061501,0.039780531740889684,0.034749034749034735,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
