,Unnamed: 0,Hours,Minutes,Seconds,Latency,Cost,Reliability,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Server_1.0,Server_2.0,Server_3.0,Server_4.0,Server_5.0,Server_6.0,Server_7.0,Server_8.0,Tactic_1.0,Tactic_2.0,Tactic_3.0,Tactic_4.0,Tactic_5.0
47873,47873,0.17391304347826084,0.1694915254237288,0.2521892013861927,0.001700356910766668,0.32303732303732297,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47874,47874,0.17391304347826084,0.1694915254237288,0.2525987524078507,2.2542987994457445e-05,0.35006435006435005,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47875,47875,0.17391304347826084,0.1694915254237288,0.8896262918299538,0.035794798125138916,0.32432432432432434,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47876,47876,0.17391304347826084,0.1694915254237288,0.8940067063791975,0.03778259386116562,0.3204633204633205,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
47877,47877,0.17391304347826084,0.1864406779661017,0.27149910382436443,0.01156216834688858,0.07207207207207206,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47878,47878,0.17391304347826084,0.1864406779661017,0.3032382311596388,0.0017651536028058163,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47879,47879,0.17391304347826084,0.1864406779661017,0.3036453112852385,2.2475441115577924e-05,0.2561132561132561,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47880,47880,0.17391304347826084,0.1864406779661017,0.9238026910028112,0.0348469275358485,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
47881,47881,0.17391304347826084,0.1864406779661017,0.9282178149635762,0.03690157283279172,0.3178893178893179,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47882,47882,0.17391304347826084,0.2033898305084746,0.028371913731869605,0.003140620985819297,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47883,47883,0.17391304347826084,0.2033898305084746,0.059556642111691885,0.001735149145020564,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47884,47884,0.17391304347826084,0.2033898305084746,0.05997968289020845,2.33582475092587e-05,0.2561132561132561,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47885,47885,0.17391304347826084,0.2033898305084746,0.7132952689569525,0.03671005766283029,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
47886,47886,0.17391304347826084,0.2033898305084746,0.7306981238002067,0.03873029737471775,0.3333333333333333,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47887,47887,0.17391304347826084,0.22033898305084745,0.5083233385866031,0.023693880569414738,0.05148005148005147,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
47888,47888,0.17391304347826084,0.22033898305084745,0.5381912797102921,0.0016595581486032063,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47889,47889,0.17391304347826084,0.22033898305084745,0.5386131351265105,2.3269899770289292e-05,0.3848133848133848,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
47890,47890,0.17391304347826084,0.23728813559322035,0.17034182125641426,0.03559330958774798,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
47891,47891,0.17391304347826084,0.23728813559322035,0.1754118829298129,0.03758060825036615,0.3101673101673101,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47892,47892,0.17391304347826084,0.23728813559322035,0.6563392616418313,0.014109505636716034,0.06563706563706563,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47893,47893,0.17391304347826084,0.23728813559322035,0.6859213801944559,0.001646126160974821,0.3204633204633205,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
47894,47894,0.17391304347826084,0.23728813559322035,0.6863512994133509,2.3718348419734713e-05,0.2561132561132561,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47895,47895,0.17391304347826084,0.2542372881355932,0.3152189550316785,0.03543264352114081,0.32947232947232946,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
47896,47896,0.17391304347826084,0.2542372881355932,0.35907872907591376,0.03958386339245272,0.03861003861003861,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
47897,47897,0.17391304347826084,0.2542372881355932,0.932991452586201,0.016108645430218126,0.06177606177606178,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47898,47898,0.17391304347826084,0.2542372881355932,0.9683870887066209,0.0019678400907756125,0.3204633204633205,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
47899,47899,0.17391304347826084,0.2542372881355932,0.9688644057222012,2.617933619525567e-05,0.3204633204633205,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47900,47900,0.17391304347826084,0.2711864406779661,0.5959786600728023,0.03533410895236252,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
47901,47901,0.17391304347826084,0.2711864406779661,0.6111563394536371,0.03760428170056343,0.32947232947232946,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47902,47902,0.17391304347826084,0.2711864406779661,0.8444347715912867,0.007092259900324352,0.12870012870012867,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47903,47903,0.17391304347826084,0.2711864406779661,0.8743257521511947,0.0016628800235895071,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
47904,47904,0.17391304347826084,0.2711864406779661,0.8747224645304957,2.173443843444219e-05,0.28442728442728443,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47905,47905,0.17391304347826084,0.288135593220339,0.5050947455911159,0.03551704781951852,0.3307593307593308,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47906,47906,0.17391304347826084,0.288135593220339,0.5094137884247502,0.037462072137836866,0.3204633204633205,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47907,47907,0.17391304347826084,0.3050847457627119,0.17059884453220506,0.018933105197511287,0.0772200772200772,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
47908,47908,0.17391304347826084,0.3050847457627119,0.2047698845318551,0.0019032601302753104,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47909,47909,0.17391304347826084,0.3050847457627119,0.20516606266335985,2.1834864092082688e-05,0.3848133848133848,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
47910,47910,0.17391304347826084,0.3050847457627119,0.8588430506691128,0.03673038569474578,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47911,47911,0.17391304347826084,0.3050847457627119,0.8633952759706244,0.03892881006645122,0.3178893178893179,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
47912,47912,0.17391304347826084,0.3220338983050847,0.6526829198091221,0.02092493203494104,0.028314028314028312,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
47913,47913,0.17391304347826084,0.3220338983050847,0.6982779640864941,0.0017579191531478045,0.3217503217503217,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47914,47914,0.17391304347826084,0.3220338983050847,0.6847171355756793,2.0472743256640685e-05,0.3204633204633205,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47915,47915,0.17391304347826084,0.3389830508474576,0.3059216409741615,0.035002085847949456,0.32432432432432434,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47916,47916,0.17391304347826084,0.3389830508474576,0.3101029647430346,0.03703732719398042,0.3204633204633205,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
47917,47917,0.17391304347826084,0.3389830508474576,0.6436657519398329,0.009618358170081642,0.06949806949806947,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47918,47918,0.17391304347826084,0.3389830508474576,0.6737248035174341,0.001670515504880473,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47919,47919,0.17391304347826084,0.3389830508474576,0.6741105972073966,2.1283305803101126e-05,0.2561132561132561,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47920,47920,0.17391304347826084,0.3559322033898305,0.3242455724088661,0.03662768402038199,0.32947232947232946,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
47921,47921,0.17391304347826084,0.3559322033898305,0.3287105817576181,0.038589586927244415,0.3268983268983269,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47922,47922,0.17391304347826084,0.3559322033898305,0.4247148272912941,0.0027706595729614838,0.2921492921492921,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47923,47923,0.17391304347826084,0.3559322033898305,0.4579365757377474,0.0018492740701652973,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47924,47924,0.17391304347826084,0.3559322033898305,0.4583861285631594,2.483376658173797e-05,0.35006435006435005,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47925,47925,0.17391304347826084,0.3728813559322034,0.07212270122564292,0.034582282219401766,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
47926,47926,0.17391304347826084,0.3728813559322034,0.0762159408890875,0.03670473749905121,0.3268983268983269,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47927,47927,0.17391304347826084,0.6101694915254238,0.2526842654457591,0.3807417139957505,0.0064350064350064354,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
47928,47928,0.17391304347826084,0.6101694915254238,0.28785027518519657,0.0019582714714902827,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47929,47929,0.17391304347826084,0.6101694915254238,0.2883209307985657,2.596618329602836e-05,0.35006435006435005,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
47930,47930,0.17391304347826084,0.6101694915254238,0.9291942863734141,0.03601078776957721,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
47931,47931,0.17391304347826084,0.6101694915254238,0.973276324196188,0.04049066957843005,0.037323037323037316,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47932,47932,0.17391304347826084,0.6271186440677966,0.4264016646226402,0.013135929881411322,0.07207207207207206,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47933,47933,0.17391304347826084,0.6271186440677966,0.4561880327859191,0.001656559917111722,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
47934,47934,0.17391304347826084,0.6271186440677966,0.4565686342551106,2.096704326424387e-05,0.3204633204633205,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47935,47935,0.17391304347826084,0.6440677966101694,0.09635573049796453,0.0360462404871064,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
47936,47936,0.17391304347826084,0.6440677966101694,0.10931062183622003,0.03846957046185557,0.11068211068211066,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
47937,47937,0.17391304347826084,0.6440677966101694,0.7018965579733404,0.016556710046581,0.055341055341055344,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47938,47938,0.17391304347826084,0.6440677966101694,0.7318069884920855,0.0016612374266363552,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
47939,47939,0.17391304347826084,0.6440677966101694,0.7321822140928259,2.0646083757045792e-05,0.4272844272844272,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47940,47940,0.17391304347826084,0.6610169491525424,0.3699450955209183,0.035932477452192566,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
47941,47941,0.17391304347826084,0.6610169491525424,0.4012040342587068,0.039391016943603786,0.06949806949806947,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47942,47942,0.17391304347826084,0.6610169491525424,0.6406743315754522,0.006811185259433118,0.13256113256113256,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47943,47943,0.17391304347826084,0.6610169491525424,0.6726664085470699,0.0017812762823340642,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
47944,47944,0.17391304347826084,0.6610169491525424,0.6730560922287998,2.146134327184705e-05,0.3848133848133848,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47945,47945,0.17391304347826084,0.6779661016949152,0.2903394692304907,0.034781778794829174,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47946,47946,0.17391304347826084,0.6779661016949152,0.30164355157316863,0.037093107790324,0.15315315315315314,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47947,47947,0.17391304347826084,0.6779661016949152,0.9529215332397544,0.01855932067605433,0.06306306306306306,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
47948,47948,0.17391304347826084,0.6779661016949152,0.9892953603801068,0.0020253562581308768,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47949,47949,0.17391304347826084,0.6779661016949152,0.9897397543752348,2.4449286168644546e-05,0.35006435006435005,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
47950,47950,0.17391304347826084,0.6949152542372882,0.601835167892963,0.034490004012628694,0.3281853281853282,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47951,47951,0.17391304347826084,0.6949152542372882,0.6065850481838924,0.03682624463661615,0.3153153153153153,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
47952,47952,0.17391304347826084,0.7118644067796609,0.478854046490477,0.021922301737507126,0.02445302445302445,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
47953,47953,0.17391304347826084,0.7118644067796609,0.5091811235094257,0.001687482073065243,0.3217503217503217,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47954,47954,0.17391304347826084,0.7118644067796609,0.5095741796303703,2.1520390874583e-05,0.3848133848133848,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47955,47955,0.17391304347826084,0.7288135593220338,0.1440761627665381,0.035749251398927116,0.32432432432432434,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47956,47956,0.17391304347826084,0.7288135593220338,0.1484850427061828,0.03772347074439199,0.32947232947232946,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
47957,47957,0.17391304347826084,0.7288135593220338,0.7258219773816512,0.022842533351733103,0.056628056628056624,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47958,47958,0.17391304347826084,0.7288135593220338,0.7565713438931528,0.0017087005159679828,0.3204633204633205,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47959,47959,0.17391304347826084,0.7288135593220338,0.7569538820106063,2.1099453040013465e-05,0.28442728442728443,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47960,47960,0.17391304347826084,0.7457627118644068,0.40405893761586814,0.03645745671536186,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
47961,47961,0.17391304347826084,0.7457627118644068,0.44422861204476016,0.03986424954138917,0.047619047619047616,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47962,47962,0.17391304347826084,0.7457627118644068,0.5267090424227644,0.002814333774451905,0.2882882882882883,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47963,47963,0.17391304347826084,0.7457627118644068,0.558151044507032,0.0017491297832866325,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47964,47964,0.17391304347826084,0.7457627118644068,0.5585280731940852,2.079236077284404e-05,0.3848133848133848,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47965,47965,0.17391304347826084,0.7627118644067796,0.19614679119337253,0.035924433110903806,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
47966,47966,0.17391304347826084,0.7627118644067796,0.20107283969515888,0.03798941078833188,0.33462033462033464,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47967,47967,0.17391304347826084,0.7627118644067796,0.9453317920061804,0.021405550668228232,0.04633204633204633,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
47968,47968,0.17391304347826084,0.7627118644067796,0.9752071458180444,0.0016604503489317866,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
47969,47969,0.17391304347826084,0.7627118644067796,0.9755781976078756,2.0433154522999904e-05,0.3848133848133848,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
47970,47970,0.17391304347826084,0.7796610169491526,0.5782085432600225,0.033958400458321734,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
47971,47971,0.17391304347826084,0.7796610169491526,0.5823758597194842,0.035892384017104484,0.32947232947232946,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
47972,47972,0.17391304347826084,0.7966101694915254,0.027026978294964518,0.012768503042168745,0.06048906048906048,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47973,47973,0.17391304347826084,0.7966101694915254,0.05670801616613798,0.0016515370685736151,0.3204633204633205,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
47974,47974,0.17391304347826084,0.7966101694915254,0.057125380561817984,2.3025210083295724e-05,0.28442728442728443,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
47975,47975,0.17391304347826084,0.7966101694915254,0.676038530552104,0.034776977598483416,0.3268983268983269,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
47976,47976,0.17391304347826084,0.7966101694915254,0.6804683463272694,0.03671741618656522,0.3268983268983269,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
47977,47977,0.17391304347826084,0.8135593220338984,0.2615357330219515,0.016511606177402157,0.0592020592020592,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47978,47978,0.17391304347826084,0.8135593220338984,0.2928102651172969,0.0017375065758226211,0.3204633204633205,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
47979,47979,0.17391304347826084,0.8135593220338984,0.2932203837772385,2.2615231841677786e-05,0.3848133848133848,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
47980,47980,0.17391304347826084,0.8135593220338984,0.9321233500028108,0.03590019854336825,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
47981,47981,0.17391304347826084,0.8135593220338984,0.93658784179901,0.037931741757066685,0.3268983268983269,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47982,47982,0.17391304347826084,0.8305084745762712,0.17753141089049773,0.006978856071652852,0.1158301158301158,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47983,47983,0.17391304347826084,0.8305084745762712,0.20995985144505436,0.0018043316872106605,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
47984,47984,0.17391304347826084,0.8305084745762712,0.21042309437024867,2.527953124928776e-05,0.35006435006435005,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47985,47985,0.17391304347826084,0.8305084745762712,0.8399669908320908,0.035374110571894817,0.32947232947232946,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47986,47986,0.17391304347826084,0.8305084745762712,0.8446218417962386,0.037484368428339694,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47987,47987,0.17391304347826084,0.8474576271186439,0.5259245329242642,0.019582085097472474,0.06563706563706563,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
47988,47988,0.17391304347826084,0.8474576271186439,0.5594194155566181,0.0018606467726561347,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47989,47989,0.17391304347826084,0.8474576271186439,0.5598154601261737,2.1795275358441896e-05,0.28442728442728443,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
47990,47990,0.17391304347826084,0.8644067796610171,0.2012838341842426,0.036140749306548266,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47991,47991,0.17391304347826084,0.8644067796610171,0.24585861542771734,0.040550043173159016,0.036036036036036036,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
47992,47992,0.17391304347826084,0.8644067796610171,0.8981811183172049,0.021937488825622572,0.036036036036036036,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
47993,47993,0.17391304347826084,0.8644067796610171,0.9417906139640788,0.001998468798032871,0.3191763191763192,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47994,47994,0.17391304347826084,0.8644067796610171,0.9461692755127404,2.4114459421324e-05,0.3848133848133848,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47995,47995,0.17391304347826084,0.8813559322033898,0.5509581325194647,0.034647050729631444,0.32303732303732297,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47996,47996,0.17391304347826084,0.8813559322033898,0.5544707950854345,0.0369738108627319,0.32303732303732297,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
47997,47997,0.17391304347826084,0.8813559322033898,0.8961837160637244,0.00937667320082348,0.0682110682110682,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47998,47998,0.17391304347826084,0.8813559322033898,0.915875021342782,0.0017455021580312867,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
47999,47999,0.17391304347826084,0.8813559322033898,0.9162519498583734,2.077938819354108e-05,0.3204633204633205,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
48000,48000,0.17391304347826084,0.8983050847457628,0.5350115536929303,0.034864628844097016,0.32947232947232946,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
48001,48001,0.17391304347826084,0.8983050847457628,0.5395090185953126,0.036905149883142516,0.3178893178893179,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48002,48002,0.17391304347826084,0.8983050847457628,0.6348488936036999,0.002716971882182475,0.28185328185328185,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
48003,48003,0.17391304347826084,0.8983050847457628,0.6654130764727805,0.0018087352069208848,0.3217503217503217,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
48004,48004,0.17391304347826084,0.8983050847457628,0.6658120427099726,2.2047793326128573e-05,0.28442728442728443,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48005,48005,0.17391304347826084,0.9152542372881356,0.310345379680643,0.03631294777260418,0.32432432432432434,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
48006,48006,0.17391304347826084,0.9152542372881356,0.31483427992303964,0.038413566593027484,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48007,48007,0.17391304347826084,0.9322033898305084,0.056267428686558985,0.021225291757027247,0.039897039897039896,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
48008,48008,0.17391304347826084,0.9322033898305084,0.08975600051681795,0.0018612763900864907,0.3256113256113256,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
48009,48009,0.17391304347826084,0.9322033898305084,0.09014389780747877,2.137411385878475e-05,0.3848133848133848,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
48010,48010,0.17391304347826084,0.9322033898305084,0.7135395871523356,0.03502888428935478,0.32947232947232946,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
48011,48011,0.17391304347826084,0.9322033898305084,0.7184327627194007,0.037207623121892484,0.33204633204633205,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48012,48012,0.17391304347826084,0.9491525423728814,0.233950348913062,0.013344364116685345,0.055341055341055344,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
48013,48013,0.17391304347826084,0.9491525423728814,0.26790688842246463,0.0019977436755814924,0.3204633204633205,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
48014,48014,0.17391304347826084,0.9491525423728814,0.2683330512115413,2.34266890487701e-05,0.35006435006435005,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
48015,48015,0.17391304347826084,0.9491525423728814,0.9017206268349428,0.035590123701221256,0.32303732303732297,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
48016,48016,0.17391304347826084,0.9491525423728814,0.9063327713658677,0.03788899914807568,0.3268983268983269,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
