Date,Current(mA),Power(mW),Is_Active,Tactic
2019-6-3T0:0:24:386,307.54,1552.32,1,1
2019-6-3T0:0:24:492,332.72,1584.66,1,1
2019-6-3T0:0:24:597,298.68,1521.52,1,1
2019-6-3T0:0:24:703,297.30,1518.44,1,1
2019-6-3T0:0:24:808,293.52,1587.74,1,1
2019-6-3T0:0:24:914,302.53,1549.24,1,1
2019-6-3T0:0:25:20,296.60,1560.02,1,1
2019-6-3T0:0:25:125,295.83,1521.52,1,1
2019-6-3T0:0:25:231,309.00,1581.58,1,1
2019-6-3T0:0:25:337,303.15,1546.16,1,1
2019-6-3T0:0:25:443,298.30,1544.62,1,1
2019-6-3T0:0:25:549,298.84,1529.22,1,1
2019-6-3T0:0:25:654,297.84,1501.50,1,1
2019-6-3T0:0:25:760,309.23,1746.36,1,1
2019-6-3T0:0:25:866,329.10,1561.56,1,1
2019-6-3T0:0:25:971,301.53,1581.58,1,1
2019-6-3T0:0:26:77,306.15,1552.32,1,1
2019-6-3T0:0:26:182,306.00,1533.84,1,1
2019-6-3T0:0:26:288,331.02,1541.54,1,1
2019-6-3T0:0:26:394,342.88,1541.54,1,1
2019-6-3T0:0:26:499,304.00,1592.36,1,1
2019-6-3T0:0:26:605,303.84,1513.82,1,1
2019-6-3T0:0:26:711,308.31,1609.30,1,1
2019-6-3T0:0:26:819,310.54,1564.64,1,1
2019-6-3T0:0:26:925,344.42,1573.88,1,1
2019-6-3T0:0:27:30,332.02,1617.00,1,1
2019-6-3T0:0:27:136,296.99,1510.74,1,1
2019-6-3T0:0:27:242,306.38,1553.86,1,1
2019-6-3T0:0:27:347,311.31,1572.34,1,1
2019-6-3T0:0:27:453,300.61,1529.22,1,1
2019-6-3T0:0:27:558,305.38,1683.22,1,1
2019-6-3T0:0:27:664,340.88,1566.18,1,1
2019-6-3T0:0:27:770,337.88,1553.86,1,1
2019-6-3T0:0:27:875,340.34,1556.94,1,1
2019-6-3T0:0:27:981,305.84,1734.04,1,1
2019-6-3T0:0:28:87,305.54,1678.60,1,1
2019-6-3T0:0:28:192,322.01,1596.98,1,1
2019-6-3T0:0:28:298,308.54,1549.24,1,1
2019-6-3T0:0:28:404,300.45,1532.30,1,1
2019-6-3T0:0:28:510,290.83,1489.18,1,1
2019-6-3T0:0:28:615,295.14,1493.80,1,1
2019-6-3T0:0:28:721,295.53,1518.44,1,1
2019-6-3T0:0:28:827,304.23,1707.86,1,1
2019-6-3T0:0:28:932,300.45,1617.00,1,1
2019-6-3T0:0:29:38,307.00,1556.94,1,1
2019-6-3T0:0:29:144,307.15,1560.02,1,1
2019-6-3T0:0:29:249,304.69,1678.60,1,1
2019-6-3T0:0:29:355,298.68,1529.22,1,1
2019-6-3T0:0:29:460,309.85,1743.28,1,1
2019-6-3T0:0:29:566,307.54,1549.24,1,1
2019-6-3T0:0:29:672,308.85,1734.04,1,1
2019-6-3T0:0:29:777,302.15,1501.50,1,1
2019-6-3T0:0:29:883,307.15,1644.72,1,1
2019-6-3T0:0:29:989,303.84,1726.34,1,1
2019-6-3T0:0:30:94,305.92,1655.50,1,1
2019-6-3T0:0:30:200,299.30,1589.28,1,1
2019-6-3T0:0:30:306,295.83,1532.30,1,1
2019-6-3T0:0:30:412,313.08,1541.54,1,1
2019-6-3T0:0:30:517,294.99,1510.74,1,1
2019-6-3T0:0:30:623,303.92,1533.84,1,1
2019-6-3T0:0:30:728,303.61,1604.68,1,1
2019-6-3T0:0:30:834,292.52,1466.08,1,1
2019-6-3T0:0:30:940,297.68,1538.46,1,1
2019-6-3T0:0:31:45,297.53,1516.90,1,1
2019-6-3T0:0:31:151,293.52,1504.58,1,1
2019-6-3T0:0:31:256,313.77,1596.98,1,1
2019-6-3T0:0:31:362,310.93,1629.32,1,1
2019-6-3T0:0:31:468,314.01,1627.78,1,1
2019-6-3T0:0:31:574,310.54,1601.60,1,1
2019-6-3T0:0:31:679,294.45,1509.20,1,1
2019-6-3T0:0:31:785,297.22,1509.20,1,1
2019-6-3T0:0:31:891,312.23,1584.66,1,1
2019-6-3T0:0:31:996,295.91,1506.12,1,1
2019-6-3T0:0:32:102,313.39,1589.28,1,1
2019-6-3T0:0:32:208,311.08,1587.74,1,1
2019-6-3T0:0:32:313,312.39,1601.60,1,1
2019-6-3T0:0:32:419,304.15,1556.94,1,1
2019-6-3T0:0:32:525,299.68,1541.54,1,1
2019-6-3T0:0:32:630,307.54,1564.64,1,1
2019-6-3T0:0:32:736,304.61,1573.88,1,1
2019-6-3T0:0:32:842,307.69,1553.86,1,1
2019-6-3T0:0:32:947,301.69,1536.92,1,1
2019-6-3T0:0:33:53,311.31,1564.64,1,1
2019-6-3T0:0:33:159,303.38,1561.56,1,1
2019-6-3T0:0:33:264,297.30,1541.54,1,1
2019-6-3T0:0:33:370,293.91,1513.82,1,1
2019-6-3T0:0:33:476,345.04,1561.56,1,1
2019-6-3T0:0:33:581,301.99,1698.62,1,1
2019-6-3T0:0:33:687,308.92,1556.94,1,1
2019-6-3T0:0:33:792,309.08,1518.44,1,1
2019-6-3T0:0:33:898,300.92,1576.96,1,1
2019-6-3T0:0:34:4,306.92,1569.26,1,1
2019-6-3T0:0:34:109,307.92,1720.18,1,1
2019-6-3T0:0:34:215,338.11,1644.72,1,1
2019-6-3T0:0:34:323,309.23,1672.44,1,1
2019-6-3T0:0:34:429,308.00,1556.94,1,1
2019-6-3T0:0:34:534,311.08,1580.04,1,1
2019-6-3T0:0:34:640,322.40,1566.18,1,1
2019-6-3T0:0:34:746,343.03,1569.26,1,1
2019-6-3T0:0:34:851,326.63,1566.18,1,1
2019-6-3T0:0:34:957,303.69,1556.94,1,1
2019-6-3T0:0:35:62,299.14,1532.30,1,1
2019-6-3T0:0:35:168,302.99,1546.16,1,1
2019-6-3T0:0:35:274,300.15,1553.86,1,1
2019-6-3T0:0:35:379,297.99,1521.52,1,1
2019-6-3T0:0:35:485,297.53,1521.52,1,1
2019-6-3T0:0:35:591,303.23,1612.38,1,1
2019-6-3T0:0:35:697,325.17,1617.00,1,1
2019-6-3T0:0:35:802,305.30,1678.60,1,1
2019-6-3T0:0:35:908,294.52,1510.74,1,1
2019-6-3T0:0:36:14,295.22,1516.90,1,1
2019-6-3T0:0:36:119,309.39,1549.24,1,1
2019-6-3T0:0:36:225,304.61,1564.64,1,1
2019-6-3T0:0:36:331,323.48,1647.80,1,1
2019-6-3T0:0:36:436,308.08,1560.02,1,1
2019-6-3T0:0:36:542,305.38,1552.32,1,1
2019-6-3T0:0:36:648,300.45,1576.96,1,1
2019-6-3T0:0:36:753,309.39,1556.94,1,1
2019-6-3T0:0:36:859,306.38,1506.12,1,1
2019-6-3T0:0:36:965,296.83,1513.82,1,1
2019-6-3T0:0:37:70,302.38,1589.28,1,1
2019-6-3T0:0:37:176,299.91,1600.06,1,1
2019-6-3T0:0:37:281,309.62,1561.56,1,1
2019-6-3T0:0:37:387,300.92,1533.84,1,1
2019-6-3T0:0:37:493,303.38,1690.92,1,1
2019-6-3T0:0:37:598,312.00,1533.84,1,1
2019-6-3T0:0:37:704,303.61,1566.18,1,1
2019-6-3T0:0:37:810,299.22,1541.54,1,1
2019-6-3T0:0:37:915,288.52,1473.78,1,1
2019-6-3T0:0:38:21,294.60,1509.20,1,1
2019-6-3T0:0:38:126,291.44,1743.28,1,1
2019-6-3T0:0:38:232,302.30,1510.74,1,1
2019-6-3T0:0:38:339,302.38,1576.96,1,1
2019-6-3T0:0:38:445,305.54,1561.56,1,1
2019-6-3T0:0:38:550,304.23,1604.68,1,1
2019-6-3T0:0:38:656,311.62,1589.28,1,1
2019-6-3T0:0:38:762,298.61,1532.30,1,1
2019-6-3T0:0:38:867,303.38,1504.58,1,1
2019-6-3T0:0:38:973,341.49,1589.28,1,1
2019-6-3T0:0:39:79,299.30,1533.84,1,1
2019-6-3T0:0:39:185,311.85,1561.56,1,1
2019-6-3T0:0:39:290,289.13,1521.52,1,1
2019-6-3T0:0:39:396,310.39,1569.26,1,1
2019-6-3T0:0:39:502,305.54,1549.24,1,1
2019-6-3T0:0:39:607,301.84,1556.94,1,1
2019-6-3T0:0:39:713,301.22,1538.46,1,1
2019-6-3T0:0:39:819,303.84,1596.98,1,1
2019-6-3T0:0:39:924,315.08,1532.30,1,1
2019-6-3T0:0:40:30,327.71,1596.98,1,1
2019-6-3T0:0:40:135,305.38,1553.86,1,1
2019-6-3T0:0:40:241,294.76,1506.12,1,1
2019-6-3T0:0:40:347,312.08,1564.64,1,1
2019-6-3T0:0:40:452,295.60,1509.20,1,1
2019-6-3T0:0:40:558,308.85,1566.18,1,1
2019-6-3T0:0:40:664,312.00,1592.36,1,1
2019-6-3T0:0:40:769,324.48,1600.06,1,1
2019-6-3T0:0:40:875,304.00,1541.54,1,1
2019-6-3T0:0:40:981,306.00,1532.30,1,1
2019-6-3T0:0:41:86,300.53,1538.46,1,1
2019-6-3T0:0:41:192,305.84,1564.64,1,1
2019-6-3T0:0:41:298,300.53,1536.92,1,1
2019-6-3T0:0:41:403,304.15,1538.46,1,1
2019-6-3T0:0:41:509,305.61,1552.32,1,1
2019-6-3T0:0:41:615,300.45,1541.54,1,1
2019-6-3T0:0:41:720,303.92,1536.92,1,1
2019-6-3T0:0:41:827,311.93,1587.74,1,1
2019-6-3T0:0:41:932,316.32,1544.62,1,1
2019-6-3T0:0:42:38,298.84,1506.12,1,1
2019-6-3T0:0:42:144,304.30,1710.94,1,1
2019-6-3T0:0:42:249,342.57,1549.24,1,1
2019-6-3T0:0:42:355,307.85,1553.86,1,1
2019-6-3T0:0:42:461,297.22,1538.46,1,1
2019-6-3T0:0:42:566,306.69,1552.32,1,1
2019-6-3T0:0:42:672,297.99,1516.90,1,1
2019-6-3T0:0:42:777,310.39,1556.94,1,1
2019-6-3T0:0:42:883,312.62,1637.02,1,1
2019-6-3T0:0:42:989,304.61,1707.86,1,1
2019-6-3T0:0:43:94,310.08,1566.18,1,1
2019-6-3T0:0:43:200,303.84,1589.28,1,1
2019-6-3T0:0:43:306,304.15,1573.88,1,1
2019-6-3T0:0:43:411,306.61,1546.16,1,1
2019-6-3T0:0:43:517,308.54,1572.34,1,1
2019-6-3T0:0:43:623,304.38,1573.88,1,1
2019-6-3T0:0:43:728,296.91,1513.82,1,1
2019-6-3T0:0:43:834,342.03,1596.98,1,1
2019-6-3T0:0:43:939,310.23,1573.88,1,1
2019-6-3T0:0:44:45,303.69,1747.90,1,1
2019-6-3T0:0:44:151,317.70,1504.58,1,1
2019-6-3T0:0:44:256,339.88,1552.32,1,1
2019-6-3T0:0:44:362,302.61,1798.72,1,1
2019-6-3T0:0:44:467,320.32,1560.02,1,1
2019-6-3T0:0:44:573,301.99,1546.16,1,1
2019-6-3T0:0:44:679,296.30,1498.42,1,1
2019-6-3T0:0:44:784,298.22,1504.58,1,1
2019-6-3T0:0:44:890,305.38,1580.04,1,1
2019-6-3T0:0:44:996,294.91,1509.20,1,1
2019-6-3T0:0:45:101,306.23,1561.56,1,1
2019-6-3T0:0:45:207,295.14,1510.74,1,1
2019-6-3T0:0:45:313,338.18,1549.24,1,1
2019-6-3T0:0:45:418,294.91,1510.74,1,1
2019-6-3T0:0:45:524,293.91,1506.12,1,1
2019-6-3T0:0:45:630,306.31,1680.14,1,1
2019-6-3T0:0:45:736,295.99,1516.90,1,1
2019-6-3T0:0:45:841,326.09,1556.94,1,1
2019-6-3T0:0:45:947,315.31,1609.30,1,1
2019-6-3T0:0:46:53,321.94,1504.58,1,1
2019-6-3T0:0:46:158,312.85,1601.60,1,1
2019-6-3T0:0:46:264,288.21,1470.70,1,1
2019-6-3T0:0:46:370,306.54,1580.04,1,1
2019-6-3T0:0:46:476,303.23,1569.26,1,1
2019-6-3T0:0:46:581,306.61,1592.36,1,1
2019-6-3T0:0:46:687,306.69,1549.24,1,1
2019-6-3T0:0:46:793,304.54,1544.62,1,1
2019-6-3T0:0:46:898,298.45,1524.60,1,1
2019-6-3T0:0:47:4,297.60,1509.20,1,1
2019-6-3T0:0:47:110,298.84,1529.22,1,1
2019-6-3T0:0:47:215,317.01,1637.02,1,1
2019-6-3T0:0:47:321,339.42,1726.34,1,1
2019-6-3T0:0:47:426,378.61,1854.16,1,1
2019-6-3T0:0:47:532,331.79,1718.64,1,1
2019-6-3T0:0:47:638,544.31,2745.82,1,1
2019-6-3T0:0:47:744,340.34,1556.94,1,1
2019-6-3T0:0:47:850,336.34,1629.32,1,1
2019-6-3T0:0:47:955,309.31,1572.34,1,1
2019-6-3T0:0:48:61,322.40,1561.56,1,1
2019-6-3T0:0:48:167,304.54,1576.96,1,1
2019-6-3T0:0:48:272,303.61,1572.34,1,1
2019-6-3T0:0:48:378,303.69,1549.24,1,1
2019-6-3T0:0:48:484,322.71,1546.16,1,1
2019-6-3T0:0:48:589,303.15,1615.46,1,1
2019-6-3T0:0:48:695,293.60,1720.18,1,1
2019-6-3T0:0:48:801,306.38,1601.60,1,1
2019-6-3T0:0:48:906,300.99,1627.78,1,1
2019-6-3T0:0:49:12,401.02,1940.40,0,0
2019-6-3T0:0:50:18,315.55,1581.58,0,0
2019-6-3T0:0:51:23,462.31,2271.50,0,0
2019-6-3T0:0:52:29,355.20,1872.64,1,1
2019-6-3T0:0:52:135,363.98,1794.10,1,1
2019-6-3T0:0:52:241,402.17,1831.06,1,1
2019-6-3T0:0:52:346,432.20,1838.76,1,1
2019-6-3T0:0:52:452,456.46,1837.22,1,1
2019-6-3T0:0:52:558,389.62,1983.52,1,1
2019-6-3T0:0:52:663,381.23,1960.42,1,1
2019-6-3T0:0:52:769,379.92,1960.42,1,1
2019-6-3T0:0:52:875,392.85,1920.38,1,1
2019-6-3T0:0:52:980,378.07,1915.76,1,1
2019-6-3T0:0:53:86,378.53,1925.00,1,1
2019-6-3T0:0:53:192,442.44,2166.78,1,1
2019-6-3T0:0:53:297,379.30,1925.00,1,1
2019-6-3T0:0:53:403,380.61,1932.70,1,1
2019-6-3T0:0:53:508,347.12,1955.80,1,1
2019-6-3T0:0:53:614,352.43,1983.52,1,1
2019-6-3T0:0:53:720,371.91,1900.36,1,1
2019-6-3T0:0:53:825,345.88,1766.38,1,1
2019-6-3T0:0:53:931,341.80,1741.74,1,1
2019-6-3T0:0:54:37,349.58,1932.70,1,1
2019-6-3T0:0:54:142,303.92,1546.16,1,1
2019-6-3T0:0:54:248,315.24,1612.38,1,1
2019-6-3T0:0:54:354,306.23,1561.56,1,1
2019-6-3T0:0:54:459,292.60,1561.56,1,1
2019-6-3T0:0:54:565,313.77,1601.60,1,1
2019-6-3T0:0:54:671,309.62,1561.56,1,1
2019-6-3T0:0:54:777,294.60,1498.42,1,1
2019-6-3T0:0:54:882,308.85,1663.20,1,1
2019-6-3T0:0:54:988,321.40,1607.76,1,1
2019-6-3T0:0:55:94,305.61,1573.88,1,1
2019-6-3T0:0:55:199,314.62,1592.36,1,1
2019-6-3T0:0:55:305,294.29,1544.62,1,1
2019-6-3T0:0:55:411,309.62,1560.02,1,1
2019-6-3T0:0:55:516,303.84,1538.46,1,1
2019-6-3T0:0:55:622,314.08,1617.00,1,1
2019-6-3T0:0:55:728,295.83,1620.08,1,1
2019-6-3T0:0:55:833,312.70,1556.94,1,1
2019-6-3T0:0:55:939,363.36,1775.62,0,0
2019-6-3T0:0:56:945,412.49,2012.78,0,0
2019-6-3T0:0:57:951,416.26,2109.80,1,1
2019-6-3T0:0:58:57,372.06,1889.58,1,1
2019-6-3T0:0:58:162,356.89,1798.72,1,1
2019-6-3T0:0:58:268,392.70,1992.76,1,1
2019-6-3T0:0:58:374,389.08,1978.90,1,1
2019-6-3T0:0:58:479,386.77,1957.34,1,1
2019-6-3T0:0:58:585,389.77,1980.44,1,1
2019-6-3T0:0:58:691,393.62,1978.90,1,1
2019-6-3T0:0:58:796,419.65,1917.30,1,1
2019-6-3T0:0:58:902,376.30,1908.06,1,1
2019-6-3T0:0:59:8,375.37,1960.42,1,1
2019-6-3T0:0:59:113,379.46,1940.40,1,1
2019-6-3T0:0:59:219,379.22,1904.98,1,1
2019-6-3T0:0:59:325,373.53,1889.58,1,1
2019-6-3T0:0:59:430,374.30,2236.08,1,1
2019-6-3T0:0:59:536,374.68,1915.76,1,1
2019-6-3T0:0:59:641,440.44,2202.20,1,1
2019-6-3T0:0:59:747,375.37,1920.38,1,1
2019-6-3T0:0:59:853,426.35,2034.34,1,1
2019-6-3T0:0:59:958,390.62,2040.50,1,1
2019-6-3T0:1:0:64,405.56,1983.52,1,1
2019-6-3T0:1:0:170,389.47,2216.06,1,1
2019-6-3T0:1:0:275,392.47,1978.90,1,1
2019-6-3T0:1:0:381,379.07,1920.38,1,1
2019-6-3T0:1:0:486,375.30,1908.06,1,1
2019-6-3T0:1:0:592,377.22,1897.28,1,1
2019-6-3T0:1:0:698,374.76,1894.20,1,1
2019-6-3T0:1:0:803,383.31,1904.98,1,1
2019-6-3T0:1:0:909,336.41,1643.18,1,1
2019-6-3T0:1:1:15,386.77,2012.78,1,1
2019-6-3T0:1:1:124,321.09,1743.28,1,1
2019-6-3T0:1:1:229,321.78,1643.18,1,1
2019-6-3T0:1:1:335,355.28,1678.60,1,1
2019-6-3T0:1:1:441,413.26,2089.78,1,1
2019-6-3T0:1:1:547,411.26,2083.62,1,1
2019-6-3T0:1:1:652,413.41,2083.62,1,1
2019-6-3T0:1:1:758,409.18,2097.48,1,1
2019-6-3T0:1:1:864,528.45,2648.80,1,1
2019-6-3T0:1:1:969,439.21,2062.06,1,1
2019-6-3T0:1:2:75,411.80,2097.48,1,1
2019-6-3T0:1:2:181,409.49,2134.44,1,1
2019-6-3T0:1:2:287,411.10,2082.08,1,1
2019-6-3T0:1:2:392,436.90,2066.68,1,1
2019-6-3T0:1:2:498,414.18,2082.08,1,1
2019-6-3T0:1:2:603,409.56,2071.30,1,1
2019-6-3T0:1:2:709,410.87,2075.92,1,1
2019-6-3T0:1:2:815,409.87,2086.70,1,1
2019-6-3T0:1:2:920,570.03,2767.38,1,1
2019-6-3T0:1:3:26,552.24,2976.82,1,1
2019-6-3T0:1:3:132,606.53,2750.44,1,1
2019-6-3T0:1:3:237,318.63,1726.34,1,1
2019-6-3T0:1:3:343,326.17,1826.44,1,1
2019-6-3T0:1:3:449,320.63,1652.42,1,1
2019-6-3T0:1:3:555,329.33,1675.52,1,1
2019-6-3T0:1:3:660,365.90,1935.78,1,1
2019-6-3T0:1:3:766,362.52,1864.94,1,1
2019-6-3T0:1:3:872,345.27,1643.18,1,1
2019-6-3T0:1:3:977,322.78,1655.50,1,1
2019-6-3T0:1:4:83,321.48,1667.82,1,1
2019-6-3T0:1:4:188,453.30,2192.96,1,1
2019-6-3T0:1:4:294,378.53,1928.08,1,1
2019-6-3T0:1:4:399,377.76,1909.60,1,1
2019-6-3T0:1:4:505,378.53,1932.70,1,1
2019-6-3T0:1:4:610,319.24,1629.32,1,1
2019-6-3T0:1:4:716,452.07,1932.70,1,1
2019-6-3T0:1:4:822,348.42,1726.34,1,1
2019-6-3T0:1:4:927,323.40,1647.80,1,1
2019-6-3T0:1:5:33,318.78,1624.70,1,1
2019-6-3T0:1:5:139,321.40,1647.80,1,1
2019-6-3T0:1:5:244,319.09,1640.10,1,1
2019-6-3T0:1:5:350,321.40,1798.72,1,1
2019-6-3T0:1:5:455,322.48,1635.48,1,1
2019-6-3T0:1:5:561,359.67,1644.72,1,1
2019-6-3T0:1:5:667,354.89,1640.10,1,1
2019-6-3T0:1:5:772,323.78,1640.10,1,1
2019-6-3T0:1:5:878,323.01,1643.18,1,1
2019-6-3T0:1:5:984,322.09,1798.72,1,1
2019-6-3T0:1:6:89,320.47,1675.52,1,1
2019-6-3T0:1:6:195,321.94,1655.50,1,1
2019-6-3T0:1:6:301,355.43,1650.88,1,1
2019-6-3T0:1:6:406,369.21,1869.56,1,1
2019-6-3T0:1:6:512,419.42,2152.92,1,1
2019-6-3T0:1:6:618,413.80,2166.78,1,1
2019-6-3T0:1:6:723,554.17,2762.76,1,1
2019-6-3T0:1:6:829,576.34,2856.70,1,1
2019-6-3T0:1:6:935,317.09,1640.10,1,1
2019-6-3T0:1:7:40,321.94,1637.02,1,1
2019-6-3T0:1:7:146,322.24,1707.86,1,1
2019-6-3T0:1:7:252,324.40,1620.08,1,1
2019-6-3T0:1:7:357,321.78,1643.18,1,1
2019-6-3T0:1:7:463,338.34,1627.78,1,1
2019-6-3T0:1:7:569,319.32,1629.32,1,1
2019-6-3T0:1:7:674,321.40,1643.18,1,1
2019-6-3T0:1:7:780,319.09,1627.78,1,1
2019-6-3T0:1:7:886,321.40,1655.50,1,1
2019-6-3T0:1:7:991,328.17,1643.18,1,1
2019-6-3T0:1:8:97,323.71,1650.88,1,1
2019-6-3T0:1:8:203,319.93,1629.32,1,1
2019-6-3T0:1:8:308,321.48,1640.10,1,1
2019-6-3T0:1:8:414,348.89,1644.72,1,1
2019-6-3T0:1:8:520,320.78,1657.04,1,1
2019-6-3T0:1:8:625,324.02,1643.18,1,1
2019-6-3T0:1:8:731,321.32,1632.40,1,1
2019-6-3T0:1:8:836,323.63,1647.80,1,1
2019-6-3T0:1:8:946,321.78,1640.10,1,1
2019-6-3T0:1:9:51,362.36,1854.16,1,1
2019-6-3T0:1:9:157,335.64,1644.72,1,1
2019-6-3T0:1:9:263,375.99,1917.30,1,1
2019-6-3T0:1:9:369,381.38,1917.30,1,1
2019-6-3T0:1:9:474,392.85,1921.92,1,1
2019-6-3T0:1:9:580,375.53,1915.76,1,1
2019-6-3T0:1:9:685,321.71,1683.22,1,1
2019-6-3T0:1:9:790,319.70,1663.20,1,1
2019-6-3T0:1:9:896,320.40,1647.80,1,1
2019-6-3T0:1:10:1,321.32,1637.02,1,1
2019-6-3T0:1:10:107,318.01,1643.18,1,1
2019-6-3T0:1:10:212,333.41,1640.10,1,1
2019-6-3T0:1:10:318,412.41,2145.22,1,1
2019-6-3T0:1:10:424,419.42,2094.40,1,1
2019-6-3T0:1:10:529,413.49,2091.32,1,1
2019-6-3T0:1:10:635,413.49,2106.72,1,1
2019-6-3T0:1:10:741,413.18,2097.48,1,1
2019-6-3T0:1:10:846,446.06,2114.42,1,1
2019-6-3T0:1:10:952,424.96,2288.44,1,1
2019-6-3T0:1:11:57,451.45,2099.02,1,1
2019-6-3T0:1:11:163,412.87,2086.70,1,1
2019-6-3T0:1:11:269,416.11,2106.72,1,1
2019-6-3T0:1:11:374,414.72,2097.48,1,1
2019-6-3T0:1:11:480,416.49,2117.50,1,1
2019-6-3T0:1:11:586,412.80,2146.76,1,1
2019-6-3T0:1:11:691,420.50,2091.32,1,1
2019-6-3T0:1:11:797,418.96,2089.78,1,1
2019-6-3T0:1:11:903,415.11,2099.02,1,1
2019-6-3T0:1:12:8,415.49,2103.64,1,1
2019-6-3T0:1:12:114,413.87,2089.78,1,1
2019-6-3T0:1:12:220,413.72,2106.72,1,1
2019-6-3T0:1:12:326,505.58,2288.44,1,1
2019-6-3T0:1:12:432,394.78,1794.10,1,1
2019-6-3T0:1:12:537,376.53,1888.04,1,1
2019-6-3T0:1:12:643,365.60,1857.24,1,1
2019-6-3T0:1:12:748,382.69,1797.18,1,1
2019-6-3T0:1:12:854,384.00,1909.60,1,1
2019-6-3T0:1:12:960,406.25,1844.92,1,1
2019-6-3T0:1:13:65,345.88,1738.66,1,1
2019-6-3T0:1:13:171,356.12,1951.18,1,1
2019-6-3T0:1:13:276,368.60,1806.42,1,1
2019-6-3T0:1:13:382,352.89,1667.82,1,1
2019-6-3T0:1:13:488,323.01,1623.16,1,1
2019-6-3T0:1:13:594,319.70,1627.78,1,1
2019-6-3T0:1:13:699,317.32,1706.32,1,1
2019-6-3T0:1:13:805,319.63,1750.98,1,1
2019-6-3T0:1:13:910,317.78,1640.10,1,1
2019-6-3T0:1:14:16,344.11,1627.78,1,1
2019-6-3T0:1:14:122,317.78,1620.08,1,1
2019-6-3T0:1:14:227,319.01,1627.78,1,1
2019-6-3T0:1:14:333,316.08,1612.38,1,1
2019-6-3T0:1:14:438,319.24,1637.02,1,1
2019-6-3T0:1:14:544,319.09,1620.08,1,1
2019-6-3T0:1:14:650,316.62,1763.30,1,1
2019-6-3T0:1:14:755,363.29,1864.94,1,1
2019-6-3T0:1:14:861,376.30,1991.22,1,1
2019-6-3T0:1:14:967,364.60,2075.92,1,1
2019-6-3T0:1:15:73,340.88,1769.46,1,1
2019-6-3T0:1:15:178,361.67,1811.04,1,1
2019-6-3T0:1:15:284,384.08,1998.92,1,1
2019-6-3T0:1:15:389,360.28,1806.42,1,1
2019-6-3T0:1:15:495,376.61,1988.14,1,1
2019-6-3T0:1:15:601,349.43,1821.82,1,1
2019-6-3T0:1:15:706,450.60,2291.52,1,1
2019-6-3T0:1:15:812,481.87,2253.02,1,1
2019-6-3T0:1:15:917,412.10,2089.78,1,1
2019-6-3T0:1:16:23,410.26,2311.54,1,1
2019-6-3T0:1:16:128,418.42,2083.62,1,1
2019-6-3T0:1:16:234,411.56,2071.30,1,1
2019-6-3T0:1:16:339,460.77,2216.06,1,1
2019-6-3T0:1:16:447,413.10,2111.34,1,1
2019-6-3T0:1:16:552,435.67,2075.92,1,1
2019-6-3T0:1:16:658,410.87,2075.92,1,1
2019-6-3T0:1:16:763,409.87,2082.08,1,1
2019-6-3T0:1:16:869,413.57,2157.54,1,1
2019-6-3T0:1:16:975,362.36,1589.28,1,1
2019-6-3T0:1:17:80,318.93,1493.80,1,1
2019-6-3T0:1:17:186,333.33,1604.68,1,1
2019-6-3T0:1:17:292,299.30,1529.22,1,1
2019-6-3T0:1:17:398,310.54,1573.88,1,1
2019-6-3T0:1:17:503,297.45,1524.60,1,1
2019-6-3T0:1:17:609,292.98,1498.42,1,1
2019-6-3T0:1:17:715,297.91,1526.14,1,1
2019-6-3T0:1:17:820,295.91,1516.90,1,1
2019-6-3T0:1:17:926,292.60,1486.10,1,1
2019-6-3T0:1:18:32,324.79,1580.04,1,1
2019-6-3T0:1:18:137,309.39,1564.64,1,1
2019-6-3T0:1:18:243,333.10,1587.74,1,1
2019-6-3T0:1:18:348,346.50,1584.66,1,1
2019-6-3T0:1:18:454,343.42,1560.02,1,1
2019-6-3T0:1:18:560,330.71,1624.70,1,1
2019-6-3T0:1:18:665,311.39,1560.02,1,1
2019-6-3T0:1:18:771,391.85,1818.74,1,1
2019-6-3T0:1:18:877,348.73,1874.18,1,1
2019-6-3T0:1:18:982,353.82,1963.50,1,1
2019-6-3T0:1:19:88,354.28,1852.62,1,1
2019-6-3T0:1:19:194,364.29,1806.42,1,1
2019-6-3T0:1:19:299,354.12,2220.68,1,1
2019-6-3T0:1:19:405,371.37,1877.26,1,1
2019-6-3T0:1:19:511,444.98,1755.60,1,1
2019-6-3T0:1:19:617,360.82,1755.60,1,1
2019-6-3T0:1:19:722,348.81,1769.46,1,1
2019-6-3T0:1:19:828,369.21,1821.82,1,1
2019-6-3T0:1:19:934,372.37,1763.30,1,1
2019-6-3T0:1:20:39,380.38,1889.58,1,1
2019-6-3T0:1:20:145,461.15,2316.16,1,1
2019-6-3T0:1:20:250,451.07,2276.12,1,1
2019-6-3T0:1:20:356,439.98,2339.26,1,1
2019-6-3T0:1:20:462,482.10,2288.44,1,1
2019-6-3T0:1:20:567,360.13,1829.52,1,1
2019-6-3T0:1:20:673,358.28,1881.88,1,1
2019-6-3T0:1:20:778,381.38,1829.52,1,1
2019-6-3T0:1:20:884,358.13,1909.60,1,1
2019-6-3T0:1:20:990,366.37,1980.44,1,1
2019-6-3T0:1:21:95,383.77,1844.92,1,1
2019-6-3T0:1:21:201,352.51,1783.32,1,1
2019-6-3T0:1:21:307,364.52,1817.20,1,1
2019-6-3T0:1:21:412,367.37,1789.48,1,1
2019-6-3T0:1:21:518,355.66,1814.12,1,1
