simRun, predUpDown, predUpDownLateny, predUpDownCost, predTightLoose, predTightLooseLatency, predTightLooseCosts, realUpDown, realUpDownLateny, realUpDownCost, realTightLoose, realTightLooseLatency, realTightLooseCosts, targetsDetected, destroyed, whereDestroyed.x, missionSuccess, decisionTimeAvg, decisionTimeVar
1,2,0.000000,18.000000,0,0,0,2,0.000000,16.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,1,0.000000,17.000000,0,0,0,1,0.000000,6.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.0463008,0.0434441
1,2,0.000000,16.000000,0,0,0,2,0.000000,16.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,1,0.000000,16.000000,0,0,0,1,0.000000,6.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,2,0.000000,17.000000,0,0,0,2,0.000000,16.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,1,0.000000,17.000000,0,0,0,1,0.000000,5.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,2,0.000000,15.000000,0,0,0,2,0.000000,16.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,1,0.000000,17.000000,0,0,0,1,0.000000,6.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,2,0.000000,16.000000,0,0,0,2,0.000000,16.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,1,0.000000,16.000000,0,0,0,1,0.000000,6.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,2,0.000000,15.000000,0,0,0,2,0.000000,16.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,1,0.000000,17.000000,0,0,0,1,1.000000,7.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.0463008,0.0434441
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.0463008,0.0434441
1,2,0.000000,15.000000,0,0,0,2,0.000000,16.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,1,0.000000,16.000000,0,0,0,1,1.000000,6.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,2,0.000000,17.000000,0,0,0,2,0.000000,16.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,2,0.000000,16.000000,0,0,0,2,0.000000,16.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,1,0.000000,16.000000,0,0,0,1,1.000000,6.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,1,0.000000,17.000000,0,0,0,1,1.000000,7.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,2,0.000000,17.000000,0,0,0,2,0.000000,16.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
1,1,0.000000,17.000000,0,0,0,1,1.000000,7.000000,0,0,0,0,0,999,0,0.0463008,0.0434441
