,Timestamp,Latency,Cost,Reliability,predCost,predLatency,predReliability
103,261517920.2,0.664692213,16.28056625,1,0,0,1
104,261555782.2,2.441351663,16.53796655,1,0,0,1
105,261556026.3,2.548984763,16.0875161,1,0,0,1
106,261598493.3,1.686279863,1.73745175,1,0,0,1
107,261600461.9,0.754914963,16.4092664,1,0,0,1
108,261600486.9,0.664797213,13.06306305,1,0,0,1
109,261638840.7,2.459578013,16.15186615,1,0,0,1
110,261640942,2.617667163,3.6036036,1,0,0,1
111,261661793.1,1.170020763,4.1827542,1,0,0,1
112,261663589.1,0.746803663,16.28056625,1,0,0,1
113,261663611.9,0.664677213,14.47876445,1,0,0,1
114,261702112,2.466428163,16.4092664,1,0,0,1
115,261702407.7,2.565453213,16.53796655,1,0,0,1
116,261708625,0.819778813,14.993565,1,0,0,1
117,261710475.5,0.749478613,16.34491635,1,0,0,1
118,261710499.1,0.664727213,21.6216216,1,0,0,1
119,261748942.8,2.468597513,16.7310167,1,0,0,1
120,261749255.3,2.571000063,16.66666665,1,0,0,1
121,262184352.1,2.684177613,0.7078507,1,0,0,1
122,262186577.9,0.766789463,16.4092664,1,0,0,1
123,262186605.4,0.664907213,17.76061775,1,0,0,1
124,262225075,2.469798663,16.7310167,1,0,0,1
125,262227390,2.683734513,2.1879022,1,0,0,1
126,262254808,1.316280613,3.34620335,1,0,0,1
127,262256566.2,0.749871113,16.53796655,1,0,0,1
128,262256591.7,0.664817213,14.47876445,1,0,0,1
129,262294741.6,2.450029363,16.47361645,1,0,0,1
130,262294999.7,2.550456963,15.95881595,1,0,0,1
131,262330531.3,1.512547213,3.28185325,1,0,0,1
132,262332370.8,0.748849663,16.4092664,1,0,0,1
133,262332395.7,0.664787213,17.76061775,1,0,0,1
134,262369998.2,2.424394163,16.28056625,1,0,0,1
135,262371085.3,2.523629313,16.15186615,1,0,0,1
136,262384430.1,1.006654613,5.66280565,1,0,0,1
137,262386384.2,0.754233313,16.2162162,1,0,0,1
138,262386407,0.664687213,19.4980695,1,0,0,1
139,262424076.3,2.427524513,16.34491635,1,0,0,1
140,262426907.2,2.652668813,1.994852,1,0,0,1
141,262466699.4,1.611461663,3.6036036,1,0,0,1
142,262468606.9,0.751927763,16.34491635,1,0,0,1
143,262468631,0.664752213,21.6216216,1,0,0,1
144,262506261.5,2.430516313,16.28056625,1,0,0,1
145,262506596.3,2.536660063,11.9047619,1,0,0,1
146,262547573.3,1.669633313,1.6087516,1,0,0,1
147,262549338.6,0.745446613,16.28056625,1,0,0,1
148,262549362,0.664717213,19.4980695,1,0,0,1
149,262586903.8,2.426366163,16.6023166,1,0,0,1
150,262587242.9,2.526012613,13.5135135,1,0,0,1
151,262607744.9,1.155522963,3.7966538,1,0,0,1
152,262609541.7,0.746882163,16.34491635,1,0,0,1
153,262609568.8,0.664887213,21.6216216,1,0,0,1
154,262648309.7,2.482513313,16.34491635,1,0,0,1
155,262648568.7,2.580058613,16.9240669,1,0,0,1
156,262654882.9,0.822403013,14.9292149,1,0,0,1
157,262656668.5,0.746419613,16.28056625,1,0,0,1
158,262656693.4,0.664792213,19.4980695,1,0,0,1
159,262692939.1,2.365672163,16.7953668,1,0,0,1
160,262693926.6,2.461734913,16.47361645,1,0,0,1
161,262938025.7,1.399354063,0.83655085,1,0,0,1
162,262939902.7,0.750594113,16.28056625,1,0,0,1
163,262939926.4,0.664727213,19.4980695,1,0,0,1
164,262978373.2,2.468737863,16.47361645,1,0,0,1
165,262978627.5,2.569660213,15.76576575,1,0,0,1
166,263014355.5,1.496615763,2.8314028,1,0,0,1
167,263017004.5,0.750169563,16.28056625,1,0,0,1
168,349416262.3,0.665447213,19.1119691,1,0,0,1
169,349454834.2,2.474594713,16.7310167,1,0,0,1
170,349455095.3,2.576127613,17.37451735,1,0,0,1
171,349469275.2,1.004430563,6.04890605,1,0,0,1
172,349471864,0.752855313,16.28056625,1,0,0,1
173,349472117.1,0.664802213,19.4980695,1,0,0,1
174,349507854,2.383517163,16.47361645,1,0,0,1
175,349509996.4,2.575258563,2.63835265,1,0,0,1
176,349549618.5,1.596074463,3.9253539,1,0,0,1
177,349551501.7,0.750862063,16.34491635,1,0,0,1
178,349551525.1,0.664712213,14.47876445,1,0,0,1
179,349589558.4,2.449378013,16.7310167,1,0,0,1
180,349589849.5,2.552302413,16.66666665,1,0,0,1
181,349626522.8,1.447612263,1.86615185,1,0,0,1
182,349628454.5,0.753075013,16.34491635,1,0,0,1
183,349628479.1,0.664772213,14.47876445,1,0,0,1
184,349665137.6,2.380183463,16.47361645,1,0,0,1
185,349665388.2,2.483549613,16.9240669,1,0,0,1
186,349685349.3,1.142965313,4.37580435,1,0,0,1
187,349687197.4,0.749358463,16.47361645,1,0,0,1
188,349687221,0.664707213,14.47876445,1,0,0,1
189,349723387.7,2.357170863,16.47361645,1,0,0,1
190,349723651.1,2.457153163,16.7310167,1,0,0,1
191,349729466.9,0.806676413,14.47876445,1,0,0,1
192,349731389.9,0.752828663,16.47361645,1,0,0,1
193,349731414.6,0.664762213,17.76061775,1,0,0,1
194,349767913,2.377507713,16.53796655,1,0,0,1
195,349768592.7,2.480733813,16.15186615,1,0,0,1
196,349832120.9,2.124246263,1.994852,1,0,0,1
197,349834128.9,0.756671663,16.47361645,1,0,0,1
198,349834338.6,0.664762213,14.47876445,1,0,0,1
199,349872076.3,2.444211163,16.4092664,1,0,0,1
200,349872352,2.552306963,16.6023166,1,0,0,1
201,349899835.5,1.349391913,3.34620335,1,0,0,1
202,349901704.3,0.750201163,16.28056625,1,0,0,1
203,349901728.7,0.664767213,14.47876445,1,0,0,1
204,349937980.7,2.365966663,16.7953668,1,0,0,1
205,349938242.2,2.466878463,15.95881595,1,0,0,1
206,349973148.9,1.482577663,2.96010295,1,0,0,1
207,349974910.5,0.745246463,16.28056625,1,0,0,1
208,349974932.7,0.664662213,16.28056625,1,0,0,1
209,350011777.7,2.393735513,16.4092664,1,0,0,1
210,350015103.8,2.592100213,1.994852,1,0,0,1
211,350028627.1,1.010519863,6.37065635,1,0,0,1
212,350030413.7,0.746469313,16.28056625,1,0,0,1
213,350030439.5,0.664812213,13.06306305,1,0,0,1
214,350068697.4,2.459896413,16.7953668,1,0,0,1
215,350068957.4,2.556954113,15.95881595,1,0,0,1
216,350108240.6,1.598538813,3.7966538,1,0,0,1
217,350109994.4,0.744824463,16.34491635,1,0,0,1
218,350110017.4,0.664702213,14.47876445,1,0,0,1
219,350147117.8,2.400877313,16.53796655,1,0,0,1
220,350147376,2.496191413,16.4092664,1,0,0,1
221,350186270.2,1.796039363,1.994852,1,0,0,1
222,350188224.5,0.754202013,16.28056625,1,0,0,1
223,350188248.8,0.664757213,17.76061775,1,0,0,1
224,350225898.1,2.431401213,16.47361645,1,0,0,1
225,350226608.5,2.557323513,6.6280566,1,0,0,1
226,350246850.2,1.152786763,3.86100385,1,0,0,1
227,350248691.9,0.748872763,16.4092664,1,0,0,1
228,350248714.1,0.664662213,16.28056625,1,0,0,1
229,350285400.2,2.386288713,16.47361645,1,0,0,1
230,350285665.8,2.486025513,16.15186615,1,0,0,1
231,350291466.5,0.808178113,16.988417,1,0,0,1
232,350293620.5,0.763662863,16.4092664,1,0,0,1
233,350293646.9,0.664847213,13.06306305,1,0,0,1
234,350331659.3,2.443593513,16.47361645,1,0,0,1
235,350334301.1,2.669407413,1.9305019,1,0,0,1
236,351066265.5,16.79536001,0.57915055,1,0,0,1
237,351067994.3,0.751219463,16.34491635,1,0,0,1
238,351068032.1,0.665387213,13.96396395,1,0,0,1
239,351105994.6,2.441243763,16.47361645,1,0,0,1
240,351109004.8,2.672558913,2.3166023,1,0,0,1
241,351136915.5,1.348315613,3.9253539,1,0,0,1
242,351138942.3,0.757670813,18.018018,1,0,0,1
243,351138968.8,0.664827213,17.76061775,1,0,0,1
244,351175381.2,2.373470863,16.47361645,1,0,0,1
245,351178659.9,2.623164663,1.67310165,1,0,0,1
246,351214336.2,1.503187513,3.024453,1,0,0,1
247,351216440.4,0.761260963,16.6023166,1,0,0,1
248,351216477.9,0.665352213,13.06306305,1,0,0,1
249,351253542.6,2.403986563,16.47361645,1,0,0,1
250,351253834.9,2.518008163,16.28056625,1,0,0,1
251,351274961,1.006481363,4.8906049,1,0,0,1
252,351276331.6,0.761871813,16.34491635,1,0,0,1
253,351276358.4,0.664867213,17.76061775,1,0,0,1
254,351312759.1,2.372923313,16.47361645,1,0,0,1
255,351313013.4,2.485188363,16.6023166,1,0,0,1
256,351353377.2,1.617430263,3.66795365,1,0,0,1
257,351355408.8,0.762491013,16.34491635,1,0,0,1
258,351355435.6,0.664877213,19.4980695,1,0,0,1
259,351394046.7,2.429173463,16.7310167,1,0,0,1
260,437793385.5,2.541870063,16.0875161,1,0,0,1
261,437830468.4,1.632741063,1.8018018,1,0,0,1
262,437832342.4,0.750472413,16.28056625,1,0,0,1
263,437832365.3,0.664692213,19.4980695,1,0,0,1
264,437872093.5,2.523938763,15.95881595,1,0,0,1
265,437872368.5,2.625649113,16.15186615,1,0,0,1
266,437892373.6,1.140338013,3.47490345,1,0,0,1
267,437894374.8,0.756443413,16.2162162,1,0,0,1
268,437894400.7,0.664832213,17.76061775,1,0,0,1
269,437932975.3,2.469917263,16.4092664,1,0,0,1
270,437933822.2,2.576822313,17.24581725,1,0,0,1
271,437939633.1,0.828816813,14.8005148,1,0,0,1
272,437941421.2,0.746534563,16.53796655,1,0,0,1
273,437941444.2,0.664697213,14.47876445,1,0,0,1
274,437979364.6,2.428933063,15.95881595,1,0,0,1
275,437979584.7,2.534410263,10.1029601,1,0,0,1
276,438051907.9,1.921490413,1.67310165,1,0,0,1
277,438054073.1,0.763988213,16.28056625,1,0,0,1
278,438054101.6,0.664952213,21.6216216,1,0,0,1
279,438094917.8,2.579668113,15.76576575,1,0,0,1
280,438095402.7,2.693829763,16.6023166,1,0,0,1
281,438121740.4,1.307577363,3.53925355,1,0,0,1
282,438123857.5,0.761947313,16.2162162,1,0,0,1
283,438123886.9,0.664997213,16.28056625,1,0,0,1
284,438163982.2,2.541121113,16.53796655,1,0,0,1
285,438164301,2.656579013,16.53796655,1,0,0,1
286,438199700.1,1.492508713,3.15315315,1,0,0,1
287,438201728.1,0.757651013,15.1222651,1,0,0,1
288,438201754.5,0.664852213,14.47876445,1,0,0,1
289,438240849,2.499067963,16.2162162,1,0,0,1
290,438241232.1,2.606657913,16.0875161,1,0,0,1
291,438255267.2,0.998041563,5.9202059,1,0,0,1
292,438257022.8,0.745040963,16.34491635,1,0,0,1
293,438257044.5,0.664637213,16.28056625,1,0,0,1
294,438296387.1,2.510687313,16.53796655,1,0,0,1
295,438296657.5,2.606584013,16.4092664,1,0,0,1
296,438336856.3,1.614115763,3.28185325,1,0,0,1
297,438338683.6,0.748299813,16.34491635,1,0,0,1
298,438338706.6,0.664697213,19.4980695,1,0,0,1
299,438375457.5,2.389330163,16.47361645,1,0,0,1
300,438377953.5,2.592862813,2.3166023,1,0,0,1
301,438417235.7,1.746763663,2.05920205,1,0,0,1
302,438420018.9,0.753164113,16.34491635,1,0,0,1
303,524819193.8,0.664857213,17.76061775,1,0,0,1
304,524857348.1,2.450235563,16.4092664,1,0,0,1
305,524857646.1,2.555895463,16.4092664,1,0,0,1
306,524877903.9,1.146895363,3.9253539,1,0,0,1
307,524879668.6,0.745312513,16.4092664,1,0,0,1
308,524879691.7,0.664707213,14.47876445,1,0,0,1
309,524916991.8,2.410240163,16.7310167,1,0,0,1
310,524918040.4,2.543069713,4.6975547,1,0,0,1
311,524923666.3,0.802590063,14.35006435,1,0,0,1
312,524925403.9,0.744204263,16.4092664,1,0,0,1
313,524925426.1,0.664657213,16.28056625,1,0,0,1
314,524961975,2.379864113,16.53796655,1,0,0,1
315,524963766.5,2.546173263,2.8957529,1,0,0,1
316,525011932.3,1.812727313,2.25225225,1,0,0,1
317,525013967.5,0.757911263,16.2162162,1,0,0,1
318,525013993.7,0.664837213,13.06306305,1,0,0,1
319,525052307.5,2.457701613,16.7310167,1,0,0,1
320,525052588.3,2.567390513,16.85971685,1,0,0,1
321,525080543.2,1.306872013,3.28185325,1,0,0,1
322,525082465.6,0.752838313,16.47361645,1,0,0,1
323,525082489.4,0.664727213,14.47876445,1,0,0,1
324,525120020,2.425841013,16.4092664,1,0,0,1
325,525120306.6,2.530403763,16.28056625,1,0,0,1
326,525155915.5,1.510855213,3.15315315,1,0,0,1
327,525157952.4,0.758172763,16.53796655,1,0,0,1
328,525157976.8,0.664762213,14.47876445,1,0,0,1
329,525196236.3,2.459972563,16.4092664,1,0,0,1
330,525197451.7,2.613416613,4.05405405,1,0,0,1
331,525212090.8,1.019549313,5.984556,1,0,0,1
332,525214382.8,0.759479863,16.47361645,1,0,0,1
333,525214651.1,0.664872213,17.76061775,1,0,0,1
334,525251352.2,2.408835763,16.4092664,1,0,0,1
335,525251637.4,2.520252313,16.28056625,1,0,0,1
336,525291822,1.621436363,3.6036036,1,0,0,1
337,525293660.8,0.748810113,16.85971685,1,0,0,1
338,525293684.6,0.664732213,14.47876445,1,0,0,1
339,525331480.7,2.438270563,16.34491635,1,0,0,1
340,525333405.5,2.615632663,2.44530245,1,0,0,1
341,525369264.1,1.244173213,1.86615185,1,0,0,1
342,525371337.9,0.749616063,16.34491635,1,0,0,1
343,525371573.3,0.664722213,14.47876445,1,0,0,1
344,525409533.5,2.458007113,16.6023166,1,0,0,1
345,525409787.4,2.561178913,16.28056625,1,0,0,1
346,525429895.3,1.143903963,3.7323037,1,0,0,1
347,525431858.4,0.754619613,16.28056625,1,0,0,1
348,525431883.5,0.664792213,23.6164736,1,0,0,1
349,525469667.3,2.432884763,16.34491635,1,0,0,1
350,525469937.9,2.538671663,16.85971685,1,0,0,1
351,525475514.9,0.801673213,16.2162162,1,0,0,1
352,525477393.4,0.750804363,16.28056625,1,0,0,1
353,525477419.5,0.664837213,23.6164736,1,0,0,1
354,525517047.8,2.519254913,16.4092664,1,0,0,1
355,525517300.2,2.620274713,16.28056625,1,0,0,1
356,526313866.7,18.68836476,0.57915055,1,0,0,1
357,526315676.5,0.752278263,16.4092664,1,0,0,1
358,526315703,0.664862213,11.9047619,1,0,0,1
359,526355759.6,2.539303313,16.47361645,1,0,0,1
360,526356022.1,2.642415963,29.9227799,1,0,0,1
361,526383996.8,1.355591813,3.86100385,1,0,0,1
362,526385842.4,0.749201113,16.47361645,1,0,0,1
363,526385867.9,0.664812213,13.06306305,1,0,0,1
364,526423721,2.436130863,16.4092664,1,0,0,1
365,526424006.9,2.537149213,16.7310167,1,0,0,1
366,526458927,1.500989513,3.0888031,1,0,0,1
367,526461017.6,0.760567863,16.34491635,1,0,0,1
368,526461043.4,0.664827213,17.76061775,1,0,0,1
369,526498203.7,2.402902163,16.7310167,1,0,0,1
370,526498339.2,2.513959213,16.6023166,1,0,0,1
371,526512569.2,0.999532313,5.984556,1,0,0,1
372,526514405.9,0.748731763,16.34491635,1,0,0,1
373,526514433.3,0.664907213,13.06306305,1,0,0,1
374,526552558.9,2.430565613,16.47361645,1,0,0,1
375,612952411.1,2.529272463,16.28056625,1,0,0,1
376,612992298.5,1.595582313,3.86100385,1,0,0,1
377,612994125.3,0.748262863,16.34491635,1,0,0,1
378,612994292.8,0.664722213,14.47876445,1,0,0,1
379,613031981.2,2.439973013,16.7310167,1,0,0,1
380,613034919.3,2.664207713,1.73745175,1,0,0,1
381,613086313.5,1.558926313,1.48005145,1,0,0,1
382,613088321.8,0.756583263,16.6023166,1,0,0,1
383,613088591,0.664872213,17.76061775,1,0,0,1
384,613126480.5,2.459013463,16.6023166,1,0,0,1
385,613126727.6,2.565702013,16.0875161,1,0,0,1
386,613146997.5,1.149642413,3.7323037,1,0,0,1
387,613148891.3,0.751305463,16.47361645,1,0,0,1
388,613148914.6,0.664717213,14.47876445,1,0,0,1
389,613185867.2,2.393965563,16.47361645,1,0,0,1
390,613186150,2.496990613,16.53796655,1,0,0,1
391,613193115.8,0.822637913,14.15701415,1,0,0,1
392,613194071.5,0.747669713,16.9240669,1,0,0,1
393,613194094.5,0.664697213,14.47876445,1,0,0,1
394,613231425.6,2.416498763,16.53796655,1,0,0,1
395,613231679,2.514335413,16.15186615,1,0,0,1
396,613297595.3,1.868631063,1.9305019,1,0,0,1
397,613299440.2,0.749156863,16.28056625,1,0,0,1
398,613299463.7,0.664722213,14.47876445,1,0,0,1
399,613337363.2,2.443112063,16.47361645,1,0,0,1
400,613337614.5,2.542383263,16.7310167,1,0,0,1
401,613366967,1.417472863,3.4105534,1,0,0,1
402,613368708.6,0.744393213,16.28056625,1,0,0,1
403,613368730.5,0.664647213,19.4980695,1,0,0,1
404,613405378.4,2.384505113,16.47361645,1,0,0,1
405,613407526.5,2.567682763,2.1235521,1,0,0,1
406,613443883.3,1.516078713,2.96010295,1,0,0,1
407,613444979.3,0.747823063,16.4092664,1,0,0,1
408,613445002.1,0.664692213,16.28056625,1,0,0,1
409,613482484.3,2.418767113,16.66666665,1,0,0,1
410,613482774.8,2.518632613,16.28056625,1,0,0,1
411,613497630.5,1.010398763,6.04890605,1,0,0,1
412,613498925.3,0.746986163,16.34491635,1,0,0,1
413,613498949.1,0.664737213,14.47876445,1,0,0,1
414,613537004.9,2.445625063,16.47361645,1,0,0,1
415,613537302.6,2.544965563,16.4092664,1,0,0,1
416,613577323.8,1.596061613,3.53925355,1,0,0,1
417,613579372.3,0.758598213,16.34491635,1,0,0,1
418,613579398.6,0.664847213,13.06306305,1,0,0,1
419,613617403.7,2.433968663,16.7310167,1,0,0,1
420,700017354.6,2.542930963,16.47361645,1,0,0,1
421,700047686.5,1.423579913,2.25225225,1,0,0,1
422,700049443.7,0.745069513,16.4092664,1,0,0,1
423,700049467.7,0.664737213,17.76061775,1,0,0,1
424,700087473.1,2.448038213,16.47361645,1,0,0,1
425,700087719.6,2.543035663,16.47361645,1,0,0,1
426,700108283.5,1.143727063,3.4105534,1,0,0,1
427,700110109.8,0.748254513,16.28056625,1,0,0,1
428,700110871.5,0.664727213,19.4980695,1,0,0,1
429,700148535.2,2.466633913,16.7310167,1,0,0,1
430,700148811.1,2.566188763,17.3101673,1,0,0,1
431,700155302.3,0.829663863,14.86486485,1,0,0,1
432,700157695.2,0.749948763,16.34491635,1,0,0,1
433,700157944.9,0.664787213,17.76061775,1,0,0,1
434,700194084.8,2.391356513,16.47361645,1,0,0,1
435,700194344.2,2.491812563,16.6023166,1,0,0,1
436,700725905.6,0.663642213,0.64350065,0,0,0,1
437,700753655.7,1.967870313,3.7966538,1,0,0,1
438,700755513.8,0.749835713,16.34491635,1,0,0,1
439,700755537,0.664707213,14.47876445,1,0,0,1
440,700793478.3,2.440259013,16.53796655,1,0,0,1
441,700793724,0.675120063,16.6023166,1,0,0,1
442,700828486.2,2.296221013,3.024453,1,0,0,1
443,700830629.5,0.762665163,16.47361645,1,0,0,1
444,700830653.7,0.664752213,14.47876445,1,0,0,1
445,700868754.7,2.452540863,16.7953668,1,0,0,1
446,700869018.2,0.675947463,16.7310167,1,0,0,1
447,700882924.4,1.314810413,6.04890605,1,0,0,1
448,700884830.2,0.752025863,16.4092664,1,0,0,1
449,700884854,0.664727213,19.4980695,1,0,0,1
450,700921285.2,2.374357963,16.47361645,1,0,0,1
451,700921541.4,0.675620513,16.6023166,1,0,0,1
452,700962355.6,2.574799763,3.7323037,1,0,0,1
453,700964342.1,0.755287863,16.47361645,1,0,0,1
454,700964366.2,0.664742213,23.6164736,1,0,0,1
455,701001716.8,2.417406163,16.7953668,1,0,0,1
456,701001995.3,0.676645913,16.85971685,1,0,0,1
457,701036794.8,2.297969163,1.67310165,1,0,0,1
458,701038636.6,0.748968413,16.47361645,1,0,0,1
459,701038659.4,0.664682213,14.47876445,1,0,0,1
460,701075993.7,2.411839613,16.4092664,1,0,0,1
461,701076290.3,0.677489063,16.7953668,1,0,0,1
462,701096551.5,1.617199713,4.24710425,1,0,0,1
463,701098386.3,0.748772563,16.34491635,1,0,0,1
464,701098410,0.664732213,19.4980695,1,0,0,1
465,701137033.6,2.472214663,16.53796655,1,0,0,1
466,701139086.4,0.759738963,2.38095235,1,0,0,1
467,701144794.6,0.930932063,15.95881595,1,0,0,1
468,701146668.7,0.750531613,16.34491635,1,0,0,1
469,701146694.7,0.664832213,14.47876445,1,0,0,1
470,701184611.4,2.443913963,16.47361645,1,0,0,1
471,701184862.3,0.675353913,16.9240669,1,0,0,1
472,701988873.6,38.37465741,0.57915055,1,0,0,1
473,701990844.7,0.754904863,16.28056625,1,0,0,1
474,701990870.3,0.664817213,21.6216216,1,0,0,1
475,702028677.4,2.438768963,16.47361645,1,0,0,1
476,702028938.8,0.675842563,16.28056625,1,0,0,1
477,702055393.6,1.907220413,3.47490345,1,0,0,1
478,702057401.2,0.756815313,16.34491635,1,0,0,1
479,702057423.6,0.664667213,14.47876445,1,0,0,1
480,702095888.3,2.464771163,16.66666665,1,0,0,1
481,702096336.5,0.675319063,16.6023166,1,0,0,1
482,702131458.2,2.322337913,3.024453,1,0,0,1
483,702133339.4,0.750634463,16.34491635,1,0,0,1
484,702133363.4,0.664747213,16.28056625,1,0,0,1
485,702171308.3,2.440430613,16.4092664,1,0,0,1
486,702171606.4,0.677583813,16.023166,1,0,0,1
487,702185352,1.312102263,6.75675675,1,0,0,1
488,702187498.7,0.763201763,16.34491635,1,0,0,1
489,702187526.1,0.664902213,13.06306305,1,0,0,1
490,702224608.5,2.400029613,16.47361645,1,0,0,1
491,702224877.8,0.676223813,16.4092664,1,0,0,1
492,702264737.1,2.534893363,3.6036036,1,0,0,1
493,702266830.8,0.760764813,16.34491635,1,0,0,1
494,702266857,0.664847213,17.76061775,1,0,0,1
495,702306350.9,2.517769013,16.7310167,1,0,0,1
496,702306656.8,0.677902563,16.28056625,1,0,0,1
497,702344481.5,2.434818763,1.67310165,1,0,0,1
498,702346302.1,0.748006013,16.4092664,1,0,0,1
499,702346328.4,0.664832213,13.06306305,1,0,0,1
500,702383393.9,2.404055113,16.47361645,1,0,0,1
