,timestamp,time_since_last_recording,latency,cost,reliability,ping_timestamp,time_since_last_ping,ping_success,ping_time,day1,day2,day3,day4,day5,day6,day7
55,2020-04-07 17:40:27.000228,0.0010704489195156222,0.050212042316196574,0.0703125,1,2020-04-07 17:40:17.000575,0.0006116623623759682,1,0.038318971953586835,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,2020-04-07 17:43:49.000367,0.0010035458620458956,0.03945166165475916,0.0703125,1,2020-04-07 17:43:34.000113,0.0010194372706266142,1,0.03872302300455875,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,2020-04-07 17:54:07.000947,0.00809526995383689,0.040385789705287375,0.06640625,1,2020-04-07 17:54:07.000124,0.0,1,0.03857369979006912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
70,2020-04-07 17:57:41.000432,0.002274703953970697,0.042577907125321265,0.060546875,1,2020-04-07 17:57:07.000890,0.002242761995378551,1,0.03925004611452212,0.0,1.0,0.0,0.0,0.0,0.0,0.0
75,2020-04-07 18:01:50.000758,0.001271158091924801,0.056758633507168275,0.05468749999999999,1,2020-04-07 18:00:34.000445,0.005165148837841511,1,0.03933788329951602,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,2020-04-07 18:07:03.000537,6.690305746972637e-05,0.10714804549674052,0.04296875,1,2020-04-07 18:05:42.000959,0.0054369987766752755,1,0.03823991848709233,0.0,1.0,0.0,0.0,0.0,0.0,0.0
85,2020-04-07 18:12:11.000938,0.003545862045895497,0.06904953934767427,0.04687499999999999,1,2020-04-07 18:08:53.000675,0.013456571972271306,1,0.03894261596704349,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90,2020-04-07 18:18:56.000943,0.007626948551548805,0.04786655303726008,0.068359375,1,2020-04-07 18:17:25.000662,0.006184586108468126,1,0.03874937416005692,0.0,1.0,0.0,0.0,0.0,0.0,0.0
95,2020-04-07 18:22:16.000774,0.0010704489195156222,0.0955668786934812,0.041015625,1,2020-04-07 18:21:37.000393,0.002650536903629197,1,0.04207401161207586,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100,2020-04-07 18:28:47.000513,0.00588746905733592,0.04156523084775315,0.078125,1,2020-04-07 18:28:36.000877,0.0006796248470844093,1,0.03858687536781821,0.0,1.0,0.0,0.0,0.0,0.0,0.0
105,2020-04-07 18:37:33.000850,0.010570683080216766,0.04300368252236842,0.076171875,1,2020-04-07 18:37:30.000560,0.00020388745412532288,1,0.038652753256563636,0.0,1.0,0.0,0.0,0.0,0.0,0.0
110,2020-04-07 18:43:34.000561,0.005619856827457015,0.04356867673655413,0.07421874999999999,1,2020-04-07 18:43:15.000181,0.0012912872094603778,1,0.03833214753133592,0.0,1.0,0.0,0.0,0.0,0.0,0.0
115,2020-04-07 18:48:13.000519,0.00441560179300194,0.033941018112800835,0.078125,1,2020-04-07 18:47:51.000770,0.0014272121788772598,1,0.1784939436260947,0.0,1.0,0.0,0.0,0.0,0.0,0.0
120,2020-04-07 18:52:36.000734,0.0008028366896367164,0.0379738770793269,0.091796875,1,2020-04-07 18:52:22.000615,0.0009514747859181732,1,0.03925882983302152,0.0,1.0,0.0,0.0,0.0,0.0,0.0
125,2020-04-07 18:56:38.000170,0.0047501170803505716,0.04592682627981893,0.06445312499999999,1,2020-04-07 18:56:28.000225,0.0006116623623759682,1,0.039052412448285855,0.0,1.0,0.0,0.0,0.0,0.0,0.0
130,2020-04-07 19:04:07.000018,0.00013380611493945274,0.060756119317242736,0.05468749999999999,1,2020-04-07 19:04:02.000268,0.00027184993883376383,1,0.03913585777403007,0.0,1.0,0.0,0.0,0.0,0.0,0.0
135,2020-04-07 19:06:40.000688,0.0016056733792734327,0.07517549693054411,0.041015625,1,2020-04-07 19:06:15.000081,0.0016990621177110235,1,0.03986490640947938,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,2020-04-07 19:10:01.000149,0.007292433264200173,0.0690015290219039,0.052734375,1,2020-04-07 19:07:40.000929,0.009514747859181731,1,0.03823113476859294,0.0,1.0,0.0,0.0,0.0,0.0,0.0
145,2020-04-07 19:15:47.000494,0.00441560179300194,0.1856542963069948,0.03515625,1,2020-04-07 19:14:13.000007,0.006388473562593449,1,0.03866153697506304,0.0,1.0,0.0,0.0,0.0,0.0,0.0
150,2020-04-07 19:24:24.000967,0.00026761222987890554,0.1532698818381418,0.03710937499999999,1,2020-04-07 19:23:49.000597,0.002378686964795433,1,0.03894261596704349,0.0,1.0,0.0,0.0,0.0,0.0,0.0
155,2020-04-07 19:29:56.000613,0.00220780089650097,0.08539712350774194,0.056640624999999986,1,2020-04-07 19:29:04.000970,0.003466086720130488,1,0.038380457983082567,0.0,1.0,0.0,0.0,0.0,0.0,0.0
